"iteration","source_iteration","source_fit","tissue","pi_add","pi_rec","pi_dom","pip_add","pip_rec","pip_dom","pip_total","n_fits","n_active_fits","n_nonconverged","prior_status","update_method","alpha_add","alpha_rec","alpha_dom","alpha_total","n_components","n_active_components","n_zero_variance_components","mstep_q_gain","source_elbo_sum","n_source_elbo","max_abs_prior_change","n_source_files","n_source_gene_errors","n_source_tissue_errors","created_at"
2,1,"weighted_fit_mix","Adipose Tissue",0.749387324849482,0.036895166083003,0.213717509067515,2627.3346989691,129.354225912117,749.290391809261,3505.97931669047,17559,3211,0,"estimated","susie_active_component_alpha_v2",2627.35196092228,129.354452287008,749.293586790707,3506,175590,3506,172084,155.37186893256,-11472373.6223384,17559,0.131616013178087,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Adrenal Gland",0.710088395603772,0.0380984767790604,0.251813127617168,1066.57926624125,57.1857894028313,378.23306881993,1501.99812446401,17492,1462,0,"estimated","susie_active_component_alpha_v2",1066.58073714356,57.1858362981444,378.233426558296,1502,174920,1502,173418,48.2714473310839,-3430493.81380482,17492,0.113703902290705,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Blood",0.676426335026132,0.0554926452800186,0.268081019693849,1583.50158562093,129.907785811794,627.575604144895,2340.98497557762,17570,2199,0,"estimated","susie_active_component_alpha_v2",1583.51405029618,129.908282600524,627.577667103301,2341,175700,2341,173359,74.5808958436685,-10570890.335738,17570,0.111962545482409,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Blood Vessel",0.763898549907045,0.029006878954857,0.207094571138098,2762.99756985453,104.917851431441,749.056856282994,3616.97227756897,17562,3299,0,"estimated","susie_active_component_alpha_v2",2763.02105501378,104.917881179718,749.061063806501,3617,175620,3617,172003,174.756871367896,-10963500.3553576,17562,0.134240613164634,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Brain",0.676664721254818,0.0548433005944852,0.268491978150697,905.376959716443,73.3802524880443,359.242226716297,1337.99943892078,17567,1300,0,"estimated","susie_active_component_alpha_v2",905.377397038946,73.3803361954212,359.242266765633,1338,175670,1338,174332,42.379126690784,-6296362.98211238,17567,0.113325009563525,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Breast",0.723698204295878,0.0441491831680064,0.232152612536116,1581.2779553243,96.46595280044,507.252915488649,2184.99682361339,17544,2078,0,"estimated","susie_active_component_alpha_v2",1581.28057638649,96.465965222094,507.253458391413,2185,175440,2185,173255,86.6610339090964,-6576250.82917168,17544,0.127064691694874,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Colon",0.716452448206889,0.0428598648961531,0.240687686896957,1711.6013069222,102.348831229617,575.003901439869,2388.95403959168,17569,2237,0,"estimated","susie_active_component_alpha_v2",1711.63687398837,102.349375251054,575.013750760575,2389,175690,2389,173301,90.9119135032286,-8131608.62668619,17569,0.122386984301993,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Esophagus",0.729976426136825,0.0448785540317224,0.225145019831453,1772.37823435408,108.96509988093,546.650913745316,2427.99424798033,17553,2272,0,"estimated","susie_active_component_alpha_v2",1772.38276266021,108.965129189022,546.652108150768,2428,175530,2428,173102,104.591616795949,-10075172.4161333,17553,0.131615025739203,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Heart",0.701305832436411,0.047440888496919,0.25125327906667,1495.87698465101,101.191140384464,535.920917107535,2132.989042143,17550,2010,0,"estimated","susie_active_component_alpha_v2",1495.88534058686,101.191415163928,535.923244249208,2133,175500,2133,173367,74.1827141709946,-8063476.23969668,17550,0.117625438475187,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Kidney",0.690076935330842,0.0346592413207938,0.275263823348364,221.513825428979,11.1256001889654,88.3593798285066,320.998805446451,17401,317,0,"estimated","susie_active_component_alpha_v2",221.5146962412,11.1256164639748,88.3596872948249,321,174010,321,173689,8.01426419185336,-1305811.91077174,17401,0.101538586839028,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Liver",0.706169659658331,0.038085996313784,0.255744344027885,934.262389777316,50.387772901344,338.349765491155,1322.99992816981,17490,1305,0,"estimated","susie_active_component_alpha_v2",934.262459727971,50.3877731231362,338.349767148891,1323,174900,1323,173577,41.7867403697419,-3397729.59573857,17490,0.112565015226499,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Lung",0.736921124597362,0.0335354542048659,0.229543421197772,1977.88021652709,90.0090176624145,616.091642367434,2683.98087655693,17557,2508,0,"estimated","susie_active_component_alpha_v2",1977.89629841932,90.0091590858601,616.09454249482,2684,175570,2684,172886,114.361137640071,-7901027.62211717,17557,0.127013996816504,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Muscle",0.770222815115683,0.0308765261163298,0.198900658767987,2813.61280656551,112.791841909167,726.582381138888,3652.98702961356,17565,3323,0,"estimated","susie_active_component_alpha_v2",2813.62394361759,112.791949902953,726.584106479457,3653,175650,3653,171997,179.925324807,-11597873.0495125,17565,0.13717010835672,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Nerve",0.78573430654136,0.0247389867705018,0.189526706688138,3543.62640857662,111.572432567402,854.759750717132,4509.95859186115,17570,4105,0,"estimated","susie_active_component_alpha_v2",3543.66172250153,111.572830334963,854.765447163503,4509.99999999999,175700,4510,171190,229.413750989766,-8629448.69857045,17570,0.137415769028696,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Ovary",0.710347290288124,0.05801716144733,0.231635548264546,730.94730462285,59.6996588950826,238.352964923137,1028.99992844107,17484,1023,0,"estimated","susie_active_component_alpha_v2",730.947361706479,59.6996591293025,238.352979164218,1029,174840,1029,173811,29.6910567778007,-2523954.04680138,17484,0.113809879583587,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Pancreas",0.740320655793517,0.0429087752170207,0.216770568989462,1460.64839381137,84.6588876975692,427.687630327852,1972.99491183679,17504,1898,0,"estimated","susie_active_component_alpha_v2",1460.65265388061,84.6590135031818,427.688332616208,1973,175040,1973,173067,82.7425714387859,-4379005.80638377,17504,0.1312856873233,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Pituitary",0.750734004818444,0.0218573604431039,0.227408634738452,1638.09629983694,47.6924214694282,496.203389820754,2181.99211112713,17540,2087,0,"estimated","susie_active_component_alpha_v2",1638.10159851385,47.6927604868527,496.205640999303,2182,175400,2182,173218,96.1660828807308,-4910602.89462631,17540,0.127114336045878,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Prostate",0.722586994248053,0.050167591322893,0.227245414429054,938.63789209873,65.1676025827232,295.191043338011,1298.99653801946,17517,1272,0,"estimated","susie_active_component_alpha_v2",938.64050552822,65.1677011284379,295.191793343341,1299,175170,1299,173871,45.3346252659258,-3432413.92620151,17517,0.122613310035646,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Salivary Gland",0.707534009685958,0.0275851895624123,0.26488080075163,718.853290085833,28.0265257752782,269.118504437437,1015.99832029855,17533,997,0,"estimated","susie_active_component_alpha_v2",718.854553840933,28.0265525954109,269.118893563656,1016,175330,1016,174314,31.8403122138545,-2709645.46543284,17533,0.108589988965976,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Skin",0.719369997338304,0.0463192062932019,0.234310796368494,2465.27021760031,158.735737505771,802.980990694059,3426.98694580014,17578,3168,0,"estimated","susie_active_component_alpha_v2",2465.28098087837,158.735919966803,802.983099154828,3427,175780,3427,172353,145.490540532228,-12774142.9635098,17578,0.129664376071549,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Small Intestine",0.692866676714218,0.0472330754437272,0.259900247842054,602.097467545758,41.0455030354166,225.851836202523,868.994806783698,17518,858,0,"estimated","susie_active_component_alpha_v2",602.101142064656,41.0455425605989,225.853315374745,869,175180,869,174311,25.6792069820477,-2811310.25135027,17518,0.110712450799363,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Spleen",0.758256640708265,0.035854532563573,0.205888826728162,1661.3371042294,78.5572527952329,451.101960612349,2190.99631763699,17550,2118,0,"estimated","susie_active_component_alpha_v2",1661.34029979181,78.5572808467885,451.102419361403,2191,175500,2191,173309,91.2547280956946,-3558975.78345419,17550,0.129684684242527,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Stomach",0.707077786590844,0.0489191668919744,0.244003046517182,1018.1896450372,70.4435530146297,351.363958309685,1439.99715636152,17521,1397,0,"estimated","susie_active_component_alpha_v2",1018.19201269082,70.4436003244432,351.364386984742,1440,175210,1440,173770,51.2285701497317,-4614974.36143235,17521,0.120756005683583,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Testis",0.78063003331311,0.0272350979920564,0.192134868694834,2286.47966119064,79.744359796267,562.767324361183,2928.99134534809,17582,2788,0,"estimated","susie_active_component_alpha_v2",2286.4868381079,79.7444168660167,562.768745026085,2929,175820,2929,172891,138.535688950992,-5180866.32553661,17582,0.135346741349132,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Thyroid",0.804793663491593,0.0251672616277415,0.170039074880665,3597.40428397251,112.497565115358,760.071126260649,4469.97297534852,17568,4036,0,"estimated","susie_active_component_alpha_v2",3597.42767580742,112.497659476004,760.074664716573,4470,175680,4470,171210,245.129132203524,-9513206.95470838,17568,0.142126644723078,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Uterus",0.683503220551828,0.0429827410927748,0.273514038355397,469.566150626334,29.5291359271162,187.904020631872,686.999307185322,17440,679,0,"estimated","susie_active_component_alpha_v2",469.566712519106,29.5291431307363,187.904144350158,687,174400,687,173713,15.8511149125109,-1855108.17179288,17440,0.0990074981667818,18468,851,0,"2026-09-13 20:51:25 UTC"
2,1,"weighted_fit_mix","Vagina",0.681661028774989,0.0723251020199432,0.246013869205068,365.369493534606,38.7662502021536,131.863300562521,535.999044299281,17496,532,0,"estimated","susie_active_component_alpha_v2",365.370311423394,38.7662546826895,131.863433893916,536,174960,536,174424,11.6894123493199,-1985251.25407439,17496,0.101345894481913,18468,851,0,"2026-09-13 20:51:25 UTC"
3,2,"weighted_fit_mix","Adipose Tissue",0.821151653423313,0.0184596518956256,0.160388694681062,2872.3657448809,64.5718165984438,561.03803733402,3497.97559881336,17559,3205,0,"estimated","susie_active_component_alpha_v2",2872.38848367475,64.5718623308984,561.039653994353,3498,175590,3498,172092,56.9204610621964,-11472131.0801063,17559,0.0717643285738309,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Adrenal Gland",0.775116111386202,0.0232199612370893,0.201663927376709,1163.46577035488,34.8299310132911,302.702127176063,1500.99782854424,17492,1461,0,"estimated","susie_active_component_alpha_v2",1163.46770959242,34.8299418132256,302.702348594359,1501,174920,1501,173419,17.4596048702795,-3430418.24982005,17492,0.0650277157824303,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Blood",0.74309206186817,0.0332062525914463,0.223701685540383,1735.84743068753,77.5696832386612,522.56588648682,2335.98300041301,17570,2194,0,"estimated","susie_active_component_alpha_v2",1735.86305652405,77.5698060536185,522.567137422336,2336,175700,2336,173364,28.7597862410341,-10570771.2350489,17570,0.0666657268420383,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Blood Vessel",0.834033297267844,0.0124511584285371,0.153515544303619,3008.32853379585,44.9113249568346,553.728553133851,3606.96841188653,17562,3291,0,"estimated","susie_active_component_alpha_v2",3008.35810324511,44.9113284517335,553.730568303156,3607,175620,3607,172013,60.4944011602984,-10963231.9353756,17562,0.0701347473607986,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Brain",0.746886148065922,0.0331858574912392,0.219927994442839,997.092491838928,44.3030683211109,293.603845629622,1334.99940578966,17567,1297,0,"estimated","susie_active_component_alpha_v2",997.093007668008,44.3031197508044,293.60387258119,1335,175670,1335,174335,17.6137853814047,-6296294.91272821,17567,0.0702214268111042,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Breast",0.797025068709782,0.0252588897247086,0.177716041565509,1739.90253035045,55.1401533095199,387.953831249917,2182.99651490989,17544,2076,0,"estimated","susie_active_component_alpha_v2",1739.90572499346,55.1401562690389,387.954118737507,2183,175440,2183,173257,33.4667225588671,-6576113.49443633,17544,0.0733268644139041,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Colon",0.786341121210027,0.0234325234092796,0.190226355380693,1872.24896111968,55.7688222181406,452.928477314576,2380.9462606524,17569,2229,0,"estimated","susie_active_component_alpha_v2",1872.29705168346,55.7689442224688,452.93400409407,2381,175690,2381,173309,34.0084086719428,-8131465.61440055,17569,0.0698886730031379,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Esophagus",0.807041435084897,0.0225861176942219,0.170372447220881,1951.41945391753,54.6132217451547,411.959873216319,2417.992548879,17553,2262,0,"estimated","susie_active_component_alpha_v2",1951.42619003528,54.6132325846285,411.960577380091,2418,175530,2418,173112,43.5145186935449,-10075005.0784837,17553,0.0770650089480718,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Heart",0.770412278137921,0.0271701038916117,0.202417617970467,1640.19282375595,57.8448596728018,430.945366990498,2128.98305041925,17550,2006,0,"estimated","susie_active_component_alpha_v2",1640.20774015563,57.8451511852413,430.947108659125,2129,175500,2129,173371,28.7685960228878,-8063359.09678112,17550,0.0691064457015098,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Kidney",0.75199801750875,0.021125040528467,0.226876941962783,241.390274850059,6.78113336468482,72.8273086279814,320.998716842725,17401,317,0,"estimated","susie_active_component_alpha_v2",241.391363620309,6.7811380096379,72.8274983700533,321,174010,321,173689,3.30635185791974,-1305798.9541292,17401,0.0619210821779081,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Liver",0.769843709497022,0.0243761283459722,0.205780162157006,1018.50313777211,32.2496177436135,272.247153646102,1322.99990916182,17490,1305,0,"estimated","susie_active_component_alpha_v2",1018.50322766456,32.2496178017212,272.247154533719,1323,174900,1323,173577,14.3599479436687,-3397664.9865521,17490,0.0636740498386912,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Lung",0.807129156039778,0.015427118922212,0.17744372503801,2160.66460411285,41.2983737195124,475.015231780758,2676.97820961312,17557,2502,0,"estimated","susie_active_component_alpha_v2",2160.68475071849,41.2983973547615,475.016851926753,2677,175570,2677,172893,42.2734956835902,-7900848.24070019,17557,0.0702080314424161,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Muscle",0.842513210395308,0.0138327407019213,0.143654048902771,3067.5757050644,50.3649914373823,523.043568603745,3640.98426510552,17565,3311,0,"estimated","susie_active_component_alpha_v2",3067.59059904932,50.3650088956955,523.044392054989,3641.00000000001,175650,3641,172009,64.5536804978715,-11597594.4047819,17565,0.0722903952796249,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Nerve",0.855877930508387,0.0102280237046987,0.133894045786915,3849.69344900871,46.0055302112759,602.252893121284,4497.95187234127,17570,4095,0,"estimated","susie_active_component_alpha_v2",3849.73893142672,46.0056506237346,602.255417949542,4498,175700,4498,171202,79.280692079388,-8629096.82501935,17570,0.0701436239670268,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Ovary",0.773701698683019,0.0460675036965444,0.180230797620437,796.138976144211,47.4034612137272,185.457483660009,1028.99992101795,17484,1023,0,"estimated","susie_active_component_alpha_v2",796.139047944827,47.4034613037442,185.457490751429,1029,174840,1029,173811,10.5470742484714,-2523907.41349214,17484,0.0633544083948951,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Pancreas",0.815913949452083,0.0229635352127968,0.161122515335121,1608.97731922289,45.2840663954825,317.733263868859,1971.99464948723,17504,1897,0,"estimated","susie_active_component_alpha_v2",1608.98230831951,45.2840914396354,317.733600240858,1972,175040,1972,173068,33.8604351967056,-4378873.95796127,17504,0.0755932936585655,18468,851,0,"2026-09-14 18:22:47 UTC"
