"iteration","source_iteration","source_fit","tissue","pi_add","pi_rec","pi_dom","pip_add","pip_rec","pip_dom","pip_total","n_fits","n_active_fits","n_nonconverged","prior_status","update_method","alpha_add","alpha_rec","alpha_dom","alpha_total","n_components","n_active_components","n_zero_variance_components","mstep_q_gain","source_elbo_sum","n_source_elbo","max_abs_prior_change","n_source_files","n_source_gene_errors","n_source_tissue_errors","created_at"
3,2,"weighted_fit_mix","Pituitary",0.819567207744204,0.00940680712578184,0.171025985130014,1786.64942063217,20.5068051339828,372.835446238494,2179.99167200465,17540,2085,0,"estimated","susie_active_component_alpha_v2",1786.65651288236,20.5068395342044,372.836647583431,2180,175400,2180,173220,33.211567117786,-4910455.79670383,17540,0.0688332029257598,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Prostate",0.791838664894628,0.0353185065489916,0.17284282855638,1028.5950356292,45.8787121096858,224.522408058346,1298.99615579724,17517,1272,0,"estimated","susie_active_component_alpha_v2",1028.59842569812,45.8787400071401,224.522834294738,1299,175170,1299,173871,16.5952708209221,-3432342.64091382,17517,0.0692516706465751,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Salivary Gland",0.768198059409569,0.0153794843905605,0.216422456199871,780.487355457467,15.6255410989794,219.884933879401,1015.99783043585,17533,997,0,"estimated","susie_active_component_alpha_v2",780.489228360122,15.6255561408094,219.885215499069,1016,175330,1016,174314,10.6480927515132,-2709596.65141609,17533,0.0606640497236105,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Skin",0.79457539956193,0.0237384433031788,0.181686157134892,2714.25458822791,81.0904023520463,620.638655725156,3415.98364630511,17578,3157,0,"estimated","susie_active_component_alpha_v2",2714.26956490356,81.0905223236591,620.639912772791,3416.00000000001,175780,3416,172364,57.8088591672768,-12773912.5654888,17578,0.0752054022236256,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Small Intestine",0.757607252919459,0.0308715414957327,0.211521205584808,658.355895566802,26.8273599915656,183.811062677284,868.994318235651,17518,858,0,"estimated","susie_active_component_alpha_v2",658.36070278701,26.8273695597917,183.811927653198,869,175180,869,174311,9.54090414542839,-2811269.71956511,17518,0.0647405762052414,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Spleen",0.828093376596183,0.0200659810303812,0.151840642373435,1814.34906028244,43.964559430375,332.682651766749,2190.99627147956,17550,2118,0,"estimated","susie_active_component_alpha_v2",1814.35258812224,43.9645644375652,332.682847440197,2191,175500,2191,173309,33.0292620464274,-3558833.63968154,17550,0.0698367358879184,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Stomach",0.777984617515805,0.0291154974075996,0.192899885076596,1119.51714746717,41.8971899656575,277.582711959086,1438.99704939192,17521,1396,0,"estimated","susie_active_component_alpha_v2",1119.51986460524,41.8972007695359,277.582934625222,1439,175210,1439,173771,20.0131145508901,-4614893.14975848,17521,0.0709068309249606,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Testis",0.851520539776111,0.0137438476761022,0.134735612547787,2492.40247915002,40.2145118029527,394.372321994343,2926.98931294732,17582,2786,0,"estimated","susie_active_component_alpha_v2",2492.41248903322,40.2145224339199,394.372988532859,2927,175820,2927,172893,49.1727887179225,-5180651.14070977,17582,0.070890506463001,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Thyroid",0.87366093957973,0.0103509016482113,0.115988158772058,3899.11801001497,46.1960629152999,517.653708063566,4462.96778099384,17568,4029,0,"estimated","susie_active_component_alpha_v2",3899.14877334433,46.1960740559667,517.655152599696,4462.99999999999,175680,4463,171217,81.077472987291,-9512834.57147023,17568,0.0688672760881373,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Uterus",0.739650612674946,0.033080059025239,0.227269328299815,508.139261810133,22.725998186659,156.133953122936,686.999213119728,17440,679,0,"estimated","susie_active_component_alpha_v2",508.139970907688,22.7260005503392,156.134028541973,687,174400,687,173713,5.24598861151242,-1855083.62442778,17440,0.0561473921231181,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Vagina",0.740115091843275,0.0632949677364266,0.196589940420299,396.700775228689,33.926100727197,105.372139249596,535.999015205482,17496,532,0,"estimated","susie_active_component_alpha_v2",396.701689227995,33.9261027067247,105.37220806528,536,174960,536,174424,4.4817447176132,-1985232.57991736,17496,0.0584540630682856,18468,851,0,"2026-09-14 18:22:47 UTC"
4,3,"weighted_fit_mix","Adipose Tissue",0.86369423203664,0.00982017065651336,0.126485597306846,3014.26843097805,34.2719969242697,441.433929990565,3489.97435789288,17559,3198,0,"estimated","susie_active_component_alpha_v2",3014.29286980787,34.2723955912316,441.434734600894,3490,175590,3490,172100,25.7956711928693,-11472036.7676803,17559,0.0425425786133272,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Adrenal Gland",0.814940486849202,0.0164114977308843,0.168648015419914,1223.23695028376,24.6172427922955,253.143331938989,1500.99752501505,17492,1461,0,"estimated","susie_active_component_alpha_v2",1223.23926547654,24.6172469068766,253.143487616585,1501,174920,1501,173419,7.47794725191648,-3430389.81660813,17492,0.0398243754630004,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Blood",0.78499221235189,0.0215891664676701,0.19341862118044,1829.01429694855,50.3027143453985,450.664544790339,2329.98155608429,17570,2188,0,"estimated","susie_active_component_alpha_v2",1829.0318547799,50.3027578696713,450.665387350424,2330,175700,2330,173370,13.1195395697862,-10570723.4729656,17570,0.0419001504837204,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Blood Vessel",0.873285616835783,0.00684464865045904,0.119869734513758,3145.54134946276,24.654423806427,431.769658073229,3601.96543134242,17562,3286,0,"estimated","susie_active_component_alpha_v2",3145.57479184249,24.6544244389534,431.770783718556,3602,175620,3602,172018,23.0925687518875,-10963136.1944083,17562,0.0392523195679391,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Brain",0.794146835341572,0.0203438609008492,0.185509303757579,1057.00884263971,27.0776415439163,246.912863274317,1330.99934745794,17567,1293,0,"estimated","susie_active_component_alpha_v2",1057.00943783963,27.0776788590303,246.912883301337,1331,175670,1331,174339,9.57976931522182,-6296264.15005664,17567,0.04726068727565,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Breast",0.842524119507785,0.0157632260000267,0.141712654492189,1836.69891520715,34.3638311776551,308.93339764086,2179.99614402566,17544,2073,0,"estimated","susie_active_component_alpha_v2",1836.70258052697,34.3638326800581,308.933586792971,2180,175440,2180,173260,15.8260766717272,-6576058.03076363,17544,0.0454990507980028,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Colon",0.828863923283378,0.015273849969648,0.155862226746974,1971.82371270529,36.3211658655162,370.795149735573,2378.94002830638,17569,2227,0,"estimated","susie_active_component_alpha_v2",1971.88023711477,36.3212042013729,370.798558683853,2379,175690,2379,173311,14.4177589950132,-8131410.54573049,17569,0.0425228020733511,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Esophagus",0.855209738846934,0.0114099427468196,0.133380318406246,2060.19290621058,27.4865457030512,321.312806776769,2408.9922586904,17553,2254,0,"estimated","susie_active_component_alpha_v2",2060.20026088226,27.4865520770883,321.313187040647,2409,175530,2409,173121,22.0123967452482,-10074931.6889068,17553,0.0481683037620371,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Heart",0.81489738654141,0.0163603250049782,0.168742288453612,1730.82462363295,34.7492316539615,358.407509218584,2123.98136450549,17550,2001,0,"estimated","susie_active_component_alpha_v2",1730.84204901395,34.7493303105736,358.408620675472,2124,175500,2124,173376,14.3202092389577,-8063310.72882724,17550,0.0444851084034885,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Kidney",0.790323588663015,0.0147257182722459,0.194950693064739,253.692639336468,4.72695381081151,62.5790449757065,320.998638122986,17401,317,0,"estimated","susie_active_component_alpha_v2",253.693871960828,4.72695556539095,62.5791724737812,321,174010,321,173689,1.41420093634127,-1305793.54915565,17401,0.0383255711542653,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Liver",0.80897343424601,0.0181965978157975,0.172829967938192,1070.27174525037,24.0740988821887,228.654047023202,1322.99989115576,17490,1305,0,"estimated","susie_active_component_alpha_v2",1070.27185350747,24.0740989103002,228.654047582229,1323,174900,1323,173577,6.12383279209143,-3397641.61804999,17490,0.0391297247489882,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Lung",0.848711104511087,0.00791788818058543,0.143371007308327,2270.28105482676,21.1803436652633,383.516466510415,2674.97786500244,17557,2500,0,"estimated","susie_active_component_alpha_v2",2270.30220456716,21.180350883066,383.517444549776,2675,175570,2675,172895,18.1488871746983,-7900779.1311587,17557,0.0415819484713091,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Muscle",0.883355790325326,0.00720728941848666,0.109436920256187,3212.74763984654,26.2129059558465,398.021634097528,3636.98217989991,17565,3307,0,"estimated","susie_active_component_alpha_v2",3212.76500941321,26.212911615036,398.022078971753,3637,175650,3637,172013,26.7130169463703,-11597490.5157519,17565,0.0408425799300182,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Nerve",0.894574972735672,0.00525860384313472,0.100166423421193,4021.06250178843,23.6373956556481,450.246789444919,4494.94668688899,17570,4092,0,"estimated","susie_active_component_alpha_v2",4021.11450244684,23.6374242748905,450.248073278264,4495,175700,4495,171205,31.4232651611535,-8628971.00552728,17570,0.038697042227285,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Ovary",0.81100493976031,0.0414357139933722,0.147559346246318,834.524001974891,42.6373496414456,151.838563191764,1028.9999148081,17484,1023,0,"estimated","susie_active_component_alpha_v2",834.524083013358,42.63734969918,151.838567287462,1029,174840,1029,173811,4.40891161374566,-2523890.30508163,17484,0.0373032410772905,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Pancreas",0.862426279317878,0.01254901338684,0.125024707295283,1698.97440249645,24.7215499292873,246.298495265159,1969.9944476909,17504,1895,0,"estimated","susie_active_component_alpha_v2",1698.97977025622,24.7215563720748,246.298673371707,1970,175040,1970,173070,16.7798138120488,-4378817.6181764,17504,0.0465123298657946,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Pituitary",0.860803526747978,0.00445803745833662,0.134738435793686,1873.96103793486,9.70514158005907,293.324872568326,2176.99105208325,17540,2082,0,"estimated","susie_active_component_alpha_v2",1873.96927773035,9.70514754679884,293.325574722855,2177,175400,2177,173223,14.7935351549194,-4910401.33813237,17540,0.0412363190037736,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Prostate",0.833141284655921,0.0288550342478991,0.13800368109618,1082.2466338738,37.482676186628,179.266529849469,1298.99583990989,17517,1272,0,"estimated","susie_active_component_alpha_v2",1082.25052876804,37.4826894880209,179.266781743937,1299,175170,1299,173871,7.09818014018936,-3432315.5626085,17517,0.0413026197612933,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Salivary Gland",0.805320062284727,0.00967632638568437,0.185003611329589,818.202800034768,9.83114022686505,187.963457659209,1015.99739792084,17533,997,0,"estimated","susie_active_component_alpha_v2",818.205183281282,9.83114760785531,187.963669110862,1016,175330,1016,174314,4.57420969662155,-2709579.37531962,17533,0.0371220028751582,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Skin",0.840525130863762,0.0133274900103988,0.146147379125839,2867.85365073902,45.4733531050192,498.654043125699,3411.98104696974,17578,3153,0,"estimated","susie_active_component_alpha_v2",2867.87174650716,45.4733959154807,498.654857577363,3412,175780,3412,172368,26.4386784529952,-12773816.9488449,17578,0.0459497313018322,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Small Intestine",0.797606284174564,0.0225773008559061,0.17981641496953,692.316689976513,19.5970933561783,156.080091510841,867.993874843532,17518,857,0,"estimated","susie_active_component_alpha_v2",692.322254663521,19.5970971429265,156.080648193552,868,175180,868,174312,4.14248080564693,-2811253.98041247,17518,0.0399990312551048,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Spleen",0.869154022074748,0.0122017827679362,0.118644195157315,1902.57440168917,26.7097010209187,259.712042869363,2188.99614557945,17550,2116,0,"estimated","susie_active_component_alpha_v2",1902.57815432162,26.7097024790124,259.712143199363,2189,175500,2189,173311,14.7159687503008,-3558779.56740755,17550,0.0410606454785654,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Stomach",0.822279309714601,0.0193250046961665,0.158395685589232,1183.25697850625,27.8086782394722,227.931257627423,1438.99691437314,17521,1396,0,"estimated","susie_active_component_alpha_v2",1183.25992667931,27.8086817577836,227.931391562905,1439,175210,1439,173771,9.20353610924224,-4614860.10194903,17521,0.0442946921987963,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Testis",0.892084343245838,0.00808411198363624,0.0998315447705258,2605.77354280403,23.6057108227071,291.608271504653,2920.98752513139,17582,2780,0,"estimated","susie_active_component_alpha_v2",2605.7856485681,23.6057144355031,291.608636996394,2920.99999999999,175820,2921,172899,21.2994720410218,-5180570.91348697,17582,0.0405638034697272,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Thyroid",0.910134327574606,0.00501515939750664,0.0848505130278872,4059.16420516811,22.367608952876,378.432600391126,4459.96441451211,17568,4026,0,"estimated","susie_active_component_alpha_v2",4059.19910098275,22.3676109128796,378.433288104377,4460.00000000001,175680,4460,171220,31.515705814496,-9512693.64832,17568,0.0364733879948762,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Uterus",0.773319313279427,0.0298177529911433,0.19686293372943,531.269568997725,20.4847949619567,135.244784554587,686.999148514268,17440,679,0,"estimated","susie_active_component_alpha_v2",531.270368222966,20.4847963049155,135.244835472118,687,174400,687,173713,2.09720855195718,-1855075.1800737,17440,0.0336687006044807,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Vagina",0.775256202587102,0.0600104383994421,0.164733359013456,415.536358621085,32.1655936124369,88.2970391972844,535.998991430806,17496,532,0,"estimated","susie_active_component_alpha_v2",415.537324586687,32.1655949821009,88.2970804312124,536,174960,536,174424,1.95166060122898,-1985225.23090462,17496,0.035141110743827,18468,851,0,"2026-09-15 07:06:36 UTC"
