"scenario","pve","K","coding","threshold","n_calls","n_correct","n_wrong_coding","n_wrong_snp","n_true","precision","recall","fdp"
"Additive + Dominant",0.3,5,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.3,5,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.3,5,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.3,5,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.3,5,"dominant",0,3722052,4000,4000,3714052,4000,0.00107467601204927,1,0.998925323987951
"Additive + Dominant",0.3,5,"dominant",0.1,6095,1646,500,3949,4000,0.27005742411813,0.4115,0.72994257588187
"Additive + Dominant",0.3,5,"dominant",0.5,812,636,64,112,4000,0.783251231527094,0.159,0.216748768472906
"Additive + Dominant",0.3,5,"dominant",0.8,415,378,13,24,4000,0.910843373493976,0.0945,0.0891566265060241
"Additive + Dominant",0.3,5,"dominant",0.9,276,262,0,14,4000,0.949275362318841,0.0655,0.0507246376811594
"Additive + Dominant",0.3,5,"dominant",0.95,213,202,0,11,4000,0.948356807511737,0.0505,0.0516431924882629
"Additive + Dominant",0.3,5,"dominant",0.99,100,100,0,0,4000,1,0.025,0
"Additive + Dominant",0.3,5,"dominant",1,0,0,0,0,4000,NA,0,NA
"Additive + Dominant",0.4,2,"additive",0,928421,399,399,927623,399,0.000429761929124826,1,0.999570238070875
"Additive + Dominant",0.4,2,"additive",0.1,826,277,35,514,399,0.335351089588378,0.694235588972431,0.664648910411622
"Additive + Dominant",0.4,2,"additive",0.5,185,146,6,33,399,0.789189189189189,0.365914786967419,0.210810810810811
"Additive + Dominant",0.4,2,"additive",0.8,106,101,0,5,399,0.952830188679245,0.2531328320802,0.0471698113207547
"Additive + Dominant",0.4,2,"additive",0.9,96,91,0,5,399,0.947916666666667,0.228070175438596,0.0520833333333333
"Additive + Dominant",0.4,2,"additive",0.95,88,83,0,5,399,0.943181818181818,0.208020050125313,0.0568181818181818
"Additive + Dominant",0.4,2,"additive",0.99,66,63,0,3,399,0.954545454545455,0.157894736842105,0.0454545454545455
"Additive + Dominant",0.4,2,"additive",1,0,0,0,0,399,NA,0,NA
"Additive + Dominant",0.4,2,"recessive",0,765050,0,648,764402,0,0,NA,1
"Additive + Dominant",0.4,2,"recessive",0.1,7,0,1,6,0,0,NA,1
"Additive + Dominant",0.4,2,"recessive",0.5,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,2,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,2,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,2,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,2,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,2,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,2,"dominant",0,928421,399,399,927623,399,0.000429761929124826,1,0.999570238070875
"Additive + Dominant",0.4,2,"dominant",0.1,881,312,31,538,399,0.354143019296254,0.781954887218045,0.645856980703746
"Additive + Dominant",0.4,2,"dominant",0.5,186,162,9,15,399,0.870967741935484,0.406015037593985,0.129032258064516
"Additive + Dominant",0.4,2,"dominant",0.8,132,128,1,3,399,0.96969696969697,0.320802005012531,0.0303030303030303
"Additive + Dominant",0.4,2,"dominant",0.9,111,109,1,1,399,0.981981981981982,0.273182957393484,0.018018018018018
"Additive + Dominant",0.4,2,"dominant",0.95,90,90,0,0,399,1,0.225563909774436,0
"Additive + Dominant",0.4,2,"dominant",0.99,68,68,0,0,399,1,0.170426065162907,0
"Additive + Dominant",0.4,2,"dominant",1,1,1,0,0,399,1,0.0025062656641604,0
"Additive + Dominant",0.4,3,"additive",0,1861026,1200,1200,1858626,1200,0.000644805607229561,1,0.99935519439277
"Additive + Dominant",0.4,3,"additive",0.1,2436,777,144,1515,1200,0.318965517241379,0.6475,0.681034482758621
"Additive + Dominant",0.4,3,"additive",0.5,451,349,32,70,1200,0.773835920177384,0.290833333333333,0.226164079822616
"Additive + Dominant",0.4,3,"additive",0.8,272,240,8,24,1200,0.882352941176471,0.2,0.117647058823529
"Additive + Dominant",0.4,3,"additive",0.9,208,191,4,13,1200,0.918269230769231,0.159166666666667,0.0817307692307692
"Additive + Dominant",0.4,3,"additive",0.95,170,162,1,7,1200,0.952941176470588,0.135,0.0470588235294118
"Additive + Dominant",0.4,3,"additive",0.99,106,102,0,4,1200,0.962264150943396,0.085,0.0377358490566038
"Additive + Dominant",0.4,3,"additive",1,0,0,0,0,1200,NA,0,NA
"Additive + Dominant",0.4,3,"recessive",0,1533364,0,1960,1531404,0,0,NA,1
"Additive + Dominant",0.4,3,"recessive",0.1,65,0,6,59,0,0,NA,1
"Additive + Dominant",0.4,3,"recessive",0.5,1,0,0,1,0,0,NA,1
"Additive + Dominant",0.4,3,"recessive",0.8,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,3,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,3,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,3,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,3,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,3,"dominant",0,1861026,1200,1200,1858626,1200,0.000644805607229561,1,0.99935519439277
"Additive + Dominant",0.4,3,"dominant",0.1,2292,785,140,1367,1200,0.342495636998255,0.654166666666667,0.657504363001745
"Additive + Dominant",0.4,3,"dominant",0.5,462,367,32,63,1200,0.794372294372294,0.305833333333333,0.205627705627706
"Additive + Dominant",0.4,3,"dominant",0.8,274,264,8,2,1200,0.963503649635037,0.22,0.0364963503649635
"Additive + Dominant",0.4,3,"dominant",0.9,227,222,4,1,1200,0.977973568281938,0.185,0.0220264317180617
"Additive + Dominant",0.4,3,"dominant",0.95,197,193,4,0,1200,0.979695431472081,0.160833333333333,0.0203045685279188
"Additive + Dominant",0.4,3,"dominant",0.99,138,137,1,0,1200,0.992753623188406,0.114166666666667,0.0072463768115942
"Additive + Dominant",0.4,3,"dominant",1,0,0,0,0,1200,NA,0,NA
"Additive + Dominant",0.4,4,"additive",0,2791539,2400,2400,2786739,2400,0.000859740809639414,1,0.999140259190361
"Additive + Dominant",0.4,4,"additive",0.1,4725,1356,309,3060,2400,0.286984126984127,0.565,0.713015873015873
"Additive + Dominant",0.4,4,"additive",0.5,800,573,55,172,2400,0.71625,0.23875,0.28375
"Additive + Dominant",0.4,4,"additive",0.8,443,385,8,50,2400,0.869074492099323,0.160416666666667,0.130925507900677
"Additive + Dominant",0.4,4,"additive",0.9,342,298,6,38,2400,0.871345029239766,0.124166666666667,0.128654970760234
"Additive + Dominant",0.4,4,"additive",0.95,272,243,3,26,2400,0.893382352941177,0.10125,0.106617647058824
"Additive + Dominant",0.4,4,"additive",0.99,160,148,1,11,2400,0.925,0.0616666666666667,0.075
"Additive + Dominant",0.4,4,"additive",1,0,0,0,0,2400,NA,0,NA
"Additive + Dominant",0.4,4,"recessive",0,2300046,0,3909,2296137,0,0,NA,1
"Additive + Dominant",0.4,4,"recessive",0.1,81,0,5,76,0,0,NA,1
"Additive + Dominant",0.4,4,"recessive",0.5,6,0,0,6,0,0,NA,1
"Additive + Dominant",0.4,4,"recessive",0.8,2,0,0,2,0,0,NA,1
"Additive + Dominant",0.4,4,"recessive",0.9,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,4,"recessive",0.95,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,4,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,4,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,4,"dominant",0,2791539,2400,2400,2786739,2400,0.000859740809639414,1,0.999140259190361
"Additive + Dominant",0.4,4,"dominant",0.1,4586,1461,298,2827,2400,0.318578281726995,0.60875,0.681421718273005
"Additive + Dominant",0.4,4,"dominant",0.5,837,665,67,105,2400,0.794504181600956,0.277083333333333,0.205495818399044
"Additive + Dominant",0.4,4,"dominant",0.8,472,436,14,22,2400,0.923728813559322,0.181666666666667,0.076271186440678
"Additive + Dominant",0.4,4,"dominant",0.9,370,351,10,9,2400,0.948648648648649,0.14625,0.0513513513513514
"Additive + Dominant",0.4,4,"dominant",0.95,302,290,6,6,2400,0.960264900662252,0.120833333333333,0.0397350993377483
"Additive + Dominant",0.4,4,"dominant",0.99,219,215,2,2,2400,0.981735159817352,0.0895833333333333,0.0182648401826484
"Additive + Dominant",0.4,4,"dominant",1,0,0,0,0,2400,NA,0,NA
"Additive + Dominant",0.4,5,"additive",0,3722052,4000,4000,3714052,4000,0.00107467601204927,1,0.998925323987951
"Additive + Dominant",0.4,5,"additive",0.1,7324,1995,495,4834,4000,0.272392135445112,0.49875,0.727607864554888
"Additive + Dominant",0.4,5,"additive",0.5,1129,817,70,242,4000,0.723649247121346,0.20425,0.276350752878654
"Additive + Dominant",0.4,5,"additive",0.8,613,513,24,76,4000,0.836867862969005,0.12825,0.163132137030995
"Additive + Dominant",0.4,5,"additive",0.9,430,385,3,42,4000,0.895348837209302,0.09625,0.104651162790698
"Additive + Dominant",0.4,5,"additive",0.95,336,310,0,26,4000,0.922619047619048,0.0775,0.0773809523809524
"Additive + Dominant",0.4,5,"additive",0.99,209,195,0,14,4000,0.933014354066986,0.04875,0.0669856459330144
"Additive + Dominant",0.4,5,"additive",1,0,0,0,0,4000,NA,0,NA
"Additive + Dominant",0.4,5,"recessive",0,3066728,0,6556,3060172,0,0,NA,1
"Additive + Dominant",0.4,5,"recessive",0.1,132,0,11,121,0,0,NA,1
"Additive + Dominant",0.4,5,"recessive",0.5,4,0,2,2,0,0,NA,1
"Additive + Dominant",0.4,5,"recessive",0.8,3,0,2,1,0,0,NA,1
"Additive + Dominant",0.4,5,"recessive",0.9,3,0,2,1,0,0,NA,1
"Additive + Dominant",0.4,5,"recessive",0.95,2,0,2,0,0,0,NA,1
"Additive + Dominant",0.4,5,"recessive",0.99,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,5,"recessive",1,0,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.4,5,"dominant",0,3722052,4000,4000,3714052,4000,0.00107467601204927,1,0.998925323987951
"Additive + Dominant",0.4,5,"dominant",0.1,7100,2124,496,4480,4000,0.299154929577465,0.531,0.700845070422535
"Additive + Dominant",0.4,5,"dominant",0.5,1210,987,73,150,4000,0.815702479338843,0.24675,0.184297520661157
"Additive + Dominant",0.4,5,"dominant",0.8,676,635,13,28,4000,0.939349112426035,0.15875,0.0606508875739645
"Additive + Dominant",0.4,5,"dominant",0.9,536,521,4,11,4000,0.972014925373134,0.13025,0.0279850746268657
"Additive + Dominant",0.4,5,"dominant",0.95,431,425,0,6,4000,0.986078886310905,0.10625,0.0139211136890951
"Additive + Dominant",0.4,5,"dominant",0.99,263,262,0,1,4000,0.996197718631179,0.0655,0.00380228136882129
"Additive + Dominant",0.4,5,"dominant",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.1,3,"additive",0,930513,400,800,929313,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive + Dominant",0.1,3,"additive",0.1,289,52,18,219,400,0.179930795847751,0.13,0.820069204152249
"Additive + Recessive + Dominant",0.1,3,"additive",0.5,18,11,3,4,400,0.611111111111111,0.0275,0.388888888888889
"Additive + Recessive + Dominant",0.1,3,"additive",0.8,8,6,1,1,400,0.75,0.015,0.25
"Additive + Recessive + Dominant",0.1,3,"additive",0.9,4,3,1,0,400,0.75,0.0075,0.25
"Additive + Recessive + Dominant",0.1,3,"additive",0.95,2,1,1,0,400,0.5,0.0025,0.5
"Additive + Recessive + Dominant",0.1,3,"additive",0.99,1,0,1,0,400,0,0,1
"Additive + Recessive + Dominant",0.1,3,"additive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.1,3,"recessive",0,766682,400,800,765482,400,0.000521728695860865,1,0.999478271304139
"Additive + Recessive + Dominant",0.1,3,"recessive",0.1,277,80,2,195,400,0.288808664259928,0.2,0.711191335740072
"Additive + Recessive + Dominant",0.1,3,"recessive",0.5,31,22,0,9,400,0.709677419354839,0.055,0.290322580645161
"Additive + Recessive + Dominant",0.1,3,"recessive",0.8,16,16,0,0,400,1,0.04,0
"Additive + Recessive + Dominant",0.1,3,"recessive",0.9,13,13,0,0,400,1,0.0325,0
"Additive + Recessive + Dominant",0.1,3,"recessive",0.95,11,11,0,0,400,1,0.0275,0
"Additive + Recessive + Dominant",0.1,3,"recessive",0.99,6,6,0,0,400,1,0.015,0
"Additive + Recessive + Dominant",0.1,3,"recessive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.1,3,"dominant",0,930513,400,800,929313,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive + Dominant",0.1,3,"dominant",0.1,234,40,20,174,400,0.170940170940171,0.1,0.829059829059829
"Additive + Recessive + Dominant",0.1,3,"dominant",0.5,16,13,0,3,400,0.8125,0.0325,0.1875
"Additive + Recessive + Dominant",0.1,3,"dominant",0.8,8,7,0,1,400,0.875,0.0175,0.125
"Additive + Recessive + Dominant",0.1,3,"dominant",0.9,3,3,0,0,400,1,0.0075,0
"Additive + Recessive + Dominant",0.1,3,"dominant",0.95,2,2,0,0,400,1,0.005,0
"Additive + Recessive + Dominant",0.1,3,"dominant",0.99,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.1,3,"dominant",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.1,4,"additive",0,2791539,1600,3200,2786739,1600,0.000573160539759609,1,0.99942683946024
"Additive + Recessive + Dominant",0.1,4,"additive",0.1,628,87,59,482,1600,0.138535031847134,0.054375,0.861464968152866
"Additive + Recessive + Dominant",0.1,4,"additive",0.5,31,13,9,9,1600,0.419354838709677,0.008125,0.580645161290323
"Additive + Recessive + Dominant",0.1,4,"additive",0.8,6,4,2,0,1600,0.666666666666667,0.0025,0.333333333333333
"Additive + Recessive + Dominant",0.1,4,"additive",0.9,3,3,0,0,1600,1,0.001875,0
"Additive + Recessive + Dominant",0.1,4,"additive",0.95,1,1,0,0,1600,1,0.000625,0
"Additive + Recessive + Dominant",0.1,4,"additive",0.99,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.1,4,"additive",1,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.1,4,"recessive",0,2300046,1600,3200,2295246,1600,0.000695638261147821,1,0.999304361738852
"Additive + Recessive + Dominant",0.1,4,"recessive",0.1,881,187,2,692,1600,0.212258796821793,0.116875,0.787741203178207
"Additive + Recessive + Dominant",0.1,4,"recessive",0.5,60,41,0,19,1600,0.683333333333333,0.025625,0.316666666666667
"Additive + Recessive + Dominant",0.1,4,"recessive",0.8,30,23,0,7,1600,0.766666666666667,0.014375,0.233333333333333
"Additive + Recessive + Dominant",0.1,4,"recessive",0.9,17,15,0,2,1600,0.882352941176471,0.009375,0.117647058823529
"Additive + Recessive + Dominant",0.1,4,"recessive",0.95,11,10,0,1,1600,0.909090909090909,0.00625,0.0909090909090909
"Additive + Recessive + Dominant",0.1,4,"recessive",0.99,6,6,0,0,1600,1,0.00375,0
"Additive + Recessive + Dominant",0.1,4,"recessive",1,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.1,4,"dominant",0,2791539,1600,3200,2786739,1600,0.000573160539759609,1,0.99942683946024
"Additive + Recessive + Dominant",0.1,4,"dominant",0.1,563,107,40,416,1600,0.190053285968028,0.066875,0.809946714031972
"Additive + Recessive + Dominant",0.1,4,"dominant",0.5,45,25,5,15,1600,0.555555555555556,0.015625,0.444444444444444
"Additive + Recessive + Dominant",0.1,4,"dominant",0.8,14,12,0,2,1600,0.857142857142857,0.0075,0.142857142857143
"Additive + Recessive + Dominant",0.1,4,"dominant",0.9,4,4,0,0,1600,1,0.0025,0
"Additive + Recessive + Dominant",0.1,4,"dominant",0.95,2,2,0,0,1600,1,0.00125,0
"Additive + Recessive + Dominant",0.1,4,"dominant",0.99,1,1,0,0,1600,1,0.000625,0
"Additive + Recessive + Dominant",0.1,4,"dominant",1,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.1,5,"additive",0,5583078,4000,8000,5571078,4000,0.000716450674699512,1,0.999283549325301
"Additive + Recessive + Dominant",0.1,5,"additive",0.1,1094,108,100,886,4000,0.0987202925045704,0.027,0.90127970749543
"Additive + Recessive + Dominant",0.1,5,"additive",0.5,63,19,11,33,4000,0.301587301587302,0.00475,0.698412698412698
"Additive + Recessive + Dominant",0.1,5,"additive",0.8,20,14,0,6,4000,0.7,0.0035,0.3
"Additive + Recessive + Dominant",0.1,5,"additive",0.9,11,9,0,2,4000,0.818181818181818,0.00225,0.181818181818182
"Additive + Recessive + Dominant",0.1,5,"additive",0.95,5,5,0,0,4000,1,0.00125,0
"Additive + Recessive + Dominant",0.1,5,"additive",0.99,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.1,5,"additive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.1,5,"recessive",0,4600092,4000,8000,4588092,4000,0.000869547826434776,1,0.999130452173565
"Additive + Recessive + Dominant",0.1,5,"recessive",0.1,1045,230,9,806,4000,0.220095693779904,0.0575,0.779904306220096
"Additive + Recessive + Dominant",0.1,5,"recessive",0.5,87,63,1,23,4000,0.724137931034483,0.01575,0.275862068965517
"Additive + Recessive + Dominant",0.1,5,"recessive",0.8,52,41,0,11,4000,0.788461538461538,0.01025,0.211538461538462
"Additive + Recessive + Dominant",0.1,5,"recessive",0.9,42,35,0,7,4000,0.833333333333333,0.00875,0.166666666666667
"Additive + Recessive + Dominant",0.1,5,"recessive",0.95,29,25,0,4,4000,0.862068965517241,0.00625,0.137931034482759
"Additive + Recessive + Dominant",0.1,5,"recessive",0.99,11,11,0,0,4000,1,0.00275,0
"Additive + Recessive + Dominant",0.1,5,"recessive",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.1,5,"dominant",0,5583078,4000,8000,5571078,4000,0.000716450674699512,1,0.999283549325301
"Additive + Recessive + Dominant",0.1,5,"dominant",0.1,944,164,46,734,4000,0.173728813559322,0.041,0.826271186440678
"Additive + Recessive + Dominant",0.1,5,"dominant",0.5,63,24,4,35,4000,0.380952380952381,0.006,0.619047619047619
"Additive + Recessive + Dominant",0.1,5,"dominant",0.8,10,7,0,3,4000,0.7,0.00175,0.3
"Additive + Recessive + Dominant",0.1,5,"dominant",0.9,5,5,0,0,4000,1,0.00125,0
"Additive + Recessive + Dominant",0.1,5,"dominant",0.95,2,2,0,0,4000,1,5e-04,0
"Additive + Recessive + Dominant",0.1,5,"dominant",0.99,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.1,5,"dominant",1,0,0,0,0,4000,NA,0,NA
"Additive + Recessive + Dominant",0.2,3,"additive",0,930513,400,800,929313,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive + Dominant",0.2,3,"additive",0.1,704,176,44,484,400,0.25,0.44,0.75
"Additive + Recessive + Dominant",0.2,3,"additive",0.5,85,60,11,14,400,0.705882352941177,0.15,0.294117647058824
"Additive + Recessive + Dominant",0.2,3,"additive",0.8,44,35,5,4,400,0.795454545454545,0.0875,0.204545454545455
"Additive + Recessive + Dominant",0.2,3,"additive",0.9,29,25,4,0,400,0.862068965517241,0.0625,0.137931034482759
"Additive + Recessive + Dominant",0.2,3,"additive",0.95,21,18,3,0,400,0.857142857142857,0.045,0.142857142857143
"Additive + Recessive + Dominant",0.2,3,"additive",0.99,11,10,1,0,400,0.909090909090909,0.025,0.0909090909090909
"Additive + Recessive + Dominant",0.2,3,"additive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.2,3,"recessive",0,766682,400,800,765482,400,0.000521728695860865,1,0.999478271304139
"Additive + Recessive + Dominant",0.2,3,"recessive",0.1,710,208,4,498,400,0.292957746478873,0.52,0.707042253521127
"Additive + Recessive + Dominant",0.2,3,"recessive",0.5,119,101,0,18,400,0.848739495798319,0.2525,0.151260504201681
"Additive + Recessive + Dominant",0.2,3,"recessive",0.8,76,75,0,1,400,0.986842105263158,0.1875,0.0131578947368421
"Additive + Recessive + Dominant",0.2,3,"recessive",0.9,63,62,0,1,400,0.984126984126984,0.155,0.0158730158730159
"Additive + Recessive + Dominant",0.2,3,"recessive",0.95,53,53,0,0,400,1,0.1325,0
"Additive + Recessive + Dominant",0.2,3,"recessive",0.99,39,39,0,0,400,1,0.0975,0
"Additive + Recessive + Dominant",0.2,3,"recessive",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.2,3,"dominant",0,930513,400,800,929313,400,0.000429870404819707,1,0.99957012959518
"Additive + Recessive + Dominant",0.2,3,"dominant",0.1,612,165,39,408,400,0.269607843137255,0.4125,0.730392156862745
"Additive + Recessive + Dominant",0.2,3,"dominant",0.5,83,66,5,12,400,0.795180722891566,0.165,0.204819277108434
"Additive + Recessive + Dominant",0.2,3,"dominant",0.8,45,42,2,1,400,0.933333333333333,0.105,0.0666666666666667
"Additive + Recessive + Dominant",0.2,3,"dominant",0.9,29,27,1,1,400,0.931034482758621,0.0675,0.0689655172413793
"Additive + Recessive + Dominant",0.2,3,"dominant",0.95,20,19,0,1,400,0.95,0.0475,0.05
"Additive + Recessive + Dominant",0.2,3,"dominant",0.99,11,10,0,1,400,0.909090909090909,0.025,0.0909090909090909
"Additive + Recessive + Dominant",0.2,3,"dominant",1,0,0,0,0,400,NA,0,NA
"Additive + Recessive + Dominant",0.2,4,"additive",0,2791539,1600,3200,2786739,1600,0.000573160539759609,1,0.99942683946024
"Additive + Recessive + Dominant",0.2,4,"additive",0.1,2173,479,179,1515,1600,0.220432581684307,0.299375,0.779567418315693
"Additive + Recessive + Dominant",0.2,4,"additive",0.5,195,130,22,43,1600,0.666666666666667,0.08125,0.333333333333333
"Additive + Recessive + Dominant",0.2,4,"additive",0.8,72,62,4,6,1600,0.861111111111111,0.03875,0.138888888888889
"Additive + Recessive + Dominant",0.2,4,"additive",0.9,52,46,1,5,1600,0.884615384615385,0.02875,0.115384615384615
"Additive + Recessive + Dominant",0.2,4,"additive",0.95,31,30,0,1,1600,0.967741935483871,0.01875,0.032258064516129
"Additive + Recessive + Dominant",0.2,4,"additive",0.99,15,15,0,0,1600,1,0.009375,0
"Additive + Recessive + Dominant",0.2,4,"additive",1,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.2,4,"recessive",0,2300046,1600,3200,2295246,1600,0.000695638261147821,1,0.999304361738852
"Additive + Recessive + Dominant",0.2,4,"recessive",0.1,2330,692,2,1636,1600,0.296995708154506,0.4325,0.703004291845494
"Additive + Recessive + Dominant",0.2,4,"recessive",0.5,316,265,0,51,1600,0.838607594936709,0.165625,0.161392405063291
"Additive + Recessive + Dominant",0.2,4,"recessive",0.8,190,184,0,6,1600,0.968421052631579,0.115,0.0315789473684211
"Additive + Recessive + Dominant",0.2,4,"recessive",0.9,147,144,0,3,1600,0.979591836734694,0.09,0.0204081632653061
"Additive + Recessive + Dominant",0.2,4,"recessive",0.95,128,126,0,2,1600,0.984375,0.07875,0.015625
"Additive + Recessive + Dominant",0.2,4,"recessive",0.99,83,83,0,0,1600,1,0.051875,0
"Additive + Recessive + Dominant",0.2,4,"recessive",1,0,0,0,0,1600,NA,0,NA
"Additive + Recessive + Dominant",0.2,4,"dominant",0,2791539,1600,3200,2786739,1600,0.000573160539759609,1,0.99942683946024
