"scenario","configuration","design","all_additive","pve","K","coding","true_share","estimated_share","bias","lower","upper","pip_mass","n_replicates","n_seed_blocks","zero_pip_replicates"
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.2,4,"additive",0,0.149718203445852,0.149718203445852,0.135986938512636,0.160392792327797,292.287676446061,400,400,0
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.2,4,"recessive",1,0.709222677219386,-0.290777322780614,0.687205445047704,0.734903009334706,1384.58145794062,400,400,0
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.2,4,"dominant",0,0.141059119334762,0.141059119334762,0.128172277681401,0.153351745759268,275.382961343085,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.2,4,"additive",0.25,0.363885219947447,0.113885219947447,0.354636672918348,0.373034875184348,722.75778910786,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.2,4,"recessive",0,0.126042080530082,0.126042080530082,0.114157164088235,0.136464600318427,250.347885719661,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.2,4,"dominant",0.75,0.510072699522471,-0.239927300477529,0.496404711136503,0.524861907359649,1013.1189627443,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.2,4,"additive",0.25,0.334902263191514,0.0849022631915137,0.325649237091248,0.34553870153185,696.285552772404,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.2,4,"recessive",0.25,0.269741203466217,0.0197412034662172,0.26162773728226,0.277439858557626,560.811089095464,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.2,4,"dominant",0.5,0.395356533342269,-0.104643466657731,0.385626777580029,0.405058798976504,821.974267169954,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.2,4,"additive",0.25,0.302914823111668,0.052914823111668,0.294221904462151,0.312019881106767,623.742092893646,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.2,4,"recessive",0.5,0.408489837172053,-0.0915101628279466,0.399908023504022,0.41944481409698,841.135152602134,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.2,4,"dominant",0.25,0.288595339716279,0.0385953397162785,0.280206142194768,0.296570274393678,594.256363372567,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.2,4,"additive",0.25,0.265063564621033,0.0150635646210334,0.257408915210182,0.273072787092371,553.736868789594,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.2,4,"recessive",0.75,0.54787966595394,-0.20212033404606,0.532166106278809,0.563375025509606,1144.56006480021,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.2,4,"dominant",0,0.187056769425027,0.187056769425027,0.175604496338145,0.19799920246455,390.775057806992,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.2,4,"additive",0.5,0.438810057502574,-0.0611899424974262,0.429092051491913,0.45078504305426,884.715044848613,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.2,4,"recessive",0,0.128921330735689,0.128921330735689,0.117171083224762,0.139600798185516,259.927134653468,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.2,4,"dominant",0.5,0.432268611761738,-0.0677313882382623,0.420640206307068,0.443969120141237,871.526387562779,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.2,4,"additive",0.5,0.407316958807474,-0.0926830411925261,0.397309442971047,0.418143630853956,870.436556052756,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.2,4,"recessive",0.25,0.273305999726767,0.0233059997267669,0.264664022737804,0.280404320402354,584.055065733633,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.2,4,"dominant",0.25,0.319377041465759,0.0693770414657592,0.309940520868707,0.328544970475201,682.508906257386,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.2,4,"additive",0.5,0.375467937346778,-0.124532062653222,0.366824612273979,0.384802263259401,794.515536823824,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.2,4,"recessive",0.5,0.41043487170255,-0.0895651282974501,0.400757570643672,0.420918514539209,868.50793366356,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.2,4,"dominant",0,0.214097190950672,0.214097190950672,0.202243504921204,0.225615549863053,453.044128888003,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.2,4,"additive",0.75,0.506344482138184,-0.243655517861816,0.494999415175311,0.520188251292193,1060.3174722846,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.2,4,"recessive",0,0.136074577587345,0.136074577587345,0.125503513770339,0.14611394918253,284.948799166005,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.2,4,"dominant",0.25,0.357580940274471,0.107580940274471,0.348462587715166,0.367838307510492,748.797176830902,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.2,4,"additive",0.75,0.470568716823623,-0.279431283176377,0.459739499418233,0.483616899413449,1021.09542791709,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.2,4,"recessive",0.25,0.284932499502468,0.0349324995024679,0.278067515891608,0.290714119338296,618.28009832623,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.2,4,"dominant",0,0.24449878367391,0.24449878367391,0.232772290162653,0.25422360875814,530.54225921757,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.2,4,"additive",1,0.578964296238918,-0.421035703761082,0.563531781087701,0.595940440077729,1193.2909411752,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.2,4,"recessive",0,0.135918545963817,0.135918545963817,0.124988415670545,0.146044641469517,280.138811132143,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.2,4,"dominant",0,0.285117157797265,0.285117157797265,0.274602211156778,0.294927398016984,587.648882294281,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.3,4,"additive",0,0.230732697947921,0.230732697947921,0.219657785883219,0.240938036783276,454.190357305141,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.3,4,"recessive",0,0.0867487464598317,0.0867487464598317,0.0742646333694361,0.0974945875100202,170.76229117408,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.3,4,"dominant",1,0.682518555592247,-0.317481444407753,0.665010967594826,0.702929077513286,1343.5171927899,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.3,4,"additive",0,0.189171139092074,0.189171139092074,0.176164509485432,0.201856419177394,378.624642559067,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.3,4,"recessive",0.25,0.263601952667029,0.0136019526670295,0.258498873374632,0.268649931046842,527.597368105122,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.3,4,"dominant",0.75,0.547226908240897,-0.202773091759103,0.532911300188985,0.559979833691703,1095.27062915537,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.3,4,"additive",0,0.16455370017545,0.16455370017545,0.150591115704423,0.176959757779014,331.333121530109,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.3,4,"recessive",0.5,0.43504527261012,-0.0649547273898802,0.426413387943821,0.444660604259878,875.974882528549,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.3,4,"dominant",0.5,0.40040102721443,-0.0995989727855702,0.391142792293789,0.409213785717226,806.217800446711,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.3,4,"additive",0,0.136455421489391,0.136455421489391,0.12332945545074,0.149784422245321,275.027506277997,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.3,4,"recessive",0.75,0.610915198746074,-0.139084801253926,0.595003497922349,0.627419055899032,1231.30676542246,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.3,4,"dominant",0.25,0.252629379764535,0.00262937976453509,0.2451346971861,0.260311488210216,509.177485004501,400,400,0
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.3,4,"additive",0,0.107548508973267,0.107548508973267,0.0952443932401046,0.119940364844034,219.768414038375,400,400,0
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.3,4,"recessive",1,0.786931887495123,-0.213068112504877,0.763068592309062,0.811853061771298,1608.04435618923,400,400,0
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.3,4,"dominant",0,0.10551960353161,0.10551960353161,0.093084688917371,0.117859517275663,215.622477145307,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.3,4,"additive",0.25,0.341180553716842,0.0911805537168416,0.331425068097918,0.351076679997771,679.779708995081,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.3,4,"recessive",0,0.0943757932785708,0.0943757932785708,0.0826946275270729,0.105670139945251,188.037532011075,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.3,4,"dominant",0.75,0.564443653004588,-0.185556346995412,0.550359183012897,0.578744487144219,1124.61668170579,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.3,4,"additive",0.25,0.313648730647004,0.0636487306470044,0.303405914103388,0.324584396158858,635.289034976459,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.3,4,"recessive",0.25,0.265473652260163,0.0154736522601628,0.25900985691171,0.272183525102389,537.711407306298,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.3,4,"dominant",0.5,0.420877617092833,-0.0791223829071672,0.411142649844356,0.430607470546893,852.478932895853,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.3,4,"additive",0.25,0.285272590674514,0.0352725906745143,0.276847543690883,0.294443457461697,587.220787551487,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.3,4,"recessive",0.5,0.438047410617184,-0.0619525893828157,0.429840017826245,0.446542158599986,901.70087788421,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.3,4,"dominant",0.25,0.276679998708301,0.0266799987083015,0.268682901852918,0.285157883907585,569.533323748611,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.3,4,"additive",0.25,0.253491004321229,0.00349100432122934,0.245989107885073,0.261154273770642,520.533727176955,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.3,4,"recessive",0.75,0.612366871016662,-0.137633128983338,0.59543362309779,0.628038963959477,1257.47109102955,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.3,4,"dominant",0,0.134142124662109,0.134142124662109,0.12142062475637,0.145861798195926,275.455534640269,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.3,4,"additive",0.5,0.451850167302273,-0.0481498326977271,0.441651360903859,0.462485421265952,915.171024065508,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.3,4,"recessive",0,0.0974519885251424,0.0974519885251424,0.0860796294642686,0.108029259878835,197.377897784671,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.3,4,"dominant",0.5,0.450697844172585,-0.0493021558274153,0.439078140082683,0.462585422391659,912.837124877316,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.3,4,"additive",0.5,0.433376009251753,-0.0666239907482475,0.424304774905936,0.443022634272423,866.523812288454,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.3,4,"recessive",0.25,0.267057891138727,0.0170578911387271,0.261504583821249,0.272859845792577,533.975155502471,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.3,4,"dominant",0.25,0.29956609960952,0.0495660996095204,0.290761960071433,0.308580008634757,598.974454340944,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.3,4,"additive",0.5,0.403418951936683,-0.0965810480633172,0.39590364648683,0.412025160988623,826.378139143907,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.3,4,"recessive",0.5,0.438636801070251,-0.0613631989297495,0.42880160602724,0.448303287356244,898.519669659351,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.3,4,"dominant",0,0.157944246993067,0.157944246993067,0.14553886142059,0.169437771338049,323.538773505866,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.3,4,"additive",0.75,0.564979450375552,-0.185020549624448,0.551711414493895,0.579847751575352,1140.91880429818,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.3,4,"recessive",0,0.0944968845967611,0.0944968845967611,0.0833465525634064,0.105565700558708,190.826892044259,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.3,4,"dominant",0.25,0.340523665027687,0.0905236650276869,0.330222123231155,0.350844767071213,687.653068585724,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.3,4,"additive",0.75,0.552650710753079,-0.197349289246921,0.540316668771431,0.565252497600149,1090.66906926694,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.3,4,"recessive",0.25,0.271041358855616,0.0210413588556157,0.266942241514694,0.275832459070195,534.906444240477,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.3,4,"dominant",0,0.176307930391305,0.176307930391305,0.163539979753233,0.187728824227867,347.947813334454,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.3,4,"additive",1,0.684480469484244,-0.315519530515756,0.665942119107756,0.704848652259425,1360.34505417881,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.3,4,"recessive",0,0.0908812524846364,0.0908812524846364,0.0796720178682306,0.102623343955312,180.618538945612,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.3,4,"dominant",0,0.224638278031119,0.224638278031119,0.212121444895968,0.23619451293054,446.448926043332,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.4,4,"additive",0,0.193780668402459,0.193780668402459,0.181113916936128,0.204317502891433,394.041753030979,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.4,4,"recessive",0,0.0864106963697774,0.0864106963697774,0.0748292722756082,0.0970085619445487,175.711140635856,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.4,4,"dominant",1,0.719808635227764,-0.280191364772236,0.701345640445535,0.740915880086925,1463.6891223995,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.4,4,"additive",0,0.145702433350528,0.145702433350528,0.132783856074187,0.158857178612734,293.521210581154,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.4,4,"recessive",0.25,0.265755109164135,0.0157551091641352,0.261621152828943,0.27023416777545,535.370340537288,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.4,4,"dominant",0.75,0.588542457485337,-0.161457542514663,0.573296133254411,0.603303649921996,1185.6335589393,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.4,4,"additive",0,0.13007083749882,0.13007083749882,0.115796634032,0.142272917872809,261.516094749503,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.4,4,"recessive",0.5,0.447688227538031,-0.0523117724619691,0.439470596972049,0.457197684124162,900.107043072858,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.4,4,"dominant",0.5,0.42224093496315,-0.0777590650368504,0.413441195173927,0.430789143383521,848.943563971008,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.4,4,"additive",0,0.113442571407376,0.113442571407376,0.101210538885137,0.126105242800404,232.278091104443,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.4,4,"recessive",0.75,0.625344169909621,-0.124655830090379,0.609666628223715,0.641623903976365,1280.4165867176,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.4,4,"dominant",0.25,0.261213258683003,0.0112132586830029,0.254492155166662,0.26740725639588,534.844338816832,400,400,0
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.4,4,"additive",0,0.100899043450927,0.100899043450927,0.0881047689232495,0.112256366197982,210.218634620082,400,400,0
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.4,4,"recessive",1,0.797721578369392,-0.202278421630608,0.776122544390526,0.822818551971111,1662.01715374389,400,400,0
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.4,4,"dominant",0,0.101379378179682,0.101379378179682,0.0886691349441167,0.112129054648684,211.219390498295,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.4,4,"additive",0.25,0.32526704952689,0.0752670495268895,0.315655402378801,0.334630116437459,661.741566553621,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.4,4,"recessive",0,0.0878462073953277,0.0878462073953277,0.0769218756727012,0.0996096800136615,178.719261548725,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.4,4,"dominant",0.75,0.586886743077783,-0.163113256922217,0.572983620448552,0.602494381834548,1193.99537493495,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.4,4,"additive",0.25,0.303112210540283,0.0531122105402826,0.293126940627233,0.313239985683014,617.279162975588,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.4,4,"recessive",0.25,0.264813267357877,0.0148132673578771,0.25951074730253,0.270346496428483,539.284483881843,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.4,4,"dominant",0.5,0.43207452210184,-0.0679254778981597,0.422703378578962,0.441423854148002,879.907143531772,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.4,4,"additive",0.25,0.284192627791025,0.0341926277910253,0.275840732115073,0.291733181454085,593.248457904109,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.4,4,"recessive",0.5,0.442049378060396,-0.0579506219396042,0.433830405436991,0.450401513586204,922.772395224258,400,400,0
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.4,4,"dominant",0.25,0.273757994148579,0.0237579941485789,0.26681244668881,0.280890134910053,571.466294287509,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.4,4,"additive",0.25,0.26094255144215,0.0109425514421502,0.254067873886236,0.268459319372513,532.983956464127,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.4,4,"recessive",0.75,0.627516806931952,-0.122483193068048,0.611691426953107,0.642296272171696,1281.72422879246,400,400,0
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.4,4,"dominant",0,0.111540641625897,0.111540641625897,0.0994817249686935,0.122505666586336,227.825520030211,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.4,4,"additive",0.5,0.456776685410111,-0.0432233145898893,0.447086523032644,0.466592314319689,931.567180709647,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.4,4,"recessive",0,0.0870027122176754,0.0870027122176754,0.0767560441948395,0.0981871362939151,177.43653282554,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.4,4,"dominant",0.5,0.456220602372214,-0.043779397627786,0.445633306948552,0.467501611277782,930.433084499397,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.4,4,"additive",0.5,0.44205232944124,-0.0579476705587604,0.43318818483175,0.450973271063652,907.745679508004,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.4,4,"recessive",0.25,0.267370137714105,0.0173701377141046,0.26236562622462,0.272256894831025,549.03926792156,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.4,4,"dominant",0.25,0.290577532844656,0.0405775328446558,0.282302832744324,0.299560805030005,596.695192931663,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.4,4,"additive",0.5,0.424802659713926,-0.0751973402860738,0.417375098074482,0.432817821820939,858.33218520101,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.4,4,"recessive",0.5,0.447423703526627,-0.052576296473373,0.438168161415517,0.455743064514636,904.03898463668,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.4,4,"dominant",0,0.127773636759447,0.127773636759447,0.115552554852442,0.139525111453404,258.172170872641,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.4,4,"additive",0.75,0.59099059814774,-0.15900940185226,0.57871903992581,0.606075039813341,1207.05249261619,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.4,4,"recessive",0,0.0844066611157155,0.0844066611157155,0.0733951920427866,0.0941241591562871,172.394063479949,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.4,4,"dominant",0.25,0.324602740736544,0.0746027407365441,0.314883663160565,0.333985024069537,662.97593996266,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.4,4,"additive",0.75,0.5867319745266,-0.1632680254734,0.573765313778057,0.602276116606301,1175.53725015245,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.4,4,"recessive",0.25,0.26915535114765,0.0191553511476498,0.265643597778331,0.272709032884038,539.261801109803,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.4,4,"dominant",0,0.14411267432575,0.14411267432575,0.129618936834306,0.155721045054569,288.734591336521,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.4,4,"additive",1,0.732630778179839,-0.267369221820161,0.714452342549492,0.754109443795673,1472.16916615607,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.4,4,"recessive",0,0.0807039730365369,0.0807039730365369,0.0705192869040767,0.0906883949199117,162.168863538403,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.4,4,"dominant",0,0.186665248783624,0.186665248783624,0.174865944866641,0.197951200207043,375.0904709939,400,400,0
"Dominant only","add0_rec0_dom5","add0_rec0_dom5",FALSE,0.1,5,"additive",0,0.357387360391795,0.357387360391795,0.353537337410351,0.361823203536412,1099.65174434969,400,400,0
"Dominant only","add0_rec0_dom5","add0_rec0_dom5",FALSE,0.1,5,"recessive",0,0.240935439147454,0.240935439147454,0.236598715226206,0.245187155262513,741.338685407626,400,400,0
"Dominant only","add0_rec0_dom5","add0_rec0_dom5",FALSE,0.1,5,"dominant",1,0.401677200460751,-0.598322799539249,0.396543527972301,0.406913375239096,1235.92796809583,400,400,0
"Recessive + Dominant","add0_rec1_dom4","add0_rec1_dom4",FALSE,0.1,5,"additive",0,0.348891016786057,0.348891016786057,0.344463848352742,0.35283593070463,1018.4302835287,400,400,3
"Recessive + Dominant","add0_rec1_dom4","add0_rec1_dom4",FALSE,0.1,5,"recessive",0.2,0.266411163820969,0.0664111638209692,0.262158974902612,0.2711784261398,777.667477955662,400,400,3
"Recessive + Dominant","add0_rec1_dom4","add0_rec1_dom4",FALSE,0.1,5,"dominant",0.8,0.384697819392974,-0.415302180607026,0.379422445567067,0.389823927049829,1122.95212667372,400,400,3
"Recessive + Dominant","add0_rec2_dom3","add0_rec2_dom3",FALSE,0.1,5,"additive",0,0.341049819158095,0.341049819158095,0.336649633124664,0.345323284836511,993.831637338428,400,400,2
"Recessive + Dominant","add0_rec2_dom3","add0_rec2_dom3",FALSE,0.1,5,"recessive",0.4,0.297791644051162,-0.102208355948838,0.292096556679778,0.303611403208895,867.775734124867,400,400,2
"Recessive + Dominant","add0_rec2_dom3","add0_rec2_dom3",FALSE,0.1,5,"dominant",0.6,0.361158536790742,-0.238841463209258,0.356411944159237,0.36538840226808,1052.42917543114,400,400,2
"Recessive + Dominant","add0_rec3_dom2","add0_rec3_dom2",FALSE,0.1,5,"additive",0,0.332788056341347,0.332788056341347,0.328026864715926,0.336644604313783,948.493166432508,400,400,3
"Recessive + Dominant","add0_rec3_dom2","add0_rec3_dom2",FALSE,0.1,5,"recessive",0.6,0.326397237003753,-0.273602762996247,0.320106983185034,0.333165612584236,930.278424785063,400,400,3
"Recessive + Dominant","add0_rec3_dom2","add0_rec3_dom2",FALSE,0.1,5,"dominant",0.4,0.3408147066549,-0.0591852933451,0.336014657331693,0.345319623873624,971.370258403438,400,400,3
"Recessive + Dominant","add0_rec4_dom1","add0_rec4_dom1",FALSE,0.1,5,"additive",0,0.321274728587299,0.321274728587299,0.315977694801557,0.325922873617712,895.485435788521,400,400,5
"Recessive + Dominant","add0_rec4_dom1","add0_rec4_dom1",FALSE,0.1,5,"recessive",0.8,0.359641972531115,-0.440358027468885,0.352387360531309,0.368398130557165,1002.42602309866,400,400,5
"Recessive + Dominant","add0_rec4_dom1","add0_rec4_dom1",FALSE,0.1,5,"dominant",0.2,0.319083298881586,0.119083298881586,0.314428409860974,0.323784845463298,889.377288429253,400,400,5
"Recessive only","add0_rec5_dom0","add0_rec5_dom0",FALSE,0.1,5,"additive",0,0.307006844863251,0.307006844863251,0.302170684087866,0.311672568933467,813.075304509836,400,400,5
"Recessive only","add0_rec5_dom0","add0_rec5_dom0",FALSE,0.1,5,"recessive",1,0.400487757584548,-0.599512242415452,0.391540175131825,0.409699624887179,1060.64965944183,400,400,5
"Recessive only","add0_rec5_dom0","add0_rec5_dom0",FALSE,0.1,5,"dominant",0,0.292505397552201,0.292505397552201,0.287337792862367,0.29783584032607,774.669748133668,400,400,5
"Additive + Dominant","add1_rec0_dom4","add1_rec0_dom4",FALSE,0.1,5,"additive",0.2,0.365642025256724,0.165642025256724,0.361487449295978,0.370374842970146,1137.82266141203,400,400,0
