"scenario","configuration","design","all_additive","pve","K","coding","true_share","estimated_share","bias","lower","upper","pip_mass","n_replicates","n_seed_blocks","zero_pip_replicates"
"Recessive + Dominant","add0_rec1_dom2","add0_rec1_dom2",FALSE,0.2,3,"dominant",0.666666666666667,0.461454632201045,-0.205212034465621,0.450770766827878,0.472424266138813,843.203807001037,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.2,3,"additive",0,0.195501152485253,0.195501152485253,0.182705616365969,0.206645656584101,366.608787370804,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.2,3,"recessive",0.666666666666667,0.496665752372808,-0.170000914293859,0.483304504798326,0.51181924697709,931.360387861337,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.2,3,"dominant",0.333333333333333,0.307833095141939,-0.0255002381913939,0.299935335413634,0.31502968766318,577.256534235014,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.2,3,"additive",0,0.164843051528552,0.164843051528552,0.150110665640298,0.177859236654426,310.593919031042,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.2,3,"recessive",1,0.675711973523096,-0.324288026476904,0.649422267372743,0.70475279953688,1273.16273295503,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.2,3,"dominant",0,0.159444974948351,0.159444974948351,0.144571633686763,0.173316700437753,300.422973123844,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.2,3,"additive",0.333333333333333,0.388645923968718,0.0553125906353848,0.378328507712836,0.398413882421725,693.854935085109,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.2,3,"recessive",0,0.125460132102051,0.125460132102051,0.11211753005381,0.137120108865804,223.985706389255,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.2,3,"dominant",0.666666666666667,0.485893943929231,-0.180772722737436,0.473239612476151,0.499643625146262,867.473168071615,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.2,3,"additive",0.333333333333333,0.348714948465576,0.0153816151322427,0.340151760517191,0.357574029612435,648.341345302557,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.2,3,"recessive",0.333333333333333,0.319203918735092,-0.014129414598241,0.313175932583444,0.325353520872089,593.473549124286,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.2,3,"dominant",0.333333333333333,0.332081132799332,-0.0012522005340016,0.32469353465136,0.339576082448789,617.415253736878,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.2,3,"additive",0.333333333333333,0.316716897413925,-0.0166164359194079,0.309993922626811,0.323151738155516,608.147468871589,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.2,3,"recessive",0.666666666666667,0.49355092693287,-0.173115739733796,0.478857291849746,0.507662289330121,947.697295042568,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.2,3,"dominant",0,0.189732175653204,0.189732175653204,0.177258923067672,0.201489218733021,364.316344751875,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.2,3,"additive",0.666666666666667,0.494183331585694,-0.172483335080972,0.480838269224612,0.509674419587165,876.351196789297,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.2,3,"recessive",0,0.127564082541553,0.127564082541553,0.115247023349694,0.140198807940951,226.213490535816,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.2,3,"dominant",0.333333333333333,0.378252585872753,0.0449192525394194,0.368680667063938,0.389146136095025,670.767476625731,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.2,3,"additive",0.666666666666667,0.466840437032269,-0.199826229634397,0.456133051375856,0.478764399109567,892.206694979528,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.2,3,"recessive",0.333333333333333,0.31533815088823,-0.0179951824451037,0.309972531703366,0.32087311016694,602.661610021361,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.2,3,"dominant",0,0.217821412079501,0.217821412079501,0.205166163254493,0.229888342117479,416.291535074954,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.2,3,"additive",1,0.599487545096483,-0.400512454903517,0.580287699832033,0.620688865956758,1073.25904749876,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.2,3,"recessive",0,0.128862831484865,0.128862831484865,0.115444657403447,0.140775883540405,230.702373900328,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.2,3,"dominant",0,0.271649623418652,0.271649623418652,0.260564333101786,0.28144701397722,486.332732795599,400,400,0
"Dominant only","add0_rec0_dom3","add0_rec0_dom3",FALSE,0.3,3,"additive",0,0.220755521068745,0.220755521068745,0.207706982560549,0.232789685219271,383.549613402671,400,400,0
"Dominant only","add0_rec0_dom3","add0_rec0_dom3",FALSE,0.3,3,"recessive",0,0.104169637921016,0.104169637921016,0.090461994116691,0.116458252142285,180.98856218622,400,400,0
"Dominant only","add0_rec0_dom3","add0_rec0_dom3",FALSE,0.3,3,"dominant",1,0.675074841010239,-0.324925158989761,0.653971226938051,0.699869856934315,1172.90246256951,400,400,0
"Recessive + Dominant","add0_rec1_dom2","add0_rec1_dom2",FALSE,0.3,3,"additive",0,0.186007501281913,0.186007501281913,0.1735908560727,0.197631364425778,351.238547189771,400,400,0
"Recessive + Dominant","add0_rec1_dom2","add0_rec1_dom2",FALSE,0.3,3,"recessive",0.333333333333333,0.315709275644168,-0.0176240576891656,0.311182880642224,0.320350240608455,596.154813904673,400,400,0
"Recessive + Dominant","add0_rec1_dom2","add0_rec1_dom2",FALSE,0.3,3,"dominant",0.666666666666667,0.498283223073919,-0.168383443592748,0.487076729823307,0.509481058765015,940.909770602556,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.3,3,"additive",0,0.171168631148781,0.171168631148781,0.158313048923864,0.183424269618848,332.962402585271,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.3,3,"recessive",0.666666666666667,0.507724426076267,-0.1589422405904,0.494668360118334,0.522013006813654,987.640922422516,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.3,3,"dominant",0.333333333333333,0.321106942774952,-0.0122263905583817,0.315034880327402,0.326642052015643,624.626944993363,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.3,3,"additive",0,0.153213059031827,0.153213059031827,0.139840838453856,0.164531197580555,304.304327498551,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.3,3,"recessive",1,0.692388249539479,-0.307611750460521,0.668562454459452,0.720212892240286,1375.18787220508,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.3,3,"dominant",0,0.154398691428693,0.154398691428693,0.140574235100116,0.166352392801431,306.659172911003,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.3,3,"additive",0.333333333333333,0.379977294409068,0.0466439610757343,0.370626882154777,0.389583645614572,668.539605345953,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.3,3,"recessive",0,0.108413795231498,0.108413795231498,0.0956259327542024,0.120037694073523,190.745386486423,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.3,3,"dominant",0.666666666666667,0.511608910359434,-0.155057756307233,0.498864005213459,0.525098967552772,900.134887151844,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.3,3,"additive",0.333333333333333,0.345166138583752,0.0118328052504185,0.33808519834882,0.352321338358987,646.600873068029,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.3,3,"recessive",0.333333333333333,0.321510835727133,-0.0118224976062005,0.315913431771354,0.327154852721956,602.287315711165,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.3,3,"dominant",0.333333333333333,0.333323025689115,-1.03076442179439e-05,0.325774951610359,0.340304511944211,624.415130373408,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.3,3,"additive",0.333333333333333,0.32245640599555,-0.0108769273377836,0.316292252651275,0.327560905948058,627.257065770205,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.3,3,"recessive",0.666666666666667,0.510242220883499,-0.156424445783168,0.498664862386047,0.524439686907582,992.546689575995,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.3,3,"dominant",0,0.167301373120952,0.167301373120952,0.152522590235751,0.179011191581895,325.442343374076,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.3,3,"additive",0.666666666666667,0.526636580740101,-0.140030085926565,0.51129196745868,0.541729566432346,916.040570390291,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.3,3,"recessive",0,0.109678717582262,0.109678717582262,0.0962782510782349,0.122732153927246,190.777015285448,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.3,3,"dominant",0.333333333333333,0.363684701677637,0.0303513683443036,0.354184518366621,0.373439166656648,632.599317538516,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.3,3,"additive",0.666666666666667,0.506741063597165,-0.159925603069502,0.494974229943626,0.519165014726581,933.604198924901,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.3,3,"recessive",0.333333333333333,0.319987945939947,-0.0133453873933864,0.316221465888832,0.323584003929709,589.535980791117,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.3,3,"dominant",0,0.173270990462888,0.173270990462888,0.159023986059341,0.185706504711992,319.229160352052,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.3,3,"additive",1,0.670141566824335,-0.329858433175665,0.648227343352452,0.694155989290848,1180.37794099975,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.3,3,"recessive",0,0.10946825560628,0.10946825560628,0.0960201510937076,0.122145590294485,192.815847507704,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.3,3,"dominant",0,0.220390177569385,0.220390177569385,0.206685810161541,0.232248359703547,388.192162513794,400,400,0
"Dominant only","add0_rec0_dom3","add0_rec0_dom3",FALSE,0.4,3,"additive",0,0.186585578246687,0.186585578246687,0.173241680462691,0.19944959532752,330.898947811812,400,400,0
"Dominant only","add0_rec0_dom3","add0_rec0_dom3",FALSE,0.4,3,"recessive",0,0.105475051105892,0.105475051105892,0.0918984414936104,0.117536780554673,187.054025071504,400,400,0
"Dominant only","add0_rec0_dom3","add0_rec0_dom3",FALSE,0.4,3,"dominant",1,0.707939370647421,-0.292060629352579,0.684355781463622,0.73323783951454,1255.49034959216,400,400,0
"Recessive + Dominant","add0_rec1_dom2","add0_rec1_dom2",FALSE,0.4,3,"additive",0,0.169510626698212,0.169510626698212,0.155451820268112,0.181351153830821,328.713271933338,400,400,0
"Recessive + Dominant","add0_rec1_dom2","add0_rec1_dom2",FALSE,0.4,3,"recessive",0.333333333333333,0.317166210891352,-0.0161671224419818,0.313134247652536,0.321460562064436,615.045469181168,400,400,0
"Recessive + Dominant","add0_rec1_dom2","add0_rec1_dom2",FALSE,0.4,3,"dominant",0.666666666666667,0.513323162410437,-0.15334350425623,0.502527980224769,0.525354939084621,995.431021416211,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.4,3,"additive",0,0.157143090203843,0.157143090203843,0.144227464928885,0.169991277691678,306.470445796967,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.4,3,"recessive",0.666666666666667,0.513979731583685,-0.152686935082982,0.500815554913985,0.527349368190438,1002.39595177062,400,400,0
"Recessive + Dominant","add0_rec2_dom1","add0_rec2_dom1",FALSE,0.4,3,"dominant",0.333333333333333,0.328877178212472,-0.00445615512086106,0.32417434344887,0.332889760295824,641.397183219959,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.4,3,"additive",0,0.15207483756923,0.15207483756923,0.13882015455029,0.163546807949909,306.286219674652,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.4,3,"recessive",1,0.695343972405784,-0.304656027594216,0.673003615451619,0.721872035234287,1400.45703869169,400,400,0
"Recessive only","add0_rec3_dom0","add0_rec3_dom0",FALSE,0.4,3,"dominant",0,0.152581190024986,0.152581190024986,0.139529290802985,0.164251710241107,307.306038482126,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.4,3,"additive",0.333333333333333,0.366625784166386,0.0332924508330527,0.358394609507242,0.375254772773157,644.694739329666,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.4,3,"recessive",0,0.106120438527906,0.106120438527906,0.0927179708910397,0.11823800523045,186.607956693109,400,400,0
"Additive + Dominant","add1_rec0_dom2","add1_rec0_dom2",FALSE,0.4,3,"dominant",0.666666666666667,0.527253777305708,-0.139412889360959,0.514241829764048,0.540687762635794,927.15174764255,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.4,3,"additive",0.333333333333333,0.341518420887014,0.0081850875536808,0.335554551029211,0.347702335666079,658.203812127079,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.4,3,"recessive",0.333333333333333,0.32213085614627,-0.0112024771870637,0.317303931700456,0.326943282694463,620.838422034577,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom1","add1_rec1_dom1",FALSE,0.4,3,"dominant",0.333333333333333,0.336350722966716,0.00301738963338299,0.330521389351869,0.342037226792946,648.244178142397,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.4,3,"additive",0.333333333333333,0.327985031335147,-0.00534830199818681,0.322642879211512,0.333288075250832,645.223648842618,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.4,3,"recessive",0.666666666666667,0.512086253505666,-0.154580413161,0.499252128305117,0.526358814109398,1007.39402546529,400,400,0
"Additive + Recessive","add1_rec2_dom0","add1_rec2_dom0",FALSE,0.4,3,"dominant",0,0.159928715159187,0.159928715159187,0.145820886058696,0.172092795067362,314.617373633371,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.4,3,"additive",0.666666666666667,0.535178358672155,-0.131488307994511,0.519622107507081,0.550972939474991,946.967308597191,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.4,3,"recessive",0,0.106966912809673,0.106966912809673,0.0940163758844546,0.119676105036428,189.271796758841,400,400,0
"Additive + Dominant","add2_rec0_dom1","add2_rec0_dom1",FALSE,0.4,3,"dominant",0.333333333333333,0.357854728518172,0.0245213951848385,0.349035024277248,0.366859096533116,633.203349205725,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.4,3,"additive",0.666666666666667,0.520155884878042,-0.146510781788625,0.50867767206931,0.534392653527177,983.270864332688,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.4,3,"recessive",0.333333333333333,0.319713479430653,-0.0136198539026804,0.316207425175391,0.323135606788167,604.366803102298,400,400,0
"Additive + Recessive","add2_rec1_dom0","add2_rec1_dom0",FALSE,0.4,3,"dominant",0,0.160130635691305,0.160130635691305,0.145672702641243,0.173155985373627,302.701157748604,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.4,3,"additive",1,0.724970060208168,-0.275029939791832,0.703088445919964,0.752848070273695,1238.57967922893,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.4,3,"recessive",0,0.095398134245568,0.095398134245568,0.0816385236487983,0.107275783828012,162.983545112174,400,400,0
"Additive only","add3_rec0_dom0","add3_rec0_dom0",FALSE,0.4,3,"dominant",0,0.179631805546264,0.179631805546264,0.163250011152132,0.192420906862847,306.893092976722,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.1,4,"additive",0,0.352827468015071,0.352827468015071,0.348017704203232,0.357780063741752,879.171714900713,400,400,1
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.1,4,"recessive",0,0.222481677910091,0.222481677910091,0.216381054083707,0.227911603016596,554.377467838892,400,400,1
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.1,4,"dominant",1,0.424690854074839,-0.575309145925161,0.418225966930166,0.431829378945304,1058.24013243684,400,400,1
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.1,4,"additive",0,0.34265749924052,0.34265749924052,0.33748031394846,0.347670629558852,890.120980688125,400,400,1
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.1,4,"recessive",0.25,0.273074880997655,0.0230748809976553,0.266986072741373,0.278402126748436,709.36629553906,400,400,1
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.1,4,"dominant",0.75,0.384267619761824,-0.365732380238176,0.378993106893719,0.390421943208582,998.211541574921,400,400,1
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.1,4,"additive",0,0.331431095439043,0.331431095439043,0.325869204797954,0.336924924929963,841.078210009893,400,400,3
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.1,4,"recessive",0.5,0.320618439819062,-0.179381560180938,0.313880722793095,0.327729280161375,813.63875378669,400,400,3
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.1,4,"dominant",0.5,0.347950464741895,-0.152049535258105,0.342222266935785,0.354590388750664,882.999688576439,400,400,3
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.1,4,"additive",0,0.312355895904735,0.312355895904735,0.306073953202181,0.318290753155984,767.425272821576,400,400,4
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.1,4,"recessive",0.75,0.37184051929693,-0.37815948070307,0.361364244424063,0.383153767451489,913.572676901208,400,400,4
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.1,4,"dominant",0.25,0.315803584798335,0.0658035847983354,0.309548495330486,0.321692843227219,775.895878385502,400,400,4
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.1,4,"additive",0,0.286177454525581,0.286177454525581,0.277777441400684,0.293064804424106,668.516432888082,400,400,6
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.1,4,"recessive",1,0.442385297171604,-0.557614702828396,0.429308437004955,0.459535092487086,1033.42117329812,400,400,6
"Recessive only","add0_rec4_dom0","add0_rec4_dom0",FALSE,0.1,4,"dominant",0,0.271437248302815,0.271437248302815,0.262557854590995,0.278313132467917,634.083007304595,400,400,6
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.1,4,"additive",0.25,0.367716522228917,0.117716522228917,0.36226306274832,0.372887713315312,954.098597900929,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.1,4,"recessive",0,0.228341415949769,0.228341415949769,0.22264974940822,0.234126783070165,592.46787030353,400,400,0
"Additive + Dominant","add1_rec0_dom3","add1_rec0_dom3",FALSE,0.1,4,"dominant",0.75,0.403942061821314,-0.346057938178686,0.397819379277689,0.410575198236534,1048.09148221249,400,400,0
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.1,4,"additive",0.25,0.357407183142898,0.107407183142898,0.351878978319781,0.362817844212768,944.859333529515,400,400,2
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.1,4,"recessive",0.25,0.280785015007941,0.0307850150079408,0.27452863688029,0.286213512005,742.2971743671,400,400,2
"Additive + Recessive + Dominant","add1_rec1_dom2","add1_rec1_dom2",FALSE,0.1,4,"dominant",0.5,0.361807801849161,-0.138192198150839,0.356175959324793,0.367925087922398,956.49302712614,400,400,2
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.1,4,"additive",0.25,0.342086238907411,0.0920862389074109,0.336915789107855,0.347060030189592,877.69056065649,400,400,2
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.1,4,"recessive",0.5,0.329298649995948,-0.170701350004052,0.32125779644893,0.33701616685667,844.881447618229,400,400,2
"Additive + Recessive + Dominant","add1_rec2_dom1","add1_rec2_dom1",FALSE,0.1,4,"dominant",0.25,0.328615111096641,0.0786151110966412,0.323292470361101,0.334493066734623,843.127692069104,400,400,2
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.1,4,"additive",0.25,0.319363792166143,0.0693637921661434,0.313770223431925,0.324157126312768,786.537294958248,400,400,2
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.1,4,"recessive",0.75,0.38817526720098,-0.36182473279902,0.37931206991002,0.398701768845494,956.007951192912,400,400,2
"Additive + Recessive","add1_rec3_dom0","add1_rec3_dom0",FALSE,0.1,4,"dominant",0,0.292460940632877,0.292460940632877,0.285351663541011,0.297995768783785,720.280265856368,400,400,2
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.1,4,"additive",0.5,0.383235994065027,-0.116764005934973,0.377693645861988,0.389083509576486,1009.6615115875,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.1,4,"recessive",0,0.231187769354612,0.231187769354612,0.225351194697884,0.236835790931407,609.080034970599,400,400,0
"Additive + Dominant","add2_rec0_dom2","add2_rec0_dom2",FALSE,0.1,4,"dominant",0.5,0.385576236580361,-0.114423763419639,0.379927043831605,0.39113243699896,1015.82704100568,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.1,4,"additive",0.5,0.372662555743802,-0.127337444256198,0.367369353298137,0.37846807480218,994.11320228796,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.1,4,"recessive",0.25,0.282603400517246,0.0326034005172464,0.276618289050533,0.288296243040036,753.871745727005,400,400,0
"Additive + Recessive + Dominant","add2_rec1_dom1","add2_rec1_dom1",FALSE,0.1,4,"dominant",0.25,0.344734043738952,0.0947340437389521,0.339669456002361,0.350251278858334,919.611210938537,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.1,4,"additive",0.5,0.355287413576938,-0.144712586423062,0.35092348917856,0.360105759817106,971.159698366772,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.1,4,"recessive",0.5,0.333781497214056,-0.166218502785944,0.327302734114372,0.341000458471144,912.374392583474,400,400,0
"Additive + Recessive","add2_rec2_dom0","add2_rec2_dom0",FALSE,0.1,4,"dominant",0,0.310931089209006,0.310931089209006,0.305190428440051,0.315727667858516,849.913988702782,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.1,4,"additive",0.75,0.399508059944699,-0.350491940055301,0.393752569442192,0.406249761198851,1060.12214497031,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.1,4,"recessive",0,0.234135915694735,0.234135915694735,0.228168599892742,0.239519479067738,621.295773595276,400,400,0
"Additive + Dominant","add3_rec0_dom1","add3_rec0_dom1",FALSE,0.1,4,"dominant",0.25,0.366356024360566,0.116356024360566,0.36113533892623,0.371261483551283,972.150935882691,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.1,4,"additive",0.75,0.382995011585547,-0.367004988414453,0.378148230612441,0.388653512109797,1061.05622924123,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.1,4,"recessive",0.25,0.292576109159897,0.0425761091598971,0.287275345687456,0.297253775851935,810.558084989391,400,400,0
"Additive + Recessive","add3_rec1_dom0","add3_rec1_dom0",FALSE,0.1,4,"dominant",0,0.324428879254556,0.324428879254556,0.318874885899477,0.329281243625161,898.803568886451,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.1,4,"additive",1,0.417555233126952,-0.582444766873048,0.411027721696129,0.425289126182916,1099.65810804713,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.1,4,"recessive",0,0.235993262060869,0.235993262060869,0.230183360462737,0.24102294023703,621.503177259487,400,400,0
"Additive only","add4_rec0_dom0","add4_rec0_dom0",FALSE,0.1,4,"dominant",0,0.34645150481218,0.34645150481218,0.341093526339094,0.351248989559949,912.401943711271,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.2,4,"additive",0,0.297020887585084,0.297020887585084,0.286737854164496,0.307133652339608,585.800145350332,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.2,4,"recessive",0,0.121019081551306,0.121019081551306,0.108033788750389,0.13257095940945,238.680168722514,400,400,0
"Dominant only","add0_rec0_dom4","add0_rec0_dom4",FALSE,0.2,4,"dominant",1,0.581960030863609,-0.418039969136391,0.564959288228122,0.600888935643827,1147.77204202626,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.2,4,"additive",0,0.258107488965996,0.258107488965996,0.24624987323165,0.268869770066849,512.146547554858,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.2,4,"recessive",0.25,0.262932254774953,0.0129322547749532,0.25603139859728,0.270234491919299,521.720028594549,400,400,0
"Recessive + Dominant","add0_rec1_dom3","add0_rec1_dom3",FALSE,0.2,4,"dominant",0.75,0.478960256259051,-0.271039743740949,0.46739866151475,0.491805304283405,950.370880913802,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.2,4,"additive",0,0.225181969303905,0.225181969303905,0.212794299698433,0.236844467397506,441.422263457209,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.2,4,"recessive",0.5,0.404816548152111,-0.0951834518478893,0.394217932232219,0.415910083023413,793.558372025217,400,400,0
"Recessive + Dominant","add0_rec2_dom2","add0_rec2_dom2",FALSE,0.2,4,"dominant",0.5,0.370001482543985,-0.129998517456015,0.360595342941503,0.379541806703043,725.3107005502,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.2,4,"additive",0,0.197629367323468,0.197629367323468,0.185768842446129,0.209484334051511,396.487432866984,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.2,4,"recessive",0.75,0.54261757143979,-0.20738242856021,0.528252569994624,0.558786002940436,1088.60869638139,400,400,0
"Recessive + Dominant","add0_rec3_dom1","add0_rec3_dom1",FALSE,0.2,4,"dominant",0.25,0.259753061236742,0.0097530612367423,0.252274755800747,0.267819443553145,521.121055154371,400,400,0
