tissue,model,analysis_set,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Small Intestine,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,4,4
Small Intestine,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,4,4
Small Intestine,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,4,4
Small Intestine,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,4,4
Small Intestine,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,1,0.25,25,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,1,0.25,25,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,1,0.25,25,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,1,0.25,25,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,4,4
Small Intestine,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,4,4
Spleen,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,1,0.0714285714285714,7.14285714285714,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,1,0.0714285714285714,7.14285714285714,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,1,0.0714285714285714,7.14285714285714,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,3,0.214285714285714,21.4285714285714,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,0,-5,5,4,0.285714285714286,28.5714285714286,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,10,5,15,1,0.0714285714285714,7.14285714285714,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,20,15,25,1,0.0714285714285714,7.14285714285714,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,40,35,45,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,60,55,65,1,0.0714285714285714,7.14285714285714,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,100,95,105,1,0.0714285714285714,7.14285714285714,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,14,14
Spleen,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,14,14
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,1,0.111111111111111,11.1111111111111,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,1,0.111111111111111,11.1111111111111,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,1,0.111111111111111,11.1111111111111,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,1,0.111111111111111,11.1111111111111,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,2,0.222222222222222,22.2222222222222,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,1,0.111111111111111,11.1111111111111,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,1,0.111111111111111,11.1111111111111,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,1,0.111111111111111,11.1111111111111,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,9,9
Spleen,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,9,9
Stomach,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,1,0.333333333333333,33.3333333333333,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,1,0.333333333333333,33.3333333333333,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,0,-5,5,1,0.333333333333333,33.3333333333333,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,10,5,15,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,20,15,25,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,40,35,45,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,3,3
Stomach,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,3,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,1,0.333333333333333,33.3333333333333,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,1,0.333333333333333,33.3333333333333,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,1,0.333333333333333,33.3333333333333,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,4,3
Stomach,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,4,3
Testis,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,2,0.117647058823529,11.7647058823529,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,0,-5,5,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,10,5,15,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,20,15,25,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,30,25,35,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,40,35,45,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,100,95,105,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,190,185,195,1,0.0588235294117647,5.88235294117647,21,17
Testis,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,21,17
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,2,0.142857142857143,14.2857142857143,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,1,0.0714285714285714,7.14285714285714,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,1,0.0714285714285714,7.14285714285714,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,1,0.0714285714285714,7.14285714285714,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,1,0.0714285714285714,7.14285714285714,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,1,0.0714285714285714,7.14285714285714,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,2,0.142857142857143,14.2857142857143,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,3,0.214285714285714,21.4285714285714,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,15,14
Testis,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,15,14
