tissue,model,analysis_set,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Colon,SuSiE,CSs without a shared biological lead SNP,150,145,155,1,0.0555555555555556,5.55555555555556,23,18
Colon,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,23,18
Colon,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,23,18
Colon,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,23,18
Colon,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,23,18
Colon,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,23,18
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,1,0.0714285714285714,7.14285714285714,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,1,0.0714285714285714,7.14285714285714,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,1,0.0714285714285714,7.14285714285714,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,1,0.0714285714285714,7.14285714285714,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,1,0.0714285714285714,7.14285714285714,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,1,0.0714285714285714,7.14285714285714,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,2,0.142857142857143,14.2857142857143,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,2,0.142857142857143,14.2857142857143,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,1,0.0714285714285714,7.14285714285714,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,2,0.142857142857143,14.2857142857143,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,1,0.0714285714285714,7.14285714285714,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,17,14
Colon,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,17,14
Esophagus,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,1,0.0769230769230769,7.69230769230769,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,1,0.0769230769230769,7.69230769230769,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,1,0.0769230769230769,7.69230769230769,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,3,0.230769230769231,23.0769230769231,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,1,0.0769230769230769,7.69230769230769,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,0,-5,5,2,0.153846153846154,15.3846153846154,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,10,5,15,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,20,15,25,1,0.0769230769230769,7.69230769230769,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,40,35,45,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,70,65,75,2,0.153846153846154,15.3846153846154,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,80,75,85,1,0.0769230769230769,7.69230769230769,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,16,13
Esophagus,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,16,13
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,1,0.125,12.5,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,1,0.125,12.5,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,4,0.5,50,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,2,0.25,25,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,8,8
Esophagus,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,8,8
Heart,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,1,0.0666666666666667,6.66666666666667,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,1,0.0666666666666667,6.66666666666667,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,2,0.133333333333333,13.3333333333333,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,1,0.0666666666666667,6.66666666666667,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,0,-5,5,4,0.266666666666667,26.6666666666667,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,10,5,15,3,0.2,20,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,20,15,25,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,40,35,45,2,0.133333333333333,13.3333333333333,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,100,95,105,1,0.0666666666666667,6.66666666666667,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,0,0,16,15
Heart,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,0,0,16,15
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,1,0.142857142857143,14.2857142857143,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,1,0.142857142857143,14.2857142857143,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,1,0.142857142857143,14.2857142857143,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,3,0.428571428571429,42.8571428571429,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,1,0.142857142857143,14.2857142857143,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,170,165,175,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,180,175,185,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,190,185,195,0,0,0,7,7
Heart,Weighted SuSiE-mix,CSs without a shared biological lead SNP,200,195,205,0,0,0,7,7
Kidney,SuSiE,CSs without a shared biological lead SNP,-200,-205,-195,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-190,-195,-185,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-180,-185,-175,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-170,-175,-165,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-160,-165,-155,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-150,-155,-145,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-140,-145,-135,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-130,-135,-125,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-120,-125,-115,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-110,-115,-105,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-100,-105,-95,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-90,-95,-85,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-80,-85,-75,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-70,-75,-65,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-60,-65,-55,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-50,-55,-45,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-40,-45,-35,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-30,-35,-25,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-20,-25,-15,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,-10,-15,-5,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,0,-5,5,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,10,5,15,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,20,15,25,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,30,25,35,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,40,35,45,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,50,45,55,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,60,55,65,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,70,65,75,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,80,75,85,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,90,85,95,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,100,95,105,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,110,105,115,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,120,115,125,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,130,125,135,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,140,135,145,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,150,145,155,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,160,155,165,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,170,165,175,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,180,175,185,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,190,185,195,0,,,0,0
Kidney,SuSiE,CSs without a shared biological lead SNP,200,195,205,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-200,-205,-195,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-190,-195,-185,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-180,-185,-175,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-170,-175,-165,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-160,-165,-155,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-150,-155,-145,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-140,-145,-135,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-130,-135,-125,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-120,-125,-115,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-110,-115,-105,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-100,-105,-95,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-90,-95,-85,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-80,-85,-75,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-70,-75,-65,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-60,-65,-55,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-50,-55,-45,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-40,-45,-35,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-30,-35,-25,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-20,-25,-15,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,-10,-15,-5,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,0,-5,5,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,10,5,15,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,20,15,25,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,30,25,35,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,40,35,45,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,50,45,55,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,60,55,65,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,70,65,75,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,80,75,85,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,90,85,95,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,100,95,105,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,110,105,115,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,120,115,125,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,130,125,135,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,140,135,145,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,150,145,155,0,,,0,0
Kidney,Weighted SuSiE-mix,CSs without a shared biological lead SNP,160,155,165,0,,,0,0
