gene,tissue,result_file,n_ind,n_SNP,n_mix_predictor,n_add_rm,n_rec_rm,n_dom_rm,mean_count,median_count,min_pv,dif_elbo,dif_elbo_perm,log_lik_add,log_lik_mix,log_lik_add_perm,log_lik_mix_perm,ncs_susie,ncs_susie_mix,perm_cs_susie,perm_cs_susie_mix,n_add_cs_snps,n_mix_cs_snps,overlap_snp,pct_add_cs_snps_retained,n_add_cs_snps_not_retained,pct_add_cs_snps_not_retained,overlap,overlap_cs_pairs,overlap_pairwise_sum,overlap_coding,pct_add_cs_snps_retained_additive_coding,n_add_cs_snps_other_coding_only,pct_add_cs_snps_other_coding_only,pct_shared_snps_other_coding_only,n_shared_snps_preferred_additive,n_shared_snps_preferred_dominant,n_shared_snps_preferred_recessive,n_shared_snps_preferred_nonadditive,n_shared_snps_preference_ambiguous,pct_shared_snps_preferred_nonadditive,n_add_cs_snps_perm,n_mix_cs_snps_perm,overlap_snp_perm,overlap_perm,pct_add_cs_snps_retained_perm,n_add_cs_snps_not_retained_perm,pct_add_cs_snps_not_retained_perm,overlap_cs_pairs_perm,overlap_pairwise_sum_perm,overlap_coding_perm,pct_add_cs_snps_retained_additive_coding_perm,n_add_cs_snps_other_coding_only_perm,pct_add_cs_snps_other_coding_only_perm,n_shared_snps_preferred_additive_perm,n_shared_snps_preferred_dominant_perm,n_shared_snps_preferred_recessive_perm,n_shared_snps_preferred_nonadditive_perm,n_shared_snps_preference_ambiguous_perm,pct_shared_snps_preferred_nonadditive_perm,n_add,n_rec,n_dom,n_add_perm,n_rec_perm,n_dom_perm,converged_add,converged_mix,converged_add_perm,converged_mix_perm,has_weighted_fit_mix,ncs_weighted_fit_mix,elbo_weighted_mix,dif_elbo_weighted_vs_add,dif_elbo_weighted_vs_mix,log_lik_weighted_mix,converged_weighted_fit_mix,n_add_weighted,n_dom_weighted,n_rec_weighted,weighted_prior_target_additive,weighted_prior_target_dominant,weighted_prior_target_recessive,weighted_prior_realized_additive,weighted_prior_realized_dominant,weighted_prior_realized_recessive,n_weighted_mix_cs_snps,overlap_snp_add_weighted,pct_add_cs_snps_retained_weighted,overlap_coding_add_weighted,overlap_cs_pairs_add_weighted,mix_weighted_overlap_snp,mix_weighted_union_snp,mix_weighted_jaccard_snp,pct_mix_cs_snps_retained_weighted,pct_weighted_cs_snps_retained_mix,mix_weighted_overlap_cs_pairs,mix_weighted_overlap_pairwise_sum,mix_weighted_same_cs_count,mix_weighted_same_cs_snp_sets,mix_weighted_same_cs_predictor_sets,mix_weighted_same_lead_snp_set,mix_weighted_same_lead_predictor_set,em_iteration,coding_pattern,number_coding_types
FKRP,Esophagus,FKRP.rds,412,1895,5330,0,355,0,1329.95631067961,1257.5,4.42885949918341e-10,-1.01336434649488,0.000511827335003545,-565.786132557313,-565.879978736953,-583.956285315508,-583.956285315508,1,1,0,0,9,10,9,100,0,0,9,1,9,9,100,0,0,0,9,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-573.48927956958,-0.0493933389786889,0.963971007516193,-565.786766938146,TRUE,1,0,0,0.95128087890051,0.0481670003127524,0.000552120786737723,0.95128087890051,0.0481670003127524,0.000552120786737723,9,9,100,9,1,9,10,0.9,90,100,1,9,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FKRP,Heart,FKRP.rds,331,1895,5281,0,404,0,1204.49546827795,1166,8.05936599883134e-09,-0.703750381011844,0.000504526343547695,-453.320749451452,-453.54632411173,-469.023434530328,-469.023434530328,1,1,0,0,6,5,5,83.3333333333333,1,16.6666666666667,5,1,5,5,83.3333333333333,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-461.270277853005,-0.0619463857703408,0.641803995241503,-453.348076344822,TRUE,1,0,0,0.907409119281138,0.0877991270187996,0.00479175370006282,0.907409119281137,0.0877991270187996,0.00479175370006282,7,6,100,6,1,5,7,0.714285714285714,100,71.4285714285714,1,5,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FKRP,Muscle,FKRP.rds,477,1895,5392,0,293,0,1370.87631027254,1257,1.34037142774237e-10,-0.341534146075787,0.000521065317116154,-656.313309731091,-655.967265812709,-676.186523626109,-676.186523626109,1,1,0,0,4,3,3,75,1,25,3,1,3,3,75,0,0,0,0,3,0,3,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-664.331502188208,-0.162403570740253,0.179130575335535,-656.325006554837,TRUE,1,0,0,0.955330531815717,0.0430435225995494,0.00162594558473393,0.955330531815717,0.0430435225995494,0.00162594558473393,5,4,100,4,1,3,5,0.6,100,60,1,3,TRUE,FALSE,FALSE,TRUE,FALSE,12,A,1
FKRP,Nerve,FKRP.rds,354,1895,5301,0,384,0,1308.62711864407,1207,5.44714298030467e-34,-1.02816910427799,0.000507506341023145,-428.143821885672,-428.143820836524,-501.658658586283,-501.658658586283,1,1,0,0,4,4,4,100,0,0,4,1,4,4,100,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-437.321019378997,-0.0365410834918407,0.991628020786152,-428.143809079768,TRUE,1,0,0,0.963677116962512,0.0352408233355386,0.00108205970194926,0.963677116962512,0.0352408233355386,0.00108205970194926,4,4,100,4,1,4,4,1,100,100,1,4,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FKRP,Pituitary,FKRP.rds,201,1895,5137,0,548,0,2333.16915422886,2262,6.09466408683719e-14,-0.995921259315082,0.000483070336940727,-256.771861360903,-256.778001299468,-284.564180354963,-284.564180354963,1,1,0,0,3,3,3,100,0,0,3,1,3,3,100,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-265.359300426097,-0.0590080661916659,0.936913193123416,-256.771850326388,TRUE,1,0,0,0.942286143446123,0.0570981301063923,0.000615726447484987,0.942286143446123,0.0570981301063923,0.000615726447484987,3,3,100,3,1,3,3,1,100,100,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FKRP,Prostate,FKRP.rds,143,1895,5008,0,677,0,1826.20979020979,1621,6.5040821346908e-10,-0.903747824227537,0.000463849291634233,-184.603626387827,-184.869702445205,-202.267657476498,-202.267657476498,1,1,0,0,17,23,17,100,0,0,17,1,17,17,100,0,0,0,17,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-192.169801714719,-0.0830215085876773,0.82072631563986,-184.620165869016,TRUE,1,0,0,0.916064871679439,0.0610432268257223,0.0228919014948385,0.916064871679439,0.0610432268257223,0.0228919014948385,18,17,100,17,1,18,23,0.782608695652174,78.2608695652174,100,1,18,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FKRP,Thyroid,FKRP.rds,390,1895,5360,0,325,0,1776.63333333333,1718,6.40515606070443e-24,-0.963443053124649,0.000516297327521897,-502.481985836174,-502.616586386623,-552.739928256339,-552.739928256339,1,1,0,0,3,3,3,100,0,0,3,1,3,3,100,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-511.726360334883,-0.0328314493955872,0.930611603729062,-502.486896046582,TRUE,1,0,0,0.964639408422988,0.0336120560203614,0.00174853555665088,0.964639408422988,0.0336120560203614,0.00174853555665088,3,3,100,3,1,3,3,1,100,100,1,3,TRUE,TRUE,FALSE,TRUE,TRUE,12,A,1
FLCN,Adipose Tissue,FLCN.rds,470,2148,5916,0,528,0,3803.38723404255,3588.5,3.81678435146696e-31,-1.01256191560253,0.000561442021762559,-599.359445398391,-599.359442211678,-666.254030580006,-666.254030580006,1,1,0,0,2,2,2,100,0,0,2,1,2,2,100,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-609.223140446817,-0.0601272299658149,0.952434685636717,-599.359436545533,TRUE,1,0,0,0.941167127356332,0.0554230546585655,0.00340981798510223,0.941167127356332,0.0554230546585655,0.00340981798510223,2,2,100,2,1,2,2,1,100,100,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLCN,Blood Vessel,FLCN.rds,450,2148,5903,0,541,0,3768.30888888889,3390.5,8.62682478481475e-39,-1.01036398691519,0.000559505041337616,-553.578136514513,-553.578134463091,-637.875486340248,-637.875486340248,1,1,0,0,3,3,3,100,0,0,3,1,3,3,100,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-563.22026105716,-0.0568504076366025,0.953513579278592,-553.578131864299,TRUE,1,0,0,0.944257981084007,0.0523967434981818,0.00334527541781087,0.944257981084007,0.0523967434981818,0.00334527541781087,3,3,100,3,1,3,3,1,100,100,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLCN,Breast,FLCN.rds,269,2148,5701,0,743,0,3612.98884758364,3285,1.82748540083236e-13,-0.975041357190037,0.000529407297449325,-355.474659766291,-355.47931365148,-381.05037875085,-381.05037875085,1,1,0,0,10,10,10,100,0,0,10,1,10,10,100,0,0,0,10,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-363.300860136765,-0.0643734185126732,0.910667938677364,-355.47484419406,TRUE,1,0,0,0.937186253003572,0.0592567595904155,0.00355698740601229,0.937186253003572,0.0592567595904155,0.00355698740601229,10,10,100,10,1,10,10,1,100,100,1,10,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLCN,Colon,FLCN.rds,332,2148,5798,0,646,0,6395.3765060241,5599,7.77547503353122e-31,-0.99243213639329,0.000543860185757694,-404.704969197466,-404.705024184848,-470.442356744422,-470.442356744422,1,1,0,0,6,6,6,100,0,0,6,1,6,6,100,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-413.45499964658,-0.0825955789570116,0.909836557436279,-404.704968335036,TRUE,1,0,0,0.92027031988356,0.0747644052432077,0.00496527487323349,0.920270319883559,0.0747644052432076,0.00496527487323349,6,6,100,6,1,6,6,1,100,100,1,6,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLCN,Esophagus,FLCN.rds,412,2148,5861,0,583,0,4127.64563106796,3236.5,2.0555879568817e-22,-1.00321967612911,0.000553247102743626,-537.527604705485,-537.527728198384,-583.956285315508,-583.956285315508,1,1,0,0,5,5,5,100,0,0,5,1,5,5,100,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-546.407826291465,-0.0494457486867077,0.953773927442398,-537.527584197574,TRUE,1,0,0,0.95128087890051,0.0481670003127524,0.000552120786737723,0.95128087890051,0.0481670003127524,0.000552120786737723,5,5,100,5,1,5,5,1,100,100,1,5,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLCN,Heart,FLCN.rds,331,2148,5789,0,655,0,2982.99395770393,2849,1.65526578989183e-23,-0.990879770366007,0.000542519197210822,-419.785172326154,-419.785173773094,-469.023434530328,-469.023434530328,1,1,0,0,7,7,7,100,0,0,7,1,7,7,100,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-428.046037781937,-0.0966700356370325,0.894209734728975,-419.785154191434,TRUE,1,0,0,0.907409119281138,0.0877991270187996,0.00479175370006282,0.907409119281138,0.0877991270187996,0.00479175370006282,7,7,100,7,1,7,7,1,100,100,1,7,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLCN,Lung,FLCN.rds,323,2148,5747,0,697,0,4796.19814241486,4436,5.57626777246702e-25,-0.98360451129895,0.000536261247248149,-404.992180955227,-404.992176614341,-457.672058805041,-457.672058805041,1,1,0,0,3,3,3,100,0,0,3,1,3,3,100,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-414.199104898872,-0.0712637295038689,0.912340781795081,-404.992178617214,TRUE,1,0,0,0.930764682521748,0.0673943101777559,0.00184100730049573,0.930764682521748,0.067394310177756,0.00184100730049573,3,3,100,3,1,3,3,1,100,100,1,3,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLCN,Nerve,FLCN.rds,354,2148,5825,0,619,0,3578.62994350283,3249,6.21631474008647e-15,-0.996225514283651,0.000547883150829875,-472.267959294383,-472.273741946422,-501.658658586283,-501.658658586283,1,1,0,0,6,7,6,100,0,0,6,1,6,6,100,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-481.031828356146,-0.0365021754317922,0.959723338851859,-472.267988170826,TRUE,1,0,0,0.963677116962512,0.0352408233355386,0.00108205970194926,0.963677116962512,0.0352408233355386,0.00108205970194926,6,6,100,6,1,6,7,0.857142857142857,85.7142857142857,100,1,6,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLCN,Prostate,FLCN.rds,143,2148,5316,0,1128,0,4854.67132867133,4504,1.14767493270944e-15,-0.888617743563373,0.000472042536046047,-170.885036802756,-170.935138859005,-202.267657476498,-202.267657476498,1,1,0,0,9,10,9,100,0,0,9,1,9,9,100,0,0,0,9,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-178.933006992687,-0.0863440734314054,0.802273670131967,-170.887645701575,TRUE,1,0,0,0.916064871679439,0.0610432268257223,0.0228919014948385,0.916064871679439,0.0610432268257223,0.0228919014948385,9,9,100,9,1,9,10,0.9,90,100,1,9,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLCN,Skin,FLCN.rds,522,2148,5960,0,484,0,3167.15900383142,2994.5,2.00136117081952e-09,-0.973649644556872,0.00056799795288498,-724.069943304578,-724.267202639316,-740.038293254798,-740.038293254798,1,1,0,0,28,34,28,100,0,0,28,1,28,28,100,0,0,0,28,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-730.4759056505,-0.0667154915563515,0.90693415300052,-724.079945727801,TRUE,1,0,0,0.933012125240914,0.0649603341354519,0.00202754062363396,0.933012125240914,0.0649603341354519,0.00202754062363396,28,28,100,28,1,28,34,0.823529411764706,82.3529411764706,100,1,28,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLCN,Small Intestine,FLCN.rds,115,2148,5284,0,1160,0,4781.02608695652,4615,4.27585654358792e-13,-0.850815767002359,0.000467274541051665,-137.162153578771,-137.324172178935,-162.538590270011,-162.538590270011,1,1,0,0,7,8,7,100,0,0,7,1,7,7,100,0,0,0,7,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-145.354276373163,-0.129063636446801,0.721752130555558,-137.16719118839,TRUE,1,0,0,0.877216372294476,0.110287473519211,0.0124961541863122,0.877216372294477,0.110287473519211,0.0124961541863122,7,7,100,7,1,7,8,0.875,87.5,100,1,7,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLCN,Spleen,FLCN.rds,146,2148,5425,0,1019,0,5688.24657534247,5308,1.91987435914521e-11,-0.312069300619498,0.000488283502022568,-185.655684995506,-185.934505276783,-206.524356731918,-206.524356731918,1,1,0,0,19,29,19,100,0,0,19,1,19,19,100,0,0,0,13,6,0,6,0,31.5789473684211,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-193.176855104635,-0.0236722415563122,0.288397059063186,-185.655412815697,TRUE,1,0,0,0.946299904697616,0.0521914805652733,0.00150861473711097,0.946299904697616,0.0521914805652733,0.00150861473711097,20,19,100,19,1,20,29,0.689655172413793,68.9655172413793,100,1,20,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLCN,Stomach,FLCN.rds,189,2148,5528,0,916,0,3462.24867724868,2890,8.8701682185914e-12,-0.805262517139823,0.00050363044522328,-244.877529534964,-245.119758219144,-267.537263374647,-267.537263374647,1,1,0,0,9,10,9,100,0,0,9,1,9,9,100,0,0,0,7,0,2,2,0,22.2222222222222,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-252.387482607569,-0.0746688202352743,0.730593696904549,-244.883314759117,TRUE,1,0,0,0.925811278880271,0.0740277703504825,0.000160950769246802,0.925811278880271,0.0740277703504825,0.000160950769246802,9,9,100,9,1,9,10,0.9,90,100,1,9,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLCN,Testis,FLCN.rds,211,2148,5576,0,868,0,5397.11848341232,4722,7.93161047104913e-11,-0.939206859621152,0.000510782410856336,-279.061010731235,-279.1260763078,-298.753293732085,-298.753293732085,1,1,0,0,13,14,13,100,0,0,13,1,13,13,100,0,0,0,13,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-286.166119394136,-0.0355349983418023,0.903671861279349,-279.063000798813,TRUE,1,0,0,0.964197560348019,0.0316962538136861,0.00410618583829503,0.964197560348019,0.0316962538136861,0.00410618583829503,13,13,100,13,1,13,14,0.928571428571429,92.8571428571429,100,1,13,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLCN,Thyroid,FLCN.rds,390,2148,5873,0,571,0,4806.37692307692,4314,2.15728134630395e-14,-1.00365149968673,0.000555035085199052,-525.031027140767,-525.041529723111,-552.739928256339,-552.739928256339,1,1,0,0,11,11,11,100,0,0,11,1,11,11,100,0,0,0,11,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-532.821586055921,-0.0354833575765952,0.96816814211013,-525.03114569622,TRUE,1,0,0,0.964639408422988,0.0336120560203614,0.00174853555665088,0.964639408422988,0.0336120560203614,0.00174853555665088,11,11,100,11,1,11,11,1,100,100,1,11,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLG,Adipose Tissue,FLG.rds,470,1840,5338,0,182,0,139.478723404255,94.5,1.05466322688315e-18,-1.0644938442382,0.00052121474368505,-627.723960456097,-627.724660567828,-666.254030580006,-666.254030580006,1,1,0,0,6,6,6,100,0,0,6,1,6,6,100,0,0,0,6,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-635.691880206189,-0.0601595423239587,1.00433430191424,-627.723995820414,TRUE,1,0,0,0.941167127356332,0.0554230546585655,0.00340981798510223,0.941167127356332,0.0554230546585655,0.00340981798510223,6,6,100,6,1,6,6,1,100,100,1,6,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLG,Blood Vessel,FLG.rds,450,1840,5275,0,245,0,114.537777777778,97,9.56935562521355e-22,-1.12382222008671,-0.485275677360505,-592.302179737477,-592.297501117276,-632.496764461417,-633.419258703465,1,1,1,1,5,5,5,100,0,0,5,1,5,5,100,0,0,0,5,0,0,0,0,0,658,1705,658,658,100,0,0,1,658,658,100,0,0,218,296,130,426,14,64.741641337386,1,0,0,0,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,-600.604371857368,-0.128016596395128,0.995805623691581,-592.297476557358,TRUE,1,0,0,0.944257981084007,0.0523967434981818,0.00334527541781087,0.944257981084007,0.0523967434981818,0.00334527541781087,5,5,100,5,1,5,5,1,100,100,1,5,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLG,Breast,FLG.rds,269,1840,5054,0,466,0,121.115241635688,97,5.30522716602232e-09,-0.948060087542501,0.000478898722349186,-364.61205594862,-364.790777393844,-381.05037875085,-381.05037875085,1,1,0,0,8,9,8,100,0,0,8,1,8,8,100,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-371.928449953092,-0.0604670699869416,0.88759301755556,-364.62367409891,TRUE,1,0,0,0.937186253003572,0.0592567595904155,0.00355698740601229,0.937186253003572,0.0592567595904155,0.00355698740601229,8,8,100,8,1,8,9,0.888888888888889,88.8888888888889,100,1,8,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLG,Colon,FLG.rds,332,1840,5249,0,271,0,102.277108433735,78,1.67924661811153e-19,-1.04721343628529,-0.551945064825304,-430.21310566518,-430.216743008527,-470.468241187921,-470.449363952304,1,1,0,0,8,8,8,100,0,0,8,1,8,8,100,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-438.019217428488,-0.0825835229267113,0.964629913358579,-430.213401400118,TRUE,1,0,0,0.92027031988356,0.0747644052432077,0.00496527487323349,0.920270319883559,0.0747644052432076,0.00496527487323349,8,8,100,8,1,8,8,1,100,100,1,8,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLG,Lung,FLG.rds,323,1840,5321,0,199,0,101.916408668731,90,2.66038437035891e-15,-1.90278230028838,0.000518681747507799,-415.14668087734,-415.539919457159,-457.672058805041,-457.672058805041,2,2,0,0,30,34,30,100,0,0,30,2,30,30,100,0,0,0,30,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-429.486908451912,-0.125795915634342,1.77698638465404,-415.165439099314,TRUE,2,0,0,0.930764682521748,0.0673943101777559,0.00184100730049573,0.930764682521748,0.0673943101777559,0.00184100730049573,33,30,100,30,2,33,34,0.970588235294118,97.0588235294118,100,2,33,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLG,Nerve,FLG.rds,354,1840,5235,0,285,0,225.302259887006,194.5,9.85362900555967e-19,-1.49872000429883,0.000505867756714906,-441.936168485441,-442.097896184797,-501.658658586283,-501.658658586283,2,2,0,0,12,12,12,100,0,0,12,2,12,12,100,0,0,0,12,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-457.319285818954,-0.0448300665942725,1.45388993770456,-441.945246435202,TRUE,2,0,0,0.963677116962512,0.0352408233355386,0.00108205970194926,0.963677116962512,0.0352408233355386,0.00108205970194926,12,12,100,12,2,12,12,1,100,100,2,12,TRUE,TRUE,FALSE,TRUE,TRUE,12,A,1
FLG,Pancreas,FLG.rds,180,1840,5049,0,471,0,110.588888888889,95,1.54047803381411e-14,-1.00848339915851,0.000478153720564478,-225.37843097257,-225.382055657959,-254.767090693266,-254.767090693266,1,1,0,0,5,5,5,100,0,0,5,1,5,5,100,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-233.401254113208,-0.0433078207541939,0.965175578404313,-225.37859485946,TRUE,1,0,0,0.957183563381327,0.0427958579799069,2.05786387660971e-05,0.957183563381327,0.0427958579799069,2.05786387660971e-05,5,5,100,5,1,5,5,1,100,100,1,5,TRUE,TRUE,TRUE,TRUE,TRUE,12,A,1
FLG,Pituitary,FLG.rds,201,1840,4739,0,781,0,116.139303482587,87,5.85881112390592e-11,-0.42766329784115,0.000431963489404552,-256.637788589172,-254.285580951474,-284.564180354963,-284.564180354963,2,2,0,0,173,90,75,43.3526011560694,98,56.6473988439307,75,2,75,55,31.7919075144509,20,11.5606936416185,26.6666666666667,29,45,0,45,1,60,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-269.558896490882,0.0257560790885236,0.453419376929674,-256.136593361726,TRUE,2,0,0,0.942286143446123,0.0570981301063923,0.000615726447484987,0.942286143446123,0.0570981301063923,0.000615726447484987,181,172,99.4219653179191,172,2,81,190,0.426315789473684,90,44.7513812154696,2,81,TRUE,FALSE,FALSE,FALSE,FALSE,12,A,1
FLG,Stomach,FLG.rds,189,1840,5076,0,444,0,106.380952380952,56,1.41883555482415e-09,-0.977871041982155,0.00048217673054296,-249.622646662429,-249.740600554228,-267.537263374647,-267.537263374647,1,1,0,0,8,9,8,100,0,0,8,1,8,8,100,0,0,0,8,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-256.913189472557,-0.0737118786752831,0.904159163306872,-249.632233407519,TRUE,1,0,0,0.925811278880271,0.0740277703504825,0.000160950769246802,0.925811278880271,0.0740277703504825,0.000160950769246802,8,8,100,8,1,8,9,0.888888888888889,88.8888888888889,100,1,8,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLG,Thyroid,FLG.rds,390,1840,5307,0,213,0,182.705128205128,158.5,1.46261713044099e-27,-2.00650403410259,0.000516595749786575,-478.617089665957,-478.872442213574,-552.739928256339,-552.739928256339,2,2,0,0,12,13,12,100,0,0,12,2,12,12,100,0,0,0,12,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-494.234524767399,-0.0674800037336922,1.9390240303689,-478.626892902833,TRUE,2,0,0,0.964639408422988,0.0336120560203614,0.00174853555665088,0.964639408422988,0.0336120560203614,0.00174853555665088,12,12,100,12,2,12,13,0.923076923076923,92.3076923076923,100,2,12,TRUE,FALSE,FALSE,TRUE,TRUE,12,A,1
FLT3,Pancreas,FLT3.rds,180,2511,6584,0,949,0,323.133333333333,286.5,3.52571538577597e-11,0.935909676466366,0.000606883171485606,-233.167424292386,-231.632884725294,-254.767090693266,-254.767090693266,1,1,0,0,19,19,19,100,0,0,19,1,19,15,78.9473684210526,4,21.0526315789474,21.0526315789474,0,19,0,19,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-239.732730594768,0.177008660457801,-0.758901016008565,-232.81181765574,TRUE,1,0,0,0.957183563381327,0.0427958579799069,2.05786387660971e-05,0.957183563381327,0.0427958579799069,2.05786387660971e-05,19,19,100,19,1,19,19,1,100,100,1,19,TRUE,TRUE,FALSE,TRUE,FALSE,12,A,1
