gene,tissue,result_file,n_ind,n_SNP,n_mix_predictor,n_add_rm,n_rec_rm,n_dom_rm,mean_count,median_count,min_pv,dif_elbo,dif_elbo_perm,log_lik_add,log_lik_mix,log_lik_add_perm,log_lik_mix_perm,ncs_susie,ncs_susie_mix,perm_cs_susie,perm_cs_susie_mix,n_add_cs_snps,n_mix_cs_snps,overlap_snp,pct_add_cs_snps_retained,n_add_cs_snps_not_retained,pct_add_cs_snps_not_retained,overlap,overlap_cs_pairs,overlap_pairwise_sum,overlap_coding,pct_add_cs_snps_retained_additive_coding,n_add_cs_snps_other_coding_only,pct_add_cs_snps_other_coding_only,pct_shared_snps_other_coding_only,n_shared_snps_preferred_additive,n_shared_snps_preferred_dominant,n_shared_snps_preferred_recessive,n_shared_snps_preferred_nonadditive,n_shared_snps_preference_ambiguous,pct_shared_snps_preferred_nonadditive,n_add_cs_snps_perm,n_mix_cs_snps_perm,overlap_snp_perm,overlap_perm,pct_add_cs_snps_retained_perm,n_add_cs_snps_not_retained_perm,pct_add_cs_snps_not_retained_perm,overlap_cs_pairs_perm,overlap_pairwise_sum_perm,overlap_coding_perm,pct_add_cs_snps_retained_additive_coding_perm,n_add_cs_snps_other_coding_only_perm,pct_add_cs_snps_other_coding_only_perm,n_shared_snps_preferred_additive_perm,n_shared_snps_preferred_dominant_perm,n_shared_snps_preferred_recessive_perm,n_shared_snps_preferred_nonadditive_perm,n_shared_snps_preference_ambiguous_perm,pct_shared_snps_preferred_nonadditive_perm,n_add,n_rec,n_dom,n_add_perm,n_rec_perm,n_dom_perm,converged_add,converged_mix,converged_add_perm,converged_mix_perm,has_weighted_fit_mix,ncs_weighted_fit_mix,elbo_weighted_mix,dif_elbo_weighted_vs_add,dif_elbo_weighted_vs_mix,log_lik_weighted_mix,converged_weighted_fit_mix,n_add_weighted,n_dom_weighted,n_rec_weighted,weighted_prior_target_additive,weighted_prior_target_dominant,weighted_prior_target_recessive,weighted_prior_realized_additive,weighted_prior_realized_dominant,weighted_prior_realized_recessive,n_weighted_mix_cs_snps,overlap_snp_add_weighted,pct_add_cs_snps_retained_weighted,overlap_coding_add_weighted,overlap_cs_pairs_add_weighted,mix_weighted_overlap_snp,mix_weighted_union_snp,mix_weighted_jaccard_snp,pct_mix_cs_snps_retained_weighted,pct_weighted_cs_snps_retained_mix,mix_weighted_overlap_cs_pairs,mix_weighted_overlap_pairwise_sum,mix_weighted_same_cs_count,mix_weighted_same_cs_snp_sets,mix_weighted_same_cs_predictor_sets,mix_weighted_same_lead_snp_set,mix_weighted_same_lead_predictor_set,em_iteration,coding_pattern,number_coding_types
ZFP57,Salivary Gland,ZFP57.rds,111,7352,17778,16,4294,16,110.891891891892,37,2.73929247351964e-17,5.55672263999078,0.00155330423922351,-121.46471823295,-114.768916922268,-156.598678573502,-156.598678573502,1,1,0,0,16,16,16,100,0,0,16,1,16,0,0,16,100,100,0,16,0,16,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-125.462432124968,4.32271918498576,-1.23400345500502,-114.812080501426,TRUE,0,1,0,0.878902359163405,0.119582437742016,0.00151520309457911,0.878902359163405,0.119582437742016,0.00151520309457911,16,16,100,0,1,16,16,1,100,100,1,16,TRUE,TRUE,TRUE,TRUE,TRUE,12,D,1
ZNF436,Skin,ZNF436.rds,522,1481,4194,0,249,0,2004.19540229885,1785,1.23271322224393e-13,3.66086367730406,0.000404251410373035,-713.218023840774,-701.689601542929,-740.038293254798,-740.038293254798,1,2,0,0,7,1128,7,100,0,0,7,2,13,0,0,7,100,100,0,7,0,7,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,2,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-719.266419035496,1.41557805730713,-2.24528561999693,-705.381067551295,TRUE,1,1,0,0.933012125240914,0.0649603341354519,0.00202754062363396,0.933012125240914,0.0649603341354519,0.00202754062363396,1265,7,100,7,2,1046,1347,0.776540460282108,92.7304964539007,82.6877470355731,4,1065,TRUE,FALSE,FALSE,TRUE,FALSE,12,AD,2
ZNF586,Adipose Tissue,ZNF586.rds,470,2403,6885,0,324,0,430.71914893617,405,7.10419234181045e-09,1.97518275961374,0.000667823831008718,-650.041460253021,-647.048205835355,-666.254030580006,-666.254030580006,1,1,0,0,3,3,3,100,0,0,3,1,3,0,0,3,100,100,0,3,0,3,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-657.784204782169,0.683459038037995,-1.29172372157575,-648.348779586738,TRUE,0,1,0,0.941167127356332,0.0554230546585655,0.00340981798510223,0.941167127356332,0.0554230546585655,0.00340981798510223,3,3,100,3,1,3,3,1,100,100,1,3,TRUE,TRUE,FALSE,TRUE,TRUE,12,D,1
ZNF660,Heart,ZNF660.rds,331,1388,3888,0,276,0,145.317220543807,118,3.978946254975e-14,1.57706192409637,0.000372514386981493,-441.750706780549,-439.136818188581,-469.023434530328,-469.023434530328,1,1,0,0,18,15,15,83.3333333333333,3,16.6666666666667,15,1,15,6,33.3333333333333,9,50,60,0,15,0,15,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-447.689887706892,0.688436122437054,-0.888625801659316,-440.203963807954,TRUE,0,1,0,0.907409119281138,0.0877991270187996,0.00479175370006282,0.907409119281138,0.0877991270187996,0.00479175370006282,15,15,83.3333333333333,14,1,15,15,1,100,100,1,15,TRUE,TRUE,FALSE,TRUE,TRUE,12,D,1
ZNF660,Nerve,ZNF660.rds,354,1388,3894,0,270,0,406.299435028249,358,5.90885066134615e-37,2.92831252005914,0.000373408404357178,-421.757745283935,-417.642680426832,-501.658658586283,-501.658658586283,1,1,0,0,6,6,6,100,0,0,6,1,6,0,0,6,100,100,0,6,0,6,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-428.98896249872,1.00769953531659,-1.92061298474255,-419.013217166628,TRUE,0,1,0,0.963677116962512,0.0352408233355386,0.00108205970194926,0.963677116962512,0.0352408233355386,0.00108205970194926,6,6,100,5,1,6,6,1,100,100,1,6,TRUE,TRUE,FALSE,TRUE,TRUE,12,D,1
ZNF718,Nerve,ZNF718.rds,354,1097,3016,0,275,0,413.612994350282,366.5,3.04386904654431e-39,2.06408738024709,0.000285944520328485,-396.382122497082,-392.418890314385,-501.658658586283,-501.658658586283,2,2,0,0,25,21,21,84,4,16,21,2,21,11,44,10,40,47.6190476190476,10,11,0,11,0,52.3809523809524,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-410.109473713782,1.04884915614485,-1.01523822410223,-393.607729324539,TRUE,1,1,0,0.963677116962512,0.0352408233355386,0.00108205970194926,0.963677116962512,0.0352408233355386,0.00108205970194926,24,22,88,17,2,21,24,0.875,100,87.5,2,21,TRUE,FALSE,FALSE,TRUE,TRUE,12,AD,2
ZNF718,Spleen,ZNF718.rds,146,1097,2823,0,468,0,408.315068493151,360,3.38941388940486e-17,3.35405396020593,0.227322080058912,-162.097854556436,-157.320368866324,-206.524356731918,-206.536602175676,2,2,0,0,42,41,36,85.7142857142857,6,14.2857142857143,36,2,36,23,54.7619047619048,13,30.952380952381,36.1111111111111,0,36,0,36,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,2,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-172.284070744495,1.45540861268316,-1.89864534752277,-158.553263792282,TRUE,1,1,0,0.946299904697616,0.0521914805652733,0.00150861473711097,0.946299904697616,0.0521914805652733,0.00150861473711097,43,37,88.0952380952381,35,2,39,45,0.866666666666667,95.1219512195122,90.6976744186047,2,39,TRUE,FALSE,FALSE,TRUE,FALSE,12,AD,2
ZNF761,Colon,ZNF761.rds,332,4044,11074,0,1058,0,1051.53915662651,957,1.39512333461586e-09,1.10897968794171,0.00104743365227478,-453.760377290791,-449.919244597489,-470.442356744422,-470.442356744422,1,1,0,0,20,9,9,45,11,55,9,1,9,5,25,4,20,44.4444444444444,3,6,0,6,0,66.6666666666667,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-460.788435096476,0.327254994642203,-0.781724693299509,-452.201643469836,TRUE,0,1,0,0.92027031988356,0.0747644052432077,0.00496527487323349,0.920270319883559,0.0747644052432076,0.00496527487323349,19,19,95,19,1,9,19,0.473684210526316,100,47.3684210526316,1,9,TRUE,FALSE,FALSE,TRUE,TRUE,12,D,1
ZP3,Adipose Tissue,ZP3.rds,470,1877,5274,0,357,0,120.236170212766,91,3.33589112958776e-69,3.42507136245808,0.000506165476963361,-422.648888935061,-416.827595350954,-666.254030580006,-666.254030580006,3,3,0,0,27,29,26,96.2962962962963,1,3.7037037037037,26,3,26,14,51.8518518518519,12,44.4444444444444,46.1538461538462,14,12,0,12,0,46.1538461538462,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,-444.583182879985,3.40095251814267,-0.0241188443154101,-416.62954168209,TRUE,2,1,0,0.941167127356332,0.0554230546585655,0.00340981798510223,0.941167127356332,0.0554230546585655,0.00340981798510223,29,27,100,14,3,28,30,0.933333333333333,96.551724137931,96.551724137931,3,28,TRUE,FALSE,FALSE,TRUE,TRUE,12,AD,2
ZP3,Blood,ZP3.rds,435,1877,5268,0,363,0,105.393103448276,86,8.86315491104443e-17,-0.378237550626636,0.000505271477777569,-567.652700679818,-565.739272570096,-616.591585743734,-616.591585743734,2,2,0,0,24,21,20,83.3333333333333,4,16.6666666666667,20,2,20,18,75,2,8.33333333333333,10,17,2,1,3,0,15,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-582.37862867972,0.0302232154577951,0.408460766084431,-567.054343332766,TRUE,1,1,0,0.862736114670144,0.127550185199881,0.00971370012997481,0.862736114670144,0.127550185199881,0.00971370012997481,22,22,91.6666666666667,22,2,20,23,0.869565217391304,95.2380952380952,90.9090909090909,2,20,TRUE,FALSE,FALSE,TRUE,TRUE,12,AD,2
ZP3,Thyroid,ZP3.rds,390,1877,5241,0,390,0,104.546153846154,82,6.190330520191e-60,7.38414206026977,0.000501248479167771,-346.976858921832,-336.627741309619,-552.739928256339,-552.739928256339,3,3,0,0,37,30,27,72.972972972973,10,27.027027027027,27,3,27,15,40.5405405405405,12,32.4324324324324,44.4444444444444,15,12,0,12,0,44.4444444444444,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,0,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,-365.294590056916,6.58227884411878,-0.801863216150991,-336.458464808467,TRUE,2,1,0,0.964639408422988,0.0336120560203614,0.00174853555665088,0.964639408422988,0.0336120560203614,0.00174853555665088,29,27,72.972972972973,15,3,29,30,0.966666666666667,96.6666666666667,100,3,29,TRUE,FALSE,FALSE,TRUE,TRUE,12,AD,2
