gene,tissue,result_file,n_ind,n_SNP,n_mix_predictor,n_add_rm,n_rec_rm,n_dom_rm,mean_count,median_count,min_pv,dif_elbo,dif_elbo_perm,log_lik_add,log_lik_mix,log_lik_add_perm,log_lik_mix_perm,ncs_susie,ncs_susie_mix,perm_cs_susie,perm_cs_susie_mix,n_add_cs_snps,n_mix_cs_snps,overlap_snp,pct_add_cs_snps_retained,n_add_cs_snps_not_retained,pct_add_cs_snps_not_retained,overlap,overlap_cs_pairs,overlap_pairwise_sum,overlap_coding,pct_add_cs_snps_retained_additive_coding,n_add_cs_snps_other_coding_only,pct_add_cs_snps_other_coding_only,pct_shared_snps_other_coding_only,n_shared_snps_preferred_additive,n_shared_snps_preferred_dominant,n_shared_snps_preferred_recessive,n_shared_snps_preferred_nonadditive,n_shared_snps_preference_ambiguous,pct_shared_snps_preferred_nonadditive,n_add_cs_snps_perm,n_mix_cs_snps_perm,overlap_snp_perm,overlap_perm,pct_add_cs_snps_retained_perm,n_add_cs_snps_not_retained_perm,pct_add_cs_snps_not_retained_perm,overlap_cs_pairs_perm,overlap_pairwise_sum_perm,overlap_coding_perm,pct_add_cs_snps_retained_additive_coding_perm,n_add_cs_snps_other_coding_only_perm,pct_add_cs_snps_other_coding_only_perm,n_shared_snps_preferred_additive_perm,n_shared_snps_preferred_dominant_perm,n_shared_snps_preferred_recessive_perm,n_shared_snps_preferred_nonadditive_perm,n_shared_snps_preference_ambiguous_perm,pct_shared_snps_preferred_nonadditive_perm,n_add,n_rec,n_dom,n_add_perm,n_rec_perm,n_dom_perm,converged_add,converged_mix,converged_add_perm,converged_mix_perm,has_weighted_fit_mix,ncs_weighted_fit_mix,elbo_weighted_mix,dif_elbo_weighted_vs_add,dif_elbo_weighted_vs_mix,log_lik_weighted_mix,converged_weighted_fit_mix,n_add_weighted,n_dom_weighted,n_rec_weighted,weighted_prior_target_additive,weighted_prior_target_dominant,weighted_prior_target_recessive,weighted_prior_realized_additive,weighted_prior_realized_dominant,weighted_prior_realized_recessive,n_weighted_mix_cs_snps,overlap_snp_add_weighted,pct_add_cs_snps_retained_weighted,overlap_coding_add_weighted,overlap_cs_pairs_add_weighted,mix_weighted_overlap_snp,mix_weighted_union_snp,mix_weighted_jaccard_snp,pct_mix_cs_snps_retained_weighted,pct_weighted_cs_snps_retained_mix,mix_weighted_overlap_cs_pairs,mix_weighted_overlap_pairwise_sum,mix_weighted_same_cs_count,mix_weighted_same_cs_snp_sets,mix_weighted_same_cs_predictor_sets,mix_weighted_same_lead_snp_set,mix_weighted_same_lead_predictor_set,em_iteration,coding_pattern,number_coding_types
DNAH11,Skin,DNAH11.rds,522,3097,8796,0,495,0,203.281609195402,110,9.01883141740433e-10,9.06836140830319,-0.721385774317469,-722.274947265086,-711.73695056967,-733.782486686838,-740.048624919583,1,1,1,0,18,14,14,77.7777777777778,4,22.2222222222222,14,1,14,0,0,14,77.7777777777778,100,0,0,14,14,0,100,1781,0,0,0,0,1781,100,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-725.084387820018,4.11293077977564,-4.95543062852755,-711.830098964818,TRUE,0,0,1,0.933012125240914,0.0649603341354519,0.00202754062363396,0.933012125240914,0.0649603341354519,0.00202754062363396,15,15,83.3333333333333,0,1,14,15,0.933333333333333,100,93.3333333333333,1,14,TRUE,FALSE,FALSE,TRUE,TRUE,12,R,1
HLA-DQA2,Adipose Tissue,HLA-DQA2.rds,470,12333,34433,0,2566,0,540.263829787234,268,2.38364116901171e-71,23.0074105691713,0.00329200960663911,-454.209269710513,-425.384096423716,-666.09435132527,-666.09435132527,2,3,0,0,3,227,3,100,0,0,3,2,3,3,100,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,-457.641526520474,20.5264609881799,-2.48094958099136,-425.197106650956,TRUE,2,0,1,0.941167127356332,0.0554230546585655,0.00340981798510223,0.941167127356332,0.0554230546585655,0.00340981798510223,210,3,100,3,2,210,227,0.92511013215859,92.511013215859,100,3,210,TRUE,FALSE,FALSE,TRUE,TRUE,12,AR,2
HLA-DQA2,Blood,HLA-DQA2.rds,435,12333,34423,0,2576,0,1081.25747126437,249,2.13802922252995e-44,26.2523624203143,0.00329052025449528,-495.393404539744,-461.413033310291,-615.210791463583,-615.210791463583,2,2,0,0,268,130,123,45.8955223880597,145,54.1044776119403,123,2,123,122,45.5223880597015,1,0.373134328358209,0.813008130081301,122,0,1,1,0,0.813008130081301,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-485.871319332681,23.7709234018895,-2.48143901842479,-461.418945073074,TRUE,1,0,1,0.862736114670144,0.127550185199881,0.00971370012997481,0.862736114670144,0.127550185199881,0.00971370012997481,129,122,45.5223880597015,121,2,129,130,0.992307692307692,99.2307692307692,100,2,129,TRUE,FALSE,FALSE,TRUE,TRUE,12,AR,2
HLA-DQA2,Blood Vessel,HLA-DQA2.rds,450,12333,34496,0,2503,0,317.14,165,1.06789391197608e-56,7.58427145341426,0.00330139251900619,-460.306093475161,-451.309415693602,-636.202344185727,-636.202344185727,2,2,0,0,85,87,79,92.9411764705882,6,7.05882352941176,79,2,79,2,2.35294117647059,77,90.5882352941177,97.4683544303798,2,0,77,77,0,97.4683544303798,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-476.827282567505,4.15797727911917,-3.42629417429509,-451.36459274197,TRUE,1,0,1,0.944257981084007,0.0523967434981818,0.00334527541781087,0.944257981084007,0.0523967434981818,0.00334527541781087,89,81,95.2941176470588,2,2,87,89,0.97752808988764,100,97.752808988764,2,87,TRUE,FALSE,FALSE,TRUE,TRUE,12,AR,2
HLA-DQA2,Breast,HLA-DQA2.rds,269,12333,33651,0,3348,0,467.223048327138,296,9.34001397451406e-49,11.4959860287738,0.00317554160574218,-248.883652184151,-234.990898462208,-381.05037875085,-381.05037875085,2,2,0,0,210,151,148,70.4761904761905,62,29.5238095238095,148,2,148,37,17.6190476190476,111,52.8571428571429,75,37,0,111,111,0,75,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-257.713303560075,8.1504584185144,-3.34552761025938,-234.972497511633,TRUE,1,0,1,0.937186253003572,0.0592567595904155,0.00355698740601229,0.937186253003572,0.0592567595904155,0.00355698740601229,147,144,68.5714285714286,33,2,147,151,0.973509933774834,97.3509933774834,100,2,147,TRUE,FALSE,FALSE,TRUE,TRUE,12,AR,2
HLA-DQA2,Colon,HLA-DQA2.rds,332,12333,34113,0,2886,0,208.981927710843,118,9.74425936066329e-44,13.0348680339498,0.00324435023060232,-333.778925899863,-315.728131177467,-469.107488295169,-469.107488295169,2,3,0,0,95,326,94,98.9473684210526,1,1.05263157894737,94,1,94,94,98.9473684210526,0,0,0,94,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,-344.248335390827,9.16773373416657,-3.86713429978317,-316.891743335016,TRUE,2,0,1,0.92027031988356,0.0747644052432077,0.00496527487323349,0.920270319883559,0.0747644052432076,0.00496527487323348,317,94,98.9473684210526,94,1,311,332,0.936746987951807,95.398773006135,98.1072555205047,3,311,TRUE,FALSE,FALSE,FALSE,FALSE,12,AR,2
HLA-DQA2,Lung,HLA-DQA2.rds,323,12333,34011,0,2988,0,1479.37151702786,919,4.05616043176937e-59,6.0572602466674,0.00322915875642593,-297.382330216323,-293.390818424492,-457.672058805041,-457.672058805041,2,2,0,0,4,119,2,50,2,50,2,1,2,2,50,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-318.020044072671,2.07788495405663,-3.97937529261077,-293.463269392178,TRUE,1,0,1,0.930764682521748,0.0673943101777559,0.00184100730049573,0.930764682521749,0.067394310177756,0.00184100730049573,121,4,100,4,2,119,121,0.983471074380165,100,98.3471074380165,2,119,TRUE,FALSE,FALSE,TRUE,TRUE,12,AR,2
HLA-DQA2,Nerve,HLA-DQA2.rds,354,12333,34126,0,2873,0,560.774011299435,283,2.49783254161255e-67,24.3964452523005,0.00324628639702951,-295.638787113029,-253.487168216681,-501.392439786686,-501.392439786686,2,3,0,0,106,18,3,2.83018867924528,103,97.1698113207547,3,2,3,2,1.88679245283019,1,0.943396226415094,33.3333333333333,2,0,1,1,0,33.3333333333333,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,2,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,-293.831311899022,20.8014002170148,-3.59504503528575,-253.061936454952,TRUE,2,0,1,0.963677116962512,0.0352408233355386,0.00108205970194926,0.963677116962512,0.0352408233355386,0.00108205970194926,11,3,2.83018867924528,2,2,10,19,0.526315789473684,55.5555555555556,90.9090909090909,3,10,TRUE,FALSE,FALSE,TRUE,TRUE,12,AR,2
HLA-DQA2,Prostate,HLA-DQA2.rds,143,12333,31952,0,5047,0,209.146853146853,119,1.05421445276651e-28,12.1676507212821,0.00292249456123272,-127.322102612256,-114.984722534851,-201.173564487913,-201.173564487913,2,2,0,0,329,229,164,49.8480243161094,165,50.1519756838906,164,2,164,102,31.0030395136778,62,18.8449848024316,37.8048780487805,102,0,62,62,0,37.8048780487805,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-132.177371755809,10.736768982561,-1.43088173872104,-114.982258596582,TRUE,1,0,1,0.916064871679439,0.0610432268257223,0.0228919014948385,0.916064871679439,0.0610432268257223,0.0228919014948385,229,164,49.8480243161094,102,2,229,229,1,100,100,2,229,TRUE,TRUE,TRUE,TRUE,TRUE,12,AR,2
HLA-DQA2,Small Intestine,HLA-DQA2.rds,115,12333,32303,0,4696,0,919.95652173913,432,6.0011368751451e-15,5.22548898076758,0.00297477260971846,-123.844949422071,-117.849480303578,-162.274209610737,-162.274209610737,2,2,0,0,403,465,364,90.3225806451613,39,9.67741935483871,364,2,364,222,55.0868486352357,142,35.2357320099256,39.010989010989,184,14,142,156,24,42.8571428571429,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-134.237562345788,2.7179503535867,-2.50753862718088,-117.99625414323,TRUE,1,0,1,0.877216372294476,0.110287473519211,0.0124961541863122,0.877216372294477,0.110287473519211,0.0124961541863122,507,365,90.5707196029777,223,2,462,510,0.905882352941176,99.3548387096774,91.1242603550296,2,462,TRUE,FALSE,FALSE,FALSE,FALSE,12,AR,2
HLA-DQA2,Thyroid,HLA-DQA2.rds,390,12333,34317,0,2682,0,289.276923076923,133.5,1.61739590320653e-60,3.32186991115094,0.0032747331090377,-364.142520772852,-360.126665437711,-552.580596595433,-552.580596595433,2,2,0,0,3,61,2,66.6666666666667,1,33.3333333333333,2,1,2,2,66.6666666666667,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-388.409275806361,-0.692907164180838,-4.01477707533178,-360.120562312995,TRUE,1,0,1,0.964639408422988,0.0336120560203614,0.00174853555665088,0.964639408422987,0.0336120560203614,0.00174853555665088,61,2,66.6666666666667,2,1,61,61,1,100,100,2,61,TRUE,TRUE,TRUE,TRUE,TRUE,12,AR,2
HLA-DQB2,Blood,HLA-DQB2.rds,435,12168,33950,0,2554,0,653.689655172414,227,2.98626167991262e-42,23.1767783341498,0.00324465607718594,-525.752970358227,-494.408483048089,-616.324937036841,-616.324937036841,1,2,0,0,100,288,100,100,0,0,100,2,178,99,99,1,1,1,0,85,15,100,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-512.575541289502,20.7392865616044,-2.4374917725454,-493.380556852195,TRUE,1,0,1,0.862736114670144,0.127550185199881,0.00971370012997481,0.862736114670144,0.127550185199881,0.00971370012997481,170,100,100,100,2,170,288,0.590277777777778,59.0277777777778,100,4,417,TRUE,FALSE,FALSE,FALSE,FALSE,12,AR,2
HLA-DQB2,Prostate,HLA-DQB2.rds,143,12168,31557,0,4947,0,155.636363636364,122,1.29343517141704e-14,1.36922466295837,0.00288824524091069,-174.230636051152,-171.430104132334,-202.267657476498,-202.267657476498,1,1,0,0,137,133,133,97.0802919708029,4,2.91970802919708,133,1,133,46,33.5766423357664,87,63.5036496350365,65.4135338345865,0,0,133,133,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-180.66140929905,0.162623235932415,-1.20660142702596,-173.486429150661,TRUE,0,0,1,0.916064871679439,0.0610432268257223,0.0228919014948385,0.916064871679439,0.0610432268257223,0.0228919014948385,135,135,98.5401459854015,135,1,133,135,0.985185185185185,100,98.5185185185185,1,133,TRUE,FALSE,FALSE,TRUE,TRUE,12,R,1
HLA-DRB5,Breast,HLA-DRB5.rds,269,10924,29524,0,3248,0,4777.08550185874,3033,3.85039289359049e-46,4.45911058521153,0.00277078099429673,-260.615443340474,-253.152777117311,-381.05037875085,-381.05037875085,2,2,0,0,76,65,63,82.8947368421053,13,17.1052631578947,63,2,63,34,44.7368421052632,29,38.1578947368421,46.031746031746,34,0,29,29,0,46.031746031746,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,1,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-275.557284590927,1.33059113294473,-3.1285194522668,-254.3281384186,TRUE,1,0,1,0.937186253003572,0.0592567595904155,0.00355698740601229,0.937186253003572,0.0592567595904155,0.00355698740601229,76,74,97.3684210526316,47,2,65,76,0.855263157894737,100,85.5263157894737,2,65,TRUE,FALSE,FALSE,TRUE,TRUE,12,AR,2
HORMAD1,Skin,HORMAD1.rds,522,1550,4509,0,141,0,147.235632183908,47.5,1.4923289512723e-97,29.9375877074303,0.000440905455434404,-504.237532531411,-467.375756297312,-722.763022396517,-722.763022396517,1,2,0,0,24,125,24,100,0,0,24,2,32,0,0,24,100,100,0,7,17,24,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-488.873766470306,23.2798998945149,-6.65768781291541,-467.738065165936,TRUE,0,1,1,0.933012125240914,0.0649603341354519,0.00202754062363396,0.933012125240914,0.0649603341354519,0.00202754062363396,129,24,100,0,2,125,129,0.968992248062015,100,96.8992248062015,4,156,TRUE,FALSE,FALSE,TRUE,TRUE,12,RD,2
HPD,Blood,HPD.rds,435,1634,4505,0,397,0,618.096551724138,106,9.13457395229989e-09,5.13086773178304,0.000427792771233726,-601.112471355551,-594.870782455996,-616.591585743734,-616.591585743734,1,1,0,0,8,9,8,100,0,0,8,1,8,0,0,8,100,100,0,0,8,8,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-606.324655358471,1.90201922848996,-3.22884850329308,-595.509207718338,TRUE,0,0,1,0.862736114670144,0.127550185199881,0.00971370012997481,0.862736114670144,0.127550185199881,0.00971370012997481,11,8,100,3,1,9,11,0.818181818181818,100,81.8181818181818,1,9,TRUE,FALSE,FALSE,TRUE,TRUE,12,R,1
KCNMA1,Blood,KCNMA1.rds,435,1962,5543,0,343,0,716.859770114943,133,2.16176721510148e-18,4.25718110616958,0.000533580746377993,-579.419033445653,-568.190706052441,-616.591585743734,-616.591585743734,1,2,0,0,7,38,7,100,0,0,7,1,7,7,100,0,0,0,2,5,0,5,0,71.4285714285714,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,1,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-586.799245456666,1.13646468614365,-3.12071642002593,-568.728288425017,TRUE,1,0,1,0.862736114670144,0.127550185199881,0.00971370012997481,0.862736114670144,0.127550185199881,0.00971370012997481,43,7,100,7,1,38,43,0.883720930232558,100,88.3720930232558,2,38,TRUE,FALSE,FALSE,TRUE,FALSE,12,AR,2
LGALS9C,Spleen,LGALS9C.rds,146,1715,4485,0,660,0,115.979452054795,82,1.4320320231427e-11,6.18275726268124,0.000412743098934243,-184.415776391289,-177.467531288275,-206.524356731918,-206.524356731918,1,1,0,0,12,16,7,58.3333333333333,5,41.6666666666667,7,1,7,0,0,7,58.3333333333333,100,0,0,7,7,0,100,0,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,1,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,-190.266565663159,1.30206242701672,-4.88069483566451,-178.599440125864,TRUE,0,0,1,0.946299904697616,0.0521914805652733,0.00150861473711097,0.946299904697616,0.0521914805652733,0.00150861473711097,20,11,91.6666666666667,5,1,16,20,0.8,100,80,1,16,TRUE,FALSE,FALSE,TRUE,TRUE,12,R,1
OBP2A,Testis,OBP2A.rds,211,2774,7505,0,817,0,229.175355450237,136,5.20544104977573e-21,5.6873345083942,-0.54606408692166,-229.360104280404,-222.223188735095,-291.428642722314,-292.651323236172,2,2,1,1,2,2,2,100,0,0,2,2,2,1,50,1,50,50,0,1,1,2,0,100,630,2349,630,630,100,0,0,1,630,630,100,0,0,151,342,95,437,42,69.3650793650794,0,1,1,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,-247.780924565567,1.69756540105968,-3.98976910733452,-223.549530378022,TRUE,1,0,1,0.964197560348019,0.0316962538136861,0.00410618583829503,0.964197560348019,0.0316962538136861,0.00410618583829503,2,2,100,2,2,2,2,1,100,100,2,2,TRUE,TRUE,FALSE,TRUE,FALSE,12,AR,2
