"gene","status","n_tissue_errors","n_nonconverged"
"VSTM1","finished",0,0
"VSTM2A","finished",0,0
"VSTM2B","finished",0,0
"VSTM2L","finished",0,0
"VSTM4","finished",0,0
"VSTM5","finished",0,0
"VSX1","finished",0,0
"VSX2","finished",0,0
"VTA1","finished",0,0
"VTCN1","finished",0,0
"VTI1A","finished",0,0
"VTI1B","finished",0,0
"VTN","finished",0,0
"VWA1","finished",0,0
"VWA2","finished",0,0
"VWA3A","finished",0,0
"VWA3B","finished",0,0
"VWA5A","finished",0,0
"VWA5B1","finished",0,0
"VWA5B2","finished",0,0
"VWA7","finished",0,0
"VWA8","finished",0,0
"VWC2","finished",0,0
"VWC2L","finished",0,0
"VWCE","finished",0,0
"VWDE","finished",0,0
"VWF","finished",0,0
"WAC","finished",0,0
"WAPL","finished",0,0
"WARS2","finished",0,0
"WAS","gene_error",0,0
"WASF1","finished",0,0
"WASF2","finished",0,0
"WASF3","finished",0,0
"WASH6P","gene_error",0,0
"WASHC1","finished",0,0
"WASHC2A","finished",0,0
"WASHC2C","finished",0,0
"WASHC3","finished",0,0
"WASHC4","finished",0,0
"WASHC5","finished",0,0
"WASL","finished",0,0
"WBP1","finished",0,0
"WBP11","finished",0,0
"WBP1L","finished",0,0
"WBP2","finished",0,0
"WBP2NL","finished",0,0
"WBP4","finished",0,0
"WDCP","finished",0,0
"WDFY1","finished",0,0
"WDFY2","finished",0,0
"WDFY3","finished",0,0
"WDFY4","finished",0,0
"WDHD1","finished",0,0
"WDPCP","finished",0,0
"WDR1","finished",0,0
"WDR11","finished",0,0
"WDR12","finished",0,0
"WDR13","gene_error",0,0
"WDR17","finished",0,0
"WDR18","finished",0,0
"WDR19","finished",0,0
"WDR20","finished",0,0
"WDR24","finished",0,0
"WDR25","finished",0,0
"WDR26","finished",0,0
"WDR27","finished",0,0
"WDR3","finished",0,0
"WDR31","finished",0,0
"WDR33","finished",0,0
"WDR35","finished",0,0
"WDR36","finished",0,0
"WDR37","finished",0,0
"WDR38","finished",0,0
"WDR4","finished",0,0
"WDR41","finished",0,0
"WDR43","finished",0,0
"WDR44","gene_error",0,0
"WDR45","gene_error",0,0
"WDR45B","finished",0,0
"WDR46","finished",0,0
"WDR47","finished",0,0
"WDR48","finished",0,0
"WDR49","finished",0,0
"WDR5","finished",0,0
"WDR53","finished",0,0
"WDR54","finished",0,0
"WDR55","finished",0,0
"WDR59","finished",0,0
"WDR5B","finished",0,0
"WDR6","finished",0,0
"WDR61","finished",0,0
"WDR62","finished",0,0
"WDR64","finished",0,0
"WDR7","finished",0,0
"WDR70","finished",0,0
"WDR72","finished",0,0
"WDR73","finished",0,0
"WDR74","finished",0,0
"WDR75","finished",0,0
