"gene","status","n_tissue_errors","n_nonconverged"
"RNF168","finished",0,0
"RNF169","finished",0,0
"RNF17","finished",0,0
"RNF170","finished",0,0
"RNF175","finished",0,0
"RNF180","finished",0,0
"RNF181","finished",0,0
"RNF182","finished",0,0
"RNF183","finished",0,0
"RNF185","finished",0,0
"RNF186","finished",0,0
"RNF187","finished",0,0
"RNF19A","finished",0,0
"RNF19B","finished",0,0
"RNF2","finished",0,0
"RNF20","finished",0,0
"RNF207","finished",0,0
"RNF208","finished",0,0
"RNF212","finished",0,0
"RNF212B","finished",0,0
"RNF213","finished",0,0
"RNF214","finished",0,0
"RNF215","finished",0,0
"RNF216","finished",0,0
"RNF217","finished",0,0
"RNF220","finished",0,0
"RNF222","finished",0,0
"RNF223","finished",0,0
"RNF224","finished",0,0
"RNF225","finished",0,0
"RNF24","finished",0,0
"RNF25","finished",0,0
"RNF26","finished",0,0
"RNF31","finished",0,0
"RNF32","finished",0,0
"RNF34","finished",0,0
"RNF38","finished",0,0
"RNF39","finished",0,0
"RNF4","finished",0,0
"RNF40","finished",0,0
"RNF41","finished",0,0
"RNF43","finished",0,0
"RNF44","finished",0,0
"RNF5","finished",0,0
"RNF6","finished",0,0
"RNF7","finished",0,0
"RNF8","finished",0,0
"RNFT1","finished",0,0
"RNFT2","finished",0,0
"RNGTT","finished",0,0
"RNH1","finished",0,0
"RNLS","finished",0,0
"RNMT","finished",0,0
"RNPC3","finished",0,0
"RNPEP","finished",0,0
"RNPEPL1","finished",0,0
"RNPS1","finished",0,0
"ROBO1","finished",0,0
"ROBO2","finished",0,0
"ROBO3","finished",0,0
"ROBO4","finished",0,0
"ROCK1","finished",0,0
"ROCK2","finished",0,0
"ROGDI","finished",0,0
"ROM1","finished",0,0
"ROMO1","finished",0,0
"ROPN1","finished",0,0
"ROPN1B","finished",0,0
"ROPN1L","finished",0,0
"ROR1","finished",0,0
"ROR2","finished",0,0
"RORA","finished",0,0
"RORB","finished",0,0
"RORC","finished",0,0
"ROS1","finished",0,0
"RP1","finished",0,0
"RP1L1","finished",0,0
"RP2","gene_error",0,0
"RP9","finished",0,0
"RPA1","finished",0,0
"RPA2","finished",0,0
"RPA3","finished",0,0
"RPA4","gene_error",0,0
"RPAIN","finished",0,0
"RPAP1","finished",0,0
"RPAP2","finished",0,0
"RPAP3","finished",0,0
"RPE","finished",0,0
"RPE65","finished",0,0
"RPEL1","finished",0,0
"RPF1","finished",0,0
"RPF2","finished",0,0
"RPGR","gene_error",0,0
"RPGRIP1","finished",0,0
"RPGRIP1L","finished",0,0
"RPH3A","finished",0,0
"RPH3AL","finished",0,0
"RPIA","finished",0,0
"RPL10","gene_error",0,0
"RPL10A","finished",0,0
