"gene","status","n_tissue_errors","n_nonconverged"
"NR1I3","finished",0,0
"NR2C1","finished",0,0
"NR2C2","finished",0,0
"NR2C2AP","finished",0,0
"NR2E1","finished",0,0
"NR2E3","finished",0,0
"NR2F1","finished",0,0
"NR2F2","finished",0,0
"NR2F6","finished",0,0
"NR3C1","finished",0,0
"NR3C2","finished",0,0
"NR4A1","finished",0,0
"NR4A2","finished",0,0
"NR4A3","finished",0,0
"NR5A1","finished",0,0
"NR5A2","finished",0,0
"NR6A1","finished",0,0
"NRAP","finished",0,0
"NRARP","finished",0,0
"NRAS","finished",0,0
"NRBF2","finished",0,0
"NRBP1","finished",0,0
"NRBP2","finished",0,0
"NRCAM","finished",0,0
"NRDC","finished",0,0
"NRDE2","finished",0,0
"NREP","finished",0,0
"NRF1","finished",0,0
"NRG1","finished",0,0
"NRG2","finished",0,0
"NRG3","finished",0,0
"NRG4","finished",0,0
"NRGN","finished",0,0
"NRIP1","finished",0,0
"NRIP2","finished",0,0
"NRIP3","finished",0,0
"NRK","gene_error",0,0
"NRL","finished",0,0
"NRM","finished",0,0
"NRN1","finished",0,0
"NRN1L","finished",0,0
"NRP1","finished",0,0
"NRP2","finished",0,0
"NRROS","finished",0,0
"NRSN1","finished",0,0
"NRSN2","finished",0,0
"NRTN","finished",0,0
"NRXN1","finished",0,0
"NRXN2","finished",0,0
"NRXN3","finished",0,0
"NSA2","finished",0,0
"NSD1","finished",0,0
"NSD2","finished",0,0
"NSD3","finished",0,0
"NSDHL","gene_error",0,0
"NSF","finished",0,0
"NSFL1C","finished",0,0
"NSG1","finished",0,0
"NSL1","finished",0,0
"NSMAF","finished",0,0
"NSMCE1","finished",0,0
"NSMCE2","finished",0,0
"NSMCE3","finished",0,0
"NSMCE4A","finished",0,0
"NSMF","finished",0,0
"NSRP1","finished",0,0
"NSUN2","finished",0,0
"NSUN3","finished",0,0
"NSUN4","finished",0,0
"NSUN5","finished",0,0
"NSUN6","finished",0,0
"NSUN7","finished",0,0
"NT5C","finished",0,0
"NT5C1A","finished",0,0
"NT5C1B","finished",0,0
"NT5C2","finished",0,0
"NT5C3A","finished",0,0
"NT5C3B","finished",0,0
"NT5DC1","finished",0,0
"NT5DC2","finished",0,0
"NT5DC3","finished",0,0
"NT5DC4","finished",0,0
"NT5E","finished",0,0
"NT5M","finished",0,0
"NTAN1","finished",0,0
"NTF3","finished",0,0
"NTF4","finished",0,0
"NTHL1","finished",0,0
"NTM","finished",0,0
"NTMT1","finished",0,0
"NTN1","finished",0,0
"NTN3","finished",0,0
"NTN4","finished",0,0
"NTN5","finished",0,0
"NTNG1","finished",0,0
"NTNG2","finished",0,0
"NTPCR","finished",0,0
"NTRK1","finished",0,0
"NTRK2","finished",0,0
"NTRK3","finished",0,0
