"gene","status","n_tissue_errors","n_nonconverged"
"TCF21","finished",0,0
"TCF23","finished",0,0
"TCF24","finished",0,0
"TCF25","finished",0,0
"TCF3","finished",0,0
"TCF4","finished",0,0
"TCF7","finished",0,0
"TCF7L1","finished",0,0
"TCF7L2","finished",0,0
"TCFL5","finished",0,0
"TCHH","finished",0,0
"TCHHL1","finished",0,0
"TCHP","finished",0,0
"TCIRG1","finished",0,0
"TCL1A","finished",0,0
"TCL1B","finished",0,0
"TCN1","finished",0,0
"TCN2","finished",0,0
"TCOF1","finished",0,0
"TCP1","finished",0,0
"TCP10L","finished",0,0
"TCP10L2","finished",0,0
"TCP11","finished",0,0
"TCP11L1","finished",0,0
"TCP11L2","finished",0,0
"TCP11X1","gene_error",0,0
"TCP11X2","gene_error",0,0
"TCTA","finished",0,0
"TCTE1","finished",0,0
"TCTEX1D1","finished",0,0
"TCTEX1D4","finished",0,0
"TCTN1","finished",0,0
"TCTN2","finished",0,0
"TCTN3","finished",0,0
"TDG","finished",0,0
"TDGF1","finished",0,0
"TDO2","finished",0,0
"TDP1","finished",0,0
"TDP2","finished",0,0
"TDRD1","finished",0,0
"TDRD10","finished",0,0
"TDRD12","finished",0,0
"TDRD15","finished",0,0
"TDRD3","finished",0,0
"TDRD5","finished",0,0
"TDRD6","finished",0,0
"TDRD7","finished",0,0
"TDRD9","finished",0,0
"TDRKH","finished",0,0
"TDRP","finished",0,0
"TEAD1","finished",0,0
"TEAD2","finished",0,0
"TEAD3","finished",0,0
"TEAD4","finished",0,0
"TEC","finished",0,0
"TECPR1","finished",0,0
"TECPR2","finished",0,0
"TECR","finished",0,0
"TECRL","finished",0,0
"TECTA","finished",0,0
"TECTB","finished",0,0
"TEDDM1","finished",0,0
"TEF","finished",0,0
"TEFM","finished",0,0
"TEK","finished",0,0
"TEKT1","finished",0,0
"TEKT2","finished",0,0
"TEKT3","finished",0,0
"TEKT4","finished",0,0
"TEKT5","finished",0,0
"TELO2","finished",0,0
"TEN1","finished",0,0
"TENM1","gene_error",0,0
"TENM2","finished",0,0
"TENM3","finished",0,0
"TENM4","finished",0,0
"TEP1","finished",0,0
"TEPP","finished",0,0
"TEPSIN","finished",0,0
"TERB1","finished",0,0
"TERB2","finished",0,0
"TERF1","finished",0,0
"TERF2","finished",0,0
"TERF2IP","finished",0,0
"TERT","finished",0,0
"TES","finished",0,0
"TESC","finished",0,0
"TESK1","finished",0,0
"TESK2","finished",0,0
"TESMIN","finished",0,0
"TESPA1","finished",0,0
"TET1","finished",0,0
"TET2","finished",0,0
"TET3","finished",0,0
"TEX10","finished",0,0
"TEX101","finished",0,0
"TEX11","gene_error",0,0
"TEX12","finished",0,0
"TEX13A","gene_error",0,0
"TEX13B","gene_error",0,0
