"gene","status","n_tissue_errors","n_nonconverged"
"KRT8","finished",0,0
"KRT80","finished",0,0
"KRT81","finished",0,0
"KRT82","finished",0,0
"KRT83","finished",0,0
"KRT84","finished",0,0
"KRT85","finished",0,0
"KRT86","finished",0,0
"KRT9","finished",0,0
"KRTAP1-1","finished",0,0
"KRTAP1-3","finished",0,0
"KRTAP1-4","finished",0,0
"KRTAP1-5","finished",0,0
"KRTAP10-1","finished",0,0
"KRTAP10-10","finished",0,0
"KRTAP10-11","finished",0,0
"KRTAP10-12","finished",0,0
"KRTAP10-2","finished",0,0
"KRTAP10-3","finished",0,0
"KRTAP10-4","finished",0,0
"KRTAP10-5","finished",0,0
"KRTAP10-6","finished",0,0
"KRTAP10-7","finished",0,0
"KRTAP10-8","finished",0,0
"KRTAP10-9","finished",0,0
"KRTAP11-1","finished",0,0
"KRTAP12-1","finished",0,0
"KRTAP12-2","finished",0,0
"KRTAP12-3","finished",0,0
"KRTAP12-4","finished",0,0
"KRTAP13-1","finished",0,0
"KRTAP13-2","finished",0,0
"KRTAP13-3","finished",0,0
"KRTAP13-4","finished",0,0
"KRTAP15-1","finished",0,0
"KRTAP16-1","finished",0,0
"KRTAP17-1","finished",0,0
"KRTAP19-1","finished",0,0
"KRTAP19-2","finished",0,0
"KRTAP19-3","finished",0,0
"KRTAP19-4","finished",0,0
"KRTAP19-5","finished",0,0
"KRTAP19-6","finished",0,0
"KRTAP19-7","finished",0,0
"KRTAP19-8","finished",0,0
"KRTAP2-1","finished",0,0
"KRTAP2-2","finished",0,0
"KRTAP2-3","finished",0,0
"KRTAP2-4","finished",0,0
"KRTAP20-1","finished",0,0
"KRTAP20-2","finished",0,0
"KRTAP20-3","finished",0,0
"KRTAP20-4","finished",0,0
"KRTAP21-1","finished",0,0
"KRTAP21-2","finished",0,0
"KRTAP21-3","finished",0,0
"KRTAP22-1","finished",0,0
"KRTAP22-2","finished",0,0
"KRTAP23-1","finished",0,0
"KRTAP24-1","finished",0,0
"KRTAP25-1","finished",0,0
"KRTAP26-1","finished",0,0
"KRTAP27-1","finished",0,0
"KRTAP29-1","finished",0,0
"KRTAP3-1","finished",0,0
"KRTAP3-2","finished",0,0
"KRTAP3-3","finished",0,0
"KRTAP4-1","finished",0,0
"KRTAP4-11","finished",0,0
"KRTAP4-12","finished",0,0
"KRTAP4-16","finished",0,0
"KRTAP4-2","finished",0,0
"KRTAP4-3","finished",0,0
"KRTAP4-4","finished",0,0
"KRTAP4-5","finished",0,0
"KRTAP4-6","finished",0,0
"KRTAP4-7","finished",0,0
"KRTAP4-8","finished",0,0
"KRTAP4-9","finished",0,0
"KRTAP5-1","finished",0,0
"KRTAP5-10","finished",0,0
"KRTAP5-11","finished",0,0
"KRTAP5-2","finished",0,0
"KRTAP5-3","finished",0,0
"KRTAP5-4","finished",0,0
"KRTAP5-5","finished",0,0
"KRTAP5-6","finished",0,0
"KRTAP5-7","finished",0,0
"KRTAP5-8","finished",0,0
"KRTAP5-9","finished",0,0
"KRTAP6-1","finished",0,0
"KRTAP6-2","finished",0,0
"KRTAP6-3","finished",0,0
"KRTAP7-1","finished",0,0
"KRTAP8-1","finished",0,0
"KRTAP9-1","finished",0,0
"KRTAP9-2","finished",0,0
"KRTAP9-3","finished",0,0
"KRTAP9-4","finished",0,0
"KRTAP9-6","finished",0,0
