"gene","status","n_tissue_errors","n_nonconverged"
"GCK","finished",0,0
"GCKR","finished",0,0
"GCLC","finished",0,0
"GCLM","finished",0,0
"GCM1","finished",0,0
"GCM2","finished",0,0
"GCN1","finished",0,0
"GCNA","gene_error",0,0
"GCNT1","finished",0,0
"GCNT2","finished",0,0
"GCNT3","finished",0,0
"GCNT4","finished",0,0
"GCNT7","finished",0,0
"GCSAM","finished",0,0
"GCSAML","finished",0,0
"GCSH","finished",0,0
"GDA","finished",0,0
"GDAP1","finished",0,0
"GDAP1L1","finished",0,0
"GDAP2","finished",0,0
"GDE1","finished",0,0
"GDF10","finished",0,0
"GDF11","finished",0,0
"GDF15","finished",0,0
"GDF2","finished",0,0
"GDF3","finished",0,0
"GDF5","finished",0,0
"GDF6","finished",0,0
"GDF7","finished",0,0
"GDF9","finished",0,0
"GDI1","gene_error",0,0
"GDI2","finished",0,0
"GDNF","finished",0,0
"GDPD1","finished",0,0
"GDPD2","gene_error",0,0
"GDPD3","finished",0,0
"GDPD4","finished",0,0
"GDPD5","finished",0,0
"GDPGP1","finished",0,0
"GEM","finished",0,0
"GEMIN2","finished",0,0
"GEMIN4","finished",0,0
"GEMIN5","finished",0,0
"GEMIN6","finished",0,0
"GEMIN7","finished",0,0
"GEMIN8","gene_error",0,0
"GEN1","finished",0,0
"GET4","finished",0,0
"GFAP","finished",0,0
"GFER","finished",0,0
"GFI1","finished",0,0
"GFI1B","finished",0,0
"GFM1","finished",0,0
"GFM2","finished",0,0
"GFOD1","finished",0,0
"GFOD2","finished",0,0
"GFPT1","finished",0,0
"GFPT2","finished",0,0
"GFRA1","finished",0,0
"GFRA2","finished",0,0
"GFRA3","finished",0,0
"GFRA4","finished",0,0
"GFRAL","finished",0,0
"GFY","finished",0,0
"GGA1","finished",0,0
"GGA2","finished",0,0
"GGA3","finished",0,0
"GGACT","finished",0,0
"GGCT","finished",0,0
"GGCX","finished",0,0
"GGH","finished",0,0
"GGN","finished",0,0
"GGNBP2","finished",0,0
"GGPS1","finished",0,0
"GGT1","finished",0,0
"GGT2","finished",0,0
"GGT5","finished",0,0
"GGT6","finished",0,0
"GGT7","finished",0,0
"GGTLC1","finished",0,0
"GGTLC2","finished",0,0
"GGTLC3","finished",0,0
"GH1","finished",0,0
"GH2","finished",0,0
"GHDC","finished",0,0
"GHITM","finished",0,0
"GHR","finished",0,0
"GHRH","finished",0,0
"GHRHR","finished",0,0
"GHRL","finished",0,0
"GHSR","finished",0,0
"GID4","finished",0,0
"GID8","finished",0,0
"GIGYF1","finished",0,0
"GIGYF2","finished",0,0
"GIMAP1","finished",0,0
"GIMAP2","finished",0,0
"GIMAP4","finished",0,0
"GIMAP5","finished",0,0
"GIMAP6","finished",0,0
