"gene","status","n_tissue_errors","n_nonconverged"
"TMEM241","finished",0,0
"TMEM242","finished",0,0
"TMEM243","finished",0,0
"TMEM244","finished",0,0
"TMEM245","finished",0,0
"TMEM247","finished",0,0
"TMEM248","finished",0,0
"TMEM249","finished",0,0
"TMEM25","finished",0,0
"TMEM251","finished",0,0
"TMEM252","finished",0,0
"TMEM253","finished",0,0
"TMEM254","finished",0,0
"TMEM255A","gene_error",0,0
"TMEM255B","finished",0,0
"TMEM256","finished",0,0
"TMEM258","finished",0,0
"TMEM259","finished",0,0
"TMEM26","finished",0,0
"TMEM260","finished",0,0
"TMEM262","finished",0,0
"TMEM263","finished",0,0
"TMEM265","finished",0,0
"TMEM266","finished",0,0
"TMEM267","finished",0,0
"TMEM268","finished",0,0
"TMEM269","finished",0,0
"TMEM30A","finished",0,0
"TMEM30B","finished",0,0
"TMEM31","gene_error",0,0
"TMEM33","finished",0,0
"TMEM35A","gene_error",0,0
"TMEM35B","finished",0,0
"TMEM37","finished",0,0
"TMEM38A","finished",0,0
"TMEM38B","finished",0,0
"TMEM39A","finished",0,0
"TMEM39B","finished",0,0
"TMEM40","finished",0,0
"TMEM41A","finished",0,0
"TMEM41B","finished",0,0
"TMEM42","finished",0,0
"TMEM43","finished",0,0
"TMEM44","finished",0,0
"TMEM45A","finished",0,0
"TMEM45B","finished",0,0
"TMEM47","gene_error",0,0
"TMEM50A","finished",0,0
"TMEM50B","finished",0,0
"TMEM51","finished",0,0
"TMEM52","finished",0,0
"TMEM52B","finished",0,0
"TMEM53","finished",0,0
"TMEM54","finished",0,0
"TMEM59","finished",0,0
"TMEM59L","finished",0,0
"TMEM60","finished",0,0
"TMEM61","finished",0,0
"TMEM62","finished",0,0
"TMEM63A","finished",0,0
"TMEM63B","finished",0,0
"TMEM63C","finished",0,0
"TMEM64","finished",0,0
"TMEM65","finished",0,0
"TMEM67","finished",0,0
"TMEM68","finished",0,0
"TMEM69","finished",0,0
"TMEM70","finished",0,0
"TMEM71","finished",0,0
"TMEM72","finished",0,0
"TMEM74","finished",0,0
"TMEM74B","finished",0,0
"TMEM79","finished",0,0
"TMEM80","finished",0,0
"TMEM81","finished",0,0
"TMEM82","finished",0,0
"TMEM86A","finished",0,0
"TMEM86B","finished",0,0
"TMEM87A","finished",0,0
"TMEM87B","finished",0,0
"TMEM88","finished",0,0
"TMEM88B","finished",0,0
"TMEM89","finished",0,0
"TMEM8B","finished",0,0
"TMEM9","finished",0,0
"TMEM91","finished",0,0
"TMEM92","finished",0,0
"TMEM94","finished",0,0
"TMEM95","finished",0,0
"TMEM97","finished",0,0
"TMEM98","finished",0,0
"TMEM9B","finished",0,0
"TMF1","finished",0,0
"TMIE","finished",0,0
"TMIGD1","finished",0,0
"TMIGD2","finished",0,0
"TMIGD3","finished",0,0
"TMLHE","gene_error",0,0
"TMOD1","finished",0,0
"TMOD2","finished",0,0
