"gene","status","n_tissue_errors","n_nonconverged"
"TRPS1","finished",0,0
"TRPT1","finished",0,0
"TRPV1","finished",0,0
"TRPV2","finished",0,0
"TRPV3","finished",0,0
"TRPV4","finished",0,0
"TRPV5","finished",0,0
"TRPV6","finished",0,0
"TRRAP","finished",0,0
"TRUB1","finished",0,0
"TRUB2","finished",0,0
"TSACC","finished",0,0
"TSC1","finished",0,0
"TSC2","finished",0,0
"TSC22D1","finished",0,0
"TSC22D2","finished",0,0
"TSC22D3","gene_error",0,0
"TSC22D4","finished",0,0
"TSEN15","finished",0,0
"TSEN2","finished",0,0
"TSEN34","finished",0,0
"TSEN54","finished",0,0
"TSFM","finished",0,0
"TSG101","finished",0,0
"TSGA10","finished",0,0
"TSGA10IP","finished",0,0
"TSGA13","finished",0,0
"TSHB","finished",0,0
"TSHR","finished",0,0
"TSHZ1","finished",0,0
"TSHZ2","finished",0,0
"TSHZ3","finished",0,0
"TSKS","finished",0,0
"TSKU","finished",0,0
"TSLP","finished",0,0
"TSN","finished",0,0
"TSNARE1","finished",0,0
"TSNAX","finished",0,0
"TSNAXIP1","finished",0,0
"TSPAN1","finished",0,0
"TSPAN10","finished",0,0
"TSPAN11","finished",0,0
"TSPAN12","finished",0,0
"TSPAN13","finished",0,0
"TSPAN14","finished",0,0
"TSPAN15","finished",0,0
"TSPAN16","finished",0,0
"TSPAN17","finished",0,0
"TSPAN18","finished",0,0
"TSPAN19","finished",0,0
"TSPAN2","finished",0,0
"TSPAN3","finished",0,0
"TSPAN31","finished",0,0
"TSPAN32","finished",0,0
"TSPAN33","finished",0,0
"TSPAN4","finished",0,0
"TSPAN5","finished",0,0
"TSPAN6","gene_error",0,0
"TSPAN7","gene_error",0,0
"TSPAN8","finished",0,0
"TSPAN9","finished",0,0
"TSPEAR","finished",0,0
"TSPO","finished",0,0
"TSPO2","finished",0,0
"TSPOAP1","finished",0,0
"TSPY1","gene_error",0,0
"TSPY10","gene_error",0,0
"TSPY2","gene_error",0,0
"TSPY3","gene_error",0,0
"TSPY4","gene_error",0,0
"TSPY8","gene_error",0,0
"TSPY9P","gene_error",0,0
"TSPYL1","finished",0,0
"TSPYL2","gene_error",0,0
"TSPYL4","finished",0,0
"TSPYL5","finished",0,0
"TSPYL6","finished",0,0
"TSR1","finished",0,0
"TSR2","gene_error",0,0
"TSR3","finished",0,0
"TSSC4","finished",0,0
"TSSK1B","finished",0,0
"TSSK3","finished",0,0
"TSSK4","finished",0,0
"TSSK6","finished",0,0
"TST","finished",0,0
"TSTD1","finished",0,0
"TSTD2","finished",0,0
"TSTD3","finished",0,0
"TTBK1","finished",0,0
"TTBK2","finished",0,0
"TTC1","finished",0,0
"TTC12","finished",0,0
"TTC13","finished",0,0
"TTC14","finished",0,0
"TTC16","finished",0,0
"TTC17","finished",0,0
"TTC19","finished",0,0
"TTC21A","finished",0,0
"TTC21B","finished",0,0
