"gene","status","n_tissue_errors","n_nonconverged"
"ZNF585A","finished",0,0
"ZNF585B","finished",0,0
"ZNF586","finished",0,0
"ZNF587","finished",0,0
"ZNF587B","finished",0,0
"ZNF589","finished",0,0
"ZNF592","finished",0,0
"ZNF593","finished",0,0
"ZNF594","finished",0,0
"ZNF595","finished",0,0
"ZNF596","finished",0,0
"ZNF597","finished",0,0
"ZNF598","finished",0,0
"ZNF599","finished",0,0
"ZNF600","finished",0,0
"ZNF605","finished",0,0
"ZNF606","finished",0,0
"ZNF607","finished",0,0
"ZNF608","finished",0,0
"ZNF609","finished",0,0
"ZNF610","finished",0,0
"ZNF611","finished",0,0
"ZNF613","finished",0,0
"ZNF614","finished",0,0
"ZNF615","finished",0,0
"ZNF616","finished",0,0
"ZNF618","finished",0,0
"ZNF619","finished",0,0
"ZNF620","finished",0,0
"ZNF621","finished",0,0
"ZNF622","finished",0,0
"ZNF623","finished",0,0
"ZNF624","finished",0,0
"ZNF625","finished",0,0
"ZNF626","finished",0,0
"ZNF627","finished",0,0
"ZNF628","finished",0,0
"ZNF629","finished",0,0
"ZNF630","gene_error",0,0
"ZNF638","finished",0,0
"ZNF639","finished",0,0
"ZNF641","finished",0,0
"ZNF644","finished",0,0
"ZNF646","finished",0,0
"ZNF648","finished",0,0
"ZNF649","finished",0,0
"ZNF652","finished",0,0
"ZNF653","finished",0,0
"ZNF654","finished",0,0
"ZNF655","finished",0,0
"ZNF658","finished",0,0
"ZNF66","finished",0,0
"ZNF660","finished",0,0
"ZNF662","finished",0,0
"ZNF664","finished",0,0
"ZNF665","finished",0,0
"ZNF667","finished",0,0
"ZNF668","finished",0,0
"ZNF669","finished",0,0
"ZNF670","finished",0,0
"ZNF671","finished",0,0
"ZNF672","finished",0,0
"ZNF674","gene_error",0,0
"ZNF675","finished",0,0
"ZNF676","finished",0,0
"ZNF677","finished",0,0
"ZNF678","finished",0,0
"ZNF679","finished",0,0
"ZNF680","finished",0,0
"ZNF681","finished",0,0
"ZNF682","finished",0,0
"ZNF683","finished",0,0
"ZNF684","finished",0,0
"ZNF687","finished",0,0
"ZNF688","finished",0,0
"ZNF689","finished",0,0
"ZNF69","finished",0,0
"ZNF691","finished",0,0
"ZNF692","finished",0,0
"ZNF695","finished",0,0
"ZNF696","finished",0,0
"ZNF697","finished",0,0
"ZNF699","finished",0,0
"ZNF7","finished",0,0
"ZNF70","finished",0,0
"ZNF700","finished",0,0
"ZNF701","finished",0,0
"ZNF703","finished",0,0
"ZNF704","finished",0,0
"ZNF705A","finished",0,0
"ZNF705B","finished",0,0
"ZNF705D","finished",0,0
"ZNF705E","finished",0,0
"ZNF705G","finished",0,0
"ZNF706","finished",0,0
"ZNF707","finished",0,0
"ZNF708","finished",0,0
"ZNF709","finished",0,0
"ZNF71","finished",0,0
"ZNF710","finished",0,0
