"gene","status","n_tissue_errors","n_nonconverged"
"OR5M11","finished",0,0
"OR5M3","finished",0,0
"OR5M8","finished",0,0
"OR5M9","finished",0,0
"OR5P2","finished",0,0
"OR5P3","finished",0,0
"OR5T1","finished",0,0
"OR5T2","finished",0,0
"OR5T3","finished",0,0
"OR5V1","finished",0,0
"OR5W2","finished",0,0
"OR6A2","finished",0,0
"OR6B1","finished",0,0
"OR6B2","finished",0,0
"OR6B3","finished",0,0
"OR6C1","finished",0,0
"OR6C2","finished",0,0
"OR6C3","finished",0,0
"OR6C4","finished",0,0
"OR6C6","finished",0,0
"OR6C65","finished",0,0
"OR6C68","finished",0,0
"OR6C70","finished",0,0
"OR6C74","finished",0,0
"OR6C75","finished",0,0
"OR6C76","finished",0,0
"OR6F1","finished",0,0
"OR6J1","finished",0,0
"OR6K2","finished",0,0
"OR6K3","finished",0,0
"OR6K6","finished",0,0
"OR6M1","finished",0,0
"OR6N1","finished",0,0
"OR6N2","finished",0,0
"OR6P1","finished",0,0
"OR6Q1","finished",0,0
"OR6S1","finished",0,0
"OR6T1","finished",0,0
"OR6V1","finished",0,0
"OR6X1","finished",0,0
"OR6Y1","finished",0,0
"OR7A10","finished",0,0
"OR7A17","finished",0,0
"OR7A5","finished",0,0
"OR7C1","finished",0,0
"OR7C2","finished",0,0
"OR7D2","finished",0,0
"OR7D4","finished",0,0
"OR7E24","finished",0,0
"OR7G1","finished",0,0
"OR7G2","finished",0,0
"OR7G3","finished",0,0
"OR8A1","finished",0,0
"OR8B12","finished",0,0
"OR8B2","finished",0,0
"OR8B3","finished",0,0
"OR8B4","finished",0,0
"OR8B8","finished",0,0
"OR8D1","finished",0,0
"OR8D2","finished",0,0
"OR8D4","finished",0,0
"OR8G1","finished",0,0
"OR8G5","finished",0,0
"OR8H1","finished",0,0
"OR8H2","finished",0,0
"OR8H3","finished",0,0
"OR8I2","finished",0,0
"OR8J1","finished",0,0
"OR8J3","finished",0,0
"OR8K1","finished",0,0
"OR8K3","finished",0,0
"OR8K5","finished",0,0
"OR8S1","finished",0,0
"OR8U1","finished",0,0
"OR9A2","finished",0,0
"OR9A4","finished",0,0
"OR9G1","finished",0,0
"OR9G4","finished",0,0
"OR9I1","finished",0,0
"OR9K2","finished",0,0
"OR9Q1","finished",0,0
"OR9Q2","finished",0,0
"ORAI1","finished",0,0
"ORAI2","finished",0,0
"ORAI3","finished",0,0
"ORC1","finished",0,0
"ORC2","finished",0,0
"ORC3","finished",0,0
"ORC4","finished",0,0
"ORC5","finished",0,0
"ORC6","finished",0,0
"ORM1","finished",0,0
"ORM2","finished",0,0
"ORMDL1","finished",0,0
"ORMDL2","finished",0,0
"ORMDL3","finished",0,0
"OS9","finished",0,0
"OSBP","finished",0,0
"OSBP2","finished",0,0
"OSBPL10","finished",0,0
