"gene","status","n_tissue_errors","n_nonconverged"
"SNX22","finished",0,0
"SNX24","finished",0,0
"SNX25","finished",0,0
"SNX27","finished",0,0
"SNX29","finished",0,0
"SNX3","finished",0,0
"SNX30","finished",0,0
"SNX31","finished",0,0
"SNX32","finished",0,0
"SNX33","finished",0,0
"SNX4","finished",0,0
"SNX5","finished",0,0
"SNX6","finished",0,0
"SNX7","finished",0,0
"SNX8","finished",0,0
"SNX9","finished",0,0
"SOAT1","finished",0,0
"SOAT2","finished",0,0
"SOBP","finished",0,0
"SOCS1","finished",0,0
"SOCS2","finished",0,0
"SOCS3","finished",0,0
"SOCS4","finished",0,0
"SOCS5","finished",0,0
"SOCS6","finished",0,0
"SOCS7","finished",0,0
"SOD1","finished",0,0
"SOD2","finished",0,0
"SOD3","finished",0,0
"SOGA1","finished",0,0
"SOGA3","finished",0,0
"SOHLH1","finished",0,0
"SOHLH2","finished",0,0
"SON","finished",0,0
"SORBS1","finished",0,0
"SORBS2","finished",0,0
"SORBS3","finished",0,0
"SORCS1","finished",0,0
"SORCS2","finished",0,0
"SORCS3","finished",0,0
"SORD","finished",0,0
"SORL1","finished",0,0
"SORT1","finished",0,0
"SOS1","finished",0,0
"SOS2","finished",0,0
"SOST","finished",0,0
"SOSTDC1","finished",0,0
"SOWAHA","finished",0,0
"SOWAHB","finished",0,0
"SOWAHC","finished",0,0
"SOWAHD","gene_error",0,0
"SOX1","finished",0,0
"SOX11","finished",0,0
"SOX12","finished",0,0
"SOX13","finished",0,0
"SOX14","finished",0,0
"SOX15","finished",0,0
"SOX17","finished",0,0
"SOX18","finished",0,0
"SOX2","finished",0,0
"SOX21","finished",0,0
"SOX3","gene_error",0,0
"SOX30","finished",0,0
"SOX4","finished",0,0
"SOX5","finished",0,0
"SOX6","finished",0,0
"SOX7","finished",0,0
"SOX8","finished",0,0
"SOX9","finished",0,0
"SP1","finished",0,0
"SP100","finished",0,0
"SP110","finished",0,0
"SP140","finished",0,0
"SP140L","finished",0,0
"SP2","finished",0,0
"SP3","finished",0,0
"SP4","finished",0,0
"SP5","finished",0,0
"SP6","finished",0,0
"SP7","finished",0,0
"SP8","finished",0,0
"SP9","finished",0,0
"SPA17","finished",0,0
"SPAAR","finished",0,0
"SPACA1","finished",0,0
"SPACA3","finished",0,0
"SPACA4","finished",0,0
"SPACA5","gene_error",0,0
"SPACA5B","gene_error",0,0
"SPACA6","finished",0,0
"SPACA7","finished",0,0
"SPACA9","finished",0,0
"SPAG1","finished",0,0
"SPAG11A","finished",0,0
"SPAG11B","finished",0,0
"SPAG16","finished",0,0
"SPAG17","finished",0,0
"SPAG4","finished",0,0
"SPAG5","finished",0,0
"SPAG6","finished",0,0
