"gene","status","n_tissue_errors","n_nonconverged"
"JAG2","finished",0,0
"JAGN1","finished",0,0
"JAK1","finished",0,0
"JAK2","finished",0,0
"JAK3","finished",0,0
"JAKMIP1","finished",0,0
"JAKMIP2","finished",0,0
"JAKMIP3","finished",0,0
"JAM2","finished",0,0
"JAM3","finished",0,0
"JAML","finished",0,0
"JARID2","finished",0,0
"JAZF1","finished",0,0
"JCHAIN","finished",0,0
"JDP2","finished",0,0
"JKAMP","finished",0,0
"JMJD1C","finished",0,0
"JMJD4","finished",0,0
"JMJD6","finished",0,0
"JMJD7","finished",0,0
"JMJD8","finished",0,0
"JMY","finished",0,0
"JOSD1","finished",0,0
"JOSD2","finished",0,0
"JPH1","finished",0,0
"JPH2","finished",0,0
"JPH3","finished",0,0
"JPH4","finished",0,0
"JRK","finished",0,0
"JRKL","finished",0,0
"JSRP1","finished",0,0
"JTB","finished",0,0
"JUN","finished",0,0
"JUNB","finished",0,0
"JUND","finished",0,0
"JUP","finished",0,0
"KAAG1","finished",0,0
"KALRN","finished",0,0
"KANK1","finished",0,0
"KANK2","finished",0,0
"KANK3","finished",0,0
"KANK4","finished",0,0
"KANSL1","finished",0,0
"KANSL1L","finished",0,0
"KANSL2","finished",0,0
"KANSL3","finished",0,0
"KANTR","gene_error",0,0
"KAT14","finished",0,0
"KAT2A","finished",0,0
"KAT2B","finished",0,0
"KAT5","finished",0,0
"KAT6A","finished",0,0
"KAT6B","finished",0,0
"KAT7","finished",0,0
"KAT8","finished",0,0
"KATNA1","finished",0,0
"KATNAL1","finished",0,0
"KATNAL2","finished",0,0
"KATNB1","finished",0,0
"KATNBL1","finished",0,0
"KAZALD1","finished",0,0
"KAZN","finished",0,0
"KBTBD11","finished",0,0
"KBTBD11-OT1","finished",0,0
"KBTBD12","finished",0,0
"KBTBD13","finished",0,0
"KBTBD2","finished",0,0
"KBTBD3","finished",0,0
"KBTBD4","finished",0,0
"KBTBD6","finished",0,0
"KBTBD7","finished",0,0
"KBTBD8","finished",0,0
"KCMF1","finished",0,0
"KCNA1","finished",0,0
"KCNA10","finished",0,0
"KCNA2","finished",0,0
"KCNA3","finished",0,0
"KCNA4","finished",0,0
"KCNA5","finished",0,0
"KCNA7","finished",0,0
"KCNAB1","finished",0,0
"KCNAB2","finished",0,0
"KCNAB3","finished",0,0
"KCNB1","finished",0,0
"KCNB2","finished",0,0
"KCNC1","finished",0,0
"KCNC2","finished",0,0
"KCNC3","finished",0,0
"KCNC4","finished",0,0
"KCND1","gene_error",0,0
"KCND2","finished",0,0
"KCND3","finished",0,0
"KCNE1","finished",0,0
"KCNE1B","finished",0,0
"KCNE2","finished",0,0
"KCNE3","finished",0,0
"KCNE4","finished",0,0
"KCNE5","gene_error",0,0
"KCNF1","finished",0,0
"KCNG1","finished",0,0
