"gene","status","n_tissue_errors","n_nonconverged"
"CCDC39","finished",0,0
"CCDC40","finished",0,0
"CCDC42","finished",0,0
"CCDC43","finished",0,0
"CCDC47","finished",0,0
"CCDC50","finished",0,0
"CCDC51","finished",0,0
"CCDC54","finished",0,0
"CCDC57","finished",0,0
"CCDC58","finished",0,0
"CCDC59","finished",0,0
"CCDC6","finished",0,0
"CCDC60","finished",0,0
"CCDC61","finished",0,0
"CCDC62","finished",0,0
"CCDC63","finished",0,0
"CCDC65","finished",0,0
"CCDC66","finished",0,0
"CCDC68","finished",0,0
"CCDC69","finished",0,0
"CCDC7","finished",0,0
"CCDC70","finished",0,0
"CCDC71","finished",0,0
"CCDC71L","finished",0,0
"CCDC73","finished",0,0
"CCDC74A","finished",0,0
"CCDC74B","finished",0,0
"CCDC77","finished",0,0
"CCDC78","finished",0,0
"CCDC8","finished",0,0
"CCDC80","finished",0,0
"CCDC81","finished",0,0
"CCDC82","finished",0,0
"CCDC83","finished",0,0
"CCDC85A","finished",0,0
"CCDC85B","finished",0,0
"CCDC85C","finished",0,0
"CCDC86","finished",0,0
"CCDC87","finished",0,0
"CCDC88A","finished",0,0
"CCDC88B","finished",0,0
"CCDC88C","finished",0,0
"CCDC89","finished",0,0
"CCDC9","finished",0,0
"CCDC90B","finished",0,0
"CCDC91","finished",0,0
"CCDC92","finished",0,0
"CCDC93","finished",0,0
"CCDC96","finished",0,0
"CCDC97","finished",0,0
"CCER1","finished",0,0
"CCER2","finished",0,0
"CCHCR1","finished",0,0
"CCIN","finished",0,0
"CCK","finished",0,0
"CCKAR","finished",0,0
"CCKBR","finished",0,0
"CCL1","finished",0,0
"CCL11","finished",0,0
"CCL13","finished",0,0
"CCL14","finished",0,0
"CCL15","finished",0,0
"CCL16","finished",0,0
"CCL17","finished",0,0
"CCL18","finished",0,0
"CCL19","finished",0,0
"CCL2","finished",0,0
"CCL20","finished",0,0
"CCL21","finished",0,0
"CCL22","finished",0,0
"CCL23","finished",0,0
"CCL24","finished",0,0
"CCL25","finished",0,0
"CCL26","finished",0,0
"CCL27","finished",0,0
"CCL28","finished",0,0
"CCL3","finished",0,0
"CCL3L3","finished",0,0
"CCL4","finished",0,0
"CCL4L2","finished",0,0
"CCL5","finished",0,0
"CCL7","finished",0,0
"CCL8","finished",0,0
"CCM2","finished",0,0
"CCM2L","finished",0,0
"CCNA1","finished",0,0
"CCNA2","finished",0,0
"CCNB1","finished",0,0
"CCNB1IP1","finished",0,0
"CCNB2","finished",0,0
"CCNB3","gene_error",0,0
"CCNC","finished",0,0
"CCND1","finished",0,0
"CCND2","finished",0,0
"CCND3","finished",0,0
"CCNDBP1","finished",0,0
"CCNE1","finished",0,0
"CCNE2","finished",0,0
"CCNF","finished",0,0
"CCNG1","finished",0,0
