"gene","status","n_tissue_errors","n_nonconverged"
"WDR76","finished",0,0
"WDR77","finished",0,0
"WDR81","finished",0,0
"WDR82","finished",0,0
"WDR83","finished",0,0
"WDR83OS","finished",0,0
"WDR86","finished",0,0
"WDR87","finished",0,0
"WDR88","finished",0,0
"WDR89","finished",0,0
"WDR90","finished",0,0
"WDR91","finished",0,0
"WDR92","finished",0,0
"WDR93","finished",0,0
"WDR97","finished",0,0
"WDSUB1","finished",0,0
"WDTC1","finished",0,0
"WEE1","finished",0,0
"WEE2","finished",0,0
"WFDC1","finished",0,0
"WFDC10A","finished",0,0
"WFDC10B","finished",0,0
"WFDC11","finished",0,0
"WFDC12","finished",0,0
"WFDC13","finished",0,0
"WFDC2","finished",0,0
"WFDC3","finished",0,0
"WFDC5","finished",0,0
"WFDC6","finished",0,0
"WFDC8","finished",0,0
"WFDC9","finished",0,0
"WFIKKN1","finished",0,0
"WFIKKN2","finished",0,0
"WFS1","finished",0,0
"WHAMM","finished",0,0
"WHRN","finished",0,0
"WIF1","finished",0,0
"WIPF1","finished",0,0
"WIPF2","finished",0,0
"WIPF3","finished",0,0
"WIPI1","finished",0,0
"WIPI2","finished",0,0
"WIZ","finished",0,0
"WLS","finished",0,0
"WNK1","finished",0,0
"WNK2","finished",0,0
"WNK3","gene_error",0,0
"WNK4","finished",0,0
"WNT1","finished",0,0
"WNT10A","finished",0,0
"WNT10B","finished",0,0
"WNT11","finished",0,0
"WNT16","finished",0,0
"WNT2","finished",0,0
"WNT2B","finished",0,0
"WNT3","finished",0,0
"WNT3A","finished",0,0
"WNT4","finished",0,0
"WNT5A","finished",0,0
"WNT5B","finished",0,0
"WNT6","finished",0,0
"WNT7A","finished",0,0
"WNT7B","finished",0,0
"WNT8A","finished",0,0
"WNT8B","finished",0,0
"WNT9A","finished",0,0
"WNT9B","finished",0,0
"WRAP53","finished",0,0
"WRAP73","finished",0,0
"WRN","finished",0,0
"WRNIP1","finished",0,0
"WSB1","finished",0,0
"WSB2","finished",0,0
"WSCD1","finished",0,0
"WSCD2","finished",0,0
"WT1","finished",0,0
"WTAP","finished",0,0
"WTIP","finished",0,0
"WWC1","finished",0,0
"WWC2","finished",0,0
"WWC3","gene_error",0,0
"WWOX","finished",0,0
"WWP1","finished",0,0
"WWP2","finished",0,0
"WWTR1","finished",0,0
"XAB2","finished",0,0
"XAF1","finished",0,0
"XAGE1A","gene_error",0,0
"XAGE1B","gene_error",0,0
"XAGE2","gene_error",0,0
"XAGE3","gene_error",0,0
"XAGE5","gene_error",0,0
"XBP1","finished",0,0
"XCL1","finished",0,0
"XCL2","finished",0,0
"XCR1","finished",0,0
"XDH","finished",0,0
"XG","gene_error",0,0
"XIAP","gene_error",0,0
"XIRP1","finished",0,0
