"gene","status","n_tissue_errors","n_nonconverged"
"ST6GALNAC6","finished",0,0
"ST7","finished",0,0
"ST7L","finished",0,0
"ST8SIA1","finished",0,0
"ST8SIA2","finished",0,0
"ST8SIA3","finished",0,0
"ST8SIA4","finished",0,0
"ST8SIA5","finished",0,0
"ST8SIA6","finished",0,0
"STAB1","finished",0,0
"STAB2","finished",0,0
"STAC","finished",0,0
"STAC2","finished",0,0
"STAC3","finished",0,0
"STAG1","finished",0,0
"STAG2","gene_error",0,0
"STAG3","finished",0,0
"STAM","finished",0,0
"STAM2","finished",0,0
"STAMBP","finished",0,0
"STAMBPL1","finished",0,0
"STAP1","finished",0,0
"STAP2","finished",0,0
"STAR","finished",0,0
"STARD10","finished",0,0
"STARD13","finished",0,0
"STARD3","finished",0,0
"STARD3NL","finished",0,0
"STARD4","finished",0,0
"STARD5","finished",0,0
"STARD6","finished",0,0
"STARD7","finished",0,0
"STARD8","gene_error",0,0
"STARD9","finished",0,0
"STAT1","finished",0,0
"STAT2","finished",0,0
"STAT3","finished",0,0
"STAT4","finished",0,0
"STAT5A","finished",0,0
"STAT5B","finished",0,0
"STAT6","finished",0,0
"STATH","finished",0,0
"STAU1","finished",0,0
"STAU2","finished",0,0
"STBD1","finished",0,0
"STC1","finished",0,0
"STC2","finished",0,0
"STEAP1","finished",0,0
"STEAP1B","finished",0,0
"STEAP2","finished",0,0
"STEAP3","finished",0,0
"STEAP4","finished",0,0
"STH","finished",0,0
"STIL","finished",0,0
"STIM1","finished",0,0
"STIM2","finished",0,0
"STIP1","finished",0,0
"STK10","finished",0,0
"STK11","finished",0,0
"STK11IP","finished",0,0
"STK16","finished",0,0
"STK17A","finished",0,0
"STK17B","finished",0,0
"STK19","finished",0,0
"STK24","finished",0,0
"STK25","finished",0,0
"STK26","gene_error",0,0
"STK3","finished",0,0
"STK31","finished",0,0
"STK32A","finished",0,0
"STK32B","finished",0,0
"STK32C","finished",0,0
"STK33","finished",0,0
"STK35","finished",0,0
"STK36","finished",0,0
"STK38","finished",0,0
"STK38L","finished",0,0
"STK39","finished",0,0
"STK4","finished",0,0
"STK40","finished",0,0
"STKLD1","finished",0,0
"STMN1","finished",0,0
"STMN2","finished",0,0
"STMN3","finished",0,0
"STMN4","finished",0,0
"STMND1","finished",0,0
"STN1","finished",0,0
"STOM","finished",0,0
"STOML1","finished",0,0
"STOML2","finished",0,0
"STOML3","finished",0,0
"STON1","finished",0,0
"STON1-GTF2A1L","finished",0,0
"STON2","finished",0,0
"STOX1","finished",0,0
"STOX2","finished",0,0
"STPG1","finished",0,0
"STPG2","finished",0,0
"STPG3","finished",0,0
"STRA6","finished",0,0
