"gene","status","n_tissue_errors","n_nonconverged"
"NEUROD1","finished",0,0
"NEUROD2","finished",0,0
"NEUROD4","finished",0,0
"NEUROD6","finished",0,0
"NEUROG1","finished",0,0
"NEUROG2","finished",0,0
"NEUROG3","finished",0,0
"NEXN","finished",0,0
"NF1","finished",0,0
"NF2","finished",0,0
"NFAM1","finished",0,0
"NFASC","finished",0,0
"NFAT5","finished",0,0
"NFATC1","finished",0,0
"NFATC2","finished",0,0
"NFATC2IP","finished",0,0
"NFATC3","finished",0,0
"NFATC4","finished",0,0
"NFE2","finished",0,0
"NFE2L1","finished",0,0
"NFE2L2","finished",0,0
"NFE2L3","finished",0,0
"NFIA","finished",0,0
"NFIB","finished",0,0
"NFIC","finished",0,0
"NFIL3","finished",0,0
"NFIX","finished",0,0
"NFKB1","finished",0,0
"NFKB2","finished",0,0
"NFKBIA","finished",0,0
"NFKBIB","finished",0,0
"NFKBID","finished",0,0
"NFKBIE","finished",0,0
"NFKBIL1","finished",0,0
"NFKBIZ","finished",0,0
"NFRKB","finished",0,0
"NFS1","finished",0,0
"NFU1","finished",0,0
"NFX1","finished",0,0
"NFXL1","finished",0,0
"NFYA","finished",0,0
"NFYB","finished",0,0
"NFYC","finished",0,0
"NGB","finished",0,0
"NGDN","finished",0,0
"NGEF","finished",0,0
"NGF","finished",0,0
"NGFR","finished",0,0
"NGLY1","finished",0,0
"NGRN","finished",0,0
"NHEJ1","finished",0,0
"NHLH1","finished",0,0
"NHLH2","finished",0,0
"NHLRC1","finished",0,0
"NHLRC2","finished",0,0
"NHLRC3","finished",0,0
"NHLRC4","finished",0,0
"NHP2","finished",0,0
"NHS","gene_error",0,0
"NHSL1","finished",0,0
"NHSL2","gene_error",0,0
"NICN1","finished",0,0
"NID1","finished",0,0
"NID2","finished",0,0
"NIF3L1","finished",0,0
"NIFK","finished",0,0
"NIM1K","finished",0,0
"NIN","finished",0,0
"NINJ1","finished",0,0
"NINJ2","finished",0,0
"NINL","finished",0,0
"NIP7","finished",0,0
"NIPA1","finished",0,0
"NIPA2","finished",0,0
"NIPAL1","finished",0,0
"NIPAL2","finished",0,0
"NIPAL3","finished",0,0
"NIPAL4","finished",0,0
"NIPBL","finished",0,0
"NIPSNAP1","finished",0,0
"NIPSNAP3A","finished",0,0
"NIPSNAP3B","finished",0,0
"NISCH","finished",0,0
"NIT1","finished",0,0
"NIT2","finished",0,0
"NKAIN1","finished",0,0
"NKAIN2","finished",0,0
"NKAIN3","finished",0,0
"NKAIN4","finished",0,0
"NKAP","gene_error",0,0
"NKAPL","finished",0,0
"NKD1","finished",0,0
"NKD2","finished",0,0
"NKG7","finished",0,0
"NKIRAS1","finished",0,0
"NKIRAS2","finished",0,0
"NKPD1","finished",0,0
"NKRF","gene_error",0,0
"NKTR","finished",0,0
"NKX1-1","finished",0,0
