"gene","status","n_tissue_errors","n_nonconverged"
"KCNG2","finished",0,0
"KCNG3","finished",0,0
"KCNG4","finished",0,0
"KCNH1","finished",0,0
"KCNH2","finished",0,0
"KCNH3","finished",0,0
"KCNH4","finished",0,0
"KCNH5","finished",0,0
"KCNH6","finished",0,0
"KCNH7","finished",0,0
"KCNH8","finished",0,0
"KCNIP1","finished",0,0
"KCNIP2","finished",0,0
"KCNIP3","finished",0,0
"KCNIP4","finished",0,0
"KCNJ1","finished",0,0
"KCNJ10","finished",0,0
"KCNJ11","finished",0,0
"KCNJ12","finished",0,0
"KCNJ13","finished",0,0
"KCNJ14","finished",0,0
"KCNJ15","finished",0,0
"KCNJ16","finished",0,0
"KCNJ18","finished",0,0
"KCNJ2","finished",0,0
"KCNJ3","finished",0,0
"KCNJ4","finished",0,0
"KCNJ5","finished",0,0
"KCNJ6","finished",0,0
"KCNJ8","finished",0,0
"KCNJ9","finished",0,0
"KCNK1","finished",0,0
"KCNK10","finished",0,0
"KCNK12","finished",0,0
"KCNK13","finished",0,0
"KCNK15","finished",0,0
"KCNK16","finished",0,0
"KCNK17","finished",0,0
"KCNK18","finished",0,0
"KCNK2","finished",0,0
"KCNK3","finished",0,0
"KCNK4","finished",0,0
"KCNK5","finished",0,0
"KCNK6","finished",0,0
"KCNK7","finished",0,0
"KCNK9","finished",0,0
"KCNMA1","finished",0,0
"KCNMB1","finished",0,0
"KCNMB2","finished",0,0
"KCNMB3","finished",0,0
"KCNMB4","finished",0,0
"KCNN1","finished",0,0
"KCNN2","finished",0,0
"KCNN3","finished",0,0
"KCNN4","finished",0,0
"KCNQ1","finished",0,0
"KCNQ2","finished",0,0
"KCNQ3","finished",0,0
"KCNQ4","finished",0,0
"KCNQ5","finished",0,0
"KCNRG","finished",0,0
"KCNS1","finished",0,0
"KCNS2","finished",0,0
"KCNS3","finished",0,0
"KCNT1","finished",0,0
"KCNT2","finished",0,0
"KCNU1","finished",0,0
"KCNV1","finished",0,0
"KCNV2","finished",0,0
"KCP","finished",0,0
"KCTD1","finished",0,0
"KCTD10","finished",0,0
"KCTD11","finished",0,0
"KCTD12","finished",0,0
"KCTD13","finished",0,0
"KCTD14","finished",0,0
"KCTD15","finished",0,0
"KCTD16","finished",0,0
"KCTD17","finished",0,0
"KCTD18","finished",0,0
"KCTD19","finished",0,0
"KCTD2","finished",0,0
"KCTD20","finished",0,0
"KCTD21","finished",0,0
"KCTD3","finished",0,0
"KCTD4","finished",0,0
"KCTD5","finished",0,0
"KCTD6","finished",0,0
"KCTD7","finished",0,0
"KCTD8","finished",0,0
"KCTD9","finished",0,0
"KDELR1","finished",0,0
"KDELR2","finished",0,0
"KDELR3","finished",0,0
"KDF1","finished",0,0
"KDM1A","finished",0,0
"KDM1B","finished",0,0
"KDM2A","finished",0,0
"KDM2B","finished",0,0
"KDM3A","finished",0,0
