"gene","status","n_tissue_errors","n_nonconverged"
"SEMA3D","finished",0,0
"SEMA3E","finished",0,0
"SEMA3F","finished",0,0
"SEMA3G","finished",0,0
"SEMA4A","finished",0,0
"SEMA4B","finished",0,0
"SEMA4C","finished",0,0
"SEMA4D","finished",0,0
"SEMA4F","finished",0,0
"SEMA4G","finished",0,0
"SEMA5A","finished",0,0
"SEMA5B","finished",0,0
"SEMA6A","finished",0,0
"SEMA6B","finished",0,0
"SEMA6C","finished",0,0
"SEMA6D","finished",0,0
"SEMA7A","finished",0,0
"SEMG1","finished",0,0
"SEMG2","finished",0,0
"SENP1","finished",0,0
"SENP2","finished",0,0
"SENP3","finished",0,0
"SENP5","finished",0,0
"SENP6","finished",0,0
"SENP7","finished",0,0
"SENP8","finished",0,0
"SEPHS1","finished",0,0
"SEPHS2","finished",0,0
"SEPSECS","finished",0,0
"SERAC1","finished",0,0
"SERBP1","finished",0,0
"SERF1A","finished",0,0
"SERF1B","finished",0,0
"SERF2","finished",0,0
"SERGEF","finished",0,0
"SERHL2","finished",0,0
"SERINC1","finished",0,0
"SERINC2","finished",0,0
"SERINC3","finished",0,0
"SERINC5","finished",0,0
"SERP1","finished",0,0
"SERP2","finished",0,0
"SERPINA1","finished",0,0
"SERPINA10","finished",0,0
"SERPINA11","finished",0,0
"SERPINA12","finished",0,0
"SERPINA3","finished",0,0
"SERPINA4","finished",0,0
"SERPINA5","finished",0,0
"SERPINA6","finished",0,0
"SERPINA7","gene_error",0,0
"SERPINA9","finished",0,0
"SERPINB1","finished",0,0
"SERPINB10","finished",0,0
"SERPINB11","finished",0,0
"SERPINB12","finished",0,0
"SERPINB13","finished",0,0
"SERPINB2","finished",0,0
"SERPINB3","finished",0,0
"SERPINB4","finished",0,0
"SERPINB5","finished",0,0
"SERPINB6","finished",0,0
"SERPINB7","finished",0,0
"SERPINB8","finished",0,0
"SERPINB9","finished",0,0
"SERPINC1","finished",0,0
"SERPIND1","finished",0,0
"SERPINE1","finished",0,0
"SERPINE2","finished",0,0
"SERPINE3","finished",0,0
"SERPINF1","finished",0,0
"SERPINF2","finished",0,0
"SERPING1","finished",0,0
"SERPINH1","finished",0,0
"SERPINI1","finished",0,0
"SERPINI2","finished",0,0
"SERTAD1","finished",0,0
"SERTAD2","finished",0,0
"SERTAD3","finished",0,0
"SERTAD4","finished",0,0
"SERTM1","finished",0,0
"SESN1","finished",0,0
"SESN2","finished",0,0
"SESN3","finished",0,0
"SESTD1","finished",0,0
"SET","finished",0,0
"SETBP1","finished",0,0
"SETD1A","finished",0,0
"SETD1B","finished",0,0
"SETD2","finished",0,0
"SETD3","finished",0,0
"SETD4","finished",0,0
"SETD5","finished",0,0
"SETD6","finished",0,0
"SETD7","finished",0,0
"SETD9","finished",0,0
"SETDB1","finished",0,0
"SETDB2","finished",0,0
"SETMAR","finished",0,0
"SETSIP","finished",0,0
