"gene","status","n_tissue_errors","n_nonconverged"
"BIRC2","finished",0,0
"BIRC3","finished",0,0
"BIRC5","finished",0,0
"BIRC6","finished",0,0
"BIRC7","finished",0,0
"BIVM","finished",0,0
"BLACAT1","finished",0,0
"BLCAP","finished",0,0
"BLID","finished",0,0
"BLK","finished",0,0
"BLM","finished",0,0
"BLMH","finished",0,0
"BLNK","finished",0,0
"BLOC1S1","finished",0,0
"BLOC1S2","finished",0,0
"BLOC1S3","finished",0,0
"BLOC1S4","finished",0,0
"BLOC1S5","finished",0,0
"BLOC1S6","finished",0,0
"BLVRA","finished",0,0
"BLVRB","finished",0,0
"BLZF1","finished",0,0
"BMF","finished",0,0
"BMI1","finished",0,0
"BMP1","finished",0,0
"BMP10","finished",0,0
"BMP15","gene_error",0,0
"BMP2","finished",0,0
"BMP2K","finished",0,0
"BMP3","finished",0,0
"BMP4","finished",0,0
"BMP5","finished",0,0
"BMP6","finished",0,0
"BMP7","finished",0,0
"BMP8A","finished",0,0
"BMP8B","finished",0,0
"BMPER","finished",0,0
"BMPR1A","finished",0,0
"BMPR1B","finished",0,0
"BMPR2","finished",0,0
"BMS1","finished",0,0
"BMT2","finished",0,0
"BMX","gene_error",0,0
"BNC1","finished",0,0
"BNC2","finished",0,0
"BNIP1","finished",0,0
"BNIP2","finished",0,0
"BNIP3","finished",0,0
"BNIP3L","finished",0,0
"BNIPL","finished",0,0
"BOC","finished",0,0
"BOD1","finished",0,0
"BOD1L1","finished",0,0
"BOD1L2","finished",0,0
"BOK","finished",0,0
"BOLA1","finished",0,0
"BOLA2","finished",0,0
"BOLA2B","finished",0,0
"BOLA3","finished",0,0
"BOLL","finished",0,0
"BOP1","finished",0,0
"BORA","finished",0,0
"BORCS5","finished",0,0
"BORCS6","finished",0,0
"BORCS7","finished",0,0
"BORCS8","finished",0,0
"BPGM","finished",0,0
"BPHL","finished",0,0
"BPI","finished",0,0
"BPIFA1","finished",0,0
"BPIFA2","finished",0,0
"BPIFA3","finished",0,0
"BPIFB1","finished",0,0
"BPIFB2","finished",0,0
"BPIFB3","finished",0,0
"BPIFB4","finished",0,0
"BPIFB6","finished",0,0
"BPIFC","finished",0,0
"BPNT1","finished",0,0
"BPTF","finished",0,0
"BPY2","gene_error",0,0
"BPY2B","gene_error",0,0
"BPY2C","gene_error",0,0
"BRAF","finished",0,0
"BRAP","finished",0,0
"BRAT1","finished",0,0
"BRCA1","finished",0,0
"BRCA2","finished",0,0
"BRCC3","gene_error",0,0
"BRD1","finished",0,0
"BRD2","finished",0,0
"BRD3","finished",0,0
"BRD4","finished",0,0
"BRD7","finished",0,0
"BRD8","finished",0,0
"BRD9","finished",0,0
"BRDT","finished",0,0
"BRF1","finished",0,0
"BRF2","finished",0,0
"BRI3","finished",0,0
