"gene","status","n_tissue_errors","n_nonconverged"
"TVP23C","finished",0,0
"TWF1","finished",0,0
"TWF2","finished",0,0
"TWIST1","finished",0,0
"TWIST2","finished",0,0
"TWNK","finished",0,0
"TWSG1","finished",0,0
"TXK","finished",0,0
"TXLNA","finished",0,0
"TXLNB","finished",0,0
"TXLNG","gene_error",0,0
"TXN","finished",0,0
"TXN2","finished",0,0
"TXNDC11","finished",0,0
"TXNDC12","finished",0,0
"TXNDC15","finished",0,0
"TXNDC16","finished",0,0
"TXNDC17","finished",0,0
"TXNDC2","finished",0,0
"TXNDC5","finished",0,0
"TXNDC8","finished",0,0
"TXNDC9","finished",0,0
"TXNIP","finished",0,0
"TXNL1","finished",0,0
"TXNL4A","finished",0,0
"TXNL4B","finished",0,0
"TXNRD1","finished",0,0
"TXNRD2","finished",0,0
"TXNRD3","finished",0,0
"TYK2","finished",0,0
"TYMP","finished",0,0
"TYMS","finished",0,0
"TYR","finished",0,0
"TYRO3","finished",0,0
"TYROBP","finished",0,0
"TYRP1","finished",0,0
"TYSND1","finished",0,0
"TYW1","finished",0,0
"TYW1B","finished",0,0
"TYW3","finished",0,0
"TYW5","finished",0,0
"U2AF1","finished",0,0
"U2AF1L4","finished",0,0
"U2AF1L5","finished",0,0
"U2AF2","finished",0,0
"U2SURP","finished",0,0
"UACA","finished",0,0
"UAP1","finished",0,0
"UAP1L1","finished",0,0
"UBA1","gene_error",0,0
"UBA2","finished",0,0
"UBA3","finished",0,0
"UBA5","finished",0,0
"UBA52","finished",0,0
"UBA6","finished",0,0
"UBA7","finished",0,0
"UBAC1","finished",0,0
"UBAC2","finished",0,0
"UBALD1","finished",0,0
"UBALD2","finished",0,0
"UBAP1","finished",0,0
"UBAP1L","finished",0,0
"UBAP2","finished",0,0
"UBAP2L","finished",0,0
"UBASH3A","finished",0,0
"UBASH3B","finished",0,0
"UBB","finished",0,0
"UBC","finished",0,0
"UBD","finished",0,0
"UBE2A","gene_error",0,0
"UBE2B","finished",0,0
"UBE2C","finished",0,0
"UBE2D1","finished",0,0
"UBE2D2","finished",0,0
"UBE2D3","finished",0,0
"UBE2D4","finished",0,0
"UBE2E1","finished",0,0
"UBE2E2","finished",0,0
"UBE2E3","finished",0,0
"UBE2F","finished",0,0
"UBE2G1","finished",0,0
"UBE2G2","finished",0,0
"UBE2H","finished",0,0
"UBE2I","finished",0,0
"UBE2J1","finished",0,0
"UBE2J2","finished",0,0
"UBE2K","finished",0,0
"UBE2L3","finished",0,0
"UBE2L6","finished",0,0
"UBE2M","finished",0,0
"UBE2N","finished",0,0
"UBE2O","finished",0,0
"UBE2Q1","finished",0,0
"UBE2Q2","finished",0,0
"UBE2QL1","finished",0,0
"UBE2R2","finished",0,0
"UBE2S","finished",0,0
"UBE2T","finished",0,0
"UBE2U","finished",0,0
"UBE2V1","finished",0,0
