"scope","pve","K","called_coding","bin","n_leads","sum_lead_pip","n_exact","mean_lead_pip","exact_accuracy"
"Additive only",0.1,5,"recessive",1,17,0.585566252938895,0,0.0344450737022879,0
"All simulations",0.1,5,"recessive",1,893,39.7949874010185,175,0.0445632557682178,0.195968645016797
"Additive only",0.2,5,"recessive",1,3,0.137080687654864,0,0.0456935625516213,0
"All simulations",0.2,5,"recessive",1,142,9.61526345517277,31,0.0677131229237519,0.21830985915493
"All simulations",0.3,5,"recessive",1,17,1.22241757706255,2,0.0719069162977969,0.117647058823529
"All simulations",0.4,5,"recessive",1,5,0.347092250183948,0,0.0694184500367896,0
"Additive only",0.1,1,"additive",2,46,6.69682784919116,7,0.145583214112851,0.152173913043478
"All simulations",0.1,1,"additive",2,54,7.88064356830495,7,0.145937843857499,0.12962962962963
"Additive only",0.2,1,"additive",2,30,4.40189905656108,2,0.146729968552036,0.0666666666666667
"All simulations",0.2,1,"additive",2,30,4.40189905656108,2,0.146729968552036,0.0666666666666667
"Additive only",0.3,1,"additive",2,22,2.98966614617606,2,0.135893915735275,0.0909090909090909
"All simulations",0.3,1,"additive",2,22,2.98966614617606,2,0.135893915735275,0.0909090909090909
"Additive only",0.4,1,"additive",2,22,3.28941584177231,4,0.149518901898742,0.181818181818182
"All simulations",0.4,1,"additive",2,22,3.28941584177231,4,0.149518901898742,0.181818181818182
"Additive only",0.1,2,"additive",2,54,8.04834192548515,17,0.149043368990466,0.314814814814815
"All simulations",0.1,2,"additive",2,140,20.9866796860556,31,0.149904854900397,0.221428571428571
"Additive only",0.2,2,"additive",2,28,4.3236727304588,5,0.154416883230671,0.178571428571429
"All simulations",0.2,2,"additive",2,69,10.4261204994548,13,0.151103195644272,0.188405797101449
"Additive only",0.3,2,"additive",2,17,2.74479857422781,1,0.161458739660459,0.0588235294117647
"All simulations",0.3,2,"additive",2,41,6.33208312664788,5,0.154441051869461,0.121951219512195
"Additive only",0.4,2,"additive",2,9,1.47091150268202,2,0.163434611409113,0.222222222222222
"All simulations",0.4,2,"additive",2,23,3.48576840198408,5,0.151555147912351,0.217391304347826
"Additive only",0.1,3,"additive",2,53,8.08470582828877,6,0.152541619401675,0.113207547169811
"All simulations",0.1,3,"additive",2,279,41.1997986167181,31,0.147669529092179,0.111111111111111
"Additive only",0.2,3,"additive",2,30,4.63973571656282,7,0.154657857218761,0.233333333333333
"All simulations",0.2,3,"additive",2,117,18.104116990264,18,0.154736042651829,0.153846153846154
"Additive only",0.3,3,"additive",2,14,2.2702733393141,0,0.162162381379579,0
"All simulations",0.3,3,"additive",2,51,8.0627430323928,2,0.158093000635153,0.0392156862745098
"Additive only",0.4,3,"additive",2,13,1.93772619266657,1,0.149055860974352,0.0769230769230769
"All simulations",0.4,3,"additive",2,43,6.65905776582598,8,0.154861808507581,0.186046511627907
"Additive only",0.1,4,"additive",2,52,7.81502504787597,9,0.150288943228384,0.173076923076923
"All simulations",0.1,4,"additive",2,373,54.8085358737939,43,0.146939774460573,0.115281501340483
"Additive only",0.2,4,"additive",2,25,3.95370762970727,6,0.158148305188291,0.24
"All simulations",0.2,4,"additive",2,200,30.141319768501,32,0.150706598842505,0.16
"Additive only",0.3,4,"additive",2,14,1.92346527781925,4,0.137390376987089,0.285714285714286
"All simulations",0.3,4,"additive",2,73,10.5043171771306,13,0.143894755851105,0.178082191780822
"Additive only",0.4,4,"additive",2,12,1.84716378932614,2,0.153930315777179,0.166666666666667
"All simulations",0.4,4,"additive",2,49,7.22772889513608,10,0.147504671329308,0.204081632653061
"Additive only",0.1,5,"additive",2,49,7.03637414877905,8,0.143599472424062,0.163265306122449
"All simulations",0.1,5,"additive",2,528,76.2644838654052,36,0.144440310351146,0.0681818181818182
"Additive only",0.2,5,"additive",2,37,5.44414416047699,4,0.147139031364243,0.108108108108108
"All simulations",0.2,5,"additive",2,352,52.0080702094381,54,0.147750199458631,0.153409090909091
"Additive only",0.3,5,"additive",2,15,2.37183445324533,2,0.158122296883022,0.133333333333333
"All simulations",0.3,5,"additive",2,130,20.0564946099886,10,0.154280727769143,0.0769230769230769
"Additive only",0.4,5,"additive",2,10,1.51431263935114,2,0.151431263935114,0.2
"All simulations",0.4,5,"additive",2,57,8.76719567485283,8,0.153810450436015,0.140350877192982
"Additive only",0.1,1,"dominant",2,4,0.608918433356321,0,0.15222960833908,0
"All simulations",0.1,1,"dominant",2,40,5.89462551577519,12,0.14736563789438,0.3
"Additive only",0.2,1,"dominant",2,1,0.107715559585307,0,0.107715559585307,0
"All simulations",0.2,1,"dominant",2,22,3.07159579352735,1,0.13961799061488,0.0454545454545455
"All simulations",0.3,1,"dominant",2,14,2.07041583247337,3,0.147886845176669,0.214285714285714
"All simulations",0.4,1,"dominant",2,9,1.25355871666756,1,0.139284301851952,0.111111111111111
"Additive only",0.1,2,"dominant",2,15,2.3437553980251,0,0.15625035986834,0
"All simulations",0.1,2,"dominant",2,128,19.0726167793135,25,0.149004818588387,0.1953125
"Additive only",0.2,2,"dominant",2,1,0.191775417060757,0,0.191775417060757,0
"All simulations",0.2,2,"dominant",2,47,7.30784447079618,3,0.155486052570131,0.0638297872340425
"All simulations",0.3,2,"dominant",2,26,3.72223011965729,5,0.143162696909896,0.192307692307692
"All simulations",0.4,2,"dominant",2,20,3.21962824594308,3,0.160981412297154,0.15
"Additive only",0.1,3,"dominant",2,17,2.63918837086714,0,0.15524637475689,0
"All simulations",0.1,3,"dominant",2,220,32.2276965625735,35,0.14648952982988,0.159090909090909
"Additive only",0.2,3,"dominant",2,2,0.342887243889187,0,0.171443621944593,0
"All simulations",0.2,3,"dominant",2,76,11.4037931009115,14,0.150049909222519,0.184210526315789
"Additive only",0.3,3,"dominant",2,1,0.177686152880247,0,0.177686152880247,0
"All simulations",0.3,3,"dominant",2,48,7.46714969513251,7,0.155565618648594,0.145833333333333
"All simulations",0.4,3,"dominant",2,31,4.60334029208414,0,0.148494848131747,0
"Additive only",0.1,4,"dominant",2,16,2.26090245144793,0,0.141306403215496,0
"All simulations",0.1,4,"dominant",2,334,47.9981789410601,33,0.143707122578024,0.0988023952095808
"Additive only",0.2,4,"dominant",2,7,1.01424787708083,0,0.14489255386869,0
"All simulations",0.2,4,"dominant",2,178,27.3109927659378,28,0.153432543628864,0.157303370786517
"Additive only",0.3,4,"dominant",2,1,0.189747671739756,0,0.189747671739756,0
"All simulations",0.3,4,"dominant",2,38,5.77532847597898,10,0.151982328315236,0.263157894736842
"All simulations",0.4,4,"dominant",2,23,3.5615338310266,3,0.154849297001157,0.130434782608696
"Additive only",0.1,5,"dominant",2,28,4.26182924382245,0,0.152208187279373,0
"All simulations",0.1,5,"dominant",2,486,70.364126498725,63,0.144782153289558,0.12962962962963
"Additive only",0.2,5,"dominant",2,5,0.685234283548515,0,0.137046856709703,0
"All simulations",0.2,5,"dominant",2,304,46.3216526176518,51,0.152373857294907,0.167763157894737
"Additive only",0.3,5,"dominant",2,4,0.64571481874726,0,0.161428704686815,0
"All simulations",0.3,5,"dominant",2,116,17.8098928591046,5,0.153533559130212,0.0431034482758621
"Additive only",0.4,5,"dominant",2,1,0.146412876436496,0,0.146412876436496,0
"All simulations",0.4,5,"dominant",2,57,8.41054721146746,1,0.147553459850306,0.0175438596491228
"Additive only",0.1,1,"recessive",2,1,0.1502579742438,0,0.1502579742438,0
"All simulations",0.1,1,"recessive",2,24,3.54778063660962,4,0.147824193192067,0.166666666666667
"All simulations",0.2,1,"recessive",2,13,2.03009066889267,2,0.156160820684051,0.153846153846154
"All simulations",0.3,1,"recessive",2,6,0.856751624982194,0,0.142791937497032,0
"All simulations",0.4,1,"recessive",2,5,0.751312590270074,0,0.150262518054015,0
"All simulations",0.1,2,"recessive",2,78,11.5624355752853,22,0.148236353529298,0.282051282051282
"All simulations",0.2,2,"recessive",2,28,4.16319804763729,5,0.148685644558475,0.178571428571429
"All simulations",0.3,2,"recessive",2,21,3.2783744991098,3,0.156113071386181,0.142857142857143
"All simulations",0.4,2,"recessive",2,8,1.24984840333991,1,0.156231050417488,0.125
"Additive only",0.1,3,"recessive",2,5,0.627012906418933,0,0.125402581283787,0
"All simulations",0.1,3,"recessive",2,145,20.7660078647677,33,0.143213847343226,0.227586206896552
"All simulations",0.2,3,"recessive",2,70,10.5087572781665,12,0.150125103973807,0.171428571428571
"All simulations",0.3,3,"recessive",2,23,3.45020047090452,0,0.150008716126284,0
"All simulations",0.4,3,"recessive",2,20,2.97439685754275,2,0.148719842877138,0.1
"Additive only",0.1,4,"recessive",2,3,0.486882515967472,0,0.162294171989157,0
"All simulations",0.1,4,"recessive",2,269,39.6436718632782,40,0.1473742448449,0.148698884758364
"All simulations",0.2,4,"recessive",2,122,17.8826136748281,28,0.146578800613345,0.229508196721311
"Additive only",0.3,4,"recessive",2,1,0.158338766510571,0,0.158338766510571,0
"All simulations",0.3,4,"recessive",2,29,4.30453045475504,7,0.148432084646726,0.241379310344828
"All simulations",0.4,4,"recessive",2,15,2.0504288979385,1,0.136695259862567,0.0666666666666667
"Additive only",0.1,5,"recessive",2,5,0.595076732414707,0,0.119015346482941,0
"All simulations",0.1,5,"recessive",2,312,45.1404622000446,44,0.144680968589887,0.141025641025641
"Additive only",0.2,5,"recessive",2,1,0.127918886179015,0,0.127918886179015,0
"All simulations",0.2,5,"recessive",2,209,31.207745884788,47,0.149319358300421,0.22488038277512
"All simulations",0.3,5,"recessive",2,63,9.67333739752031,11,0.153545038055878,0.174603174603175
"All simulations",0.4,5,"recessive",2,26,4.24605466437509,4,0.163309794783657,0.153846153846154
"Additive only",0.1,1,"additive",3,28,7.1568635417728,6,0.255602269349028,0.214285714285714
"All simulations",0.1,1,"additive",3,31,7.89896337663732,6,0.254805270214107,0.193548387096774
"Additive only",0.2,1,"additive",3,23,5.955441847741,6,0.258932254249609,0.260869565217391
"All simulations",0.2,1,"additive",3,23,5.955441847741,6,0.258932254249609,0.260869565217391
"Additive only",0.3,1,"additive",3,24,5.73847589817078,3,0.239103162423783,0.125
"All simulations",0.3,1,"additive",3,24,5.73847589817078,3,0.239103162423783,0.125
"Additive only",0.4,1,"additive",3,9,2.30328439845238,2,0.255920488716931,0.222222222222222
"All simulations",0.4,1,"additive",3,9,2.30328439845238,2,0.255920488716931,0.222222222222222
"Additive only",0.1,2,"additive",3,36,8.61284245108865,12,0.239245623641351,0.333333333333333
"All simulations",0.1,2,"additive",3,93,22.816548021607,24,0.245339226038785,0.258064516129032
"Additive only",0.2,2,"additive",3,29,7.14144955949738,10,0.246256881361979,0.344827586206897
"All simulations",0.2,2,"additive",3,59,14.6524809374109,18,0.248347134532389,0.305084745762712
"Additive only",0.3,2,"additive",3,28,6.81215978736582,6,0.243291420977351,0.214285714285714
"All simulations",0.3,2,"additive",3,56,13.7589836868414,13,0.245696137265025,0.232142857142857
"Additive only",0.4,2,"additive",3,20,4.86017671964549,3,0.243008835982275,0.15
"All simulations",0.4,2,"additive",3,35,8.6714905124435,8,0.2477568717841,0.228571428571429
"Additive only",0.1,3,"additive",3,37,9.42612868145359,16,0.254760234633881,0.432432432432432
"All simulations",0.1,3,"additive",3,183,45.552756003004,42,0.248922163950841,0.229508196721311
"Additive only",0.2,3,"additive",3,34,8.72826667760508,14,0.256713725811914,0.411764705882353
"All simulations",0.2,3,"additive",3,148,37.0740409596547,43,0.250500276754424,0.290540540540541
"Additive only",0.3,3,"additive",3,18,4.62588735710235,3,0.256993742061242,0.166666666666667
"All simulations",0.3,3,"additive",3,72,18.066274252444,14,0.250920475728389,0.194444444444444
"Additive only",0.4,3,"additive",3,14,3.39623294730246,3,0.242588067664462,0.214285714285714
"All simulations",0.4,3,"additive",3,51,12.3944166921248,10,0.243027778276957,0.196078431372549
"Additive only",0.1,4,"additive",3,24,6.05274702500427,7,0.252197792708511,0.291666666666667
"All simulations",0.1,4,"additive",3,211,51.9563116196996,35,0.246238443695259,0.165876777251185
"Additive only",0.2,4,"additive",3,26,6.37941725857949,9,0.245362202253057,0.346153846153846
"All simulations",0.2,4,"additive",3,212,53.1816110286398,48,0.250856655795471,0.226415094339623
"Additive only",0.3,4,"additive",3,15,3.97168046307341,7,0.264778697538228,0.466666666666667
"All simulations",0.3,4,"additive",3,93,23.6820330820147,27,0.254645517010911,0.290322580645161
"Additive only",0.4,4,"additive",3,6,1.55626198933937,3,0.259376998223228,0.5
"All simulations",0.4,4,"additive",3,55,13.8974458869332,19,0.252680834307877,0.345454545454545
"Additive only",0.1,5,"additive",3,19,4.63355206813277,4,0.243871161480672,0.210526315789474
"All simulations",0.1,5,"additive",3,292,72.2074459399717,33,0.247285773767026,0.113013698630137
"Additive only",0.2,5,"additive",3,22,5.55784861360373,3,0.252629482436533,0.136363636363636
"All simulations",0.2,5,"additive",3,344,85.2228201077643,59,0.247740756127222,0.171511627906977
"Additive only",0.3,5,"additive",3,21,5.31356223335692,4,0.253026773016996,0.19047619047619
"All simulations",0.3,5,"additive",3,155,38.6582299304524,32,0.249407935035177,0.206451612903226
"Additive only",0.4,5,"additive",3,11,2.84531977551055,5,0.258665434137323,0.454545454545455
"All simulations",0.4,5,"additive",3,69,17.6553689356064,28,0.255874912110237,0.405797101449275
"Additive only",0.1,1,"dominant",3,4,0.963055939719362,0,0.240763984929841,0
"All simulations",0.1,1,"dominant",3,32,7.75754311938782,8,0.242423222480869,0.25
"Additive only",0.2,1,"dominant",3,2,0.516539122358711,0,0.258269561179355,0
"All simulations",0.2,1,"dominant",3,22,5.47218215798225,3,0.248735552635557,0.136363636363636
"All simulations",0.3,1,"dominant",3,14,3.36696976425923,5,0.240497840304231,0.357142857142857
"All simulations",0.4,1,"dominant",3,5,1.13967881400186,1,0.227935762800372,0.2
"Additive only",0.1,2,"dominant",3,12,2.94321245447786,0,0.245267704539822,0
"All simulations",0.1,2,"dominant",3,99,24.4255109712369,33,0.246722333042797,0.333333333333333
"Additive only",0.2,2,"dominant",3,4,0.996972157882712,0,0.249243039470678,0
"All simulations",0.2,2,"dominant",3,44,10.7754107168543,7,0.244895698110326,0.159090909090909
"Additive only",0.3,2,"dominant",3,2,0.514339440101799,0,0.2571697200509,0
"All simulations",0.3,2,"dominant",3,47,11.4937127767422,3,0.244547080356217,0.0638297872340425
"Additive only",0.4,2,"dominant",3,1,0.2441005876264,0,0.2441005876264,0
"All simulations",0.4,2,"dominant",3,31,7.8947905564302,5,0.254670663110652,0.161290322580645
"Additive only",0.1,3,"dominant",3,8,1.82816606116045,0,0.228520757645056,0
"All simulations",0.1,3,"dominant",3,134,32.6451804805726,35,0.243620749855019,0.261194029850746
"Additive only",0.2,3,"dominant",3,10,2.53417422098028,0,0.253417422098028,0
"All simulations",0.2,3,"dominant",3,120,30.5918221637201,27,0.254931851364334,0.225
"Additive only",0.3,3,"dominant",3,2,0.468506899189752,0,0.234253449594876,0
"All simulations",0.3,3,"dominant",3,63,15.5690101856357,14,0.247127145803742,0.222222222222222
"All simulations",0.4,3,"dominant",3,35,8.81430415469895,6,0.251837261562827,0.171428571428571
"Additive only",0.1,4,"dominant",3,8,1.81826433957334,0,0.227283042446668,0
"All simulations",0.1,4,"dominant",3,186,45.4623307586517,46,0.244421133111031,0.247311827956989
"Additive only",0.2,4,"dominant",3,6,1.60256321209673,0,0.267093868682789,0
"All simulations",0.2,4,"dominant",3,168,41.6447788797905,42,0.247885588570182,0.25
"Additive only",0.3,4,"dominant",3,5,1.18750948821914,0,0.237501897643829,0
"All simulations",0.3,4,"dominant",3,110,27.1910278867335,36,0.247191162606668,0.327272727272727
"All simulations",0.4,4,"dominant",3,41,10.6760548797894,15,0.260391582433888,0.365853658536585
"Additive only",0.1,5,"dominant",3,10,2.50374898884198,0,0.250374898884198,0
"All simulations",0.1,5,"dominant",3,241,58.4263448141181,45,0.242432966033685,0.186721991701245
"Additive only",0.2,5,"dominant",3,13,3.10331948218307,0,0.238716883244852,0
"All simulations",0.2,5,"dominant",3,294,73.1950549560212,58,0.248962771959256,0.197278911564626
"Additive only",0.3,5,"dominant",3,4,1.06624906932842,0,0.266562267332104,0
"All simulations",0.3,5,"dominant",3,169,42.8039347659816,38,0.253277720508767,0.224852071005917
"Additive only",0.4,5,"dominant",3,1,0.257506727926467,0,0.257506727926467,0
"All simulations",0.4,5,"dominant",3,72,17.9764260403758,10,0.249672583894109,0.138888888888889
"All simulations",0.1,1,"recessive",3,25,6.23825302932694,6,0.249530121173078,0.24
"All simulations",0.2,1,"recessive",3,7,1.63394346554093,3,0.233420495077276,0.428571428571429
"All simulations",0.3,1,"recessive",3,7,1.82326266766854,2,0.26046609538122,0.285714285714286
"All simulations",0.4,1,"recessive",3,4,0.944362103854607,0,0.236090525963652,0
"Additive only",0.1,2,"recessive",3,3,0.769797357305223,0,0.256599119101741,0
"All simulations",0.1,2,"recessive",3,67,16.5924383679074,15,0.247648333849364,0.223880597014925
"Additive only",0.2,2,"recessive",3,1,0.202490729851232,0,0.202490729851232,0
"All simulations",0.2,2,"recessive",3,35,8.81008895467036,10,0.251716827276296,0.285714285714286
"All simulations",0.3,2,"recessive",3,13,3.20539809033956,0,0.246569083872274,0
"All simulations",0.4,2,"recessive",3,14,3.45643125024252,2,0.246887946445894,0.142857142857143
"Additive only",0.1,3,"recessive",3,2,0.429322074859563,0,0.214661037429782,0
"All simulations",0.1,3,"recessive",3,105,25.7382590851898,40,0.245126277001808,0.380952380952381
"All simulations",0.2,3,"recessive",3,66,16.8534364281806,12,0.255355097396676,0.181818181818182
"All simulations",0.3,3,"recessive",3,39,9.8323101186629,4,0.252110515863151,0.102564102564103
"All simulations",0.4,3,"recessive",3,22,5.69143493982901,2,0.258701588174046,0.0909090909090909
"Additive only",0.1,4,"recessive",3,2,0.473397611582264,0,0.236698805791132,0
"All simulations",0.1,4,"recessive",3,163,39.9957492007811,32,0.245372694483319,0.196319018404908
"Additive only",0.2,4,"recessive",3,2,0.597556161262072,0,0.298778080631036,0
"All simulations",0.2,4,"recessive",3,162,40.7464377988144,45,0.251521220980336,0.277777777777778
"Additive only",0.3,4,"recessive",3,1,0.279356992251021,0,0.279356992251021,0
"All simulations",0.3,4,"recessive",3,76,19.9154124664879,17,0.262044900874841,0.223684210526316
"All simulations",0.4,4,"recessive",3,32,8.34814273216499,10,0.260879460380156,0.3125
"Additive only",0.1,5,"recessive",3,3,0.766579173657514,0,0.255526391219171,0
"All simulations",0.1,5,"recessive",3,198,49.0985118444481,40,0.247972282042667,0.202020202020202
"Additive only",0.2,5,"recessive",3,2,0.484513384803489,0,0.242256692401745,0
"All simulations",0.2,5,"recessive",3,210,51.991113846006,63,0.247576732600029,0.3
"All simulations",0.3,5,"recessive",3,94,23.5798980977244,35,0.250849979763025,0.372340425531915
"All simulations",0.4,5,"recessive",3,28,7.08000226108836,5,0.252857223610299,0.178571428571429
"Additive only",0.1,1,"additive",4,21,7.41425731791862,9,0.353059872281839,0.428571428571429
"All simulations",0.1,1,"additive",4,25,8.80582286408948,9,0.352232914563579,0.36
"Additive only",0.2,1,"additive",4,18,6.35087079721656,4,0.35282615540092,0.222222222222222
"All simulations",0.2,1,"additive",4,18,6.35087079721656,4,0.35282615540092,0.222222222222222
"Additive only",0.3,1,"additive",4,13,4.59280259389652,2,0.353292507222809,0.153846153846154
"All simulations",0.3,1,"additive",4,14,4.96645810723178,2,0.354747007659413,0.142857142857143
"Additive only",0.4,1,"additive",4,17,5.86815704900382,7,0.34518570876493,0.411764705882353
"All simulations",0.4,1,"additive",4,17,5.86815704900382,7,0.34518570876493,0.411764705882353
"Additive only",0.1,2,"additive",4,24,8.2300008005549,8,0.342916700023121,0.333333333333333
"All simulations",0.1,2,"additive",4,59,20.4539046450523,17,0.34667634991614,0.288135593220339
"Additive only",0.2,2,"additive",4,31,10.8048857908244,11,0.34854470292982,0.354838709677419
"All simulations",0.2,2,"additive",4,66,23.2937562687782,24,0.352935701042094,0.363636363636364
"Additive only",0.3,2,"additive",4,19,6.57519626990035,5,0.346062961573703,0.263157894736842
"All simulations",0.3,2,"additive",4,42,14.5067687492271,14,0.345399255933978,0.333333333333333
"Additive only",0.4,2,"additive",4,11,3.86601753630165,6,0.351456139663786,0.545454545454545
"All simulations",0.4,2,"additive",4,28,9.8293921650726,12,0.351049720181164,0.428571428571429
"Additive only",0.1,3,"additive",4,25,8.39357139485377,7,0.335742855794151,0.28
"All simulations",0.1,3,"additive",4,98,33.7132031821387,23,0.344012277368763,0.23469387755102
"Additive only",0.2,3,"additive",4,38,13.3732976779777,13,0.35192888626257,0.342105263157895
"All simulations",0.2,3,"additive",4,143,49.5122580037295,37,0.346239566459647,0.258741258741259
"Additive only",0.3,3,"additive",4,14,4.96684410571121,7,0.354774578979372,0.5
"All simulations",0.3,3,"additive",4,77,27.2313972425659,27,0.353654509643713,0.350649350649351
"Additive only",0.4,3,"additive",4,15,5.16663738225437,4,0.344442492150291,0.266666666666667
"All simulations",0.4,3,"additive",4,53,18.6294470692763,15,0.351499001307099,0.283018867924528
"Additive only",0.1,4,"additive",4,18,6.09145063182679,6,0.338413923990377,0.333333333333333
"All simulations",0.1,4,"additive",4,144,49.3659277061649,20,0.342818942403923,0.138888888888889
"Additive only",0.2,4,"additive",4,38,13.1438326000847,13,0.345890331581177,0.342105263157895
"All simulations",0.2,4,"additive",4,196,67.9220626880972,44,0.346541136163761,0.224489795918367
"Additive only",0.3,4,"additive",4,30,10.3669920705937,11,0.345566402353122,0.366666666666667
"All simulations",0.3,4,"additive",4,175,61.175075097578,40,0.349571857700445,0.228571428571429
"Additive only",0.4,4,"additive",4,17,6.10974560654398,3,0.35939680038494,0.176470588235294
"All simulations",0.4,4,"additive",4,101,35.2739852741947,17,0.349247378952423,0.168316831683168
"Additive only",0.1,5,"additive",4,17,5.80703093481031,5,0.341590054988842,0.294117647058824
"All simulations",0.1,5,"additive",4,162,55.9016810090174,34,0.345072104993934,0.209876543209877
"Additive only",0.2,5,"additive",4,39,13.4991443614422,17,0.346131906703646,0.435897435897436
"All simulations",0.2,5,"additive",4,304,105.476547611973,62,0.346962327670965,0.203947368421053
"Additive only",0.3,5,"additive",4,21,7.45659470472746,4,0.355075938320355,0.19047619047619
"All simulations",0.3,5,"additive",4,204,71.7844013149005,41,0.351884320171081,0.200980392156863
"Additive only",0.4,5,"additive",4,12,4.33236447454616,6,0.361030372878846,0.5
"All simulations",0.4,5,"additive",4,138,48.2899655860646,46,0.349927286855541,0.333333333333333
"Additive only",0.1,1,"dominant",4,3,0.977710951385525,0,0.325903650461842,0
"All simulations",0.1,1,"dominant",4,23,7.82525890099427,8,0.340228647869316,0.347826086956522
"All simulations",0.2,1,"dominant",4,15,5.37466094193698,5,0.358310729462465,0.333333333333333
"All simulations",0.3,1,"dominant",4,15,5.26496724342326,4,0.350997816228218,0.266666666666667
"All simulations",0.4,1,"dominant",4,9,3.15850775034708,4,0.35094530559412,0.444444444444444
"Additive only",0.1,2,"dominant",4,4,1.33523850885695,0,0.333809627214237,0
"All simulations",0.1,2,"dominant",4,66,22.8166005206911,26,0.34570606849532,0.393939393939394
"Additive only",0.2,2,"dominant",4,2,0.651130197441263,0,0.325565098720632,0
"All simulations",0.2,2,"dominant",4,64,21.9244378460666,23,0.342569341344791,0.359375
"All simulations",0.3,2,"dominant",4,33,11.7284657243501,12,0.355408052253033,0.363636363636364
"All simulations",0.4,2,"dominant",4,26,9.0838092651423,7,0.34937727942855,0.269230769230769
"Additive only",0.1,3,"dominant",4,2,0.675142951212384,0,0.337571475606192,0
"All simulations",0.1,3,"dominant",4,64,21.6702813127439,20,0.338598145511623,0.3125
"Additive only",0.2,3,"dominant",4,4,1.35781037056348,0,0.33945259264087,0
"All simulations",0.2,3,"dominant",4,113,39.5044939031135,34,0.349597291177996,0.300884955752212
"Additive only",0.3,3,"dominant",4,1,0.364994235637139,0,0.364994235637139,0
"All simulations",0.3,3,"dominant",4,68,23.7911637645184,23,0.349870055360565,0.338235294117647
"All simulations",0.4,3,"dominant",4,49,17.2996929344551,23,0.353054957846023,0.469387755102041
"Additive only",0.1,4,"dominant",4,4,1.48705550622173,0,0.371763876555432,0
"All simulations",0.1,4,"dominant",4,88,30.2843783905113,34,0.344140663528538,0.386363636363636
"Additive only",0.2,4,"dominant",4,7,2.48818808457721,0,0.355455440653887,0
"All simulations",0.2,4,"dominant",4,205,71.9758826056688,77,0.351101866369116,0.375609756097561
"Additive only",0.3,4,"dominant",4,1,0.324832343670165,0,0.324832343670165,0
"All simulations",0.3,4,"dominant",4,83,28.4833317024852,23,0.34317267111428,0.27710843373494
"Additive only",0.4,4,"dominant",4,1,0.376942907783698,0,0.376942907783698,0
"All simulations",0.4,4,"dominant",4,71,24.8191729080261,26,0.349565815606001,0.366197183098592
"Additive only",0.1,5,"dominant",4,4,1.34458586369667,0,0.336146465924168,0
"All simulations",0.1,5,"dominant",4,156,54.0315472341804,42,0.346356072013977,0.269230769230769
"Additive only",0.2,5,"dominant",4,9,3.07491604398363,0,0.341657338220403,0
"All simulations",0.2,5,"dominant",4,286,99.2175663403083,86,0.346914567623455,0.300699300699301
"Additive only",0.3,5,"dominant",4,6,2.06167320937312,0,0.343612201562187,0
"All simulations",0.3,5,"dominant",4,177,62.1450106512741,52,0.351101755091944,0.293785310734463
"Additive only",0.4,5,"dominant",4,3,1.04730600013549,0,0.349102000045165,0
"All simulations",0.4,5,"dominant",4,137,48.025236470408,32,0.350549171316847,0.233576642335766
"All simulations",0.1,1,"recessive",4,11,3.81363841370827,4,0.346694401246206,0.363636363636364
"All simulations",0.2,1,"recessive",4,10,3.79429345602265,3,0.379429345602265,0.3
"All simulations",0.3,1,"recessive",4,7,2.54988755963592,3,0.364269651376561,0.428571428571429
"All simulations",0.4,1,"recessive",4,3,1.06174010867686,2,0.353913369558952,0.666666666666667
"All simulations",0.1,2,"recessive",4,44,15.413052479128,10,0.350296647252909,0.227272727272727
"All simulations",0.2,2,"recessive",4,37,12.9080440170381,17,0.348866054514543,0.459459459459459
"All simulations",0.3,2,"recessive",4,18,6.14846982668846,6,0.341581657038248,0.333333333333333
"All simulations",0.4,2,"recessive",4,11,3.85361601474914,4,0.350328728613558,0.363636363636364
"Additive only",0.1,3,"recessive",4,1,0.391051418397538,0,0.391051418397538,0
"All simulations",0.1,3,"recessive",4,64,21.9518180240155,29,0.342997156625242,0.453125
"Additive only",0.2,3,"recessive",4,1,0.354173596608877,0,0.354173596608877,0
"All simulations",0.2,3,"recessive",4,79,27.6746466839222,29,0.350311983340788,0.367088607594937
"All simulations",0.3,3,"recessive",4,38,13.2392873998075,10,0.348402299994933,0.263157894736842
"All simulations",0.4,3,"recessive",4,28,10.1825517436768,7,0.363662562274172,0.25
"Additive only",0.1,4,"recessive",4,1,0.324212877353402,0,0.324212877353402,0
"All simulations",0.1,4,"recessive",4,110,37.7422344493691,42,0.343111222266991,0.381818181818182
"Additive only",0.2,4,"recessive",4,1,0.317123243274365,0,0.317123243274365,0
"All simulations",0.2,4,"recessive",4,135,47.3132178991187,46,0.350468280734213,0.340740740740741
"All simulations",0.3,4,"recessive",4,97,34.0591905516174,34,0.35112567578987,0.350515463917526
"All simulations",0.4,4,"recessive",4,46,16.1441394984845,12,0.35095955431488,0.260869565217391
"Additive only",0.1,5,"recessive",4,2,0.670231311230834,0,0.335115655615417,0
"All simulations",0.1,5,"recessive",4,84,28.9126648687208,19,0.344198391294296,0.226190476190476
"Additive only",0.2,5,"recessive",4,1,0.314639608516921,0,0.314639608516921,0
"All simulations",0.2,5,"recessive",4,212,73.8940052203829,86,0.348556628398032,0.405660377358491
"All simulations",0.3,5,"recessive",4,113,39.3001888668501,57,0.347789282007523,0.504424778761062
"All simulations",0.4,5,"recessive",4,60,21.1975203993022,25,0.353292006655037,0.416666666666667
