"scope","pve","K","called_coding","bin","n_leads","sum_lead_pip","n_exact","mean_lead_pip","exact_accuracy"
"Additive only",0.1,1,"additive",5,22,9.75392252859374,11,0.443360114936079,0.5
"All simulations",0.1,1,"additive",5,27,12.0683640343755,11,0.44697644571761,0.407407407407407
"Additive only",0.2,1,"additive",5,24,10.9859355835708,15,0.457747315982116,0.625
"All simulations",0.2,1,"additive",5,26,11.8738330486928,15,0.456685886488185,0.576923076923077
"Additive only",0.3,1,"additive",5,9,3.97996656454613,2,0.442218507171792,0.222222222222222
"All simulations",0.3,1,"additive",5,11,4.80479107535763,2,0.436799188668876,0.181818181818182
"Additive only",0.4,1,"additive",5,9,4.03716189849571,5,0.448573544277301,0.555555555555556
"All simulations",0.4,1,"additive",5,9,4.03716189849571,5,0.448573544277301,0.555555555555556
"Additive only",0.1,2,"additive",5,24,10.8027212498346,11,0.450113385409775,0.458333333333333
"All simulations",0.1,2,"additive",5,60,27.0340079622491,22,0.450566799370819,0.366666666666667
"Additive only",0.2,2,"additive",5,17,7.66369828026274,10,0.450805781191926,0.588235294117647
"All simulations",0.2,2,"additive",5,45,20.2593470965291,21,0.450207713256202,0.466666666666667
"Additive only",0.3,2,"additive",5,23,10.3758459900432,13,0.451123738697529,0.565217391304348
"All simulations",0.3,2,"additive",5,46,20.9449729465689,23,0.455325498838454,0.5
"Additive only",0.4,2,"additive",5,17,7.87540626459294,7,0.463259192034879,0.411764705882353
"All simulations",0.4,2,"additive",5,36,16.5238819024269,15,0.458996719511859,0.416666666666667
"Additive only",0.1,3,"additive",5,19,8.38984561940398,5,0.441570822073894,0.263157894736842
"All simulations",0.1,3,"additive",5,84,37.3924472533716,30,0.445148181587757,0.357142857142857
"Additive only",0.2,3,"additive",5,24,10.8177388603201,8,0.450739119180004,0.333333333333333
"All simulations",0.2,3,"additive",5,87,38.8422155723903,31,0.446462247958509,0.35632183908046
"Additive only",0.3,3,"additive",5,33,14.7206524092534,15,0.446080376037983,0.454545454545455
"All simulations",0.3,3,"additive",5,118,52.4303829614078,50,0.444325279333964,0.423728813559322
"Additive only",0.4,3,"additive",5,21,9.44368868052754,8,0.449699460977502,0.380952380952381
"All simulations",0.4,3,"additive",5,78,35.1342628331438,29,0.450439267091587,0.371794871794872
"Additive only",0.1,4,"additive",5,13,5.87081897408619,6,0.451601459545092,0.461538461538462
"All simulations",0.1,4,"additive",5,80,35.3662931671418,25,0.442078664589273,0.3125
"Additive only",0.2,4,"additive",5,26,11.5471854518589,15,0.444122517379188,0.576923076923077
"All simulations",0.2,4,"additive",5,188,84.0253641550052,75,0.446943426356411,0.398936170212766
"Additive only",0.3,4,"additive",5,17,7.75745518365635,6,0.456320893156256,0.352941176470588
"All simulations",0.3,4,"additive",5,121,54.6527304692397,42,0.451675458423469,0.347107438016529
"Additive only",0.4,4,"additive",5,20,8.77427409556418,9,0.438713704778209,0.45
"All simulations",0.4,4,"additive",5,121,54.1305712262461,42,0.447360092778894,0.347107438016529
"Additive only",0.1,5,"additive",5,9,4.08055467435161,5,0.453394963816846,0.555555555555556
"All simulations",0.1,5,"additive",5,77,34.508481429478,25,0.448162096486727,0.324675324675325
"Additive only",0.2,5,"additive",5,35,15.4485261164933,19,0.441386460471237,0.542857142857143
"All simulations",0.2,5,"additive",5,263,118.488724800812,80,0.45052747072552,0.304182509505703
"Additive only",0.3,5,"additive",5,29,12.9791196301014,14,0.44755584931384,0.482758620689655
"All simulations",0.3,5,"additive",5,236,107.180076863341,90,0.454152868065004,0.38135593220339
"Additive only",0.4,5,"additive",5,22,9.84901553701922,14,0.447682524409964,0.636363636363636
"All simulations",0.4,5,"additive",5,143,63.6262594116961,60,0.444938877004868,0.41958041958042
"Additive only",0.1,1,"dominant",5,2,0.911670315023208,0,0.455835157511604,0
"All simulations",0.1,1,"dominant",5,25,11.2779959443178,10,0.451119837772712,0.4
"All simulations",0.2,1,"dominant",5,11,4.93689669588956,5,0.448808790535414,0.454545454545455
"All simulations",0.3,1,"dominant",5,10,4.4846819607756,5,0.44846819607756,0.5
"All simulations",0.4,1,"dominant",5,14,6.20758364239741,4,0.443398831599815,0.285714285714286
"Additive only",0.1,2,"dominant",5,2,0.881124270357784,0,0.440562135178892,0
"All simulations",0.1,2,"dominant",5,39,17.5433060075071,15,0.449828359166849,0.384615384615385
"Additive only",0.2,2,"dominant",5,2,0.8379408717569,0,0.41897043587845,0
"All simulations",0.2,2,"dominant",5,53,24.046836676459,29,0.453713899555829,0.547169811320755
"Additive only",0.3,2,"dominant",5,1,0.4970541526309,0,0.4970541526309,0
"All simulations",0.3,2,"dominant",5,33,14.9529728523804,9,0.453120389466073,0.272727272727273
"All simulations",0.4,2,"dominant",5,26,11.8245911625585,4,0.454791967790713,0.153846153846154
"Additive only",0.1,3,"dominant",5,6,2.5806923278737,0,0.430115387978949,0
"All simulations",0.1,3,"dominant",5,82,37.0703122024627,26,0.452076978078814,0.317073170731707
"All simulations",0.2,3,"dominant",5,81,36.6773173757381,32,0.452806387354791,0.395061728395062
"Additive only",0.3,3,"dominant",5,2,0.871698848682001,0,0.435849424341,0
"All simulations",0.3,3,"dominant",5,64,29.0904554773718,20,0.454538366833935,0.3125
"Additive only",0.4,3,"dominant",5,1,0.432760475518945,0,0.432760475518945,0
"All simulations",0.4,3,"dominant",5,43,19.7017600350242,15,0.458180465930796,0.348837209302326
"Additive only",0.1,4,"dominant",5,4,1.76012100382345,0,0.440030250955863,0
"All simulations",0.1,4,"dominant",5,104,46.7508981527754,32,0.44952786685361,0.307692307692308
"Additive only",0.2,4,"dominant",5,5,2.30782232904027,0,0.461564465808055,0
"All simulations",0.2,4,"dominant",5,159,72.0935818623215,72,0.453418753851079,0.452830188679245
"Additive only",0.3,4,"dominant",5,1,0.408354139079986,0,0.408354139079986,0
"All simulations",0.3,4,"dominant",5,134,60.2357666142154,51,0.449520646374742,0.380597014925373
"All simulations",0.4,4,"dominant",5,78,34.4223708735087,28,0.441312447096265,0.358974358974359
"Additive only",0.1,5,"dominant",5,3,1.33068699481697,0,0.443562331605658,0
"All simulations",0.1,5,"dominant",5,88,38.9510642197782,22,0.442625729770207,0.25
"Additive only",0.2,5,"dominant",5,5,2.38335766843354,0,0.476671533686708,0
"All simulations",0.2,5,"dominant",5,203,91.1808809812579,65,0.449166901385507,0.320197044334975
"Additive only",0.3,5,"dominant",5,6,2.66385637031577,0,0.443976061719294,0
"All simulations",0.3,5,"dominant",5,211,95.5221222754232,89,0.452711479978309,0.421800947867299
"Additive only",0.4,5,"dominant",5,2,0.978833839746061,0,0.489416919873031,0
"All simulations",0.4,5,"dominant",5,152,67.7133734718075,62,0.44548272020926,0.407894736842105
"All simulations",0.1,1,"recessive",5,17,7.83639283180365,10,0.460964284223744,0.588235294117647
"All simulations",0.2,1,"recessive",5,10,4.61926886337798,8,0.461926886337798,0.8
"All simulations",0.3,1,"recessive",5,4,1.79785546188411,1,0.449463865471027,0.25
"All simulations",0.4,1,"recessive",5,3,1.3324469544278,2,0.444148984809265,0.666666666666667
"All simulations",0.1,2,"recessive",5,38,17.2136334693296,20,0.452990354456043,0.526315789473684
"All simulations",0.2,2,"recessive",5,34,15.0475301851142,14,0.442574417209242,0.411764705882353
"All simulations",0.3,2,"recessive",5,12,5.29458607031544,7,0.44121550585962,0.583333333333333
"All simulations",0.4,2,"recessive",5,7,3.01854153834999,3,0.431220219764284,0.428571428571429
"All simulations",0.1,3,"recessive",5,69,31.2399407271278,33,0.452752764161272,0.478260869565217
"All simulations",0.2,3,"recessive",5,72,32.3764897365641,32,0.449673468563391,0.444444444444444
"All simulations",0.3,3,"recessive",5,46,20.6754225477301,15,0.44946570755935,0.326086956521739
"All simulations",0.4,3,"recessive",5,38,17.1453580527076,17,0.451193632965989,0.447368421052632
"All simulations",0.1,4,"recessive",5,69,30.8113192268605,19,0.446540858360298,0.27536231884058
"All simulations",0.2,4,"recessive",5,119,53.8950338188881,65,0.452899443856202,0.546218487394958
"All simulations",0.3,4,"recessive",5,66,29.5061259951858,32,0.447062515078573,0.484848484848485
"All simulations",0.4,4,"recessive",5,52,23.3757356257247,22,0.449533377417782,0.423076923076923
"All simulations",0.1,5,"recessive",5,66,29.7522401892726,27,0.450791518019281,0.409090909090909
"All simulations",0.2,5,"recessive",5,167,74.1934869654057,79,0.444272377038357,0.473053892215569
"All simulations",0.3,5,"recessive",5,102,46.289784419058,42,0.453821415873118,0.411764705882353
"All simulations",0.4,5,"recessive",5,77,34.9228409674753,44,0.453543389187991,0.571428571428571
"Additive only",0.1,1,"additive",6,24,13.3601276437666,12,0.55667198515694,0.5
"All simulations",0.1,1,"additive",6,29,16.1689674892807,12,0.557550603078645,0.413793103448276
"Additive only",0.2,1,"additive",6,16,8.63736446999447,9,0.539835279374654,0.5625
"All simulations",0.2,1,"additive",6,22,11.8320347027328,9,0.537819759215129,0.409090909090909
"Additive only",0.3,1,"additive",6,14,7.72949238969844,7,0.552106599264174,0.5
"All simulations",0.3,1,"additive",6,15,8.28400057722097,7,0.552266705148065,0.466666666666667
"Additive only",0.4,1,"additive",6,17,9.28213525218121,11,0.54600795601066,0.647058823529412
"All simulations",0.4,1,"additive",6,18,9.85503845571061,11,0.547502136428367,0.611111111111111
"Additive only",0.1,2,"additive",6,16,8.68520291027269,10,0.542825181892043,0.625
"All simulations",0.1,2,"additive",6,40,22.1466027095105,22,0.553665067737763,0.55
"Additive only",0.2,2,"additive",6,32,17.7423386979469,19,0.554448084310842,0.59375
"All simulations",0.2,2,"additive",6,59,32.632004531471,34,0.553084822567305,0.576271186440678
"Additive only",0.3,2,"additive",6,20,10.9870706334139,10,0.549353531670695,0.5
"All simulations",0.3,2,"additive",6,40,22.1850409069747,21,0.554626022674368,0.525
"Additive only",0.4,2,"additive",6,21,11.3131308975448,9,0.538720518930703,0.428571428571429
"All simulations",0.4,2,"additive",6,44,24.0620884364415,17,0.546865646282761,0.386363636363636
"Additive only",0.1,3,"additive",6,17,9.33510696092653,10,0.549123938878031,0.588235294117647
"All simulations",0.1,3,"additive",6,45,24.6072081082799,22,0.546826846850664,0.488888888888889
"Additive only",0.2,3,"additive",6,35,18.9544765526988,22,0.541556472934252,0.628571428571429
"All simulations",0.2,3,"additive",6,117,63.6282944514271,59,0.543831576507924,0.504273504273504
"Additive only",0.3,3,"additive",6,33,18.0673015784602,12,0.547493987226067,0.363636363636364
"All simulations",0.3,3,"additive",6,101,54.8837355082976,45,0.543403321864333,0.445544554455446
"Additive only",0.4,3,"additive",6,26,14.073735002319,18,0.541297500089194,0.692307692307692
"All simulations",0.4,3,"additive",6,101,55.4681205703919,60,0.549189312578137,0.594059405940594
"Additive only",0.1,4,"additive",6,16,8.8076367199126,9,0.550477294994538,0.5625
"All simulations",0.1,4,"additive",6,67,36.7458744627553,30,0.548445887503811,0.447761194029851
"Additive only",0.2,4,"additive",6,36,19.6452935877635,21,0.545702599660096,0.583333333333333
"All simulations",0.2,4,"additive",6,187,101.856472550362,80,0.544687018985891,0.427807486631016
"Additive only",0.3,4,"additive",6,20,11.117340569328,13,0.555867028466398,0.65
"All simulations",0.3,4,"additive",6,149,81.8291467967358,76,0.549188904676079,0.51006711409396
"Additive only",0.4,4,"additive",6,19,10.52354851079,8,0.553870974252107,0.421052631578947
"All simulations",0.4,4,"additive",6,124,68.1537474536038,50,0.549626995593579,0.403225806451613
"Additive only",0.1,5,"additive",6,6,3.20117698252156,3,0.533529497086927,0.5
"All simulations",0.1,5,"additive",6,52,28.4297472898743,18,0.546725909420659,0.346153846153846
"Additive only",0.2,5,"additive",6,19,10.4192302804618,14,0.548380541076939,0.736842105263158
"All simulations",0.2,5,"additive",6,210,115.622414651435,84,0.550582926911594,0.4
"Additive only",0.3,5,"additive",6,24,12.9910494456403,16,0.54129372690168,0.666666666666667
"All simulations",0.3,5,"additive",6,251,137.768365945664,115,0.548877951974757,0.458167330677291
"Additive only",0.4,5,"additive",6,25,13.8371583736759,14,0.553486334947034,0.56
"All simulations",0.4,5,"additive",6,203,112.1486318276,97,0.552456314421674,0.477832512315271
"Additive only",0.1,1,"dominant",6,9,4.96101913774384,0,0.551224348638204,0
"All simulations",0.1,1,"dominant",6,23,12.8594406501167,4,0.559106115222465,0.173913043478261
"Additive only",0.2,1,"dominant",6,1,0.56655507673024,0,0.56655507673024,0
"All simulations",0.2,1,"dominant",6,14,7.6056298398376,10,0.543259274274114,0.714285714285714
"Additive only",0.3,1,"dominant",6,4,2.23498844551421,0,0.558747111378553,0
"All simulations",0.3,1,"dominant",6,14,7.78837786558976,7,0.556312704684983,0.5
"Additive only",0.4,1,"dominant",6,1,0.539642040983331,0,0.539642040983331,0
"All simulations",0.4,1,"dominant",6,13,7.08206249914063,8,0.544774038395433,0.615384615384615
"Additive only",0.1,2,"dominant",6,6,3.19327979734008,0,0.53221329955668,0
"All simulations",0.1,2,"dominant",6,61,33.1310017912401,36,0.543131176905575,0.590163934426229
"Additive only",0.2,2,"dominant",6,3,1.56941858977858,0,0.523139529926194,0
"All simulations",0.2,2,"dominant",6,61,33.5409340081122,35,0.549851377182167,0.573770491803279
"Additive only",0.3,2,"dominant",6,2,1.11171851078262,0,0.555859255391312,0
"All simulations",0.3,2,"dominant",6,48,26.3505669910929,30,0.548970145647768,0.625
"All simulations",0.4,2,"dominant",6,23,12.7652738355358,18,0.555011905892861,0.782608695652174
"Additive only",0.1,3,"dominant",6,4,2.19327608111978,0,0.548319020279946,0
"All simulations",0.1,3,"dominant",6,48,25.9081854698927,22,0.539753863956098,0.458333333333333
"Additive only",0.2,3,"dominant",6,5,2.75384452914523,0,0.550768905829046,0
"All simulations",0.2,3,"dominant",6,116,63.6088724486579,72,0.548352348695327,0.620689655172414
"Additive only",0.3,3,"dominant",6,1,0.505566758611434,0,0.505566758611434,0
"All simulations",0.3,3,"dominant",6,90,49.3905284136261,46,0.548783649040289,0.511111111111111
"Additive only",0.4,3,"dominant",6,2,1.10516529228173,0,0.552582646140867,0
"All simulations",0.4,3,"dominant",6,74,40.929343437178,36,0.553099235637541,0.486486486486487
"Additive only",0.1,4,"dominant",6,2,1.05074731002862,0,0.525373655014308,0
"All simulations",0.1,4,"dominant",6,52,28.149101730015,15,0.541328879423364,0.288461538461538
"Additive only",0.2,4,"dominant",6,6,3.23615444611052,0,0.539359074351754,0
"All simulations",0.2,4,"dominant",6,168,92.38914121634,84,0.549935364382976,0.5
"Additive only",0.3,4,"dominant",6,6,3.18496467404989,0,0.530827445674982,0
"All simulations",0.3,4,"dominant",6,172,94.0912181557646,107,0.547041966021887,0.622093023255814
"Additive only",0.4,4,"dominant",6,1,0.534263560512512,0,0.534263560512512,0
"All simulations",0.4,4,"dominant",6,118,65.0531563540283,46,0.55129793520363,0.389830508474576
"Additive only",0.1,5,"dominant",6,6,3.39515043166326,0,0.565858405277209,0
"All simulations",0.1,5,"dominant",6,83,45.8708319388665,34,0.552660625769476,0.409638554216867
"Additive only",0.2,5,"dominant",6,7,3.95163191574011,0,0.56451884510573,0
"All simulations",0.2,5,"dominant",6,202,110.978552938017,105,0.549398776920875,0.51980198019802
"Additive only",0.3,5,"dominant",6,3,1.67794422632749,0,0.559314742109163,0
"All simulations",0.3,5,"dominant",6,204,112.165782969543,109,0.549832269458542,0.534313725490196
"Additive only",0.4,5,"dominant",6,3,1.68867775697841,0,0.56289258565947,0
"All simulations",0.4,5,"dominant",6,166,91.7782389715945,92,0.552880957660208,0.55421686746988
"All simulations",0.1,1,"recessive",6,18,9.8820059526011,11,0.549000330700061,0.611111111111111
"All simulations",0.2,1,"recessive",6,14,7.72683399054296,10,0.551916713610211,0.714285714285714
"All simulations",0.3,1,"recessive",6,8,4.25610359431791,4,0.532012949289739,0.5
"All simulations",0.4,1,"recessive",6,4,2.3292405122953,2,0.582310128073824,0.5
"Additive only",0.1,2,"recessive",6,1,0.519688354227302,0,0.519688354227302,0
"All simulations",0.1,2,"recessive",6,39,21.0783581366168,24,0.540470721451714,0.615384615384615
"All simulations",0.2,2,"recessive",6,34,18.6343406109239,22,0.548068841497762,0.647058823529412
"All simulations",0.3,2,"recessive",6,29,16.075844700846,19,0.554339472442966,0.655172413793103
"All simulations",0.4,2,"recessive",6,12,6.46997979099091,6,0.539164982582576,0.5
"Additive only",0.1,3,"recessive",6,1,0.508829144293612,0,0.508829144293612,0
"All simulations",0.1,3,"recessive",6,54,29.4911175877235,22,0.546131807180064,0.407407407407407
"All simulations",0.2,3,"recessive",6,66,36.3800120893011,29,0.551212304383351,0.439393939393939
"All simulations",0.3,3,"recessive",6,67,36.9028227263929,29,0.550788398901386,0.432835820895522
"All simulations",0.4,3,"recessive",6,43,23.5418425942081,19,0.547484711493211,0.441860465116279
"All simulations",0.1,4,"recessive",6,61,33.4620890358269,41,0.548558836652901,0.672131147540984
"All simulations",0.2,4,"recessive",6,143,78.3419542772245,78,0.547845834106465,0.545454545454545
"All simulations",0.3,4,"recessive",6,87,47.7602420922415,30,0.548968299910822,0.344827586206897
"All simulations",0.4,4,"recessive",6,74,41.0210091469332,38,0.554337961445043,0.513513513513513
"All simulations",0.1,5,"recessive",6,50,27.8592984389532,26,0.557185968779064,0.52
"All simulations",0.2,5,"recessive",6,176,96.7603927890351,99,0.549774959028609,0.5625
"All simulations",0.3,5,"recessive",6,167,92.5001395330081,95,0.553893051095857,0.568862275449102
"All simulations",0.4,5,"recessive",6,120,65.7721282185708,72,0.54810106848809,0.6
"Additive only",0.1,1,"additive",7,14,9.21332545204533,9,0.658094675146095,0.642857142857143
"All simulations",0.1,1,"additive",7,17,11.2393838332126,9,0.661140225483095,0.529411764705882
"Additive only",0.2,1,"additive",7,20,12.9096126491569,14,0.645480632457847,0.7
"All simulations",0.2,1,"additive",7,20,12.9096126491569,14,0.645480632457847,0.7
"Additive only",0.3,1,"additive",7,17,10.9934288974651,11,0.646672288086183,0.647058823529412
"All simulations",0.3,1,"additive",7,18,11.6060132064242,11,0.644778511468011,0.611111111111111
"Additive only",0.4,1,"additive",7,8,5.14838868876393,2,0.643548586095491,0.25
"All simulations",0.4,1,"additive",7,8,5.14838868876393,2,0.643548586095491,0.25
"Additive only",0.1,2,"additive",7,23,14.8630743097286,15,0.646220622162113,0.652173913043478
"All simulations",0.1,2,"additive",7,43,28.0834751563254,24,0.653104073402916,0.558139534883721
"Additive only",0.2,2,"additive",7,32,20.8862468984924,28,0.652695215577886,0.875
"All simulations",0.2,2,"additive",7,63,40.9710997415452,48,0.650334916532463,0.761904761904762
"Additive only",0.3,2,"additive",7,15,9.82286870543286,9,0.654857913695524,0.6
"All simulations",0.3,2,"additive",7,45,29.2198028630647,25,0.64932895251255,0.555555555555556
"Additive only",0.4,2,"additive",7,18,11.761420886036,12,0.653412271446442,0.666666666666667
"All simulations",0.4,2,"additive",7,41,26.8194091014551,23,0.654131929303782,0.560975609756098
"Additive only",0.1,3,"additive",7,9,5.83654542350968,6,0.648505047056631,0.666666666666667
"All simulations",0.1,3,"additive",7,36,23.5182399618584,18,0.653284443384955,0.5
"Additive only",0.2,3,"additive",7,28,18.0303737714699,21,0.643941920409639,0.75
"All simulations",0.2,3,"additive",7,92,59.0500916574051,54,0.641848822363099,0.58695652173913
"Additive only",0.3,3,"additive",7,24,15.6017810287531,21,0.65007420953138,0.875
"All simulations",0.3,3,"additive",7,87,56.6151712961967,62,0.650749095358583,0.71264367816092
"Additive only",0.4,3,"additive",7,18,11.7879700210903,12,0.654887223393906,0.666666666666667
"All simulations",0.4,3,"additive",7,75,48.8274629720974,50,0.651032839627966,0.666666666666667
"Additive only",0.1,4,"additive",7,4,2.61980080861188,3,0.654950202152971,0.75
"All simulations",0.1,4,"additive",7,33,21.5530612248355,12,0.653123067419258,0.363636363636364
"Additive only",0.2,4,"additive",7,30,19.4341236905551,16,0.647804123018503,0.533333333333333
"All simulations",0.2,4,"additive",7,150,97.1180307457185,76,0.64745353830479,0.506666666666667
"Additive only",0.3,4,"additive",7,41,26.7051610804516,24,0.651345392206135,0.585365853658537
"All simulations",0.3,4,"additive",7,185,121.019447965187,93,0.6541591781902,0.502702702702703
"Additive only",0.4,4,"additive",7,24,15.5449459183885,16,0.647706079932853,0.666666666666667
"All simulations",0.4,4,"additive",7,130,84.1713105382916,79,0.64747161952532,0.607692307692308
"Additive only",0.1,5,"additive",7,6,4.0046146963844,3,0.667435782730733,0.5
"All simulations",0.1,5,"additive",7,62,40.4138113829273,20,0.651835667466569,0.32258064516129
"Additive only",0.2,5,"additive",7,20,12.8137950080755,13,0.640689750403777,0.65
"All simulations",0.2,5,"additive",7,190,124.012714363222,80,0.652698496648538,0.421052631578947
"Additive only",0.3,5,"additive",7,32,20.5984334725202,21,0.643701046016256,0.65625
"All simulations",0.3,5,"additive",7,261,169.157716606318,130,0.64811385672919,0.498084291187739
"Additive only",0.4,5,"additive",7,21,13.7663506230528,12,0.655540505859656,0.571428571428571
"All simulations",0.4,5,"additive",7,176,114.571618009237,99,0.650975102325208,0.5625
"Additive only",0.1,1,"dominant",7,6,3.84345969863242,0,0.640576616438737,0
"All simulations",0.1,1,"dominant",7,14,9.12773821377432,5,0.65198130098388,0.357142857142857
"Additive only",0.2,1,"dominant",7,4,2.65126915148674,0,0.662817287871686,0
"All simulations",0.2,1,"dominant",7,29,18.7602521367309,16,0.646905246094168,0.551724137931034
"Additive only",0.3,1,"dominant",7,2,1.35904093157618,0,0.67952046578809,0
"All simulations",0.3,1,"dominant",7,13,8.53137868608147,8,0.656259898929344,0.615384615384615
"Additive only",0.4,1,"dominant",7,1,0.655367910278103,0,0.655367910278103,0
"All simulations",0.4,1,"dominant",7,9,5.86344381897753,6,0.65149375766417,0.666666666666667
"Additive only",0.1,2,"dominant",7,4,2.59529398279469,0,0.648823495698673,0
"All simulations",0.1,2,"dominant",7,23,15.0662646460258,13,0.655054984609816,0.565217391304348
"Additive only",0.2,2,"dominant",7,1,0.637571383527487,0,0.637571383527487,0
"All simulations",0.2,2,"dominant",7,48,31.3701938750245,39,0.653545705729678,0.8125
"All simulations",0.3,2,"dominant",7,41,26.3816801364256,30,0.643455613083551,0.731707317073171
"All simulations",0.4,2,"dominant",7,41,26.8842314986499,26,0.655712963381706,0.634146341463415
"Additive only",0.1,3,"dominant",7,5,3.26601731836464,0,0.653203463672928,0
"All simulations",0.1,3,"dominant",7,44,28.7336084025753,22,0.653036554603985,0.5
"Additive only",0.2,3,"dominant",7,6,3.99184636910668,0,0.665307728184447,0
"All simulations",0.2,3,"dominant",7,85,55.5034958982973,54,0.652982304685851,0.635294117647059
"Additive only",0.3,3,"dominant",7,5,3.24120853986305,0,0.648241707972609,0
"All simulations",0.3,3,"dominant",7,77,50.0708655249126,36,0.65027098084302,0.467532467532468
"Additive only",0.4,3,"dominant",7,2,1.28104743876552,0,0.640523719382761,0
"All simulations",0.4,3,"dominant",7,89,58.1946727671122,51,0.653872727720362,0.573033707865168
