"gene","status","n_tissue_errors","n_nonconverged"
"TMOD3","finished",0,0
"TMOD4","finished",0,0
"TMPO","finished",0,0
"TMPPE","finished",0,0
"TMPRSS11A","finished",0,0
"TMPRSS11B","finished",0,0
"TMPRSS11D","finished",0,0
"TMPRSS11E","finished",0,0
"TMPRSS11F","finished",0,0
"TMPRSS12","finished",0,0
"TMPRSS13","finished",0,0
"TMPRSS15","finished",0,0
"TMPRSS2","finished",0,0
"TMPRSS3","finished",0,0
"TMPRSS4","finished",0,0
"TMPRSS5","finished",0,0
"TMPRSS6","finished",0,0
"TMPRSS7","finished",0,0
"TMPRSS9","finished",0,0
"TMSB10","finished",0,0
"TMSB15A","gene_error",0,0
"TMSB15B","gene_error",0,0
"TMSB4X","gene_error",0,0
"TMSB4Y","gene_error",0,0
"TMTC1","finished",0,0
"TMTC2","finished",0,0
"TMTC3","finished",0,0
"TMTC4","finished",0,0
"TMUB1","finished",0,0
"TMUB2","finished",0,0
"TMX1","finished",0,0
"TMX2","finished",0,0
"TMX3","finished",0,0
"TMX4","finished",0,0
"TNC","finished",0,0
"TNF","finished",0,0
"TNFAIP1","finished",0,0
"TNFAIP2","finished",0,0
"TNFAIP3","finished",0,0
"TNFAIP6","finished",0,0
"TNFAIP8","finished",0,0
"TNFAIP8L1","finished",0,0
"TNFAIP8L2","finished",0,0
"TNFAIP8L3","finished",0,0
"TNFRSF10A","finished",0,0
"TNFRSF10B","finished",0,0
"TNFRSF10C","finished",0,0
"TNFRSF10D","finished",0,0
"TNFRSF11A","finished",0,0
"TNFRSF11B","finished",0,0
"TNFRSF12A","finished",0,0
"TNFRSF13B","finished",0,0
"TNFRSF13C","finished",0,0
"TNFRSF14","finished",0,0
"TNFRSF17","finished",0,0
"TNFRSF18","finished",0,0
"TNFRSF19","finished",0,0
"TNFRSF1A","finished",0,0
"TNFRSF1B","finished",0,0
"TNFRSF21","finished",0,0
"TNFRSF25","finished",0,0
"TNFRSF4","finished",0,0
"TNFRSF6B","finished",0,0
"TNFRSF8","finished",0,0
"TNFRSF9","finished",0,0
"TNFSF10","finished",0,0
"TNFSF11","finished",0,0
"TNFSF12","finished",0,0
"TNFSF13","finished",0,0
"TNFSF13B","finished",0,0
"TNFSF14","finished",0,0
"TNFSF15","finished",0,0
"TNFSF18","finished",0,0
"TNFSF4","finished",0,0
"TNFSF8","finished",0,0
"TNFSF9","finished",0,0
"TNIK","finished",0,0
"TNIP1","finished",0,0
"TNIP2","finished",0,0
"TNIP3","finished",0,0
"TNK1","finished",0,0
"TNK2","finished",0,0
"TNKS","finished",0,0
"TNKS1BP1","finished",0,0
"TNKS2","finished",0,0
"TNMD","gene_error",0,0
"TNN","finished",0,0
"TNNC1","finished",0,0
"TNNC2","finished",0,0
"TNNI1","finished",0,0
"TNNI2","finished",0,0
"TNNI3","finished",0,0
"TNNI3K","finished",0,0
"TNNT1","finished",0,0
"TNNT2","finished",0,0
"TNNT3","finished",0,0
"TNP1","finished",0,0
"TNP2","finished",0,0
"TNPO1","finished",0,0
"TNPO2","finished",0,0
