"gene","status","n_tissue_errors","n_nonconverged"
"PRAF2","gene_error",0,0
"PRAG1","finished",0,0
"PRAM1","finished",0,0
"PRAME","finished",0,0
"PRAMEF1","finished",0,0
"PRAMEF10","finished",0,0
"PRAMEF11","finished",0,0
"PRAMEF12","finished",0,0
"PRAMEF13","finished",0,0
"PRAMEF14","finished",0,0
"PRAMEF15","finished",0,0
"PRAMEF17","finished",0,0
"PRAMEF18","finished",0,0
"PRAMEF19","finished",0,0
"PRAMEF2","finished",0,0
"PRAMEF20","finished",0,0
"PRAMEF25","finished",0,0
"PRAMEF26","finished",0,0
"PRAMEF27","finished",0,0
"PRAMEF33","finished",0,0
"PRAMEF4","finished",0,0
"PRAMEF5","finished",0,0
"PRAMEF6","finished",0,0
"PRAMEF7","finished",0,0
"PRAMEF8","finished",0,0
"PRAMEF9","finished",0,0
"PRAP1","finished",0,0
"PRB1","finished",0,0
"PRB2","finished",0,0
"PRB3","finished",0,0
"PRB4","finished",0,0
"PRC1","finished",0,0
"PRCC","finished",0,0
"PRCD","finished",0,0
"PRCP","finished",0,0
"PRDM1","finished",0,0
"PRDM10","finished",0,0
"PRDM11","finished",0,0
"PRDM12","finished",0,0
"PRDM13","finished",0,0
"PRDM14","finished",0,0
"PRDM15","finished",0,0
"PRDM16","finished",0,0
"PRDM2","finished",0,0
"PRDM4","finished",0,0
"PRDM5","finished",0,0
"PRDM6","finished",0,0
"PRDM7","finished",0,0
"PRDM8","finished",0,0
"PRDM9","finished",0,0
"PRDX1","finished",0,0
"PRDX2","finished",0,0
"PRDX3","finished",0,0
"PRDX4","gene_error",0,0
"PRDX5","finished",0,0
"PRDX6","finished",0,0
"PREB","finished",0,0
"PRELID1","finished",0,0
"PRELID2","finished",0,0
"PRELID3A","finished",0,0
"PRELID3B","finished",0,0
"PRELP","finished",0,0
"PREP","finished",0,0
"PREPL","finished",0,0
"PREX1","finished",0,0
"PREX2","finished",0,0
"PRF1","finished",0,0
"PRG2","finished",0,0
"PRG3","finished",0,0
"PRG4","finished",0,0
"PRH1","finished",0,0
"PRH2","finished",0,0
"PRICKLE1","finished",0,0
"PRICKLE2","finished",0,0
"PRICKLE3","gene_error",0,0
"PRICKLE4","finished",0,0
"PRIM1","finished",0,0
"PRIM2","finished",0,0
"PRIMA1","finished",0,0
"PRIMPOL","finished",0,0
"PRKAA1","finished",0,0
"PRKAA2","finished",0,0
"PRKAB1","finished",0,0
"PRKAB2","finished",0,0
"PRKACA","finished",0,0
"PRKACB","finished",0,0
"PRKACG","finished",0,0
"PRKAG1","finished",0,0
"PRKAG2","finished",0,0
"PRKAG3","finished",0,0
"PRKAR1A","finished",0,0
"PRKAR1B","finished",0,0
"PRKAR2A","finished",0,0
"PRKAR2B","finished",0,0
"PRKCA","finished",0,0
"PRKCB","finished",0,0
"PRKCD","finished",0,0
"PRKCE","finished",0,0
"PRKCG","finished",0,0
"PRKCH","finished",0,0
