"gene","status","n_tissue_errors","n_nonconverged"
"NAT2","finished",0,0
"NAT8","finished",0,0
"NAT8L","finished",0,0
"NAT9","finished",0,0
"NATD1","finished",0,0
"NAV1","finished",0,0
"NAV2","finished",0,0
"NAV3","finished",0,0
"NAXD","finished",0,0
"NAXE","finished",0,0
"NBAS","finished",0,0
"NBDY","gene_error",0,0
"NBEA","finished",0,0
"NBEAL1","finished",0,0
"NBEAL2","finished",0,0
"NBL1","finished",0,0
"NBN","finished",0,0
"NBPF1","finished",0,0
"NBPF10","finished",0,0
"NBPF11","finished",0,0
"NBPF12","finished",0,0
"NBPF14","finished",0,0
"NBPF15","finished",0,0
"NBPF19","finished",0,0
"NBPF20","finished",0,0
"NBPF26","finished",0,0
"NBPF3","finished",0,0
"NBPF4","finished",0,0
"NBPF6","finished",0,0
"NBPF9","finished",0,0
"NBR1","finished",0,0
"NCALD","finished",0,0
"NCAM1","finished",0,0
"NCAM2","finished",0,0
"NCAN","finished",0,0
"NCAPD2","finished",0,0
"NCAPD3","finished",0,0
"NCAPG","finished",0,0
"NCAPG2","finished",0,0
"NCAPH","finished",0,0
"NCAPH2","finished",0,0
"NCBP1","finished",0,0
"NCBP2","finished",0,0
"NCBP2L","gene_error",0,0
"NCBP3","finished",0,0
"NCCRP1","finished",0,0
"NCDN","finished",0,0
"NCEH1","finished",0,0
"NCF1","finished",0,0
"NCF2","finished",0,0
"NCF4","finished",0,0
"NCK1","finished",0,0
"NCK2","finished",0,0
"NCKAP1","finished",0,0
"NCKAP1L","finished",0,0
"NCKAP5","finished",0,0
"NCKAP5L","finished",0,0
"NCKIPSD","finished",0,0
"NCL","finished",0,0
"NCLN","finished",0,0
"NCMAP","finished",0,0
"NCOA1","finished",0,0
"NCOA2","finished",0,0
"NCOA3","finished",0,0
"NCOA4","finished",0,0
"NCOA5","finished",0,0
"NCOA6","finished",0,0
"NCOA7","finished",0,0
"NCOR1","finished",0,0
"NCOR2","finished",0,0
"NCR1","finished",0,0
"NCR2","finished",0,0
"NCR3","finished",0,0
"NCR3LG1","finished",0,0
"NCS1","finished",0,0
"NCSTN","finished",0,0
"NDC1","finished",0,0
"NDC80","finished",0,0
"NDE1","finished",0,0
"NDEL1","finished",0,0
"NDFIP1","finished",0,0
"NDFIP2","finished",0,0
"NDN","finished",0,0
"NDNF","finished",0,0
"NDOR1","finished",0,0
"NDP","gene_error",0,0
"NDRG1","finished",0,0
"NDRG2","finished",0,0
"NDRG3","finished",0,0
"NDRG4","finished",0,0
"NDST1","finished",0,0
"NDST2","finished",0,0
"NDST3","finished",0,0
"NDST4","finished",0,0
"NDUFA1","gene_error",0,0
"NDUFA10","finished",0,0
"NDUFA11","finished",0,0
"NDUFA12","finished",0,0
"NDUFA13","finished",0,0
"NDUFA2","finished",0,0
