"gene","status","n_tissue_errors","n_nonconverged"
"LUC7L","finished",0,0
"LUC7L2","finished",0,0
"LUC7L3","finished",0,0
"LUM","finished",0,0
"LURAP1","finished",0,0
"LURAP1L","finished",0,0
"LUZP1","finished",0,0
"LUZP2","finished",0,0
"LUZP4","gene_error",0,0
"LVRN","finished",0,0
"LXN","finished",0,0
"LY6D","finished",0,0
"LY6E","finished",0,0
"LY6G5B","finished",0,0
"LY6G5C","finished",0,0
"LY6G6C","finished",0,0
"LY6G6D","finished",0,0
"LY6G6E","finished",0,0
"LY6G6F","finished",0,0
"LY6H","finished",0,0
"LY6K","finished",0,0
"LY6L","finished",0,0
"LY75","finished",0,0
"LY86","finished",0,0
"LY9","finished",0,0
"LY96","finished",0,0
"LYAR","finished",0,0
"LYG1","finished",0,0
"LYG2","finished",0,0
"LYL1","finished",0,0
"LYN","finished",0,0
"LYNX1","finished",0,0
"LYPD1","finished",0,0
"LYPD2","finished",0,0
"LYPD3","finished",0,0
"LYPD4","finished",0,0
"LYPD5","finished",0,0
"LYPD6","finished",0,0
"LYPD6B","finished",0,0
"LYPD8","finished",0,0
"LYPLA1","finished",0,0
"LYPLA2","finished",0,0
"LYPLAL1","finished",0,0
"LYRM1","finished",0,0
"LYRM2","finished",0,0
"LYRM4","finished",0,0
"LYRM7","finished",0,0
"LYRM9","finished",0,0
"LYSMD1","finished",0,0
"LYSMD2","finished",0,0
"LYSMD3","finished",0,0
"LYSMD4","finished",0,0
"LYST","finished",0,0
"LYVE1","finished",0,0
"LYZ","finished",0,0
"LYZL1","finished",0,0
"LYZL2","finished",0,0
"LYZL4","finished",0,0
"LYZL6","finished",0,0
"LZIC","finished",0,0
"LZTFL1","finished",0,0
"LZTR1","finished",0,0
"LZTS1","finished",0,0
"LZTS2","finished",0,0
"LZTS3","finished",0,0
"M1AP","finished",0,0
"M6PR","finished",0,0
"MAB21L1","finished",0,0
"MAB21L2","finished",0,0
"MAB21L3","finished",0,0
"MACC1","finished",0,0
"MACF1","finished",0,0
"MACROD1","finished",0,0
"MACROD2","finished",0,0
"MAD1L1","finished",0,0
"MAD2L1","finished",0,0
"MAD2L1BP","finished",0,0
"MAD2L2","finished",0,0
"MADCAM1","finished",0,0
"MADD","finished",0,0
"MAEA","finished",0,0
"MAEL","finished",0,0
"MAF","finished",0,0
"MAF1","finished",0,0
"MAFA","finished",0,0
"MAFB","finished",0,0
"MAFF","finished",0,0
"MAFG","finished",0,0
"MAFK","finished",0,0
"MAG","finished",0,0
"MAGEA1","gene_error",0,0
"MAGEA10","gene_error",0,0
"MAGEA11","gene_error",0,0
"MAGEA12","gene_error",0,0
"MAGEA2","gene_error",0,0
"MAGEA2B","gene_error",0,0
"MAGEA3","gene_error",0,0
"MAGEA4","gene_error",0,0
"MAGEA6","gene_error",0,0
"MAGEA8","gene_error",0,0
