"gene","status","n_tissue_errors","n_nonconverged"
"PLEK2","finished",0,0
"PLEKHA1","finished",0,0
"PLEKHA2","finished",0,0
"PLEKHA3","finished",0,0
"PLEKHA4","finished",0,0
"PLEKHA5","finished",0,0
"PLEKHA6","finished",0,0
"PLEKHA7","finished",0,0
"PLEKHA8","finished",0,0
"PLEKHB1","finished",0,0
"PLEKHB2","finished",0,0
"PLEKHD1","finished",0,0
"PLEKHF1","finished",0,0
"PLEKHF2","finished",0,0
"PLEKHG1","finished",0,0
"PLEKHG2","finished",0,0
"PLEKHG3","finished",0,0
"PLEKHG4","finished",0,0
"PLEKHG4B","finished",0,0
"PLEKHG5","finished",0,0
"PLEKHG6","finished",0,0
"PLEKHG7","finished",0,0
"PLEKHH1","finished",0,0
"PLEKHH2","finished",0,0
"PLEKHH3","finished",0,0
"PLEKHJ1","finished",0,0
"PLEKHM1","finished",0,0
"PLEKHM2","finished",0,0
"PLEKHM3","finished",0,0
"PLEKHN1","finished",0,0
"PLEKHO1","finished",0,0
"PLEKHO2","finished",0,0
"PLEKHS1","finished",0,0
"PLET1","finished",0,0
"PLG","finished",0,0
"PLGLB1","finished",0,0
"PLGLB2","finished",0,0
"PLGRKT","finished",0,0
"PLIN1","finished",0,0
"PLIN2","finished",0,0
"PLIN3","finished",0,0
"PLIN4","finished",0,0
"PLIN5","finished",0,0
"PLK1","finished",0,0
"PLK2","finished",0,0
"PLK3","finished",0,0
"PLK4","finished",0,0
"PLK5","finished",0,0
"PLLP","finished",0,0
"PLN","finished",0,0
"PLOD1","finished",0,0
"PLOD2","finished",0,0
"PLOD3","finished",0,0
"PLP1","gene_error",0,0
"PLP2","gene_error",0,0
"PLPP1","finished",0,0
"PLPP2","finished",0,0
"PLPP3","finished",0,0
"PLPP4","finished",0,0
"PLPP5","finished",0,0
"PLPP6","finished",0,0
"PLPP7","finished",0,0
"PLPPR1","finished",0,0
"PLPPR2","finished",0,0
"PLPPR3","finished",0,0
"PLPPR4","finished",0,0
"PLPPR5","finished",0,0
"PLRG1","finished",0,0
"PLS1","finished",0,0
"PLS3","gene_error",0,0
"PLSCR1","finished",0,0
"PLSCR2","finished",0,0
"PLSCR3","finished",0,0
"PLSCR4","finished",0,0
"PLSCR5","finished",0,0
"PLTP","finished",0,0
"PLVAP","finished",0,0
"PLXDC1","finished",0,0
"PLXDC2","finished",0,0
"PLXNA1","finished",0,0
"PLXNA2","finished",0,0
"PLXNA3","gene_error",0,0
"PLXNA4","finished",0,0
"PLXNB1","finished",0,0
"PLXNB2","finished",0,0
"PLXNB3","gene_error",0,0
"PLXNC1","finished",0,0
"PLXND1","finished",0,0
"PM20D1","finished",0,0
"PM20D2","finished",0,0
"PMAIP1","finished",0,0
"PMCH","finished",0,0
"PMEL","finished",0,0
"PMEPA1","finished",0,0
"PMF1","finished",0,0
"PMFBP1","finished",0,0
"PML","finished",0,0
"PMM1","finished",0,0
"PMM2","finished",0,0
"PMP2","finished",0,0
