"gene","status","n_tissue_errors","n_nonconverged"
"RPS6KA5","finished",0,0
"RPS6KA6","gene_error",0,0
"RPS6KB1","finished",0,0
"RPS6KB2","finished",0,0
"RPS6KC1","finished",0,0
"RPS6KL1","finished",0,0
"RPS7","finished",0,0
"RPS8","finished",0,0
"RPS9","finished",0,0
"RPSA","finished",0,0
"RPTN","finished",0,0
"RPTOR","finished",0,0
"RPUSD1","finished",0,0
"RPUSD2","finished",0,0
"RPUSD3","finished",0,0
"RPUSD4","finished",0,0
"RRAD","finished",0,0
"RRAGA","finished",0,0
"RRAGB","gene_error",0,0
"RRAGC","finished",0,0
"RRAGD","finished",0,0
"RRAS","finished",0,0
"RRAS2","finished",0,0
"RRBP1","finished",0,0
"RREB1","finished",0,0
"RRH","finished",0,0
"RRM1","finished",0,0
"RRM2","finished",0,0
"RRM2B","finished",0,0
"RRN3","finished",0,0
"RRNAD1","finished",0,0
"RRP1","finished",0,0
"RRP12","finished",0,0
"RRP15","finished",0,0
"RRP1B","finished",0,0
"RRP36","finished",0,0
"RRP7A","finished",0,0
"RRP8","finished",0,0
"RRP9","finished",0,0
"RRS1","finished",0,0
"RS1","gene_error",0,0
"RSAD1","finished",0,0
"RSAD2","finished",0,0
"RSBN1","finished",0,0
"RSBN1L","finished",0,0
"RSF1","finished",0,0
"RSL1D1","finished",0,0
"RSL24D1","finished",0,0
"RSPH1","finished",0,0
"RSPH10B","finished",0,0
"RSPH10B2","finished",0,0
"RSPH14","finished",0,0
"RSPH3","finished",0,0
"RSPH4A","finished",0,0
"RSPH6A","finished",0,0
"RSPH9","finished",0,0
"RSPO1","finished",0,0
"RSPO2","finished",0,0
"RSPO3","finished",0,0
"RSPO4","finished",0,0
"RSPRY1","finished",0,0
"RSRC1","finished",0,0
"RSRC2","finished",0,0
"RSRP1","finished",0,0
"RSU1","finished",0,0
"RTBDN","finished",0,0
"RTCA","finished",0,0
"RTCB","finished",0,0
"RTEL1","finished",0,0
"RTF1","finished",0,0
"RTKN","finished",0,0
"RTKN2","finished",0,0
"RTL1","finished",0,0
"RTN1","finished",0,0
"RTN2","finished",0,0
"RTN3","finished",0,0
"RTN4","finished",0,0
"RTN4IP1","finished",0,0
"RTN4R","finished",0,0
"RTN4RL1","finished",0,0
"RTN4RL2","finished",0,0
"RTP1","finished",0,0
"RTP2","finished",0,0
"RTP3","finished",0,0
"RTP4","finished",0,0
"RTP5","finished",0,0
"RTTN","finished",0,0
"RUBCN","finished",0,0
"RUBCNL","finished",0,0
"RUFY1","finished",0,0
"RUFY2","finished",0,0
"RUFY3","finished",0,0
"RUFY4","finished",0,0
"RUNDC1","finished",0,0
"RUNDC3A","finished",0,0
"RUNDC3B","finished",0,0
"RUNX1","finished",0,0
"RUNX1T1","finished",0,0
"RUNX2","finished",0,0
"RUNX3","finished",0,0
