"gene","status","n_tissue_errors","n_nonconverged"
"SKIDA1","finished",0,0
"SKIL","finished",0,0
"SKIV2L","finished",0,0
"SKOR1","finished",0,0
"SKOR2","finished",0,0
"SKP1","finished",0,0
"SKP2","finished",0,0
"SLA","finished",0,0
"SLA2","finished",0,0
"SLAIN1","finished",0,0
"SLAIN2","finished",0,0
"SLAMF1","finished",0,0
"SLAMF6","finished",0,0
"SLAMF7","finished",0,0
"SLAMF8","finished",0,0
"SLAMF9","finished",0,0
"SLBP","finished",0,0
"SLC10A1","finished",0,0
"SLC10A2","finished",0,0
"SLC10A3","gene_error",0,0
"SLC10A4","finished",0,0
"SLC10A5","finished",0,0
"SLC10A6","finished",0,0
"SLC10A7","finished",0,0
"SLC11A1","finished",0,0
"SLC11A2","finished",0,0
"SLC12A1","finished",0,0
"SLC12A2","finished",0,0
"SLC12A3","finished",0,0
"SLC12A4","finished",0,0
"SLC12A5","finished",0,0
"SLC12A6","finished",0,0
"SLC12A7","finished",0,0
"SLC12A8","finished",0,0
"SLC12A9","finished",0,0
"SLC13A1","finished",0,0
"SLC13A2","finished",0,0
"SLC13A3","finished",0,0
"SLC13A4","finished",0,0
"SLC13A5","finished",0,0
"SLC14A1","finished",0,0
"SLC14A2","finished",0,0
"SLC15A1","finished",0,0
"SLC15A2","finished",0,0
"SLC15A3","finished",0,0
"SLC15A4","finished",0,0
"SLC15A5","finished",0,0
"SLC16A1","finished",0,0
"SLC16A10","finished",0,0
"SLC16A11","finished",0,0
"SLC16A12","finished",0,0
"SLC16A13","finished",0,0
"SLC16A14","finished",0,0
"SLC16A2","gene_error",0,0
"SLC16A3","finished",0,0
"SLC16A4","finished",0,0
"SLC16A5","finished",0,0
"SLC16A6","finished",0,0
"SLC16A7","finished",0,0
"SLC16A8","finished",0,0
"SLC16A9","finished",0,0
"SLC17A1","finished",0,0
"SLC17A2","finished",0,0
"SLC17A3","finished",0,0
"SLC17A4","finished",0,0
"SLC17A5","finished",0,0
"SLC17A6","finished",0,0
"SLC17A7","finished",0,0
"SLC17A8","finished",0,0
"SLC17A9","finished",0,0
"SLC18A1","finished",0,0
"SLC18A2","finished",0,0
"SLC18A3","finished",0,0
"SLC18B1","finished",0,0
"SLC19A1","finished",0,0
"SLC19A2","finished",0,0
"SLC19A3","finished",0,0
"SLC1A1","finished",0,0
"SLC1A2","finished",0,0
"SLC1A3","finished",0,0
"SLC1A4","finished",0,0
"SLC1A5","finished",0,0
"SLC1A6","finished",0,0
"SLC1A7","finished",0,0
"SLC20A1","finished",0,0
"SLC20A2","finished",0,0
"SLC22A1","finished",0,0
"SLC22A10","finished",0,0
"SLC22A11","finished",0,0
"SLC22A12","finished",0,0
"SLC22A13","finished",0,0
"SLC22A14","finished",0,0
"SLC22A15","finished",0,0
"SLC22A16","finished",0,0
"SLC22A17","finished",0,0
"SLC22A18","finished",0,0
"SLC22A18AS","finished",0,0
"SLC22A2","finished",0,0
"SLC22A23","finished",0,0
"SLC22A24","finished",0,0
