"gene","status","n_tissue_errors","n_nonconverged"
"ZNF891","finished",0,0
"ZNF90","finished",0,0
"ZNF91","finished",0,0
"ZNF92","finished",0,0
"ZNF93","finished",0,0
"ZNF98","finished",0,0
"ZNF99","finished",0,0
"ZNFX1","finished",0,0
"ZNHIT1","finished",0,0
"ZNHIT2","finished",0,0
"ZNHIT3","finished",0,0
"ZNHIT6","finished",0,0
"ZNRF1","finished",0,0
"ZNRF2","finished",0,0
"ZNRF3","finished",0,0
"ZNRF4","finished",0,0
"ZP1","finished",0,0
"ZP2","finished",0,0
"ZP3","finished",0,0
"ZP4","finished",0,0
"ZPBP","finished",0,0
"ZPBP2","finished",0,0
"ZPLD1","finished",0,0
"ZPR1","finished",0,0
"ZRANB1","finished",0,0
"ZRANB2","finished",0,0
"ZRANB3","finished",0,0
"ZRSR2","gene_error",0,0
"ZSCAN1","finished",0,0
"ZSCAN10","finished",0,0
"ZSCAN12","finished",0,0
"ZSCAN16","finished",0,0
"ZSCAN18","finished",0,0
"ZSCAN2","finished",0,0
"ZSCAN20","finished",0,0
"ZSCAN21","finished",0,0
"ZSCAN22","finished",0,0
"ZSCAN23","finished",0,0
"ZSCAN25","finished",0,0
"ZSCAN26","finished",0,0
"ZSCAN29","finished",0,0
"ZSCAN30","finished",0,0
"ZSCAN31","finished",0,0
"ZSCAN32","finished",0,0
"ZSCAN4","finished",0,0
"ZSCAN5A","finished",0,0
"ZSCAN5B","finished",0,0
"ZSCAN5C","finished",0,0
"ZSCAN9","finished",0,0
"ZSWIM1","finished",0,0
"ZSWIM2","finished",0,0
"ZSWIM3","finished",0,0
"ZSWIM4","finished",0,0
"ZSWIM5","finished",0,0
"ZSWIM6","finished",0,0
"ZSWIM7","finished",0,0
"ZSWIM8","finished",0,0
"ZW10","finished",0,0
"ZWILCH","finished",0,0
"ZWINT","finished",0,0
"ZXDA","gene_error",0,0
"ZXDB","gene_error",0,0
"ZXDC","finished",0,0
"ZYG11A","finished",0,0
"ZYG11B","finished",0,0
"ZYX","finished",0,0
"ZZEF1","finished",0,0
"ZZZ3","finished",0,0
