"gene","status","n_tissue_errors","n_nonconverged"
"SH3YL1","finished",0,0
"SHANK1","finished",0,0
"SHANK2","finished",0,0
"SHANK3","finished",0,0
"SHARPIN","finished",0,0
"SHB","finished",0,0
"SHBG","finished",0,0
"SHC1","finished",0,0
"SHC2","finished",0,0
"SHC3","finished",0,0
"SHC4","finished",0,0
"SHCBP1","finished",0,0
"SHCBP1L","finished",0,0
"SHD","finished",0,0
"SHE","finished",0,0
"SHF","finished",0,0
"SHH","finished",0,0
"SHISA2","finished",0,0
"SHISA3","finished",0,0
"SHISA4","finished",0,0
"SHISA5","finished",0,0
"SHISA6","finished",0,0
"SHISA7","finished",0,0
"SHISA8","finished",0,0
"SHISA9","finished",0,0
"SHKBP1","finished",0,0
"SHMT1","finished",0,0
"SHMT2","finished",0,0
"SHOC2","finished",0,0
"SHOX","gene_error",0,0
"SHOX2","finished",0,0
"SHPK","finished",0,0
"SHPRH","finished",0,0
"SHQ1","finished",0,0
"SHROOM1","finished",0,0
"SHROOM2","gene_error",0,0
"SHROOM3","finished",0,0
"SHROOM4","gene_error",0,0
"SHTN1","finished",0,0
"SI","finished",0,0
"SIAE","finished",0,0
"SIAH1","finished",0,0
"SIAH2","finished",0,0
"SIAH3","finished",0,0
"SIDT1","finished",0,0
"SIDT2","finished",0,0
"SIGIRR","finished",0,0
"SIGLEC1","finished",0,0
"SIGLEC10","finished",0,0
"SIGLEC11","finished",0,0
"SIGLEC12","finished",0,0
"SIGLEC14","finished",0,0
"SIGLEC15","finished",0,0
"SIGLEC5","finished",0,0
"SIGLEC6","finished",0,0
"SIGLEC7","finished",0,0
"SIGLEC8","finished",0,0
"SIGLEC9","finished",0,0
"SIGLECL1","finished",0,0
"SIGMAR1","finished",0,0
"SIK1","finished",0,0
"SIK2","finished",0,0
"SIK3","finished",0,0
"SIKE1","finished",0,0
"SIL1","finished",0,0
"SIM1","finished",0,0
"SIM2","finished",0,0
"SIMC1","finished",0,0
"SIN3A","finished",0,0
"SIN3B","finished",0,0
"SIPA1","finished",0,0
"SIPA1L1","finished",0,0
"SIPA1L2","finished",0,0
"SIPA1L3","finished",0,0
"SIRPA","finished",0,0
"SIRPB1","finished",0,0
"SIRPB2","finished",0,0
"SIRPD","finished",0,0
"SIRPG","finished",0,0
"SIRT1","finished",0,0
"SIRT2","finished",0,0
"SIRT3","finished",0,0
"SIRT4","finished",0,0
"SIRT5","finished",0,0
"SIRT6","finished",0,0
"SIRT7","finished",0,0
"SIT1","finished",0,0
"SIVA1","finished",0,0
"SIX1","finished",0,0
"SIX2","finished",0,0
"SIX3","finished",0,0
"SIX4","finished",0,0
"SIX5","finished",0,0
"SIX6","finished",0,0
"SKA1","finished",0,0
"SKA2","finished",0,0
"SKA3","finished",0,0
"SKAP1","finished",0,0
"SKAP2","finished",0,0
"SKI","finished",0,0
