"gene","status","n_tissue_errors","n_nonconverged"
"OR4N4","finished",0,0
"OR4N5","finished",0,0
"OR4P4","finished",0,0
"OR4Q3","finished",0,0
"OR4S1","finished",0,0
"OR4S2","finished",0,0
"OR4X1","finished",0,0
"OR4X2","finished",0,0
"OR51A2","finished",0,0
"OR51A4","finished",0,0
"OR51A7","finished",0,0
"OR51B2","finished",0,0
"OR51B4","finished",0,0
"OR51B5","finished",0,0
"OR51B6","finished",0,0
"OR51C1P","finished",0,0
"OR51D1","finished",0,0
"OR51E1","finished",0,0
"OR51E2","finished",0,0
"OR51F1","finished",0,0
"OR51F2","finished",0,0
"OR51G1","finished",0,0
"OR51G2","finished",0,0
"OR51I1","finished",0,0
"OR51I2","finished",0,0
"OR51L1","finished",0,0
"OR51M1","finished",0,0
"OR51Q1","finished",0,0
"OR51S1","finished",0,0
"OR51T1","finished",0,0
"OR51V1","finished",0,0
"OR52A1","finished",0,0
"OR52A5","finished",0,0
"OR52B2","finished",0,0
"OR52B4","finished",0,0
"OR52B6","finished",0,0
"OR52D1","finished",0,0
"OR52E2","finished",0,0
"OR52E4","finished",0,0
"OR52E5","finished",0,0
"OR52E6","finished",0,0
"OR52E8","finished",0,0
"OR52H1","finished",0,0
"OR52I1","finished",0,0
"OR52I2","finished",0,0
"OR52J3","finished",0,0
"OR52K1","finished",0,0
"OR52K2","finished",0,0
"OR52L1","finished",0,0
"OR52M1","finished",0,0
"OR52N1","finished",0,0
"OR52N2","finished",0,0
"OR52N4","finished",0,0
"OR52N5","finished",0,0
"OR52R1","finished",0,0
"OR52W1","finished",0,0
"OR56A1","finished",0,0
"OR56A3","finished",0,0
"OR56A4","finished",0,0
"OR56A5","finished",0,0
"OR56B1","finished",0,0
"OR56B2P","finished",0,0
"OR56B4","finished",0,0
"OR5A1","finished",0,0
"OR5A2","finished",0,0
"OR5AC2","finished",0,0
"OR5AK2","finished",0,0
"OR5AN1","finished",0,0
"OR5AP2","finished",0,0
"OR5AR1","finished",0,0
"OR5AS1","finished",0,0
"OR5AU1","finished",0,0
"OR5B12","finished",0,0
"OR5B17","finished",0,0
"OR5B2","finished",0,0
"OR5B21","finished",0,0
"OR5B3","finished",0,0
"OR5BS1P","finished",0,0
"OR5C1","finished",0,0
"OR5D13","finished",0,0
"OR5D14","finished",0,0
"OR5D16","finished",0,0
"OR5D18","finished",0,0
"OR5D3P","finished",0,0
"OR5F1","finished",0,0
"OR5H1","finished",0,0
"OR5H14","finished",0,0
"OR5H15","finished",0,0
"OR5H2","finished",0,0
"OR5H6","finished",0,0
"OR5I1","finished",0,0
"OR5J2","finished",0,0
"OR5K1","finished",0,0
"OR5K2","finished",0,0
"OR5K3","finished",0,0
"OR5K4","finished",0,0
"OR5L1","finished",0,0
"OR5L2","finished",0,0
"OR5M1","finished",0,0
"OR5M10","finished",0,0
