"gene","status","n_tissue_errors","n_nonconverged"
"TRIM4","finished",0,0
"TRIM40","finished",0,0
"TRIM41","finished",0,0
"TRIM42","finished",0,0
"TRIM43","finished",0,0
"TRIM43B","finished",0,0
"TRIM44","finished",0,0
"TRIM45","finished",0,0
"TRIM46","finished",0,0
"TRIM47","finished",0,0
"TRIM48","finished",0,0
"TRIM49","finished",0,0
"TRIM49B","finished",0,0
"TRIM49C","finished",0,0
"TRIM49D1","finished",0,0
"TRIM49D2","finished",0,0
"TRIM5","finished",0,0
"TRIM50","finished",0,0
"TRIM51","finished",0,0
"TRIM51GP","finished",0,0
"TRIM52","finished",0,0
"TRIM54","finished",0,0
"TRIM55","finished",0,0
"TRIM56","finished",0,0
"TRIM58","finished",0,0
"TRIM59","finished",0,0
"TRIM6","finished",0,0
"TRIM60","finished",0,0
"TRIM61","finished",0,0
"TRIM62","finished",0,0
"TRIM63","finished",0,0
"TRIM64","finished",0,0
"TRIM64B","finished",0,0
"TRIM64C","finished",0,0
"TRIM65","finished",0,0
"TRIM66","finished",0,0
"TRIM67","finished",0,0
"TRIM68","finished",0,0
"TRIM69","finished",0,0
"TRIM7","finished",0,0
"TRIM71","finished",0,0
"TRIM72","finished",0,0
"TRIM73","finished",0,0
"TRIM74","finished",0,0
"TRIM75P","finished",0,0
"TRIM77","finished",0,0
"TRIM8","finished",0,0
"TRIM9","finished",0,0
"TRIML1","finished",0,0
"TRIML2","finished",0,0
"TRIO","finished",0,0
"TRIOBP","finished",0,0
"TRIP10","finished",0,0
"TRIP11","finished",0,0
"TRIP12","finished",0,0
"TRIP13","finished",0,0
"TRIP4","finished",0,0
"TRIP6","finished",0,0
"TRIQK","finished",0,0
"TRIT1","finished",0,0
"TRMO","finished",0,0
"TRMT1","finished",0,0
"TRMT10A","finished",0,0
"TRMT10B","finished",0,0
"TRMT10C","finished",0,0
"TRMT11","finished",0,0
"TRMT112","finished",0,0
"TRMT12","finished",0,0
"TRMT13","finished",0,0
"TRMT1L","finished",0,0
"TRMT2A","finished",0,0
"TRMT2B","gene_error",0,0
"TRMT44","finished",0,0
"TRMT5","finished",0,0
"TRMT6","finished",0,0
"TRMT61A","finished",0,0
"TRMT61B","finished",0,0
"TRMU","finished",0,0
"TRNAU1AP","finished",0,0
"TRNP1","finished",0,0
"TRNT1","finished",0,0
"TRO","gene_error",0,0
"TROAP","finished",0,0
"TRPA1","finished",0,0
"TRPC1","finished",0,0
"TRPC3","finished",0,0
"TRPC4","finished",0,0
"TRPC4AP","finished",0,0
"TRPC5","gene_error",0,0
"TRPC5OS","gene_error",0,0
"TRPC6","finished",0,0
"TRPC7","finished",0,0
"TRPM1","finished",0,0
"TRPM2","finished",0,0
"TRPM3","finished",0,0
"TRPM4","finished",0,0
"TRPM5","finished",0,0
"TRPM6","finished",0,0
"TRPM7","finished",0,0
"TRPM8","finished",0,0
