"gene","status","n_tissue_errors","n_nonconverged"
"AFMID","finished",0,0
"AFP","finished",0,0
"AFTPH","finished",0,0
"AGA","finished",0,0
"AGAP1","finished",0,0
"AGAP2","finished",0,0
"AGAP3","finished",0,0
"AGAP4","finished",0,0
"AGAP5","finished",0,0
"AGAP6","finished",0,0
"AGAP9","finished",0,0
"AGBL1","finished",0,0
"AGBL2","finished",0,0
"AGBL3","finished",0,0
"AGBL4","finished",0,0
"AGBL5","finished",0,0
"AGER","finished",0,0
"AGFG1","finished",0,0
"AGFG2","finished",0,0
"AGGF1","finished",0,0
"AGK","finished",0,0
"AGL","finished",0,0
"AGMAT","finished",0,0
"AGMO","finished",0,0
"AGO1","finished",0,0
"AGO2","finished",0,0
"AGO3","finished",0,0
"AGO4","finished",0,0
"AGPAT1","finished",0,0
"AGPAT2","finished",0,0
"AGPAT3","finished",0,0
"AGPAT4","finished",0,0
"AGPAT5","finished",0,0
"AGPS","finished",0,0
"AGR2","finished",0,0
"AGR3","finished",0,0
"AGRN","finished",0,0
"AGRP","finished",0,0
"AGT","finished",0,0
"AGTPBP1","finished",0,0
"AGTR1","finished",0,0
"AGTR2","gene_error",0,0
"AGTRAP","finished",0,0
"AGXT","finished",0,0
"AGXT2","finished",0,0
"AHCTF1","finished",0,0
"AHCY","finished",0,0
"AHCYL1","finished",0,0
"AHCYL2","finished",0,0
"AHDC1","finished",0,0
"AHI1","finished",0,0
"AHNAK","finished",0,0
"AHNAK2","finished",0,0
"AHR","finished",0,0
"AHRR","finished",0,0
"AHSA1","finished",0,0
"AHSG","finished",0,0
"AHSP","finished",0,0
"AICDA","finished",0,0
"AIDA","finished",0,0
"AIF1","finished",0,0
"AIF1L","finished",0,0
"AIFM1","gene_error",0,0
"AIFM2","finished",0,0
"AIFM3","finished",0,0
"AIG1","finished",0,0
"AIM2","finished",0,0
"AIMP1","finished",0,0
"AIMP2","finished",0,0
"AIP","finished",0,0
"AIPL1","finished",0,0
"AIRE","finished",0,0
"AJAP1","finished",0,0
"AJUBA","finished",0,0
"AK1","finished",0,0
"AK2","finished",0,0
"AK3","finished",0,0
"AK4","finished",0,0
"AK5","finished",0,0
"AK6","finished",0,0
"AK7","finished",0,0
"AK8","finished",0,0
"AK9","finished",0,0
"AKAIN1","finished",0,0
"AKAP1","finished",0,0
"AKAP10","finished",0,0
"AKAP11","finished",0,0
"AKAP12","finished",0,0
"AKAP13","finished",0,0
"AKAP14","gene_error",0,0
"AKAP17A","gene_error",0,0
"AKAP3","finished",0,0
"AKAP4","gene_error",0,0
"AKAP5","finished",0,0
"AKAP6","finished",0,0
"AKAP7","finished",0,0
"AKAP8","finished",0,0
"AKAP8L","finished",0,0
"AKAP9","finished",0,0
"AKIP1","finished",0,0
