"gene","status","n_tissue_errors","n_nonconverged"
"FAM156B","gene_error",0,0
"FAM160A1","finished",0,0
"FAM160A2","finished",0,0
"FAM160B1","finished",0,0
"FAM160B2","finished",0,0
"FAM161A","finished",0,0
"FAM161B","finished",0,0
"FAM162A","finished",0,0
"FAM162B","finished",0,0
"FAM163A","finished",0,0
"FAM163B","finished",0,0
"FAM166A","finished",0,0
"FAM166B","finished",0,0
"FAM167A","finished",0,0
"FAM167B","finished",0,0
"FAM168A","finished",0,0
"FAM168B","finished",0,0
"FAM169A","finished",0,0
"FAM170A","finished",0,0
"FAM170B","finished",0,0
"FAM171A1","finished",0,0
"FAM171A2","finished",0,0
"FAM171B","finished",0,0
"FAM172A","finished",0,0
"FAM174A","finished",0,0
"FAM174B","finished",0,0
"FAM177A1","finished",0,0
"FAM177B","finished",0,0
"FAM178B","finished",0,0
"FAM180A","finished",0,0
"FAM180B","finished",0,0
"FAM181A","finished",0,0
"FAM181B","finished",0,0
"FAM183A","finished",0,0
"FAM184A","finished",0,0
"FAM184B","finished",0,0
"FAM185A","finished",0,0
"FAM186A","finished",0,0
"FAM186B","finished",0,0
"FAM187B","finished",0,0
"FAM189A1","finished",0,0
"FAM189A2","finished",0,0
"FAM189B","finished",0,0
"FAM193A","finished",0,0
"FAM193B","finished",0,0
"FAM199X","gene_error",0,0
"FAM200A","finished",0,0
"FAM200B","finished",0,0
"FAM204A","finished",0,0
"FAM205A","finished",0,0
"FAM205C","finished",0,0
"FAM207A","finished",0,0
"FAM209A","finished",0,0
"FAM209B","finished",0,0
"FAM20A","finished",0,0
"FAM20B","finished",0,0
"FAM20C","finished",0,0
"FAM210A","finished",0,0
"FAM210B","finished",0,0
"FAM214A","finished",0,0
"FAM214B","finished",0,0
"FAM216A","finished",0,0
"FAM216B","finished",0,0
"FAM217A","finished",0,0
"FAM217B","finished",0,0
"FAM219A","finished",0,0
"FAM219B","finished",0,0
"FAM220A","finished",0,0
"FAM221A","finished",0,0
"FAM221B","finished",0,0
"FAM222A","finished",0,0
"FAM222B","finished",0,0
"FAM227A","finished",0,0
"FAM227B","finished",0,0
"FAM228A","finished",0,0
"FAM228B","finished",0,0
"FAM229A","finished",0,0
"FAM229B","finished",0,0
"FAM234A","finished",0,0
"FAM234B","finished",0,0
"FAM236A","gene_error",0,0
"FAM236B","gene_error",0,0
"FAM236C","gene_error",0,0
"FAM236D","gene_error",0,0
"FAM24A","finished",0,0
"FAM24B","finished",0,0
"FAM25A","finished",0,0
"FAM25C","finished",0,0
"FAM25G","finished",0,0
"FAM32A","finished",0,0
"FAM3A","gene_error",0,0
"FAM3B","finished",0,0
"FAM3C","finished",0,0
"FAM3D","finished",0,0
"FAM43A","finished",0,0
"FAM43B","finished",0,0
"FAM47A","gene_error",0,0
"FAM47B","gene_error",0,0
"FAM47C","gene_error",0,0
"FAM47E","finished",0,0
