"gene","status","n_tissue_errors","n_nonconverged"
"TACC3","finished",0,0
"TACO1","finished",0,0
"TACR1","finished",0,0
"TACR2","finished",0,0
"TACR3","finished",0,0
"TACSTD2","finished",0,0
"TADA1","finished",0,0
"TADA2A","finished",0,0
"TADA2B","finished",0,0
"TADA3","finished",0,0
"TAF1","gene_error",0,0
"TAF10","finished",0,0
"TAF11","finished",0,0
"TAF12","finished",0,0
"TAF13","finished",0,0
"TAF15","finished",0,0
"TAF1A","finished",0,0
"TAF1B","finished",0,0
"TAF1C","finished",0,0
"TAF1D","finished",0,0
"TAF1L","finished",0,0
"TAF2","finished",0,0
"TAF3","finished",0,0
"TAF4","finished",0,0
"TAF4B","finished",0,0
"TAF5","finished",0,0
"TAF5L","finished",0,0
"TAF6","finished",0,0
"TAF6L","finished",0,0
"TAF7","finished",0,0
"TAF7L","gene_error",0,0
"TAF8","finished",0,0
"TAF9","finished",0,0
"TAF9B","gene_error",0,0
"TAGAP","finished",0,0
"TAGLN","finished",0,0
"TAGLN2","finished",0,0
"TAGLN3","finished",0,0
"TAL1","finished",0,0
"TAL2","finished",0,0
"TALDO1","finished",0,0
"TAMM41","finished",0,0
"TANC1","finished",0,0
"TANC2","finished",0,0
"TANGO2","finished",0,0
"TANGO6","finished",0,0
"TANK","finished",0,0
"TAOK1","finished",0,0
"TAOK2","finished",0,0
"TAOK3","finished",0,0
"TAP1","finished",0,0
"TAP2","finished",0,0
"TAPBP","finished",0,0
"TAPBPL","finished",0,0
"TAPT1","finished",0,0
"TARBP1","finished",0,0
"TARBP2","finished",0,0
"TARDBP","finished",0,0
"TARM1","finished",0,0
"TARS2","finished",0,0
"TAS1R1","finished",0,0
"TAS1R2","finished",0,0
"TAS1R3","finished",0,0
"TAS2R1","finished",0,0
"TAS2R10","finished",0,0
"TAS2R13","finished",0,0
"TAS2R14","finished",0,0
"TAS2R16","finished",0,0
"TAS2R19","finished",0,0
"TAS2R20","finished",0,0
"TAS2R3","finished",0,0
"TAS2R30","finished",0,0
"TAS2R31","finished",0,0
"TAS2R38","finished",0,0
"TAS2R39","finished",0,0
"TAS2R4","finished",0,0
"TAS2R40","finished",0,0
"TAS2R41","finished",0,0
"TAS2R42","finished",0,0
"TAS2R43","finished",0,0
"TAS2R46","finished",0,0
"TAS2R5","finished",0,0
"TAS2R50","finished",0,0
"TAS2R60","finished",0,0
"TAS2R7","finished",0,0
"TAS2R8","finished",0,0
"TAS2R9","finished",0,0
"TASP1","finished",0,0
"TAT","finished",0,0
"TATDN1","finished",0,0
"TATDN2","finished",0,0
"TATDN3","finished",0,0
"TAX1BP1","finished",0,0
"TAX1BP3","finished",0,0
"TAZ","gene_error",0,0
"TBATA","finished",0,0
"TBC1D1","finished",0,0
"TBC1D10A","finished",0,0
"TBC1D10B","finished",0,0
"TBC1D10C","finished",0,0
