tissue,model,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Adipose Tissue,SuSiE,-200,-205,-195,0,0,0,488,471
Adipose Tissue,SuSiE,-190,-195,-185,0,0,0,488,471
Adipose Tissue,SuSiE,-180,-185,-175,4,0.00849256900212314,0.849256900212314,488,471
Adipose Tissue,SuSiE,-170,-175,-165,1,0.00212314225053079,0.212314225053079,488,471
Adipose Tissue,SuSiE,-160,-165,-155,2,0.00424628450106157,0.424628450106157,488,471
Adipose Tissue,SuSiE,-150,-155,-145,0,0,0,488,471
Adipose Tissue,SuSiE,-140,-145,-135,2,0.00424628450106157,0.424628450106157,488,471
Adipose Tissue,SuSiE,-130,-135,-125,1,0.00212314225053079,0.212314225053079,488,471
Adipose Tissue,SuSiE,-120,-125,-115,2,0.00424628450106157,0.424628450106157,488,471
Adipose Tissue,SuSiE,-110,-115,-105,4,0.00849256900212314,0.849256900212314,488,471
Adipose Tissue,SuSiE,-100,-105,-95,4,0.00849256900212314,0.849256900212314,488,471
Adipose Tissue,SuSiE,-90,-95,-85,4,0.00849256900212314,0.849256900212314,488,471
Adipose Tissue,SuSiE,-80,-85,-75,5,0.0106157112526539,1.06157112526539,488,471
Adipose Tissue,SuSiE,-70,-75,-65,6,0.0127388535031847,1.27388535031847,488,471
Adipose Tissue,SuSiE,-60,-65,-55,6,0.0127388535031847,1.27388535031847,488,471
Adipose Tissue,SuSiE,-50,-55,-45,6,0.0127388535031847,1.27388535031847,488,471
Adipose Tissue,SuSiE,-40,-45,-35,17,0.0360934182590234,3.60934182590234,488,471
Adipose Tissue,SuSiE,-30,-35,-25,16,0.0339702760084926,3.39702760084926,488,471
Adipose Tissue,SuSiE,-20,-25,-15,34,0.0721868365180467,7.21868365180467,488,471
Adipose Tissue,SuSiE,-10,-15,-5,43,0.0912951167728238,9.12951167728238,488,471
Adipose Tissue,SuSiE,0,-5,5,139,0.295116772823779,29.5116772823779,488,471
Adipose Tissue,SuSiE,10,5,15,49,0.104033970276008,10.4033970276008,488,471
Adipose Tissue,SuSiE,20,15,25,26,0.0552016985138004,5.52016985138004,488,471
Adipose Tissue,SuSiE,30,25,35,28,0.059447983014862,5.9447983014862,488,471
Adipose Tissue,SuSiE,40,35,45,18,0.0382165605095541,3.82165605095541,488,471
Adipose Tissue,SuSiE,50,45,55,7,0.0148619957537155,1.48619957537155,488,471
Adipose Tissue,SuSiE,60,55,65,13,0.0276008492569002,2.76008492569002,488,471
Adipose Tissue,SuSiE,70,65,75,4,0.00849256900212314,0.849256900212314,488,471
Adipose Tissue,SuSiE,80,75,85,8,0.0169851380042463,1.69851380042463,488,471
Adipose Tissue,SuSiE,90,85,95,3,0.00636942675159236,0.636942675159236,488,471
Adipose Tissue,SuSiE,100,95,105,2,0.00424628450106157,0.424628450106157,488,471
Adipose Tissue,SuSiE,110,105,115,4,0.00849256900212314,0.849256900212314,488,471
Adipose Tissue,SuSiE,120,115,125,1,0.00212314225053079,0.212314225053079,488,471
Adipose Tissue,SuSiE,130,125,135,0,0,0,488,471
Adipose Tissue,SuSiE,140,135,145,3,0.00636942675159236,0.636942675159236,488,471
Adipose Tissue,SuSiE,150,145,155,5,0.0106157112526539,1.06157112526539,488,471
Adipose Tissue,SuSiE,160,155,165,1,0.00212314225053079,0.212314225053079,488,471
Adipose Tissue,SuSiE,170,165,175,0,0,0,488,471
Adipose Tissue,SuSiE,180,175,185,2,0.00424628450106157,0.424628450106157,488,471
Adipose Tissue,SuSiE,190,185,195,1,0.00212314225053079,0.212314225053079,488,471
Adipose Tissue,SuSiE,200,195,205,0,0,0,488,471
Adipose Tissue,SuSiE-mix,-200,-205,-195,0,0,0,490,470
Adipose Tissue,SuSiE-mix,-190,-195,-185,0,0,0,490,470
Adipose Tissue,SuSiE-mix,-180,-185,-175,4,0.00851063829787234,0.851063829787234,490,470
Adipose Tissue,SuSiE-mix,-170,-175,-165,1,0.00212765957446809,0.212765957446809,490,470
Adipose Tissue,SuSiE-mix,-160,-165,-155,2,0.00425531914893617,0.425531914893617,490,470
Adipose Tissue,SuSiE-mix,-150,-155,-145,0,0,0,490,470
Adipose Tissue,SuSiE-mix,-140,-145,-135,2,0.00425531914893617,0.425531914893617,490,470
Adipose Tissue,SuSiE-mix,-130,-135,-125,0,0,0,490,470
Adipose Tissue,SuSiE-mix,-120,-125,-115,2,0.00425531914893617,0.425531914893617,490,470
Adipose Tissue,SuSiE-mix,-110,-115,-105,4,0.00851063829787234,0.851063829787234,490,470
Adipose Tissue,SuSiE-mix,-100,-105,-95,5,0.0106382978723404,1.06382978723404,490,470
Adipose Tissue,SuSiE-mix,-90,-95,-85,3,0.00638297872340426,0.638297872340426,490,470
Adipose Tissue,SuSiE-mix,-80,-85,-75,7,0.0148936170212766,1.48936170212766,490,470
Adipose Tissue,SuSiE-mix,-70,-75,-65,7,0.0148936170212766,1.48936170212766,490,470
Adipose Tissue,SuSiE-mix,-60,-65,-55,8,0.0170212765957447,1.70212765957447,490,470
Adipose Tissue,SuSiE-mix,-50,-55,-45,6,0.0127659574468085,1.27659574468085,490,470
Adipose Tissue,SuSiE-mix,-40,-45,-35,18,0.0382978723404255,3.82978723404255,490,470
Adipose Tissue,SuSiE-mix,-30,-35,-25,16,0.0340425531914894,3.40425531914894,490,470
Adipose Tissue,SuSiE-mix,-20,-25,-15,33,0.0702127659574468,7.02127659574468,490,470
Adipose Tissue,SuSiE-mix,-10,-15,-5,40,0.0851063829787234,8.51063829787234,490,470
Adipose Tissue,SuSiE-mix,0,-5,5,137,0.291489361702128,29.1489361702128,490,470
Adipose Tissue,SuSiE-mix,10,5,15,49,0.104255319148936,10.4255319148936,490,470
Adipose Tissue,SuSiE-mix,20,15,25,28,0.0595744680851064,5.95744680851064,490,470
Adipose Tissue,SuSiE-mix,30,25,35,27,0.0574468085106383,5.74468085106383,490,470
Adipose Tissue,SuSiE-mix,40,35,45,19,0.0404255319148936,4.04255319148936,490,470
Adipose Tissue,SuSiE-mix,50,45,55,5,0.0106382978723404,1.06382978723404,490,470
Adipose Tissue,SuSiE-mix,60,55,65,11,0.0234042553191489,2.34042553191489,490,470
Adipose Tissue,SuSiE-mix,70,65,75,6,0.0127659574468085,1.27659574468085,490,470
Adipose Tissue,SuSiE-mix,80,75,85,10,0.0212765957446809,2.12765957446809,490,470
Adipose Tissue,SuSiE-mix,90,85,95,3,0.00638297872340426,0.638297872340426,490,470
Adipose Tissue,SuSiE-mix,100,95,105,0,0,0,490,470
Adipose Tissue,SuSiE-mix,110,105,115,4,0.00851063829787234,0.851063829787234,490,470
Adipose Tissue,SuSiE-mix,120,115,125,2,0.00425531914893617,0.425531914893617,490,470
Adipose Tissue,SuSiE-mix,130,125,135,0,0,0,490,470
Adipose Tissue,SuSiE-mix,140,135,145,2,0.00425531914893617,0.425531914893617,490,470
Adipose Tissue,SuSiE-mix,150,145,155,4,0.00851063829787234,0.851063829787234,490,470
Adipose Tissue,SuSiE-mix,160,155,165,1,0.00212765957446809,0.212765957446809,490,470
Adipose Tissue,SuSiE-mix,170,165,175,0,0,0,490,470
Adipose Tissue,SuSiE-mix,180,175,185,2,0.00425531914893617,0.425531914893617,490,470
Adipose Tissue,SuSiE-mix,190,185,195,1,0.00212765957446809,0.212765957446809,490,470
Adipose Tissue,SuSiE-mix,200,195,205,1,0.00212765957446809,0.212765957446809,490,470
Adrenal Gland,SuSiE,-200,-205,-195,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,-190,-195,-185,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,-180,-185,-175,0,0,0,142,136
Adrenal Gland,SuSiE,-170,-175,-165,0,0,0,142,136
Adrenal Gland,SuSiE,-160,-165,-155,0,0,0,142,136
Adrenal Gland,SuSiE,-150,-155,-145,3,0.0220588235294118,2.20588235294118,142,136
Adrenal Gland,SuSiE,-140,-145,-135,0,0,0,142,136
Adrenal Gland,SuSiE,-130,-135,-125,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,-120,-125,-115,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,-110,-115,-105,0,0,0,142,136
Adrenal Gland,SuSiE,-100,-105,-95,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,-90,-95,-85,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,-80,-85,-75,0,0,0,142,136
Adrenal Gland,SuSiE,-70,-75,-65,4,0.0294117647058824,2.94117647058824,142,136
Adrenal Gland,SuSiE,-60,-65,-55,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,-50,-55,-45,5,0.0367647058823529,3.67647058823529,142,136
Adrenal Gland,SuSiE,-40,-45,-35,4,0.0294117647058824,2.94117647058824,142,136
Adrenal Gland,SuSiE,-30,-35,-25,6,0.0441176470588235,4.41176470588235,142,136
Adrenal Gland,SuSiE,-20,-25,-15,11,0.0808823529411765,8.08823529411765,142,136
Adrenal Gland,SuSiE,-10,-15,-5,20,0.147058823529412,14.7058823529412,142,136
Adrenal Gland,SuSiE,0,-5,5,34,0.25,25,142,136
Adrenal Gland,SuSiE,10,5,15,8,0.0588235294117647,5.88235294117647,142,136
Adrenal Gland,SuSiE,20,15,25,12,0.0882352941176471,8.82352941176471,142,136
Adrenal Gland,SuSiE,30,25,35,5,0.0367647058823529,3.67647058823529,142,136
Adrenal Gland,SuSiE,40,35,45,4,0.0294117647058824,2.94117647058824,142,136
Adrenal Gland,SuSiE,50,45,55,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,60,55,65,3,0.0220588235294118,2.20588235294118,142,136
Adrenal Gland,SuSiE,70,65,75,0,0,0,142,136
Adrenal Gland,SuSiE,80,75,85,3,0.0220588235294118,2.20588235294118,142,136
Adrenal Gland,SuSiE,90,85,95,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,100,95,105,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,110,105,115,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,120,115,125,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,130,125,135,0,0,0,142,136
Adrenal Gland,SuSiE,140,135,145,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,150,145,155,0,0,0,142,136
Adrenal Gland,SuSiE,160,155,165,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE,170,165,175,0,0,0,142,136
Adrenal Gland,SuSiE,180,175,185,0,0,0,142,136
Adrenal Gland,SuSiE,190,185,195,0,0,0,142,136
Adrenal Gland,SuSiE,200,195,205,0,0,0,142,136
Adrenal Gland,SuSiE-mix,-200,-205,-195,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,-190,-195,-185,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,-180,-185,-175,0,0,0,142,136
Adrenal Gland,SuSiE-mix,-170,-175,-165,0,0,0,142,136
Adrenal Gland,SuSiE-mix,-160,-165,-155,0,0,0,142,136
Adrenal Gland,SuSiE-mix,-150,-155,-145,3,0.0220588235294118,2.20588235294118,142,136
Adrenal Gland,SuSiE-mix,-140,-145,-135,0,0,0,142,136
Adrenal Gland,SuSiE-mix,-130,-135,-125,0,0,0,142,136
Adrenal Gland,SuSiE-mix,-120,-125,-115,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,-110,-115,-105,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,-100,-105,-95,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,-90,-95,-85,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,-80,-85,-75,0,0,0,142,136
Adrenal Gland,SuSiE-mix,-70,-75,-65,4,0.0294117647058824,2.94117647058824,142,136
Adrenal Gland,SuSiE-mix,-60,-65,-55,2,0.0147058823529412,1.47058823529412,142,136
Adrenal Gland,SuSiE-mix,-50,-55,-45,4,0.0294117647058824,2.94117647058824,142,136
Adrenal Gland,SuSiE-mix,-40,-45,-35,4,0.0294117647058824,2.94117647058824,142,136
Adrenal Gland,SuSiE-mix,-30,-35,-25,6,0.0441176470588235,4.41176470588235,142,136
Adrenal Gland,SuSiE-mix,-20,-25,-15,12,0.0882352941176471,8.82352941176471,142,136
Adrenal Gland,SuSiE-mix,-10,-15,-5,20,0.147058823529412,14.7058823529412,142,136
Adrenal Gland,SuSiE-mix,0,-5,5,34,0.25,25,142,136
Adrenal Gland,SuSiE-mix,10,5,15,7,0.0514705882352941,5.14705882352941,142,136
Adrenal Gland,SuSiE-mix,20,15,25,13,0.0955882352941176,9.55882352941176,142,136
Adrenal Gland,SuSiE-mix,30,25,35,4,0.0294117647058824,2.94117647058824,142,136
Adrenal Gland,SuSiE-mix,40,35,45,4,0.0294117647058824,2.94117647058824,142,136
Adrenal Gland,SuSiE-mix,50,45,55,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,60,55,65,3,0.0220588235294118,2.20588235294118,142,136
Adrenal Gland,SuSiE-mix,70,65,75,0,0,0,142,136
Adrenal Gland,SuSiE-mix,80,75,85,3,0.0220588235294118,2.20588235294118,142,136
Adrenal Gland,SuSiE-mix,90,85,95,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,100,95,105,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,110,105,115,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,120,115,125,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,130,125,135,0,0,0,142,136
Adrenal Gland,SuSiE-mix,140,135,145,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,150,145,155,0,0,0,142,136
Adrenal Gland,SuSiE-mix,160,155,165,1,0.00735294117647059,0.735294117647059,142,136
Adrenal Gland,SuSiE-mix,170,165,175,0,0,0,142,136
Adrenal Gland,SuSiE-mix,180,175,185,0,0,0,142,136
Adrenal Gland,SuSiE-mix,190,185,195,0,0,0,142,136
Adrenal Gland,SuSiE-mix,200,195,205,0,0,0,142,136
Blood,SuSiE,-200,-205,-195,0,0,0,248,229
Blood,SuSiE,-190,-195,-185,0,0,0,248,229
Blood,SuSiE,-180,-185,-175,0,0,0,248,229
Blood,SuSiE,-170,-175,-165,0,0,0,248,229
Blood,SuSiE,-160,-165,-155,1,0.00436681222707424,0.436681222707424,248,229
Blood,SuSiE,-150,-155,-145,0,0,0,248,229
Blood,SuSiE,-140,-145,-135,0,0,0,248,229
Blood,SuSiE,-130,-135,-125,4,0.0174672489082969,1.74672489082969,248,229
Blood,SuSiE,-120,-125,-115,2,0.00873362445414847,0.873362445414847,248,229
Blood,SuSiE,-110,-115,-105,1,0.00436681222707424,0.436681222707424,248,229
Blood,SuSiE,-100,-105,-95,3,0.0131004366812227,1.31004366812227,248,229
Blood,SuSiE,-90,-95,-85,2,0.00873362445414847,0.873362445414847,248,229
Blood,SuSiE,-80,-85,-75,3,0.0131004366812227,1.31004366812227,248,229
Blood,SuSiE,-70,-75,-65,4,0.0174672489082969,1.74672489082969,248,229
Blood,SuSiE,-60,-65,-55,3,0.0131004366812227,1.31004366812227,248,229
Blood,SuSiE,-50,-55,-45,5,0.0218340611353712,2.18340611353712,248,229
Blood,SuSiE,-40,-45,-35,8,0.0349344978165939,3.49344978165939,248,229
Blood,SuSiE,-30,-35,-25,8,0.0349344978165939,3.49344978165939,248,229
Blood,SuSiE,-20,-25,-15,18,0.0786026200873363,7.86026200873362,248,229
Blood,SuSiE,-10,-15,-5,28,0.122270742358079,12.2270742358079,248,229
Blood,SuSiE,0,-5,5,50,0.218340611353712,21.8340611353712,248,229
Blood,SuSiE,10,5,15,20,0.0873362445414847,8.73362445414847,248,229
Blood,SuSiE,20,15,25,14,0.0611353711790393,6.11353711790393,248,229
Blood,SuSiE,30,25,35,17,0.074235807860262,7.4235807860262,248,229
Blood,SuSiE,40,35,45,8,0.0349344978165939,3.49344978165939,248,229
Blood,SuSiE,50,45,55,8,0.0349344978165939,3.49344978165939,248,229
Blood,SuSiE,60,55,65,2,0.00873362445414847,0.873362445414847,248,229
Blood,SuSiE,70,65,75,2,0.00873362445414847,0.873362445414847,248,229
Blood,SuSiE,80,75,85,2,0.00873362445414847,0.873362445414847,248,229
Blood,SuSiE,90,85,95,4,0.0174672489082969,1.74672489082969,248,229
Blood,SuSiE,100,95,105,4,0.0174672489082969,1.74672489082969,248,229
Blood,SuSiE,110,105,115,2,0.00873362445414847,0.873362445414847,248,229
Blood,SuSiE,120,115,125,1,0.00436681222707424,0.436681222707424,248,229
Blood,SuSiE,130,125,135,1,0.00436681222707424,0.436681222707424,248,229
Blood,SuSiE,140,135,145,1,0.00436681222707424,0.436681222707424,248,229
Blood,SuSiE,150,145,155,0,0,0,248,229
Blood,SuSiE,160,155,165,0,0,0,248,229
Blood,SuSiE,170,165,175,1,0.00436681222707424,0.436681222707424,248,229
Blood,SuSiE,180,175,185,2,0.00873362445414847,0.873362445414847,248,229
Blood,SuSiE,190,185,195,0,0,0,248,229
Blood,SuSiE,200,195,205,0,0,0,248,229
Blood,SuSiE-mix,-200,-205,-195,0,0,0,246,227
Blood,SuSiE-mix,-190,-195,-185,0,0,0,246,227
Blood,SuSiE-mix,-180,-185,-175,0,0,0,246,227
Blood,SuSiE-mix,-170,-175,-165,0,0,0,246,227
Blood,SuSiE-mix,-160,-165,-155,1,0.00440528634361234,0.440528634361233,246,227
Blood,SuSiE-mix,-150,-155,-145,0,0,0,246,227
Blood,SuSiE-mix,-140,-145,-135,0,0,0,246,227
Blood,SuSiE-mix,-130,-135,-125,4,0.0176211453744493,1.76211453744493,246,227
Blood,SuSiE-mix,-120,-125,-115,3,0.013215859030837,1.3215859030837,246,227
Blood,SuSiE-mix,-110,-115,-105,2,0.00881057268722467,0.881057268722467,246,227
Blood,SuSiE-mix,-100,-105,-95,4,0.0176211453744493,1.76211453744493,246,227
Blood,SuSiE-mix,-90,-95,-85,1,0.00440528634361234,0.440528634361233,246,227
Blood,SuSiE-mix,-80,-85,-75,2,0.00881057268722467,0.881057268722467,246,227
Blood,SuSiE-mix,-70,-75,-65,5,0.0220264317180617,2.20264317180617,246,227
Blood,SuSiE-mix,-60,-65,-55,4,0.0176211453744493,1.76211453744493,246,227
Blood,SuSiE-mix,-50,-55,-45,4,0.0176211453744493,1.76211453744493,246,227
Blood,SuSiE-mix,-40,-45,-35,11,0.0484581497797357,4.84581497797357,246,227
Blood,SuSiE-mix,-30,-35,-25,9,0.039647577092511,3.9647577092511,246,227
Blood,SuSiE-mix,-20,-25,-15,17,0.0748898678414097,7.48898678414097,246,227
Blood,SuSiE-mix,-10,-15,-5,27,0.118942731277533,11.8942731277533,246,227
Blood,SuSiE-mix,0,-5,5,50,0.220264317180617,22.0264317180617,246,227
Blood,SuSiE-mix,10,5,15,22,0.0969162995594714,9.69162995594714,246,227
Blood,SuSiE-mix,20,15,25,11,0.0484581497797357,4.84581497797357,246,227
Blood,SuSiE-mix,30,25,35,15,0.066079295154185,6.6079295154185,246,227
Blood,SuSiE-mix,40,35,45,7,0.0308370044052863,3.08370044052863,246,227
Blood,SuSiE-mix,50,45,55,7,0.0308370044052863,3.08370044052863,246,227
Blood,SuSiE-mix,60,55,65,1,0.00440528634361234,0.440528634361233,246,227
Blood,SuSiE-mix,70,65,75,2,0.00881057268722467,0.881057268722467,246,227
Blood,SuSiE-mix,80,75,85,3,0.013215859030837,1.3215859030837,246,227
Blood,SuSiE-mix,90,85,95,4,0.0176211453744493,1.76211453744493,246,227
Blood,SuSiE-mix,100,95,105,3,0.013215859030837,1.3215859030837,246,227
Blood,SuSiE-mix,110,105,115,1,0.00440528634361234,0.440528634361233,246,227
Blood,SuSiE-mix,120,115,125,1,0.00440528634361234,0.440528634361233,246,227
Blood,SuSiE-mix,130,125,135,1,0.00440528634361234,0.440528634361233,246,227
Blood,SuSiE-mix,140,135,145,1,0.00440528634361234,0.440528634361233,246,227
Blood,SuSiE-mix,150,145,155,0,0,0,246,227
Blood,SuSiE-mix,160,155,165,0,0,0,246,227
Blood,SuSiE-mix,170,165,175,1,0.00440528634361234,0.440528634361233,246,227
Blood,SuSiE-mix,180,175,185,2,0.00881057268722467,0.881057268722467,246,227
Blood,SuSiE-mix,190,185,195,0,0,0,246,227
Blood,SuSiE-mix,200,195,205,1,0.00440528634361234,0.440528634361233,246,227
Blood Vessel,SuSiE,-200,-205,-195,2,0.00376647834274953,0.376647834274953,562,531
Blood Vessel,SuSiE,-190,-195,-185,0,0,0,562,531
Blood Vessel,SuSiE,-180,-185,-175,2,0.00376647834274953,0.376647834274953,562,531
Blood Vessel,SuSiE,-170,-175,-165,0,0,0,562,531
Blood Vessel,SuSiE,-160,-165,-155,4,0.00753295668549906,0.753295668549906,562,531
Blood Vessel,SuSiE,-150,-155,-145,7,0.0131826741996234,1.31826741996234,562,531
Blood Vessel,SuSiE,-140,-145,-135,4,0.00753295668549906,0.753295668549906,562,531
Blood Vessel,SuSiE,-130,-135,-125,3,0.00564971751412429,0.564971751412429,562,531
Blood Vessel,SuSiE,-120,-125,-115,2,0.00376647834274953,0.376647834274953,562,531
Blood Vessel,SuSiE,-110,-115,-105,5,0.00941619585687382,0.941619585687382,562,531
Blood Vessel,SuSiE,-100,-105,-95,2,0.00376647834274953,0.376647834274953,562,531
Blood Vessel,SuSiE,-90,-95,-85,5,0.00941619585687382,0.941619585687382,562,531
Blood Vessel,SuSiE,-80,-85,-75,8,0.0150659133709981,1.50659133709981,562,531
Blood Vessel,SuSiE,-70,-75,-65,10,0.0188323917137476,1.88323917137476,562,531
Blood Vessel,SuSiE,-60,-65,-55,6,0.0112994350282486,1.12994350282486,562,531
Blood Vessel,SuSiE,-50,-55,-45,7,0.0131826741996234,1.31826741996234,562,531
Blood Vessel,SuSiE,-40,-45,-35,16,0.0301318267419962,3.01318267419962,562,531
Blood Vessel,SuSiE,-30,-35,-25,20,0.0376647834274953,3.76647834274953,562,531
Blood Vessel,SuSiE,-20,-25,-15,31,0.0583804143126177,5.83804143126177,562,531
Blood Vessel,SuSiE,-10,-15,-5,58,0.109227871939736,10.9227871939736,562,531
Blood Vessel,SuSiE,0,-5,5,136,0.256120527306968,25.6120527306968,562,531
Blood Vessel,SuSiE,10,5,15,51,0.096045197740113,9.6045197740113,562,531
Blood Vessel,SuSiE,20,15,25,32,0.0602636534839925,6.02636534839925,562,531
Blood Vessel,SuSiE,30,25,35,26,0.0489642184557439,4.89642184557439,562,531
Blood Vessel,SuSiE,40,35,45,22,0.0414312617702448,4.14312617702448,562,531
Blood Vessel,SuSiE,50,45,55,14,0.0263653483992467,2.63653483992467,562,531
Blood Vessel,SuSiE,60,55,65,12,0.0225988700564972,2.25988700564972,562,531
Blood Vessel,SuSiE,70,65,75,8,0.0150659133709981,1.50659133709981,562,531
Blood Vessel,SuSiE,80,75,85,6,0.0112994350282486,1.12994350282486,562,531
Blood Vessel,SuSiE,90,85,95,10,0.0188323917137476,1.88323917137476,562,531
Blood Vessel,SuSiE,100,95,105,3,0.00564971751412429,0.564971751412429,562,531
Blood Vessel,SuSiE,110,105,115,2,0.00376647834274953,0.376647834274953,562,531
Blood Vessel,SuSiE,120,115,125,4,0.00753295668549906,0.753295668549906,562,531
Blood Vessel,SuSiE,130,125,135,2,0.00376647834274953,0.376647834274953,562,531
Blood Vessel,SuSiE,140,135,145,2,0.00376647834274953,0.376647834274953,562,531
Blood Vessel,SuSiE,150,145,155,3,0.00564971751412429,0.564971751412429,562,531
Blood Vessel,SuSiE,160,155,165,0,0,0,562,531
Blood Vessel,SuSiE,170,165,175,1,0.00188323917137476,0.188323917137476,562,531
Blood Vessel,SuSiE,180,175,185,2,0.00376647834274953,0.376647834274953,562,531
Blood Vessel,SuSiE,190,185,195,0,0,0,562,531
Blood Vessel,SuSiE,200,195,205,3,0.00564971751412429,0.564971751412429,562,531
Blood Vessel,SuSiE-mix,-200,-205,-195,3,0.0056710775047259,0.56710775047259,558,529
Blood Vessel,SuSiE-mix,-190,-195,-185,0,0,0,558,529
Blood Vessel,SuSiE-mix,-180,-185,-175,2,0.00378071833648393,0.378071833648393,558,529
Blood Vessel,SuSiE-mix,-170,-175,-165,0,0,0,558,529
Blood Vessel,SuSiE-mix,-160,-165,-155,4,0.00756143667296786,0.756143667296786,558,529
Blood Vessel,SuSiE-mix,-150,-155,-145,6,0.0113421550094518,1.13421550094518,558,529
Blood Vessel,SuSiE-mix,-140,-145,-135,5,0.00945179584120983,0.945179584120983,558,529
Blood Vessel,SuSiE-mix,-130,-135,-125,2,0.00378071833648393,0.378071833648393,558,529
Blood Vessel,SuSiE-mix,-120,-125,-115,4,0.00756143667296786,0.756143667296786,558,529
Blood Vessel,SuSiE-mix,-110,-115,-105,5,0.00945179584120983,0.945179584120983,558,529
Blood Vessel,SuSiE-mix,-100,-105,-95,2,0.00378071833648393,0.378071833648393,558,529
Blood Vessel,SuSiE-mix,-90,-95,-85,5,0.00945179584120983,0.945179584120983,558,529
Blood Vessel,SuSiE-mix,-80,-85,-75,8,0.0151228733459357,1.51228733459357,558,529
Blood Vessel,SuSiE-mix,-70,-75,-65,10,0.0189035916824197,1.89035916824197,558,529
Blood Vessel,SuSiE-mix,-60,-65,-55,7,0.0132325141776938,1.32325141776938,558,529
Blood Vessel,SuSiE-mix,-50,-55,-45,7,0.0132325141776938,1.32325141776938,558,529
Blood Vessel,SuSiE-mix,-40,-45,-35,16,0.0302457466918715,3.02457466918715,558,529
Blood Vessel,SuSiE-mix,-30,-35,-25,21,0.0396975425330813,3.96975425330813,558,529
Blood Vessel,SuSiE-mix,-20,-25,-15,31,0.058601134215501,5.8601134215501,558,529
Blood Vessel,SuSiE-mix,-10,-15,-5,57,0.107750472589792,10.7750472589792,558,529
Blood Vessel,SuSiE-mix,0,-5,5,136,0.257088846880907,25.7088846880907,558,529
Blood Vessel,SuSiE-mix,10,5,15,50,0.0945179584120983,9.45179584120983,558,529
Blood Vessel,SuSiE-mix,20,15,25,34,0.0642722117202268,6.42722117202268,558,529
Blood Vessel,SuSiE-mix,30,25,35,23,0.0434782608695652,4.34782608695652,558,529
Blood Vessel,SuSiE-mix,40,35,45,22,0.0415879017013233,4.15879017013233,558,529
Blood Vessel,SuSiE-mix,50,45,55,14,0.0264650283553875,2.64650283553875,558,529
Blood Vessel,SuSiE-mix,60,55,65,11,0.0207939508506616,2.07939508506616,558,529
Blood Vessel,SuSiE-mix,70,65,75,8,0.0151228733459357,1.51228733459357,558,529
Blood Vessel,SuSiE-mix,80,75,85,6,0.0113421550094518,1.13421550094518,558,529
Blood Vessel,SuSiE-mix,90,85,95,8,0.0151228733459357,1.51228733459357,558,529
Blood Vessel,SuSiE-mix,100,95,105,2,0.00378071833648393,0.378071833648393,558,529
Blood Vessel,SuSiE-mix,110,105,115,2,0.00378071833648393,0.378071833648393,558,529
Blood Vessel,SuSiE-mix,120,115,125,4,0.00756143667296786,0.756143667296786,558,529
Blood Vessel,SuSiE-mix,130,125,135,2,0.00378071833648393,0.378071833648393,558,529
Blood Vessel,SuSiE-mix,140,135,145,2,0.00378071833648393,0.378071833648393,558,529
Blood Vessel,SuSiE-mix,150,145,155,4,0.00756143667296786,0.756143667296786,558,529
Blood Vessel,SuSiE-mix,160,155,165,0,0,0,558,529
Blood Vessel,SuSiE-mix,170,165,175,1,0.00189035916824197,0.189035916824197,558,529
Blood Vessel,SuSiE-mix,180,175,185,2,0.00378071833648393,0.378071833648393,558,529
