tissue,model,distance_to_tss_kb,bin_lower_kb,bin_upper_kb,count,proportion,percentage,n_cs_total,n_cs_in_window
Uterus,SuSiE,-200,-205,-195,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,-190,-195,-185,0,0,0,48,45
Uterus,SuSiE,-180,-185,-175,0,0,0,48,45
Uterus,SuSiE,-170,-175,-165,0,0,0,48,45
Uterus,SuSiE,-160,-165,-155,0,0,0,48,45
Uterus,SuSiE,-150,-155,-145,0,0,0,48,45
Uterus,SuSiE,-140,-145,-135,0,0,0,48,45
Uterus,SuSiE,-130,-135,-125,0,0,0,48,45
Uterus,SuSiE,-120,-125,-115,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,-110,-115,-105,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,-100,-105,-95,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,-90,-95,-85,0,0,0,48,45
Uterus,SuSiE,-80,-85,-75,0,0,0,48,45
Uterus,SuSiE,-70,-75,-65,0,0,0,48,45
Uterus,SuSiE,-60,-65,-55,0,0,0,48,45
Uterus,SuSiE,-50,-55,-45,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,-40,-45,-35,0,0,0,48,45
Uterus,SuSiE,-30,-35,-25,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,-20,-25,-15,2,0.0444444444444444,4.44444444444444,48,45
Uterus,SuSiE,-10,-15,-5,10,0.222222222222222,22.2222222222222,48,45
Uterus,SuSiE,0,-5,5,10,0.222222222222222,22.2222222222222,48,45
Uterus,SuSiE,10,5,15,2,0.0444444444444444,4.44444444444444,48,45
Uterus,SuSiE,20,15,25,6,0.133333333333333,13.3333333333333,48,45
Uterus,SuSiE,30,25,35,2,0.0444444444444444,4.44444444444444,48,45
Uterus,SuSiE,40,35,45,0,0,0,48,45
Uterus,SuSiE,50,45,55,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,60,55,65,0,0,0,48,45
Uterus,SuSiE,70,65,75,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,80,75,85,0,0,0,48,45
Uterus,SuSiE,90,85,95,0,0,0,48,45
Uterus,SuSiE,100,95,105,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,110,105,115,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,120,115,125,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,130,125,135,0,0,0,48,45
Uterus,SuSiE,140,135,145,0,0,0,48,45
Uterus,SuSiE,150,145,155,0,0,0,48,45
Uterus,SuSiE,160,155,165,0,0,0,48,45
Uterus,SuSiE,170,165,175,0,0,0,48,45
Uterus,SuSiE,180,175,185,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE,190,185,195,0,0,0,48,45
Uterus,SuSiE,200,195,205,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,-200,-205,-195,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,-190,-195,-185,0,0,0,48,45
Uterus,SuSiE-mix,-180,-185,-175,0,0,0,48,45
Uterus,SuSiE-mix,-170,-175,-165,0,0,0,48,45
Uterus,SuSiE-mix,-160,-165,-155,0,0,0,48,45
Uterus,SuSiE-mix,-150,-155,-145,0,0,0,48,45
Uterus,SuSiE-mix,-140,-145,-135,0,0,0,48,45
Uterus,SuSiE-mix,-130,-135,-125,0,0,0,48,45
Uterus,SuSiE-mix,-120,-125,-115,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,-110,-115,-105,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,-100,-105,-95,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,-90,-95,-85,0,0,0,48,45
Uterus,SuSiE-mix,-80,-85,-75,0,0,0,48,45
Uterus,SuSiE-mix,-70,-75,-65,0,0,0,48,45
Uterus,SuSiE-mix,-60,-65,-55,0,0,0,48,45
Uterus,SuSiE-mix,-50,-55,-45,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,-40,-45,-35,0,0,0,48,45
Uterus,SuSiE-mix,-30,-35,-25,0,0,0,48,45
Uterus,SuSiE-mix,-20,-25,-15,2,0.0444444444444444,4.44444444444444,48,45
Uterus,SuSiE-mix,-10,-15,-5,10,0.222222222222222,22.2222222222222,48,45
Uterus,SuSiE-mix,0,-5,5,10,0.222222222222222,22.2222222222222,48,45
Uterus,SuSiE-mix,10,5,15,3,0.0666666666666667,6.66666666666667,48,45
Uterus,SuSiE-mix,20,15,25,5,0.111111111111111,11.1111111111111,48,45
Uterus,SuSiE-mix,30,25,35,2,0.0444444444444444,4.44444444444444,48,45
Uterus,SuSiE-mix,40,35,45,0,0,0,48,45
Uterus,SuSiE-mix,50,45,55,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,60,55,65,0,0,0,48,45
Uterus,SuSiE-mix,70,65,75,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,80,75,85,0,0,0,48,45
Uterus,SuSiE-mix,90,85,95,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,100,95,105,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,110,105,115,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,120,115,125,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,130,125,135,0,0,0,48,45
Uterus,SuSiE-mix,140,135,145,0,0,0,48,45
Uterus,SuSiE-mix,150,145,155,0,0,0,48,45
Uterus,SuSiE-mix,160,155,165,0,0,0,48,45
Uterus,SuSiE-mix,170,165,175,0,0,0,48,45
Uterus,SuSiE-mix,180,175,185,1,0.0222222222222222,2.22222222222222,48,45
Uterus,SuSiE-mix,190,185,195,0,0,0,48,45
Uterus,SuSiE-mix,200,195,205,1,0.0222222222222222,2.22222222222222,48,45
Vagina,SuSiE,-200,-205,-195,0,0,0,33,30
Vagina,SuSiE,-190,-195,-185,0,0,0,33,30
Vagina,SuSiE,-180,-185,-175,0,0,0,33,30
Vagina,SuSiE,-170,-175,-165,0,0,0,33,30
Vagina,SuSiE,-160,-165,-155,0,0,0,33,30
Vagina,SuSiE,-150,-155,-145,0,0,0,33,30
Vagina,SuSiE,-140,-145,-135,0,0,0,33,30
Vagina,SuSiE,-130,-135,-125,0,0,0,33,30
Vagina,SuSiE,-120,-125,-115,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE,-110,-115,-105,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE,-100,-105,-95,0,0,0,33,30
Vagina,SuSiE,-90,-95,-85,0,0,0,33,30
Vagina,SuSiE,-80,-85,-75,0,0,0,33,30
Vagina,SuSiE,-70,-75,-65,0,0,0,33,30
Vagina,SuSiE,-60,-65,-55,0,0,0,33,30
Vagina,SuSiE,-50,-55,-45,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE,-40,-45,-35,0,0,0,33,30
Vagina,SuSiE,-30,-35,-25,0,0,0,33,30
Vagina,SuSiE,-20,-25,-15,3,0.1,10,33,30
Vagina,SuSiE,-10,-15,-5,4,0.133333333333333,13.3333333333333,33,30
Vagina,SuSiE,0,-5,5,10,0.333333333333333,33.3333333333333,33,30
Vagina,SuSiE,10,5,15,4,0.133333333333333,13.3333333333333,33,30
Vagina,SuSiE,20,15,25,3,0.1,10,33,30
Vagina,SuSiE,30,25,35,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE,40,35,45,0,0,0,33,30
Vagina,SuSiE,50,45,55,0,0,0,33,30
Vagina,SuSiE,60,55,65,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE,70,65,75,0,0,0,33,30
Vagina,SuSiE,80,75,85,0,0,0,33,30
Vagina,SuSiE,90,85,95,0,0,0,33,30
Vagina,SuSiE,100,95,105,0,0,0,33,30
Vagina,SuSiE,110,105,115,0,0,0,33,30
Vagina,SuSiE,120,115,125,0,0,0,33,30
Vagina,SuSiE,130,125,135,0,0,0,33,30
Vagina,SuSiE,140,135,145,0,0,0,33,30
Vagina,SuSiE,150,145,155,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE,160,155,165,0,0,0,33,30
Vagina,SuSiE,170,165,175,0,0,0,33,30
Vagina,SuSiE,180,175,185,0,0,0,33,30
Vagina,SuSiE,190,185,195,0,0,0,33,30
Vagina,SuSiE,200,195,205,0,0,0,33,30
Vagina,SuSiE-mix,-200,-205,-195,0,0,0,33,30
Vagina,SuSiE-mix,-190,-195,-185,0,0,0,33,30
Vagina,SuSiE-mix,-180,-185,-175,0,0,0,33,30
Vagina,SuSiE-mix,-170,-175,-165,0,0,0,33,30
Vagina,SuSiE-mix,-160,-165,-155,0,0,0,33,30
Vagina,SuSiE-mix,-150,-155,-145,0,0,0,33,30
Vagina,SuSiE-mix,-140,-145,-135,0,0,0,33,30
Vagina,SuSiE-mix,-130,-135,-125,0,0,0,33,30
Vagina,SuSiE-mix,-120,-125,-115,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE-mix,-110,-115,-105,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE-mix,-100,-105,-95,0,0,0,33,30
Vagina,SuSiE-mix,-90,-95,-85,0,0,0,33,30
Vagina,SuSiE-mix,-80,-85,-75,0,0,0,33,30
Vagina,SuSiE-mix,-70,-75,-65,0,0,0,33,30
Vagina,SuSiE-mix,-60,-65,-55,0,0,0,33,30
Vagina,SuSiE-mix,-50,-55,-45,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE-mix,-40,-45,-35,0,0,0,33,30
Vagina,SuSiE-mix,-30,-35,-25,0,0,0,33,30
Vagina,SuSiE-mix,-20,-25,-15,2,0.0666666666666667,6.66666666666667,33,30
Vagina,SuSiE-mix,-10,-15,-5,6,0.2,20,33,30
Vagina,SuSiE-mix,0,-5,5,10,0.333333333333333,33.3333333333333,33,30
Vagina,SuSiE-mix,10,5,15,3,0.1,10,33,30
Vagina,SuSiE-mix,20,15,25,3,0.1,10,33,30
Vagina,SuSiE-mix,30,25,35,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE-mix,40,35,45,0,0,0,33,30
Vagina,SuSiE-mix,50,45,55,0,0,0,33,30
Vagina,SuSiE-mix,60,55,65,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE-mix,70,65,75,0,0,0,33,30
Vagina,SuSiE-mix,80,75,85,0,0,0,33,30
Vagina,SuSiE-mix,90,85,95,0,0,0,33,30
Vagina,SuSiE-mix,100,95,105,0,0,0,33,30
Vagina,SuSiE-mix,110,105,115,0,0,0,33,30
Vagina,SuSiE-mix,120,115,125,0,0,0,33,30
Vagina,SuSiE-mix,130,125,135,0,0,0,33,30
Vagina,SuSiE-mix,140,135,145,0,0,0,33,30
Vagina,SuSiE-mix,150,145,155,1,0.0333333333333333,3.33333333333333,33,30
Vagina,SuSiE-mix,160,155,165,0,0,0,33,30
Vagina,SuSiE-mix,170,165,175,0,0,0,33,30
Vagina,SuSiE-mix,180,175,185,0,0,0,33,30
Vagina,SuSiE-mix,190,185,195,0,0,0,33,30
Vagina,SuSiE-mix,200,195,205,0,0,0,33,30
