"em_iteration","coding","association_threshold","minimum_mean_reads","both_one_cs","n_candidates","n_compared","n_errors","n_valid_distances","n_changed_leads","n_over_100kb","median_distance_kb","max_distance_kb"
12,"recessive",5e-08,100,FALSE,12,12,0,12,7,0,1.101,66.146
