"gene","status","n_tissue_errors","n_nonconverged"
"BBS9","finished",0,0
"BBX","finished",0,0
"BCAM","finished",0,0
"BCAN","finished",0,0
"BCAP29","finished",0,0
"BCAP31","gene_error",0,0
"BCAR1","finished",0,0
"BCAR3","finished",0,0
"BCAS1","finished",0,0
"BCAS2","finished",0,0
"BCAS3","finished",0,0
"BCAS4","finished",0,0
"BCAT1","finished",0,0
"BCAT2","finished",0,0
"BCCIP","finished",0,0
"BCDIN3D","finished",0,0
"BCHE","finished",0,0
"BCKDHA","finished",0,0
"BCKDHB","finished",0,0
"BCKDK","finished",0,0
"BCL10","finished",0,0
"BCL11A","finished",0,0
"BCL11B","finished",0,0
"BCL2","finished",0,0
"BCL2A1","finished",0,0
"BCL2L1","finished",0,0
"BCL2L10","finished",0,0
"BCL2L11","finished",0,0
"BCL2L12","finished",0,0
"BCL2L13","finished",0,0
"BCL2L14","finished",0,0
"BCL2L15","finished",0,0
"BCL2L2","finished",0,0
"BCL2L2-PABPN1","finished",0,0
"BCL3","finished",0,0
"BCL6","finished",0,0
"BCL6B","finished",0,0
"BCL7A","finished",0,0
"BCL7B","finished",0,0
"BCL7C","finished",0,0
"BCL9","finished",0,0
"BCL9L","finished",0,0
"BCLAF1","finished",0,0
"BCO1","finished",0,0
"BCO2","finished",0,0
"BCOR","gene_error",0,0
"BCORL1","gene_error",0,0
"BCR","finished",0,0
"BCS1L","finished",0,0
"BDH1","finished",0,0
"BDH2","finished",0,0
"BDKRB1","finished",0,0
"BDKRB2","finished",0,0
"BDNF","finished",0,0
"BDP1","finished",0,0
"BEAN1","finished",0,0
"BECN1","finished",0,0
"BECN2","finished",0,0
"BEGAIN","finished",0,0
"BEND2","gene_error",0,0
"BEND3","finished",0,0
"BEND4","finished",0,0
"BEND5","finished",0,0
"BEND6","finished",0,0
"BEND7","finished",0,0
"BEST1","finished",0,0
"BEST2","finished",0,0
"BEST3","finished",0,0
"BEST4","finished",0,0
"BET1","finished",0,0
"BET1L","finished",0,0
"BEX1","gene_error",0,0
"BEX2","gene_error",0,0
"BEX3","gene_error",0,0
"BEX4","gene_error",0,0
"BEX5","gene_error",0,0
"BFAR","finished",0,0
"BFSP1","finished",0,0
"BFSP2","finished",0,0
"BGLAP","finished",0,0
"BGN","gene_error",0,0
"BHLHA15","finished",0,0
"BHLHA9","finished",0,0
"BHLHB9","gene_error",0,0
"BHLHE22","finished",0,0
"BHLHE23","finished",0,0
"BHLHE40","finished",0,0
"BHLHE41","finished",0,0
"BHMT","finished",0,0
"BHMT2","finished",0,0
"BICC1","finished",0,0
"BICD1","finished",0,0
"BICD2","finished",0,0
"BICDL1","finished",0,0
"BICDL2","finished",0,0
"BID","finished",0,0
"BIK","finished",0,0
"BIN1","finished",0,0
"BIN2","finished",0,0
"BIN3","finished",0,0
