"gene","status","n_tissue_errors","n_nonconverged"
"USP17L28","finished",0,0
"USP17L29","finished",0,0
"USP17L3","finished",0,0
"USP17L30","finished",0,0
"USP17L4","finished",0,0
"USP17L5","finished",0,0
"USP17L7","finished",0,0
"USP17L8","finished",0,0
"USP18","finished",0,0
"USP19","finished",0,0
"USP2","finished",0,0
"USP20","finished",0,0
"USP21","finished",0,0
"USP22","finished",0,0
"USP24","finished",0,0
"USP25","finished",0,0
"USP26","gene_error",0,0
"USP27X","gene_error",0,0
"USP28","finished",0,0
"USP29","finished",0,0
"USP3","finished",0,0
"USP30","finished",0,0
"USP31","finished",0,0
"USP32","finished",0,0
"USP33","finished",0,0
"USP34","finished",0,0
"USP35","finished",0,0
"USP36","finished",0,0
"USP37","finished",0,0
"USP38","finished",0,0
"USP39","finished",0,0
"USP4","finished",0,0
"USP40","finished",0,0
"USP41","finished",0,0
"USP42","finished",0,0
"USP43","finished",0,0
"USP44","finished",0,0
"USP45","finished",0,0
"USP46","finished",0,0
"USP47","finished",0,0
"USP48","finished",0,0
"USP49","finished",0,0
"USP5","finished",0,0
"USP50","finished",0,0
"USP51","gene_error",0,0
"USP53","finished",0,0
"USP54","finished",0,0
"USP6","finished",0,0
"USP6NL","finished",0,0
"USP7","finished",0,0
"USP8","finished",0,0
"USP9X","gene_error",0,0
"USP9Y","gene_error",0,0
"USPL1","finished",0,0
"UST","finished",0,0
"UTF1","finished",0,0
"UTP11","finished",0,0
"UTP14A","gene_error",0,0
"UTP14C","finished",0,0
"UTP15","finished",0,0
"UTP18","finished",0,0
"UTP20","finished",0,0
"UTP23","finished",0,0
"UTP3","finished",0,0
"UTP4","finished",0,0
"UTP6","finished",0,0
"UTRN","finished",0,0
"UTS2","finished",0,0
"UTS2B","finished",0,0
"UTS2R","finished",0,0
"UTY","gene_error",0,0
"UVRAG","finished",0,0
"UVSSA","finished",0,0
"UXS1","finished",0,0
"UXT","gene_error",0,0
"VAC14","finished",0,0
"VAMP1","finished",0,0
"VAMP2","finished",0,0
"VAMP3","finished",0,0
"VAMP4","finished",0,0
"VAMP5","finished",0,0
"VAMP7","gene_error",0,0
"VAMP8","finished",0,0
"VANGL1","finished",0,0
"VANGL2","finished",0,0
"VAPA","finished",0,0
"VAPB","finished",0,0
"VARS2","finished",0,0
"VASH1","finished",0,0
"VASH2","finished",0,0
"VASN","finished",0,0
"VASP","finished",0,0
"VAT1","finished",0,0
"VAT1L","finished",0,0
"VAV1","finished",0,0
"VAV2","finished",0,0
"VAV3","finished",0,0
"VAX1","finished",0,0
"VAX2","finished",0,0
"VBP1","gene_error",0,0
