"gene","status","n_tissue_errors","n_nonconverged"
"CCNG2","finished",0,0
"CCNH","finished",0,0
"CCNI","finished",0,0
"CCNI2","finished",0,0
"CCNJ","finished",0,0
"CCNJL","finished",0,0
"CCNK","finished",0,0
"CCNL1","finished",0,0
"CCNL2","finished",0,0
"CCNO","finished",0,0
"CCNT1","finished",0,0
"CCNT2","finished",0,0
"CCNY","finished",0,0
"CCNYL1","finished",0,0
"CCP110","finished",0,0
"CCPG1","finished",0,0
"CCR1","finished",0,0
"CCR10","finished",0,0
"CCR2","finished",0,0
"CCR3","finished",0,0
"CCR4","finished",0,0
"CCR5","finished",0,0
"CCR6","finished",0,0
"CCR7","finished",0,0
"CCR8","finished",0,0
"CCR9","finished",0,0
"CCRL2","finished",0,0
"CCS","finished",0,0
"CCSAP","finished",0,0
"CCSER1","finished",0,0
"CCSER2","finished",0,0
"CCT2","finished",0,0
"CCT3","finished",0,0
"CCT4","finished",0,0
"CCT5","finished",0,0
"CCT6A","finished",0,0
"CCT6B","finished",0,0
"CCT7","finished",0,0
"CCT8","finished",0,0
"CCT8L2","finished",0,0
"CCZ1","finished",0,0
"CCZ1B","finished",0,0
"CD101","finished",0,0
"CD109","finished",0,0
"CD14","finished",0,0
"CD151","finished",0,0
"CD160","finished",0,0
"CD163","finished",0,0
"CD163L1","finished",0,0
"CD164","finished",0,0
"CD164L2","finished",0,0
"CD177","finished",0,0
"CD180","finished",0,0
"CD19","finished",0,0
"CD1A","finished",0,0
"CD1B","finished",0,0
"CD1C","finished",0,0
"CD1D","finished",0,0
"CD1E","finished",0,0
"CD2","finished",0,0
"CD200","finished",0,0
"CD200R1","finished",0,0
"CD200R1L","finished",0,0
"CD207","finished",0,0
"CD209","finished",0,0
"CD22","finished",0,0
"CD226","finished",0,0
"CD24","finished",0,0
"CD244","finished",0,0
"CD247","finished",0,0
"CD248","finished",0,0
"CD27","finished",0,0
"CD274","finished",0,0
"CD276","finished",0,0
"CD28","finished",0,0
"CD2AP","finished",0,0
"CD2BP2","finished",0,0
"CD300A","finished",0,0
"CD300C","finished",0,0
"CD300E","finished",0,0
"CD300LB","finished",0,0
"CD300LD","finished",0,0
"CD300LF","finished",0,0
"CD300LG","finished",0,0
"CD302","finished",0,0
"CD320","finished",0,0
"CD33","finished",0,0
"CD34","finished",0,0
"CD36","finished",0,0
"CD37","finished",0,0
"CD38","finished",0,0
"CD3D","finished",0,0
"CD3E","finished",0,0
"CD3G","finished",0,0
"CD4","finished",0,0
"CD40","finished",0,0
"CD40LG","gene_error",0,0
"CD44","finished",0,0
"CD46","finished",0,0
"CD47","finished",0,0
