"gene","status","n_tissue_errors","n_nonconverged"
"MAGEA9","gene_error",0,0
"MAGEA9B","gene_error",0,0
"MAGEB1","gene_error",0,0
"MAGEB10","gene_error",0,0
"MAGEB16","gene_error",0,0
"MAGEB17","gene_error",0,0
"MAGEB18","gene_error",0,0
"MAGEB2","gene_error",0,0
"MAGEB3","gene_error",0,0
"MAGEB4","gene_error",0,0
"MAGEB5","gene_error",0,0
"MAGEB6","gene_error",0,0
"MAGEC1","gene_error",0,0
"MAGEC2","gene_error",0,0
"MAGEC3","gene_error",0,0
"MAGED1","gene_error",0,0
"MAGED2","gene_error",0,0
"MAGED4","gene_error",0,0
"MAGED4B","gene_error",0,0
"MAGEE1","gene_error",0,0
"MAGEE2","gene_error",0,0
"MAGEF1","finished",0,0
"MAGEH1","gene_error",0,0
"MAGEL2","finished",0,0
"MAGI1","finished",0,0
"MAGI2","finished",0,0
"MAGI3","finished",0,0
"MAGIX","gene_error",0,0
"MAGOH","finished",0,0
"MAGOHB","finished",0,0
"MAGT1","gene_error",0,0
"MAIP1","finished",0,0
"MAJIN","finished",0,0
"MAK","finished",0,0
"MAK16","finished",0,0
"MAL","finished",0,0
"MAL2","finished",0,0
"MALL","finished",0,0
"MALRD1","finished",0,0
"MALSU1","finished",0,0
"MALT1","finished",0,0
"MAMDC2","finished",0,0
"MAMDC4","finished",0,0
"MAML1","finished",0,0
"MAML2","finished",0,0
"MAML3","finished",0,0
"MAMLD1","gene_error",0,0
"MAMSTR","finished",0,0
"MAN1A1","finished",0,0
"MAN1A2","finished",0,0
"MAN1B1","finished",0,0
"MAN1C1","finished",0,0
"MAN2A1","finished",0,0
"MAN2A2","finished",0,0
"MAN2B1","finished",0,0
"MAN2B2","finished",0,0
"MAN2C1","finished",0,0
"MANBA","finished",0,0
"MANBAL","finished",0,0
"MANEA","finished",0,0
"MANEAL","finished",0,0
"MANF","finished",0,0
"MANSC1","finished",0,0
"MANSC4","finished",0,0
"MAOA","gene_error",0,0
"MAOB","gene_error",0,0
"MAP10","finished",0,0
"MAP1A","finished",0,0
"MAP1B","finished",0,0
"MAP1LC3A","finished",0,0
"MAP1LC3B","finished",0,0
"MAP1LC3B2","finished",0,0
"MAP1LC3C","finished",0,0
"MAP1S","finished",0,0
"MAP2","finished",0,0
"MAP2K1","finished",0,0
"MAP2K2","finished",0,0
"MAP2K3","finished",0,0
"MAP2K4","finished",0,0
"MAP2K5","finished",0,0
"MAP2K6","finished",0,0
"MAP2K7","finished",0,0
"MAP3K1","finished",0,0
"MAP3K10","finished",0,0
"MAP3K11","finished",0,0
"MAP3K12","finished",0,0
"MAP3K13","finished",0,0
"MAP3K14","finished",0,0
"MAP3K15","gene_error",0,0
"MAP3K19","finished",0,0
"MAP3K2","finished",0,0
"MAP3K20","finished",0,0
"MAP3K21","finished",0,0
"MAP3K3","finished",0,0
"MAP3K4","finished",0,0
"MAP3K5","finished",0,0
"MAP3K6","finished",0,0
"MAP3K7","finished",0,0
"MAP3K7CL","finished",0,0
"MAP3K8","finished",0,0
