"gene","status","n_tissue_errors","n_nonconverged"
"CABLES1","finished",0,0
"CABLES2","finished",0,0
"CABP1","finished",0,0
"CABP2","finished",0,0
"CABP4","finished",0,0
"CABP5","finished",0,0
"CABP7","finished",0,0
"CABS1","finished",0,0
"CABYR","finished",0,0
"CACFD1","finished",0,0
"CACHD1","finished",0,0
"CACNA1A","finished",0,0
"CACNA1B","finished",0,0
"CACNA1C","finished",0,0
"CACNA1D","finished",0,0
"CACNA1E","finished",0,0
"CACNA1F","gene_error",0,0
"CACNA1G","finished",0,0
"CACNA1H","finished",0,0
"CACNA1I","finished",0,0
"CACNA1S","finished",0,0
"CACNA2D1","finished",0,0
"CACNA2D2","finished",0,0
"CACNA2D3","finished",0,0
"CACNA2D4","finished",0,0
"CACNB1","finished",0,0
"CACNB2","finished",0,0
"CACNB3","finished",0,0
"CACNB4","finished",0,0
"CACNG1","finished",0,0
"CACNG2","finished",0,0
"CACNG3","finished",0,0
"CACNG4","finished",0,0
"CACNG5","finished",0,0
"CACNG6","finished",0,0
"CACNG7","finished",0,0
"CACNG8","finished",0,0
"CACTIN","finished",0,0
"CACUL1","finished",0,0
"CACYBP","finished",0,0
"CAD","finished",0,0
"CADM1","finished",0,0
"CADM2","finished",0,0
"CADM3","finished",0,0
"CADM4","finished",0,0
"CADPS","finished",0,0
"CADPS2","finished",0,0
"CAGE1","finished",0,0
"CALB1","finished",0,0
"CALB2","finished",0,0
"CALCA","finished",0,0
"CALCB","finished",0,0
"CALCOCO1","finished",0,0
"CALCOCO2","finished",0,0
"CALCR","finished",0,0
"CALCRL","finished",0,0
"CALD1","finished",0,0
"CALHM1","finished",0,0
"CALHM2","finished",0,0
"CALHM3","finished",0,0
"CALM1","finished",0,0
"CALM2","finished",0,0
"CALM3","finished",0,0
"CALML3","finished",0,0
"CALML4","finished",0,0
"CALML5","finished",0,0
"CALML6","finished",0,0
"CALN1","finished",0,0
"CALR","finished",0,0
"CALR3","finished",0,0
"CALU","finished",0,0
"CALY","finished",0,0
"CAMK1","finished",0,0
"CAMK1D","finished",0,0
"CAMK1G","finished",0,0
"CAMK2A","finished",0,0
"CAMK2B","finished",0,0
"CAMK2D","finished",0,0
"CAMK2G","finished",0,0
"CAMK2N1","finished",0,0
"CAMK2N2","finished",0,0
"CAMK4","finished",0,0
"CAMKK1","finished",0,0
"CAMKK2","finished",0,0
"CAMKMT","finished",0,0
"CAMKV","finished",0,0
"CAMLG","finished",0,0
"CAMP","finished",0,0
"CAMSAP1","finished",0,0
"CAMSAP2","finished",0,0
"CAMSAP3","finished",0,0
"CAMTA1","finished",0,0
"CAMTA2","finished",0,0
"CAND1","finished",0,0
"CAND2","finished",0,0
"CANT1","finished",0,0
"CANX","finished",0,0
"CAP1","finished",0,0
"CAP2","finished",0,0
"CAPG","finished",0,0
