"gene","status","n_tissue_errors","n_nonconverged"
"C11orf91","finished",0,0
"C11orf94","finished",0,0
"C11orf95","finished",0,0
"C11orf96","finished",0,0
"C11orf97","finished",0,0
"C11orf98","finished",0,0
"C12orf29","finished",0,0
"C12orf4","finished",0,0
"C12orf40","finished",0,0
"C12orf42","finished",0,0
"C12orf43","finished",0,0
"C12orf45","finished",0,0
"C12orf50","finished",0,0
"C12orf54","finished",0,0
"C12orf56","finished",0,0
"C12orf57","finished",0,0
"C12orf60","finished",0,0
"C12orf65","finished",0,0
"C12orf66","finished",0,0
"C12orf71","finished",0,0
"C12orf73","finished",0,0
"C12orf75","finished",0,0
"C12orf76","finished",0,0
"C14orf119","finished",0,0
"C14orf132","finished",0,0
"C14orf180","finished",0,0
"C14orf28","finished",0,0
"C14orf39","finished",0,0
"C14orf93","finished",0,0
"C15orf39","finished",0,0
"C15orf40","finished",0,0
"C15orf48","finished",0,0
"C15orf61","finished",0,0
"C15orf62","finished",0,0
"C15orf65","finished",0,0
"C16orf46","finished",0,0
"C16orf54","finished",0,0
"C16orf70","finished",0,0
"C16orf71","finished",0,0
"C16orf72","finished",0,0
"C16orf74","finished",0,0
"C16orf78","finished",0,0
"C16orf82","finished",0,0
"C16orf86","finished",0,0
"C16orf87","finished",0,0
"C16orf89","finished",0,0
"C16orf90","finished",0,0
"C16orf91","finished",0,0
"C16orf92","finished",0,0
"C16orf95","finished",0,0
"C16orf96","finished",0,0
"C17orf100","finished",0,0
"C17orf107","finished",0,0
"C17orf49","finished",0,0
"C17orf50","finished",0,0
"C17orf58","finished",0,0
"C17orf64","finished",0,0
"C17orf67","finished",0,0
"C17orf75","finished",0,0
"C17orf78","finished",0,0
"C17orf80","finished",0,0
"C17orf97","finished",0,0
"C17orf98","finished",0,0
"C17orf99","finished",0,0
"C18orf21","finished",0,0
"C18orf25","finished",0,0
"C18orf32","finished",0,0
"C18orf54","finished",0,0
"C18orf63","finished",0,0
"C19orf12","finished",0,0
"C19orf18","finished",0,0
"C19orf25","finished",0,0
"C19orf33","finished",0,0
"C19orf38","finished",0,0
"C19orf44","finished",0,0
"C19orf47","finished",0,0
"C19orf53","finished",0,0
"C19orf54","finished",0,0
"C19orf67","finished",0,0
"C19orf71","finished",0,0
"C19orf73","finished",0,0
"C19orf81","finished",0,0
"C19orf84","finished",0,0
"C1D","finished",0,0
"C1GALT1","finished",0,0
"C1GALT1C1","gene_error",0,0
"C1GALT1C1L","finished",0,0
"C1QA","finished",0,0
"C1QB","finished",0,0
"C1QBP","finished",0,0
"C1QC","finished",0,0
"C1QL1","finished",0,0
"C1QL2","finished",0,0
"C1QL3","finished",0,0
"C1QL4","finished",0,0
"C1QTNF1","finished",0,0
"C1QTNF12","finished",0,0
"C1QTNF2","finished",0,0
"C1QTNF3","finished",0,0
"C1QTNF4","finished",0,0
