"gene","status","n_tissue_errors","n_nonconverged"
"PTPN4","finished",0,0
"PTPN5","finished",0,0
"PTPN6","finished",0,0
"PTPN7","finished",0,0
"PTPN9","finished",0,0
"PTPRA","finished",0,0
"PTPRB","finished",0,0
"PTPRC","finished",0,0
"PTPRD","finished",0,0
"PTPRE","finished",0,0
"PTPRF","finished",0,0
"PTPRG","finished",0,0
"PTPRH","finished",0,0
"PTPRJ","finished",0,0
"PTPRK","finished",0,0
"PTPRM","finished",0,0
"PTPRN","finished",0,0
"PTPRN2","finished",0,0
"PTPRO","finished",0,0
"PTPRQ","finished",0,0
"PTPRR","finished",0,0
"PTPRS","finished",0,0
"PTPRT","finished",0,0
"PTPRU","finished",0,0
"PTPRZ1","finished",0,0
"PTRH1","finished",0,0
"PTRH2","finished",0,0
"PTRHD1","finished",0,0
"PTS","finished",0,0
"PTTG1","finished",0,0
"PTTG1IP","finished",0,0
"PTTG2","finished",0,0
"PTX3","finished",0,0
"PTX4","finished",0,0
"PUDP","gene_error",0,0
"PUF60","finished",0,0
"PUM1","finished",0,0
"PUM2","finished",0,0
"PUM3","finished",0,0
"PURA","finished",0,0
"PURB","finished",0,0
"PURG","finished",0,0
"PUS1","finished",0,0
"PUS10","finished",0,0
"PUS3","finished",0,0
"PUS7","finished",0,0
"PUS7L","finished",0,0
"PUSL1","finished",0,0
"PVALB","finished",0,0
"PVR","finished",0,0
"PVRIG","finished",0,0
"PWP1","finished",0,0
"PWP2","finished",0,0
"PWWP2A","finished",0,0
"PWWP2B","finished",0,0
"PXDC1","finished",0,0
"PXDN","finished",0,0
"PXDNL","finished",0,0
"PXK","finished",0,0
"PXMP2","finished",0,0
"PXMP4","finished",0,0
"PXN","finished",0,0
"PXT1","finished",0,0
"PXYLP1","finished",0,0
"PYCARD","finished",0,0
"PYCR1","finished",0,0
"PYCR2","finished",0,0
"PYDC1","finished",0,0
"PYDC2","finished",0,0
"PYGB","finished",0,0
"PYGL","finished",0,0
"PYGM","finished",0,0
"PYGO1","finished",0,0
"PYGO2","finished",0,0
"PYHIN1","finished",0,0
"PYM1","finished",0,0
"PYROXD1","finished",0,0
"PYROXD2","finished",0,0
"PYURF","finished",0,0
"PYY","finished",0,0
"PZP","finished",0,0
"QDPR","finished",0,0
"QKI","finished",0,0
"QPCT","finished",0,0
"QPCTL","finished",0,0
"QPRT","finished",0,0
"QRFP","finished",0,0
"QRFPR","finished",0,0
"QRICH1","finished",0,0
"QRICH2","finished",0,0
"QRSL1","finished",0,0
"QSER1","finished",0,0
"QSOX1","finished",0,0
"QSOX2","finished",0,0
"QTRT1","finished",0,0
"QTRT2","finished",0,0
"R3HCC1","finished",0,0
"R3HCC1L","finished",0,0
"R3HDM1","finished",0,0
"R3HDM2","finished",0,0
