"gene","status","n_tissue_errors","n_nonconverged"
"GAGE12J","gene_error",0,0
"GAGE13","gene_error",0,0
"GAGE2A","gene_error",0,0
"GAGE2E","gene_error",0,0
"GAK","finished",0,0
"GAL","finished",0,0
"GAL3ST1","finished",0,0
"GAL3ST2","finished",0,0
"GAL3ST3","finished",0,0
"GAL3ST4","finished",0,0
"GALC","finished",0,0
"GALE","finished",0,0
"GALK1","finished",0,0
"GALK2","finished",0,0
"GALM","finished",0,0
"GALNS","finished",0,0
"GALNT1","finished",0,0
"GALNT10","finished",0,0
"GALNT11","finished",0,0
"GALNT12","finished",0,0
"GALNT13","finished",0,0
"GALNT14","finished",0,0
"GALNT15","finished",0,0
"GALNT16","finished",0,0
"GALNT18","finished",0,0
"GALNT2","finished",0,0
"GALNT3","finished",0,0
"GALNT4","finished",0,0
"GALNT5","finished",0,0
"GALNT6","finished",0,0
"GALNT7","finished",0,0
"GALNT8","finished",0,0
"GALNT9","finished",0,0
"GALNTL5","finished",0,0
"GALNTL6","finished",0,0
"GALP","finished",0,0
"GALR1","finished",0,0
"GALR2","finished",0,0
"GALR3","finished",0,0
"GALT","finished",0,0
"GAMT","finished",0,0
"GAN","finished",0,0
"GANAB","finished",0,0
"GANC","finished",0,0
"GAP43","finished",0,0
"GAPDH","finished",0,0
"GAPDHS","finished",0,0
"GAPT","finished",0,0
"GAPVD1","finished",0,0
"GAR1","finished",0,0
"GAREM1","finished",0,0
"GAREM2","finished",0,0
"GARNL3","finished",0,0
"GART","finished",0,0
"GAS1","finished",0,0
"GAS2","finished",0,0
"GAS2L1","finished",0,0
"GAS2L2","finished",0,0
"GAS2L3","finished",0,0
"GAS6","finished",0,0
"GAS7","finished",0,0
"GAS8","finished",0,0
"GAST","finished",0,0
"GATA1","gene_error",0,0
"GATA2","finished",0,0
"GATA3","finished",0,0
"GATA4","finished",0,0
"GATA5","finished",0,0
"GATA6","finished",0,0
"GATAD1","finished",0,0
"GATAD2A","finished",0,0
"GATAD2B","finished",0,0
"GATB","finished",0,0
"GATC","finished",0,0
"GATM","finished",0,0
"GBA","finished",0,0
"GBA2","finished",0,0
"GBE1","finished",0,0
"GBF1","finished",0,0
"GBGT1","finished",0,0
"GBP1","finished",0,0
"GBP2","finished",0,0
"GBP3","finished",0,0
"GBP4","finished",0,0
"GBP5","finished",0,0
"GBP6","finished",0,0
"GBP7","finished",0,0
"GBX1","finished",0,0
"GBX2","finished",0,0
"GC","finished",0,0
"GCA","finished",0,0
"GCAT","finished",0,0
"GCC1","finished",0,0
"GCC2","finished",0,0
"GCDH","finished",0,0
"GCFC2","finished",0,0
"GCG","finished",0,0
"GCGR","finished",0,0
"GCH1","finished",0,0
"GCHFR","finished",0,0
