"gene","status","n_tissue_errors","n_nonconverged"
"OR2AP1","finished",0,0
"OR2AT4","finished",0,0
"OR2B11","finished",0,0
"OR2B2","finished",0,0
"OR2B3","finished",0,0
"OR2B6","finished",0,0
"OR2C1","finished",0,0
"OR2C3","finished",0,0
"OR2D2","finished",0,0
"OR2D3","finished",0,0
"OR2F1","finished",0,0
"OR2F2","finished",0,0
"OR2G2","finished",0,0
"OR2G3","finished",0,0
"OR2G6","finished",0,0
"OR2H1","finished",0,0
"OR2H2","finished",0,0
"OR2I1P","finished",0,0
"OR2J1","finished",0,0
"OR2J2","finished",0,0
"OR2J3","finished",0,0
"OR2K2","finished",0,0
"OR2L13","finished",0,0
"OR2L2","finished",0,0
"OR2L3","finished",0,0
"OR2L5","finished",0,0
"OR2L8","finished",0,0
"OR2M2","finished",0,0
"OR2M3","finished",0,0
"OR2M4","finished",0,0
"OR2M5","finished",0,0
"OR2M7","finished",0,0
"OR2S2","finished",0,0
"OR2T1","finished",0,0
"OR2T10","finished",0,0
"OR2T11","finished",0,0
"OR2T12","finished",0,0
"OR2T2","finished",0,0
"OR2T27","finished",0,0
"OR2T29","finished",0,0
"OR2T3","finished",0,0
"OR2T33","finished",0,0
"OR2T34","finished",0,0
"OR2T35","finished",0,0
"OR2T4","finished",0,0
"OR2T5","finished",0,0
"OR2T6","finished",0,0
"OR2T8","finished",0,0
"OR2V1","finished",0,0
"OR2V2","finished",0,0
"OR2W1","finished",0,0
"OR2W3","finished",0,0
"OR2Y1","finished",0,0
"OR2Z1","finished",0,0
"OR3A1","finished",0,0
"OR3A2","finished",0,0
"OR3A3","finished",0,0
"OR4A15","finished",0,0
"OR4A16","finished",0,0
"OR4A47","finished",0,0
"OR4A5","finished",0,0
"OR4B1","finished",0,0
"OR4C11","finished",0,0
"OR4C12","finished",0,0
"OR4C13","finished",0,0
"OR4C15","finished",0,0
"OR4C16","finished",0,0
"OR4C3","finished",0,0
"OR4C46","finished",0,0
"OR4C5","finished",0,0
"OR4C6","finished",0,0
"OR4D1","finished",0,0
"OR4D10","finished",0,0
"OR4D11","finished",0,0
"OR4D2","finished",0,0
"OR4D5","finished",0,0
"OR4D6","finished",0,0
"OR4D9","finished",0,0
"OR4E1","finished",0,0
"OR4E2","finished",0,0
"OR4F15","finished",0,0
"OR4F16","finished",0,0
"OR4F17","finished",0,0
"OR4F21","finished",0,0
"OR4F29","finished",0,0
"OR4F3","finished",0,0
"OR4F4","finished",0,0
"OR4F5","finished",0,0
"OR4F6","finished",0,0
"OR4K1","finished",0,0
"OR4K13","finished",0,0
"OR4K14","finished",0,0
"OR4K15","finished",0,0
"OR4K17","finished",0,0
"OR4K2","finished",0,0
"OR4K5","finished",0,0
"OR4L1","finished",0,0
"OR4M1","finished",0,0
"OR4M2","finished",0,0
"OR4N2","finished",0,0
