"gene","status","n_tissue_errors","n_nonconverged"
"RPL10L","finished",0,0
"RPL11","finished",0,0
"RPL12","finished",0,0
"RPL13","finished",0,0
"RPL13A","finished",0,0
"RPL14","finished",0,0
"RPL15","finished",0,0
"RPL17","finished",0,0
"RPL18","finished",0,0
"RPL18A","finished",0,0
"RPL19","finished",0,0
"RPL21","finished",0,0
"RPL22","finished",0,0
"RPL22L1","finished",0,0
"RPL23","finished",0,0
"RPL23A","finished",0,0
"RPL24","finished",0,0
"RPL26","finished",0,0
"RPL26L1","finished",0,0
"RPL27","finished",0,0
"RPL27A","finished",0,0
"RPL28","finished",0,0
"RPL29","finished",0,0
"RPL3","finished",0,0
"RPL30","finished",0,0
"RPL31","finished",0,0
"RPL32","finished",0,0
"RPL34","finished",0,0
"RPL35","finished",0,0
"RPL35A","finished",0,0
"RPL36","finished",0,0
"RPL36A","gene_error",0,0
"RPL36AL","finished",0,0
"RPL37","finished",0,0
"RPL37A","finished",0,0
"RPL38","finished",0,0
"RPL39","gene_error",0,0
"RPL39L","finished",0,0
"RPL3L","finished",0,0
"RPL4","finished",0,0
"RPL41","finished",0,0
"RPL5","finished",0,0
"RPL6","finished",0,0
"RPL7","finished",0,0
"RPL7A","finished",0,0
"RPL7L1","finished",0,0
"RPL8","finished",0,0
"RPL9","finished",0,0
"RPLP0","finished",0,0
"RPLP1","finished",0,0
"RPLP2","finished",0,0
"RPN1","finished",0,0
"RPN2","finished",0,0
"RPP14","finished",0,0
"RPP21","finished",0,0
"RPP25","finished",0,0
"RPP25L","finished",0,0
"RPP30","finished",0,0
"RPP38","finished",0,0
"RPP40","finished",0,0
"RPRD1A","finished",0,0
"RPRD1B","finished",0,0
"RPRD2","finished",0,0
"RPRM","finished",0,0
"RPRML","finished",0,0
"RPS10","finished",0,0
"RPS11","finished",0,0
"RPS12","finished",0,0
"RPS13","finished",0,0
"RPS14","finished",0,0
"RPS15","finished",0,0
"RPS15A","finished",0,0
"RPS16","finished",0,0
"RPS17","finished",0,0
"RPS18","finished",0,0
"RPS19","finished",0,0
"RPS19BP1","finished",0,0
"RPS2","finished",0,0
"RPS20","finished",0,0
"RPS21","finished",0,0
"RPS23","finished",0,0
"RPS24","finished",0,0
"RPS25","finished",0,0
"RPS26","finished",0,0
"RPS27","finished",0,0
"RPS27A","finished",0,0
"RPS27L","finished",0,0
"RPS28","finished",0,0
"RPS29","finished",0,0
"RPS3","finished",0,0
"RPS3A","finished",0,0
"RPS4X","gene_error",0,0
"RPS4Y1","gene_error",0,0
"RPS4Y2","gene_error",0,0
"RPS5","finished",0,0
"RPS6","finished",0,0
"RPS6KA1","finished",0,0
"RPS6KA2","finished",0,0
"RPS6KA3","gene_error",0,0
"RPS6KA4","finished",0,0
