"gene","status","n_tissue_errors","n_nonconverged"
"IFNGR2","finished",0,0
"IFNK","finished",0,0
"IFNL1","finished",0,0
"IFNL2","finished",0,0
"IFNL3","finished",0,0
"IFNLR1","finished",0,0
"IFNW1","finished",0,0
"IFRD1","finished",0,0
"IFRD2","finished",0,0
"IFT122","finished",0,0
"IFT140","finished",0,0
"IFT172","finished",0,0
"IFT20","finished",0,0
"IFT22","finished",0,0
"IFT27","finished",0,0
"IFT43","finished",0,0
"IFT46","finished",0,0
"IFT52","finished",0,0
"IFT57","finished",0,0
"IFT74","finished",0,0
"IFT80","finished",0,0
"IFT81","finished",0,0
"IFT88","finished",0,0
"IGBP1","gene_error",0,0
"IGDCC3","finished",0,0
"IGDCC4","finished",0,0
"IGF1","finished",0,0
"IGF1R","finished",0,0
"IGF2","finished",0,0
"IGF2BP1","finished",0,0
"IGF2BP2","finished",0,0
"IGF2BP3","finished",0,0
"IGF2R","finished",0,0
"IGFALS","finished",0,0
"IGFBP1","finished",0,0
"IGFBP2","finished",0,0
"IGFBP3","finished",0,0
"IGFBP4","finished",0,0
"IGFBP5","finished",0,0
"IGFBP6","finished",0,0
"IGFBP7","finished",0,0
"IGFBPL1","finished",0,0
"IGFL1","finished",0,0
"IGFL2","finished",0,0
"IGFL3","finished",0,0
"IGFL4","finished",0,0
"IGFLR1","finished",0,0
"IGFN1","finished",0,0
"IGHMBP2","finished",0,0
"IGIP","finished",0,0
"IGLL1","finished",0,0
"IGLON5","finished",0,0
"IGSF1","gene_error",0,0
"IGSF10","finished",0,0
"IGSF11","finished",0,0
"IGSF21","finished",0,0
"IGSF22","finished",0,0
"IGSF23","finished",0,0
"IGSF3","finished",0,0
"IGSF5","finished",0,0
"IGSF6","finished",0,0
"IGSF8","finished",0,0
"IGSF9","finished",0,0
"IGSF9B","finished",0,0
"IHH","finished",0,0
"IK","finished",0,0
"IKBIP","finished",0,0
"IKBKB","finished",0,0
"IKBKE","finished",0,0
"IKBKG","gene_error",0,0
"IKZF1","finished",0,0
"IKZF2","finished",0,0
"IKZF3","finished",0,0
"IKZF4","finished",0,0
"IKZF5","finished",0,0
"IL10","finished",0,0
"IL10RA","finished",0,0
"IL10RB","finished",0,0
"IL11","finished",0,0
"IL11RA","finished",0,0
"IL12A","finished",0,0
"IL12B","finished",0,0
"IL12RB1","finished",0,0
"IL12RB2","finished",0,0
"IL13","finished",0,0
"IL13RA1","gene_error",0,0
"IL13RA2","gene_error",0,0
"IL15","finished",0,0
"IL15RA","finished",0,0
"IL16","finished",0,0
"IL17A","finished",0,0
"IL17B","finished",0,0
"IL17C","finished",0,0
"IL17D","finished",0,0
"IL17F","finished",0,0
"IL17RA","finished",0,0
"IL17RB","finished",0,0
"IL17RC","finished",0,0
"IL17RD","finished",0,0
"IL17RE","finished",0,0
