"gene","status","n_tissue_errors","n_nonconverged"
"TEX13C","gene_error",0,0
"TEX13D","gene_error",0,0
"TEX14","finished",0,0
"TEX15","finished",0,0
"TEX19","finished",0,0
"TEX2","finished",0,0
"TEX22","finished",0,0
"TEX26","finished",0,0
"TEX261","finished",0,0
"TEX264","finished",0,0
"TEX28","gene_error",0,0
"TEX29","finished",0,0
"TEX30","finished",0,0
"TEX33","finished",0,0
"TEX35","finished",0,0
"TEX36","finished",0,0
"TEX37","finished",0,0
"TEX38","finished",0,0
"TEX43","finished",0,0
"TEX44","finished",0,0
"TEX9","finished",0,0
"TF","finished",0,0
"TFAM","finished",0,0
"TFAP2A","finished",0,0
"TFAP2B","finished",0,0
"TFAP2C","finished",0,0
"TFAP2D","finished",0,0
"TFAP2E","finished",0,0
"TFAP4","finished",0,0
"TFB1M","finished",0,0
"TFB2M","finished",0,0
"TFCP2","finished",0,0
"TFCP2L1","finished",0,0
"TFDP1","finished",0,0
"TFDP2","finished",0,0
"TFDP3","gene_error",0,0
"TFE3","gene_error",0,0
"TFEB","finished",0,0
"TFEC","finished",0,0
"TFF1","finished",0,0
"TFF2","finished",0,0
"TFF3","finished",0,0
"TFG","finished",0,0
"TFIP11","finished",0,0
"TFPI","finished",0,0
"TFPI2","finished",0,0
"TFPT","finished",0,0
"TFR2","finished",0,0
"TFRC","finished",0,0
"TG","finished",0,0
"TGDS","finished",0,0
"TGFA","finished",0,0
"TGFB1","finished",0,0
"TGFB1I1","finished",0,0
"TGFB2","finished",0,0
"TGFB3","finished",0,0
"TGFBI","finished",0,0
"TGFBR1","finished",0,0
"TGFBR2","finished",0,0
"TGFBR3","finished",0,0
"TGFBR3L","finished",0,0
"TGFBRAP1","finished",0,0
"TGIF1","finished",0,0
"TGIF2","finished",0,0
"TGIF2LX","gene_error",0,0
"TGIF2LY","gene_error",0,0
"TGM1","finished",0,0
"TGM2","finished",0,0
"TGM3","finished",0,0
"TGM4","finished",0,0
"TGM5","finished",0,0
"TGM6","finished",0,0
"TGM7","finished",0,0
"TGOLN2","finished",0,0
"TGS1","finished",0,0
"TH","finished",0,0
"THADA","finished",0,0
"THAP1","finished",0,0
"THAP10","finished",0,0
"THAP11","finished",0,0
"THAP12","finished",0,0
"THAP2","finished",0,0
"THAP3","finished",0,0
"THAP4","finished",0,0
"THAP5","finished",0,0
"THAP6","finished",0,0
"THAP7","finished",0,0
"THAP8","finished",0,0
"THAP9","finished",0,0
"THBD","finished",0,0
"THBS1","finished",0,0
"THBS2","finished",0,0
"THBS3","finished",0,0
"THBS4","finished",0,0
"THEG","finished",0,0
"THEGL","finished",0,0
"THEM4","finished",0,0
"THEM5","finished",0,0
"THEM6","finished",0,0
"THEMIS","finished",0,0
