"gene","status","n_tissue_errors","n_nonconverged"
"MYO7B","finished",0,0
"MYO9A","finished",0,0
"MYO9B","finished",0,0
"MYOC","finished",0,0
"MYOCD","finished",0,0
"MYOD1","finished",0,0
"MYOF","finished",0,0
"MYOG","finished",0,0
"MYOM1","finished",0,0
"MYOM2","finished",0,0
"MYOM3","finished",0,0
"MYOT","finished",0,0
"MYOZ1","finished",0,0
"MYOZ2","finished",0,0
"MYOZ3","finished",0,0
"MYPN","finished",0,0
"MYPOP","finished",0,0
"MYRF","finished",0,0
"MYRFL","finished",0,0
"MYRIP","finished",0,0
"MYSM1","finished",0,0
"MYT1","finished",0,0
"MYT1L","finished",0,0
"MYZAP","finished",0,0
"MZB1","finished",0,0
"MZF1","finished",0,0
"MZT1","finished",0,0
"MZT2A","finished",0,0
"MZT2B","finished",0,0
"N4BP1","finished",0,0
"N4BP2","finished",0,0
"N4BP2L1","finished",0,0
"N4BP2L2","finished",0,0
"N4BP3","finished",0,0
"N6AMT1","finished",0,0
"NAA10","gene_error",0,0
"NAA11","finished",0,0
"NAA15","finished",0,0
"NAA16","finished",0,0
"NAA20","finished",0,0
"NAA25","finished",0,0
"NAA30","finished",0,0
"NAA35","finished",0,0
"NAA38","finished",0,0
"NAA40","finished",0,0
"NAA50","finished",0,0
"NAA60","finished",0,0
"NAAA","finished",0,0
"NAALAD2","finished",0,0
"NAALADL1","finished",0,0
"NAALADL2","finished",0,0
"NAB1","finished",0,0
"NAB2","finished",0,0
"NABP1","finished",0,0
"NABP2","finished",0,0
"NACA","finished",0,0
"NACA2","finished",0,0
"NACAD","finished",0,0
"NACC1","finished",0,0
"NACC2","finished",0,0
"NADK","finished",0,0
"NADK2","finished",0,0
"NADSYN1","finished",0,0
"NAE1","finished",0,0
"NAF1","finished",0,0
"NAGA","finished",0,0
"NAGK","finished",0,0
"NAGLU","finished",0,0
"NAGPA","finished",0,0
"NAGS","finished",0,0
"NAIF1","finished",0,0
"NAIP","finished",0,0
"NALCN","finished",0,0
"NAMPT","finished",0,0
"NANOG","finished",0,0
"NANOGNB","finished",0,0
"NANOGP8","finished",0,0
"NANOS1","finished",0,0
"NANOS2","finished",0,0
"NANOS3","finished",0,0
"NANP","finished",0,0
"NANS","finished",0,0
"NAP1L1","finished",0,0
"NAP1L2","gene_error",0,0
"NAP1L3","gene_error",0,0
"NAP1L4","finished",0,0
"NAP1L5","finished",0,0
"NAPA","finished",0,0
"NAPB","finished",0,0
"NAPEPLD","finished",0,0
"NAPG","finished",0,0
"NAPRT","finished",0,0
"NAPSA","finished",0,0
"NARF","finished",0,0
"NARS2","finished",0,0
"NASP","finished",0,0
"NAT1","finished",0,0
"NAT10","finished",0,0
"NAT14","finished",0,0
"NAT16","finished",0,0
