"gene","status","n_tissue_errors","n_nonconverged"
"ELOA2","finished",0,0
"ELOB","finished",0,0
"ELOC","finished",0,0
"ELOF1","finished",0,0
"ELOVL1","finished",0,0
"ELOVL2","finished",0,0
"ELOVL3","finished",0,0
"ELOVL4","finished",0,0
"ELOVL5","finished",0,0
"ELOVL6","finished",0,0
"ELOVL7","finished",0,0
"ELP2","finished",0,0
"ELP3","finished",0,0
"ELP4","finished",0,0
"ELP5","finished",0,0
"ELP6","finished",0,0
"ELSPBP1","finished",0,0
"EMB","finished",0,0
"EMC1","finished",0,0
"EMC10","finished",0,0
"EMC2","finished",0,0
"EMC3","finished",0,0
"EMC4","finished",0,0
"EMC6","finished",0,0
"EMC7","finished",0,0
"EMC8","finished",0,0
"EMC9","finished",0,0
"EMCN","finished",0,0
"EMD","gene_error",0,0
"EME1","finished",0,0
"EME2","finished",0,0
"EMG1","finished",0,0
"EMID1","finished",0,0
"EMILIN1","finished",0,0
"EMILIN2","finished",0,0
"EMILIN3","finished",0,0
"EML1","finished",0,0
"EML2","finished",0,0
"EML3","finished",0,0
"EML4","finished",0,0
"EML5","finished",0,0
"EML6","finished",0,0
"EMP1","finished",0,0
"EMP2","finished",0,0
"EMP3","finished",0,0
"EMSY","finished",0,0
"EMX1","finished",0,0
"EMX2","finished",0,0
"EN1","finished",0,0
"EN2","finished",0,0
"ENAH","finished",0,0
"ENAM","finished",0,0
"ENC1","finished",0,0
"ENDOD1","finished",0,0
"ENDOG","finished",0,0
"ENDOU","finished",0,0
"ENDOV","finished",0,0
"ENG","finished",0,0
"ENGASE","finished",0,0
"ENHO","finished",0,0
"ENKD1","finished",0,0
"ENKUR","finished",0,0
"ENO1","finished",0,0
"ENO2","finished",0,0
"ENO3","finished",0,0
"ENO4","finished",0,0
"ENOPH1","finished",0,0
"ENOSF1","finished",0,0
"ENOX1","finished",0,0
"ENOX2","gene_error",0,0
"ENPEP","finished",0,0
"ENPP1","finished",0,0
"ENPP2","finished",0,0
"ENPP3","finished",0,0
"ENPP4","finished",0,0
"ENPP5","finished",0,0
"ENPP6","finished",0,0
"ENPP7","finished",0,0
"ENSA","finished",0,0
"ENTHD1","finished",0,0
"ENTPD1","finished",0,0
"ENTPD2","finished",0,0
"ENTPD3","finished",0,0
"ENTPD4","finished",0,0
"ENTPD5","finished",0,0
"ENTPD6","finished",0,0
"ENTPD7","finished",0,0
"ENTPD8","finished",0,0
"ENY2","finished",0,0
"EOGT","finished",0,0
"EOMES","finished",0,0
"EP300","finished",0,0
"EP400","finished",0,0
"EPAS1","finished",0,0
"EPB41","finished",0,0
"EPB41L1","finished",0,0
"EPB41L2","finished",0,0
"EPB41L3","finished",0,0
"EPB41L4A","finished",0,0
"EPB41L4B","finished",0,0
