"gene","status","n_tissue_errors","n_nonconverged"
"CDHR2","finished",0,0
"CDHR3","finished",0,0
"CDHR4","finished",0,0
"CDHR5","finished",0,0
"CDIP1","finished",0,0
"CDIPT","finished",0,0
"CDK1","finished",0,0
"CDK10","finished",0,0
"CDK11A","finished",0,0
"CDK11B","finished",0,0
"CDK12","finished",0,0
"CDK13","finished",0,0
"CDK14","finished",0,0
"CDK15","finished",0,0
"CDK16","gene_error",0,0
"CDK17","finished",0,0
"CDK18","finished",0,0
"CDK19","finished",0,0
"CDK2","finished",0,0
"CDK20","finished",0,0
"CDK2AP1","finished",0,0
"CDK2AP2","finished",0,0
"CDK3","finished",0,0
"CDK4","finished",0,0
"CDK5","finished",0,0
"CDK5R1","finished",0,0
"CDK5R2","finished",0,0
"CDK5RAP1","finished",0,0
"CDK5RAP2","finished",0,0
"CDK5RAP3","finished",0,0
"CDK6","finished",0,0
"CDK7","finished",0,0
"CDK8","finished",0,0
"CDK9","finished",0,0
"CDKAL1","finished",0,0
"CDKL1","finished",0,0
"CDKL2","finished",0,0
"CDKL3","finished",0,0
"CDKL4","finished",0,0
"CDKL5","gene_error",0,0
"CDKN1A","finished",0,0
"CDKN1B","finished",0,0
"CDKN1C","finished",0,0
"CDKN2A","finished",0,0
"CDKN2AIP","finished",0,0
"CDKN2AIPNL","finished",0,0
"CDKN2B","finished",0,0
"CDKN2C","finished",0,0
"CDKN2D","finished",0,0
"CDKN3","finished",0,0
"CDNF","finished",0,0
"CDO1","finished",0,0
"CDON","finished",0,0
"CDPF1","finished",0,0
"CDR1","gene_error",0,0
"CDR2","finished",0,0
"CDR2L","finished",0,0
"CDRT1","finished",0,0
"CDRT15","finished",0,0
"CDRT15L2","finished",0,0
"CDRT4","finished",0,0
"CDS1","finished",0,0
"CDS2","finished",0,0
"CDSN","finished",0,0
"CDT1","finished",0,0
"CDV3","finished",0,0
"CDX1","finished",0,0
"CDX2","finished",0,0
"CDX4","gene_error",0,0
"CDY1","gene_error",0,0
"CDY1B","gene_error",0,0
"CDY2A","gene_error",0,0
"CDY2B","gene_error",0,0
"CDYL","finished",0,0
"CDYL2","finished",0,0
"CEACAM1","finished",0,0
"CEACAM16","finished",0,0
"CEACAM18","finished",0,0
"CEACAM19","finished",0,0
"CEACAM20","finished",0,0
"CEACAM21","finished",0,0
"CEACAM3","finished",0,0
"CEACAM4","finished",0,0
"CEACAM5","finished",0,0
"CEACAM6","finished",0,0
"CEACAM7","finished",0,0
"CEACAM8","finished",0,0
"CEBPA","finished",0,0
"CEBPB","finished",0,0
"CEBPD","finished",0,0
"CEBPE","finished",0,0
"CEBPG","finished",0,0
"CEBPZ","finished",0,0
"CEBPZOS","finished",0,0
"CECR2","finished",0,0
"CEL","finished",0,0
"CELA1","finished",0,0
"CELA2A","finished",0,0
"CELA2B","finished",0,0
"CELA3A","finished",0,0
